Date,BCO
2010-01-04,20.53057098388672
2010-01-05,20.168212890625
2010-01-06,20.505857467651367
2010-01-07,20.752920150756836
2010-01-08,20.645862579345703
2010-01-11,20.349388122558594
2010-01-12,20.069395065307617
2010-01-13,20.456449508666992
2010-01-14,20.703510284423828
2010-01-15,20.588212966918945
2010-01-19,21.06587028503418
2010-01-20,20.876447677612305
2010-01-21,20.398799896240234
2010-01-22,20.036449432373047
2010-01-25,19.87998390197754
2010-01-26,19.492921829223633
2010-01-27,19.764684677124023
2010-01-28,19.772924423217773
2010-01-29,19.334625244140625
2010-02-01,19.814266204833984
2010-02-02,19.640607833862305
2010-02-03,20.641239166259766
2010-02-04,20.153331756591797
2010-02-05,20.409685134887695
2010-02-08,20.310457229614258
2010-02-09,20.12852668762207
2010-02-10,20.029277801513672
2010-02-11,20.318723678588867
2010-02-12,20.72394371032715
2010-02-16,21.319364547729492
2010-02-17,21.435134887695312
2010-02-18,21.62533950805664
2010-02-19,21.76593017578125
2010-02-22,21.550912857055664
2010-02-23,21.046459197998047
2010-02-24,20.972030639648438
2010-02-25,20.955495834350586
2010-02-26,21.071269989013672
2010-03-01,21.360708236694336
2010-03-02,21.53437042236328
2010-03-03,21.526100158691406
2010-03-04,21.567447662353516
2010-03-05,21.956130981445312
2010-03-08,21.790735244750977
2010-03-09,21.91478157043457
2010-03-10,22.37788200378418
2010-03-11,22.501930236816406
2010-03-12,22.39442253112793
2010-03-15,22.493663787841797
2010-03-16,22.799644470214844
2010-03-17,22.716943740844727
2010-03-18,22.83272361755371
2010-03-19,23.039457321166992
2010-03-22,23.527376174926758
2010-03-23,23.461231231689453
2010-03-24,23.46949577331543
2010-03-25,23.386796951293945
2010-03-26,22.973302841186523
2010-03-29,23.436405181884766
2010-03-30,23.767202377319336
2010-03-31,23.345441818237305
2010-04-01,23.65142250061035
2010-04-05,23.858171463012695
2010-04-06,23.982208251953125
2010-04-07,23.849903106689453
2010-04-08,23.717580795288086
2010-04-09,23.734127044677734
2010-04-12,23.80027198791504
2010-04-13,23.775466918945312
2010-04-14,23.97394561767578
2010-04-15,24.22203826904297
2010-04-16,24.048370361328125
2010-04-19,23.634883880615234
2010-04-20,23.684505462646484
2010-04-21,23.328901290893555
2010-04-22,23.486034393310547
2010-04-23,23.94913673400879
2010-04-26,23.81682014465332
2010-04-27,23.105627059936523
2010-04-28,23.370248794555664
2010-04-29,22.12979507446289
2010-04-30,22.02228355407715
2010-05-03,22.030548095703125
2010-05-04,21.6832332611084
2010-05-05,21.2945499420166
2010-05-06,21.07953643798828
2010-05-07,20.153331756591797
2010-05-10,21.145700454711914
2010-05-11,20.864526748657227
2010-05-12,20.78183364868164
2010-05-13,20.632976531982422
2010-05-14,20.442771911621094
2010-05-17,20.376340866088867
2010-05-18,19.786806106567383
2010-05-19,19.321823120117188
2010-05-20,18.707382202148438
2010-05-21,19.114246368408203
2010-05-24,18.79041290283203
2010-05-25,18.58281898498535
2010-05-26,18.69907569885254
2010-05-27,18.890047073364258
2010-05-28,18.823617935180664
2010-06-01,18.491497039794922
2010-06-02,18.508098602294922
2010-06-03,18.466581344604492
2010-06-04,17.67776107788086
2010-06-07,17.35393524169922
2010-06-08,17.270902633666992
2010-06-09,16.548511505126953
2010-06-10,16.540206909179688
2010-06-11,16.805919647216797
2010-06-14,17.237689971923828
2010-06-15,17.553205490112305
2010-06-16,17.519996643066406
2010-06-17,17.162954330444336
2010-06-18,17.1712646484375
2010-06-21,16.822525024414062
2010-06-22,16.515296936035156
2010-06-23,16.747785568237305
2010-06-24,16.7560977935791
2010-06-25,16.938762664794922
2010-06-28,16.48208236694336
2010-06-29,16.05031394958496
2010-06-30,15.801206588745117
2010-07-01,15.469077110290527
2010-07-02,15.535504341125488
2010-07-06,15.269800186157227
2010-07-07,15.601932525634766
2010-07-08,15.917460441589355
2010-07-09,16.133352279663086
2010-07-12,16.29111099243164
2010-07-13,17.212787628173828
2010-07-14,17.146358489990234
2010-07-15,17.104839324951172
2010-07-16,16.307720184326172
2010-07-19,16.307722091674805
2010-07-20,16.599815368652344
2010-07-21,16.40786361694336
2010-07-22,17.000423431396484
2010-07-23,17.217409133911133
2010-07-26,17.54290008544922
2010-07-27,17.451099395751953
2010-07-28,17.3092098236084
2010-07-29,18.193864822387695
2010-07-30,18.277326583862305
2010-08-02,17.818313598632812
2010-08-03,17.484477996826172
2010-08-04,17.54290008544922
2010-08-05,17.509510040283203
2010-08-06,17.459434509277344
2010-08-09,17.70981788635254
2010-08-10,17.32590675354004
2010-08-11,16.883575439453125
2010-08-12,16.791776657104492
2010-08-13,16.791776657104492
2010-08-16,16.69162368774414
2010-08-17,17.058837890625
2010-08-18,17.1256046295166
2010-08-19,16.683286666870117
2010-08-20,16.708314895629883
2010-08-23,16.39951515197754
2010-08-24,16.190874099731445
2010-08-25,16.516359329223633
2010-08-26,16.27432632446289
2010-08-27,16.599815368652344
2010-08-30,16.140804290771484
2010-08-31,15.74854850769043
2010-09-01,16.69162368774414
2010-09-02,17.467782974243164
2010-09-03,17.835004806518555
2010-09-07,17.592971801757812
2010-09-08,17.743196487426758
2010-09-09,18.185522079467773
2010-09-10,18.160486221313477
2010-09-13,18.719654083251953
2010-09-14,18.844839096069336
2010-09-15,18.694622039794922
2010-09-16,18.761388778686523
2010-09-17,18.94499397277832
2010-09-20,19.19536781311035
2010-09-21,18.94499397277832
2010-09-22,18.753032684326172
2010-09-23,18.65288734436035
2010-09-24,19.345590591430664
2010-09-27,18.953330993652344
2010-09-28,19.078527450561523
2010-09-29,19.295520782470703
2010-09-30,19.19536781311035
2010-10-01,19.37063217163086
2010-10-04,19.011762619018555
2010-10-05,19.52085304260254
2010-10-06,19.712806701660156
2010-10-07,19.262130737304688
2010-10-08,19.92980194091797
2010-10-11,19.87137794494629
2010-10-12,19.87137794494629
2010-10-13,19.93814468383789
2010-10-14,19.93814468383789
2010-10-15,19.72949981689453
2010-10-18,19.812955856323242
2010-10-19,19.52085304260254
2010-10-20,19.854690551757812
2010-10-21,19.946491241455078
2010-10-22,19.896411895751953
2010-10-25,20.0216064453125
2010-10-26,19.804616928100586
2010-10-27,19.72949981689453
2010-10-28,19.562580108642578
2010-10-29,19.696117401123047
2010-11-01,20.1134033203125
2010-11-02,20.947982788085938
2010-11-03,21.223400115966797
2010-11-04,21.891067504882812
2010-11-05,21.95783042907715
2010-11-08,21.799259185791016
2010-11-09,21.765748977661133
2010-11-10,21.975200653076172
2010-11-11,22.033838272094727
2010-11-12,21.455774307250977
2010-11-15,21.405500411987305
2010-11-16,21.254701614379883
2010-11-17,21.38036346435547
2010-11-18,21.547924041748047
2010-11-19,21.196044921875
2010-11-22,21.179296493530273
2010-11-23,20.66824722290039
2010-11-24,21.606571197509766
2010-11-26,21.296594619750977
2010-11-29,21.003360748291016
2010-11-30,20.559328079223633
2010-12-01,21.455774307250977
2010-12-02,21.975200653076172
2010-12-03,21.9249324798584
2010-12-06,21.89979362487793
2010-12-07,22.19301986694336
2010-12-08,22.17626190185547
2010-12-09,21.581432342529297
2010-12-10,22.36896324157715
2010-12-13,21.908178329467773
2010-12-14,22.318687438964844
2010-12-15,22.31031036376953
2010-12-16,22.343826293945312
2010-12-17,22.17626190185547
2010-12-20,22.31031036376953
2010-12-21,22.561649322509766
2010-12-22,22.70407485961914
2010-12-23,22.68731117248535
2010-12-27,22.70407485961914
2010-12-28,22.477874755859375
2010-12-29,22.536516189575195
2010-12-30,22.578405380249023
2010-12-31,22.519760131835938
2011-01-03,23.047563552856445
2011-01-04,22.880014419555664
2011-01-05,23.282148361206055
2011-01-06,22.68731117248535
2011-01-07,22.41922378540039
2011-01-10,22.435977935791016
2011-01-11,22.503007888793945
2011-01-12,22.771095275878906
2011-01-13,22.947032928466797
2011-01-14,23.030813217163086
2011-01-18,23.307283401489258
2011-01-19,22.83812141418457
2011-01-20,22.888381958007812
2011-01-21,23.030813217163086
2011-01-24,23.097837448120117
