Date,UHT
2010-01-04,14.218108177185059
2010-01-05,14.21367073059082
2010-01-06,14.156025886535645
2010-01-07,14.293498039245605
2010-01-08,14.320109367370605
2010-01-11,14.271327018737793
2010-01-12,14.258018493652344
2010-01-13,14.50637149810791
2010-01-14,14.781332969665527
2010-01-15,14.5374174118042
2010-01-19,14.90550422668457
2010-01-20,14.989767074584961
2010-01-21,14.741418838500977
2010-01-22,14.719244003295898
2010-01-25,14.865598678588867
2010-01-26,14.643850326538086
2010-01-27,14.697064399719238
2010-01-28,14.612809181213379
2010-01-29,14.723687171936035
2010-02-01,14.807939529418945
2010-02-02,14.550724983215332
2010-02-03,14.550724983215332
2010-02-04,14.41324234008789
2010-02-05,14.546286582946777
2010-02-08,14.404369354248047
2010-02-09,14.368888854980469
2010-02-10,14.41324234008789
2010-02-11,14.790202140808105
2010-02-12,14.688203811645508
2010-02-16,14.670466423034668
2010-02-17,14.790202140808105
2010-02-18,14.838980674743652
2010-02-19,14.994216918945312
2010-02-22,14.870027542114258
2010-02-23,15.069598197937012
2010-02-24,15.309081077575684
2010-02-25,15.371166229248047
2010-02-26,15.003074645996094
2010-03-01,15.397781372070312
2010-03-02,15.38003921508789
2010-03-03,15.300217628479004
2010-03-04,15.393342971801758
2010-03-05,15.477605819702148
2010-03-08,15.557427406311035
2010-03-09,15.610652923583984
2010-03-10,15.801345825195312
2010-03-11,15.943265914916992
2010-03-12,16.071876525878906
2010-03-15,16.20492172241211
2010-03-16,16.182748794555664
2010-03-17,16.128639221191406
2010-03-18,16.106090545654297
2010-03-19,15.930238723754883
2010-03-22,16.214305877685547
2010-03-23,16.367610931396484
2010-03-24,16.390153884887695
2010-03-25,16.363101959228516
2010-03-26,16.390153884887695
2010-03-29,16.336050033569336
2010-03-30,16.106090545654297
2010-03-31,15.934752464294434
2010-04-01,15.912198066711426
2010-04-05,16.151180267333984
2010-04-06,16.200780868530273
2010-04-07,16.232336044311523
2010-04-08,16.11060333251953
2010-04-09,16.079036712646484
2010-04-12,16.02943992614746
2010-04-13,16.178234100341797
2010-04-14,16.209800720214844
2010-04-15,16.0429630279541
2010-04-16,15.99787425994873
2010-04-19,16.128639221191406
2010-04-20,16.128639221191406
2010-04-21,15.060007095336914
2010-04-22,15.456795692443848
2010-04-23,15.44326400756836
2010-04-26,15.22232437133789
2010-04-27,14.893172264099121
2010-04-28,14.70379638671875
2010-04-29,15.276442527770996
2010-04-30,14.978846549987793
2010-05-03,15.177242279052734
2010-05-04,15.001389503479004
2010-05-05,14.78946590423584
2010-05-06,14.57303524017334
2010-05-07,14.564022064208984
2010-05-10,15.159200668334961
2010-05-11,15.271931648254395
2010-05-12,15.546975135803223
2010-05-13,15.434248924255371
2010-05-14,15.20429801940918
2010-05-17,15.434248924255371
2010-05-18,15.145675659179688
2010-05-19,14.947286605834961
2010-05-20,14.478347778320312
2010-05-21,14.79848575592041
2010-05-24,14.473837852478027
2010-05-25,14.71732234954834
2010-05-26,14.56852912902832
2010-05-27,14.86612319946289
2010-05-28,14.68576431274414
2010-06-01,14.428750991821289
2010-06-02,14.451290130615234
2010-06-03,14.500892639160156
2010-06-04,14.027449607849121
2010-06-07,13.883160591125488
2010-06-08,14.37013053894043
2010-06-09,14.243876457214355
2010-06-10,14.446785926818848
2010-06-11,14.766922950744629
2010-06-14,14.847311973571777
2010-06-15,15.27454662322998
2010-06-16,15.187261581420898
2010-06-17,15.150511741638184
2010-06-18,15.196449279785156
2010-06-21,15.04484748840332
2010-06-22,14.907035827636719
2010-06-23,14.975944519042969
2010-06-24,14.851908683776855
2010-06-25,15.13672924041748
2010-06-28,15.026476860046387
2010-06-29,14.856499671936035
2010-06-30,14.760035514831543
2010-07-01,14.902441024780273
2010-07-02,14.801375389099121
2010-07-06,14.479804992675781
2010-07-07,14.81515884399414
2010-07-08,14.870281219482422
2010-07-09,14.966754913330078
2010-07-12,15.021879196166992
2010-07-13,15.384800910949707
2010-07-14,15.28372859954834
2010-07-15,15.196449279785156
2010-07-16,14.750843048095703
2010-07-19,14.916220664978027
2010-07-20,15.132133483886719
2010-07-21,14.884068489074707
2010-07-22,15.054041862487793
2010-07-23,15.343450546264648
2010-07-26,15.435328483581543
2010-07-27,15.582329750061035
2010-07-28,15.426139831542969
2010-07-29,15.37560749053955
2010-07-30,15.288324356079102
2010-08-02,15.531805038452148
2010-08-03,15.371015548706055
2010-08-04,15.540984153747559
2010-08-05,15.27454662322998
2010-08-06,15.28372859954834
2010-08-09,15.398576736450195
2010-08-10,15.251581192016602
2010-08-11,14.8932523727417
2010-08-12,14.737058639526367
2010-08-13,14.68652629852295
2010-08-16,14.861098289489746
2010-08-17,14.897847175598145
2010-08-18,14.925407409667969
2010-08-19,14.594649314880371
2010-08-20,14.613031387329102
2010-08-23,14.470619201660156
2010-08-24,14.571680068969727
2010-08-25,14.691121101379395
2010-08-26,14.695719718933105
2010-08-27,14.81515884399414
2010-08-30,14.580876350402832
2010-08-31,14.613031387329102
2010-09-01,14.93459415435791
2010-09-02,14.975944519042969
2010-09-03,15.072415351867676
2010-09-07,15.0816011428833
2010-09-08,15.040255546569824
2010-09-09,15.067819595336914
2010-09-10,15.095385551452637
2010-09-13,15.182663917541504
2010-09-14,14.983784675598145
2010-09-15,15.025898933410645
2010-09-16,15.082048416137695
2010-09-17,15.208405494689941
2010-09-20,15.582765579223633
2010-09-21,15.320712089538574
2010-09-22,15.250518798828125
2010-09-23,15.858858108520508
2010-09-24,16.111549377441406
2010-09-27,16.08815574645996
2010-09-28,15.961806297302246
2010-09-29,16.158336639404297
2010-09-30,16.102190017700195
2010-10-01,16.275333404541016
2010-10-04,16.284683227539062
2010-10-05,16.411035537719727
2010-10-06,16.513986587524414
2010-10-07,16.308082580566406
2010-10-08,16.485902786254883
2010-10-11,16.471872329711914
2010-10-12,16.36892318725586
2010-10-13,16.588855743408203
2010-10-14,16.649686813354492
2010-10-15,16.6309757232666
2010-10-18,16.8696346282959
2010-10-19,16.794754028320312
2010-10-20,17.061485290527344
2010-10-21,17.056812286376953
2010-10-22,17.24866485595703
2010-10-25,17.150400161743164
2010-10-26,17.12700080871582
2010-10-27,17.09893035888672
2010-10-28,17.019371032714844
2010-10-29,17.384382247924805
2010-11-01,17.108280181884766
2010-11-02,17.552833557128906
2010-11-03,17.48732566833496
2010-11-04,17.740013122558594
2010-11-05,17.969310760498047
2010-11-08,17.917844772338867
2010-11-09,17.594961166381836
2010-11-10,17.48263931274414
2010-11-11,17.34226417541504
2010-11-12,17.09893035888672
2010-11-15,17.000659942626953
2010-11-16,16.738605499267578
2010-11-17,16.649686813354492
2010-11-18,16.61693572998047
2010-11-19,16.62628936767578
2010-11-22,16.50929832458496
2010-11-23,16.429759979248047
2010-11-24,16.574819564819336
2010-11-26,16.663728713989258
2010-11-29,16.49994659423828
2010-11-30,16.411035537719727
2010-12-01,16.523344039916992
2010-12-02,16.864953994750977
2010-12-03,16.94917869567871
2010-12-06,16.916423797607422
2010-12-07,17.033409118652344
2010-12-08,17.047443389892578
2010-12-09,16.883665084838867
2010-12-10,16.9679012298584
2010-12-13,17.164440155029297
2010-12-14,17.171579360961914
2010-12-15,17.228673934936523
2010-12-16,17.14778709411621
2010-12-17,17.26673126220703
2010-12-20,17.352373123168945
2010-12-21,17.447538375854492
2010-12-22,17.271495819091797
2010-12-23,17.328590393066406
2010-12-27,17.471324920654297
2010-12-28,17.56172752380371
2010-12-29,17.566486358642578
2010-12-30,17.604543685913086
2010-12-31,17.380924224853516
2011-01-03,17.585519790649414
2011-01-04,17.423749923706055
2011-01-05,17.571245193481445
