Date,BMY
2010-01-04,15.072473526000977
2010-01-05,14.837247848510742
2010-01-06,14.831364631652832
2010-01-07,14.843128204345703
2010-01-08,14.596129417419434
2010-01-11,14.749031066894531
2010-01-12,14.59024715423584
2010-01-13,14.696110725402832
2010-01-14,14.731391906738281
2010-01-15,14.743154525756836
2010-01-19,15.084246635437012
2010-01-20,14.972506523132324
2010-01-21,14.67258358001709
2010-01-22,14.466753959655762
2010-01-25,14.307976722717285
2010-01-26,14.29033374786377
2010-01-27,14.29033374786377
2010-01-28,14.172718048095703
2010-01-29,14.325617790222168
2010-02-01,14.337379455566406
2010-02-02,14.572611808776855
2010-02-03,14.407952308654785
2010-02-04,14.108030319213867
2010-02-05,14.096268653869629
2010-02-08,14.090385437011719
2010-02-09,14.260927200317383
2010-02-10,14.066865921020508
2010-02-11,14.049215316772461
2010-02-12,14.06098461151123
2010-02-16,14.237403869628906
2010-02-17,14.41382884979248
2010-02-18,14.607892990112305
2010-02-19,14.67258358001709
2010-02-22,14.51379680633545
2010-02-23,14.372664451599121
2010-02-24,14.531441688537598
2010-02-25,14.396190643310547
2010-02-26,14.41382884979248
2010-03-01,14.34325885772705
2010-03-02,14.537321090698242
2010-03-03,14.307976722717285
2010-03-04,14.390303611755371
2010-03-05,14.866649627685547
2010-03-08,14.884292602539062
2010-03-09,14.819599151611328
2010-03-10,15.084246635437012
2010-03-11,15.266544342041016
2010-03-12,15.22537612915039
2010-03-15,15.260666847229004
2010-03-16,15.284180641174316
2010-03-17,15.278307914733887
2010-03-18,15.331232070922852
2010-03-19,15.295945167541504
2010-03-22,15.572343826293945
2010-03-23,15.754656791687012
2010-03-24,15.695839881896973
2010-03-25,15.748769760131836
2010-03-26,15.695839881896973
2010-03-29,15.87814998626709
2010-03-30,15.925758361816406
2010-03-31,15.890050888061523
2010-04-01,16.038837432861328
2010-04-05,15.93171215057373
2010-04-06,15.699603080749512
2010-04-07,15.800779342651367
2010-04-08,15.574628829956055
2010-04-09,15.622238159179688
2010-04-12,15.646044731140137
2010-04-13,15.461555480957031
2010-04-14,15.294909477233887
2010-04-15,15.080663681030273
2010-04-16,15.163991928100586
2010-04-19,15.360379219055176
2010-04-20,15.134230613708496
2010-04-21,14.93783950805664
2010-04-22,14.545050621032715
2010-04-23,14.723590850830078
2010-04-26,14.580761909484863
2010-04-27,14.408166885375977
2010-04-28,14.485541343688965
2010-04-29,15.098522186279297
2010-04-30,15.062813758850098
2010-05-03,14.955692291259766
2010-05-04,15.039007186889648
2010-05-05,14.91402530670166
2010-05-06,14.449834823608398
2010-05-07,14.485541343688965
2010-05-10,14.366508483886719
2010-05-11,14.503385543823242
2010-05-12,14.545050621032715
2010-05-13,14.283193588256836
2010-05-14,14.021330833435059
2010-05-17,14.104647636413574
2010-05-18,14.015379905700684
2010-05-19,14.110607147216797
2010-05-20,13.741620063781738
2010-05-21,13.6642484664917
2010-05-24,13.682106018066406
2010-05-25,13.604738235473633
2010-05-26,13.52142333984375
2010-05-27,13.890401840209961
2010-05-28,13.813035011291504
2010-06-01,13.699957847595215
2010-06-02,13.688060760498047
2010-06-03,13.616641998291016
2010-06-04,13.354782104492188
2010-06-07,14.199871063232422
2010-06-08,14.461730003356934
2010-06-09,14.366508483886719
2010-06-10,14.66407585144043
2010-06-11,14.92593002319336
2010-06-14,15.050918579101562
2010-06-15,15.253253936767578
2010-06-16,15.402040481567383
2010-06-17,15.390138626098633
2010-06-18,15.342531204223633
2010-06-21,15.140182495117188
2010-06-22,15.140182495117188
2010-06-23,15.021157264709473
2010-06-24,15.086618423461914
2010-06-25,15.217546463012695
2010-06-28,15.217546463012695
2010-06-29,15.050918579101562
2010-06-30,15.032835006713867
2010-07-01,14.924330711364746
2010-07-02,14.882136344909668
2010-07-06,15.213661193847656
2010-07-07,15.551200866699219
2010-07-08,15.418597221374512
2010-07-09,15.430659294128418
2010-07-12,15.22571086883545
2010-07-13,15.25584888458252
2010-07-14,15.123245239257812
2010-07-15,15.370372772216797
2010-07-16,15.171463966369629
2010-07-19,14.972550392150879
2010-07-20,15.081053733825684
2010-07-21,14.918302536010742
2010-07-22,15.026803016662598
2010-07-23,14.858027458190918
2010-07-26,15.050910949707031
2010-07-27,15.26187515258789
2010-07-28,15.141326904296875
2010-07-29,15.117215156555176
2010-07-30,15.020779609680176
2010-08-02,15.38846206665039
2010-08-03,15.478876113891602
2010-08-04,15.689841270446777
2010-08-05,15.900798797607422
2010-08-06,15.894781112670898
2010-08-09,15.979165077209473
