Date,IAC
2010-01-04,3.3991143703460693
2010-01-05,3.4736928939819336
2010-01-06,3.445518732070923
2010-01-07,3.4620914459228516
2010-01-08,3.4836366176605225
2010-01-11,3.511810779571533
2010-01-12,3.4770076274871826
2010-01-13,3.604619264602661
2010-01-14,3.5880465507507324
2010-01-15,3.5350124835968018
2010-01-19,3.5383269786834717
2010-01-20,3.5814170837402344
2010-01-21,3.4637486934661865
2010-01-22,3.3957998752593994
2010-01-25,3.3643112182617188
2010-01-26,3.357682704925537
2010-01-27,3.3908281326293945
2010-01-28,3.3609964847564697
2010-01-29,3.327850341796875
2010-02-01,3.362653970718384
2010-02-02,3.3725972175598145
2010-02-03,3.4869515895843506
2010-02-04,3.442203998565674
2010-02-05,3.508495569229126
2010-02-08,3.5068390369415283
2010-02-09,3.5383269786834717
2010-02-10,3.5466136932373047
2010-02-11,3.5698165893554688
2010-02-12,3.5698165893554688
2010-02-16,3.5797598361968994
2010-02-17,3.6162211894989014
2010-02-18,3.627821683883667
2010-02-19,3.6742255687713623
2010-02-22,3.626164436340332
2010-02-23,3.6543383598327637
2010-02-24,3.6626250743865967
2010-02-25,3.725602149963379
2010-02-26,3.710686206817627
2010-03-01,3.8233819007873535
2010-03-02,3.820068120956421
2010-03-03,3.801837921142578
2010-03-04,3.8465847969055176
2010-03-05,3.927791118621826
2010-03-08,3.9741954803466797
2010-03-09,3.9725396633148193
2010-03-10,3.964251756668091
2010-03-11,3.9609382152557373
2010-03-12,3.9377362728118896
2010-03-15,3.9195055961608887
2010-03-16,3.9592814445495605
2010-03-17,3.992426872253418
2010-03-18,4.0222578048706055
2010-03-19,3.9592814445495605
2010-03-22,3.9476797580718994
2010-03-23,3.955965995788574
2010-03-24,3.927791118621826
2010-03-25,3.859842300415039
2010-03-26,3.83166766166687
2010-03-29,3.790236234664917
2010-03-30,3.775320529937744
2010-03-31,3.775320529937744
2010-04-01,3.7322309017181396
2010-04-05,3.7570905685424805
2010-04-06,3.795208692550659
2010-04-07,3.8250396251678467
2010-04-08,3.8498995304107666
2010-04-09,3.8051517009735107
2010-04-12,3.795208692550659
2010-04-13,3.888016700744629
2010-04-14,3.9377362728118896
2010-04-15,3.9775099754333496
2010-04-16,3.9211621284484863
2010-04-19,3.9178483486175537
2010-04-20,3.9393930435180664
2010-04-21,3.8979604244232178
2010-04-22,3.9112186431884766
2010-04-23,3.901275157928467
2010-04-26,3.884702682495117
2010-04-27,3.8399550914764404
2010-04-28,3.7454893589019775
2010-04-29,3.7736637592315674
2010-04-30,3.720630168914795
2010-05-03,3.786921501159668
2010-05-04,3.6692535877227783
2010-05-05,3.6079342365264893
2010-05-06,3.5068390369415283
2010-05-07,3.415687322616577
2010-05-10,3.5582144260406494
2010-05-11,3.5963327884674072
2010-05-12,3.6941134929656982
2010-05-13,3.7537753582000732
2010-05-14,3.7438318729400635
2010-05-17,3.828354835510254
2010-05-18,3.7322309017181396
2010-05-19,3.695770263671875
2010-05-20,3.5598723888397217
2010-05-21,3.5598723888397217
2010-05-24,3.6725687980651855
2010-05-25,3.7471463680267334
2010-05-26,3.7405173778533936
2010-05-27,3.889673948287964
2010-05-28,3.888016700744629
2010-06-01,3.8184103965759277
2010-06-02,3.8432693481445312
2010-06-03,3.891331434249878
2010-06-04,3.806809425354004
2010-06-07,3.7338879108428955
2010-06-08,3.7239441871643066
2010-06-09,3.6891415119171143
2010-06-10,3.770348072052002
2010-06-11,3.8515563011169434
2010-06-14,3.861499786376953
2010-06-15,3.892988920211792
2010-06-16,3.892988920211792
2010-06-17,3.9244768619537354
2010-06-18,3.9211621284484863
2010-06-21,3.896303653717041
2010-06-22,3.858185291290283
2010-06-23,3.8117806911468506
2010-06-24,3.7521181106567383
2010-06-25,3.8117806911468506
2010-06-28,3.8150956630706787
2010-06-29,3.677539825439453
2010-06-30,3.6410794258117676
2010-07-01,3.627821683883667
2010-07-02,3.5764448642730713
2010-07-06,3.5963327884674072
2010-07-07,3.697427272796631
2010-07-08,3.710686206817627
2010-07-09,3.712343454360962
2010-07-12,3.7239441871643066
2010-07-13,3.775320529937744
2010-07-14,3.8266963958740234
2010-07-15,3.8266963958740234
2010-07-16,3.728916645050049
2010-07-19,3.7471463680267334
2010-07-20,3.803494453430176
2010-07-21,3.7918944358825684
2010-07-22,3.9476797580718994
2010-07-23,3.97585391998291
2010-07-26,4.008997917175293
2010-07-27,3.9327642917633057
2010-07-28,4.106778621673584
2010-07-29,4.148211479187012
2010-07-30,4.143240451812744
2010-08-02,4.149869918823242
2010-08-03,4.176385879516602
2010-08-04,4.184671401977539
2010-08-05,4.17307186126709
2010-08-06,4.151527404785156
2010-08-09,4.16146993637085
2010-08-10,4.222790718078613
2010-08-11,4.129981517791748
2010-08-12,3.969224452972412
2010-08-13,3.9029324054718018
2010-08-16,3.9427073001861572
2010-08-17,3.96756649017334
2010-08-18,3.969224452972412
2010-08-19,3.9576234817504883
2010-08-20,3.9360785484313965
2010-08-23,3.9311060905456543
2010-08-24,3.970881462097168
2010-08-25,4.042145252227783
2010-08-26,4.062032699584961
2010-08-27,4.096835136413574
2010-08-30,4.0636887550354
2010-08-31,4.106778621673584
2010-09-01,4.179701805114746
2010-09-02,4.252622127532959
2010-09-03,4.284109592437744
2010-09-07,4.241021156311035
2010-09-08,4.297369956970215
2010-09-09,4.342115879058838
2010-09-10,4.318914890289307
2010-09-13,4.323884963989258
2010-09-14,4.34708833694458
2010-09-15,4.36366081237793
2010-09-16,4.36034631729126
2010-09-17,4.368632793426514
2010-09-20,4.381891250610352
2010-09-21,4.350401878356934
2010-09-22,4.342115879058838
2010-09-23,4.3719482421875
2010-09-24,4.441553115844727
2010-09-27,4.4249796867370605
2010-09-28,4.478013038635254
2010-09-29,4.415036201477051
2010-09-30,4.353715896606445
2010-10-01,4.3487443923950195
2010-10-04,4.34708833694458
2010-10-05,4.451497554779053
2010-10-06,4.352059841156006
2010-10-07,4.337143421173096
2010-10-08,4.350401878356934
2010-10-11,4.413380146026611
2010-10-12,4.323884963989258
2010-10-13,4.289083480834961
2010-10-14,4.241021156311035
2010-10-15,4.191302299499512
2010-10-18,4.211188793182373
2010-10-19,4.217818260192871
2010-10-20,4.221132278442383
2010-10-21,4.279139518737793
2010-10-22,4.3255438804626465
