Date,AIT
2010-01-04,16.992223739624023
2010-01-05,17.404830932617188
2010-01-06,17.57738494873047
2010-01-07,18.01250457763672
2010-01-08,18.095027923583984
2010-01-11,17.83245849609375
2010-01-12,17.94498634338379
2010-01-13,18.245071411132812
2010-01-14,18.19255256652832
2010-01-15,18.200054168701172
2010-01-19,18.23005485534668
2010-01-20,17.389827728271484
2010-01-21,17.92247200012207
2010-01-22,17.427339553833008
2010-01-25,17.31481170654297
2010-01-26,16.98472023010254
2010-01-27,16.87968635559082
2010-01-28,16.489582061767578
2010-01-29,16.354534149169922
2010-02-01,16.309532165527344
2010-02-02,16.444570541381836
2010-02-03,16.407052993774414
2010-02-04,16.196992874145508
2010-02-05,16.36203956604004
2010-02-08,15.9869384765625
2010-02-09,16.257009506225586
2010-02-10,16.249469757080078
2010-02-11,16.309886932373047
2010-02-12,16.241901397705078
2010-02-16,16.619625091552734
2010-02-17,16.649843215942383
2010-02-18,16.868919372558594
2010-02-19,17.178651809692383
2010-02-22,17.14087677001953
2010-02-23,17.05022430419922
2010-02-24,17.23908042907715
2010-02-25,17.06533432006836
2010-02-26,17.027557373046875
2010-03-01,17.495929718017578
2010-03-02,17.73011589050293
2010-03-03,17.752777099609375
2010-03-04,17.647018432617188
2010-03-05,18.100276947021484
2010-03-08,18.17582130432129
2010-03-09,18.304248809814453
2010-03-10,18.462894439697266
2010-03-11,18.387344360351562
2010-03-12,18.35712242126465
2010-03-15,18.364681243896484
2010-03-16,18.49310874938965
2010-03-17,18.697078704833984
2010-03-18,18.651750564575195
2010-03-19,18.281587600708008
2010-03-22,18.583763122558594
2010-03-23,18.923704147338867
2010-03-24,18.606422424316406
2010-03-25,18.697078704833984
2010-03-26,18.689523696899414
2010-03-29,18.704627990722656
2010-03-30,18.885934829711914
2010-03-31,18.772619247436523
2010-04-01,19.074790954589844
2010-04-05,19.188108444213867
2010-04-06,19.188108444213867
2010-04-07,19.573394775390625
2010-04-08,19.475181579589844
2010-04-09,19.588497161865234
2010-04-12,19.777347564697266
2010-04-13,19.701814651489258
2010-04-14,20.041757583618164
2010-04-15,19.981321334838867
2010-04-16,19.92844009399414
2010-04-19,20.05686378479004
2010-04-20,20.124849319458008
2010-04-21,20.29860496520996
2010-04-22,21.00115966796875
2010-04-23,21.983234405517578
2010-04-26,22.18719482421875
2010-04-27,22.338279724121094
2010-04-28,23.06350326538086
2010-04-29,23.320356369018555
2010-04-30,23.25235939025879
2010-05-03,23.577192306518555
2010-05-04,22.648014068603516
2010-05-05,21.688610076904297
2010-05-06,21.016271591186523
2010-05-07,20.472354888916016
2010-05-10,21.85480499267578
2010-05-11,22.232521057128906
2010-05-12,23.120914459228516
2010-05-13,22.999427795410156
2010-05-14,22.171781539916992
2010-05-17,22.171781539916992
2010-05-18,22.148996353149414
2010-05-19,21.799720764160156
2010-05-20,20.167205810546875
2010-05-21,20.546863555908203
2010-05-24,20.303884506225586
2010-05-25,20.463340759277344
2010-05-26,20.40259552001953
2010-05-27,21.275798797607422
2010-05-28,20.941707611083984
2010-06-01,20.4405517578125
2010-06-02,21.010038375854492
2010-06-03,21.571928024291992
2010-06-04,20.022933959960938
2010-06-07,19.278820037841797
2010-06-08,19.233266830444336
2010-06-09,19.68125343322754
2010-06-10,20.23554801940918
2010-06-11,20.698720932006836
2010-06-14,20.40259552001953
2010-06-15,20.880958557128906
2010-06-16,20.91132354736328
2010-06-17,20.91892433166504
2010-06-18,20.835397720336914
2010-06-21,20.698720932006836
2010-06-22,20.12165069580078
2010-06-23,20.243139266967773
2010-06-24,19.87107276916504
2010-06-25,19.779964447021484
2010-06-28,20.197586059570312
2010-06-29,19.47623062133789
2010-06-30,19.225662231445312
2010-07-01,19.03583526611328
2010-07-02,18.808046340942383
2010-07-06,18.504316329956055
2010-07-07,19.172513961791992
2010-07-08,19.225662231445312
2010-07-09,19.225662231445312
2010-07-12,18.95990753173828
2010-07-13,19.40030860900879
2010-07-14,20.07609748840332
2010-07-15,19.734405517578125
2010-07-16,19.24844741821289
2010-07-19,19.70403480529785
2010-07-20,20.212766647338867
2010-07-21,20.48612403869629
2010-07-22,21.01763153076172
2010-07-23,21.655447006225586
2010-07-26,21.685827255249023
