Date,CTS
2010-01-04,9.211342811584473
2010-01-05,9.140213966369629
2010-01-06,8.98906135559082
2010-01-07,9.04240894317627
2010-01-08,9.006839752197266
2010-01-11,8.677868843078613
2010-01-12,8.482261657714844
2010-01-13,8.428915023803711
2010-01-14,8.740106582641602
2010-01-15,8.39334487915039
2010-01-19,8.660086631774902
2010-01-20,8.277763366699219
2010-01-21,7.904326438903809
2010-01-22,7.557567119598389
2010-01-25,7.762065887451172
2010-01-26,7.673157215118408
2010-01-27,7.486440181732178
2010-01-28,6.828486919403076
2010-01-29,6.766245365142822
2010-02-01,7.006311893463135
2010-02-02,6.881832122802734
2010-02-03,6.988526821136475
2010-02-04,6.837375164031982
2010-02-05,7.139679431915283
2010-02-08,6.677336692810059
2010-02-09,6.712898254394531
2010-02-10,6.268336772918701
2010-02-11,6.650660037994385
2010-02-12,6.872941970825195
2010-02-16,6.970745086669922
2010-02-17,6.881832122802734
2010-02-18,6.997420787811279
2010-02-19,7.024094581604004
2010-02-22,7.104114055633545
2010-02-23,7.032984733581543
2010-02-24,7.308614730834961
2010-02-25,7.059659004211426
2010-02-26,7.077441692352295
2010-03-01,7.1307878494262695
2010-03-02,7.095223903656006
2010-03-03,7.0507683753967285
2010-03-04,6.926288604736328
2010-03-05,7.095223903656006
2010-03-08,7.113005638122559
2010-03-09,7.237483501434326
2010-03-10,7.344179630279541
2010-03-11,7.361959934234619
2010-03-12,7.157463550567627
2010-03-15,7.930998802185059
2010-03-16,8.117720603942871
2010-03-17,8.331110000610352
2010-03-18,8.464476585388184
2010-03-19,8.197739601135254
2010-03-22,8.580065727233887
2010-03-23,8.722321510314941
2010-03-24,8.463685989379883
2010-03-25,8.508279800415039
2010-03-26,8.517195701599121
2010-03-29,8.428010940551758
2010-03-30,8.543953895568848
2010-03-31,8.40125560760498
2010-04-01,8.481523513793945
2010-04-05,8.642054557800293
2010-04-06,8.60638427734375
2010-04-07,8.69556999206543
2010-04-08,8.677730560302734
2010-04-09,8.704487800598145
2010-04-12,8.579628944396973
2010-04-13,8.561790466308594
2010-04-14,8.704487800598145
2010-04-15,8.775834083557129
2010-04-16,8.802589416503906
2010-04-19,8.784754753112793
2010-04-20,8.918532371520996
2010-04-21,9.070144653320312
2010-04-22,9.471477508544922
2010-04-23,9.747957229614258
2010-04-26,9.640931129455566
2010-04-27,9.382290840148926
2010-04-28,9.747957229614258
2010-04-29,9.819297790527344
2010-04-30,9.364456176757812
2010-05-03,9.819297790527344
2010-05-04,9.382290840148926
2010-05-05,9.248517990112305
2010-05-06,8.704487800598145
2010-05-07,8.25855827331543
2010-05-10,9.417970657348633
2010-05-11,9.524993896484375
2010-05-12,10.051186561584473
2010-05-13,10.497113227844238
2010-05-14,10.122532844543457
2010-05-17,9.961997985839844
2010-05-18,9.78363037109375
2010-05-19,9.596338272094727
2010-05-20,9.09689998626709
2010-05-21,9.328784942626953
2010-05-24,9.043392181396484
2010-05-25,9.052309036254883
2010-05-26,9.195006370544434
2010-05-27,9.73903751373291
2010-05-28,9.39121150970459
2010-06-01,9.212841987609863
2010-06-02,9.417970657348633
2010-06-03,9.73011589050293
2010-06-04,9.257434844970703
2010-06-07,8.972041130065918
2010-06-08,8.633138656616211
2010-06-09,8.383420944213867
2010-06-10,8.847183227539062
2010-06-11,9.052309036254883
2010-06-14,9.30202579498291
2010-06-15,9.373377799987793
2010-06-16,9.310941696166992
2010-06-17,9.39121150970459
2010-06-18,9.203920364379883
2010-06-21,9.079065322875977
2010-06-22,9.016633987426758
2010-06-23,9.15975284576416
2010-06-24,8.971905708312988
2010-06-25,9.204483985900879
2010-06-28,9.025580406188965
2010-06-29,8.488876342773438
2010-06-30,8.265251159667969
2010-07-01,8.104235649108887
2010-07-02,8.122124671936035
2010-07-06,8.068458557128906
2010-07-07,8.327868461608887
2010-07-08,8.479931831359863
2010-07-09,8.658833503723145
2010-07-12,8.479931831359863
2010-07-13,9.123978614807129
2010-07-14,9.195537567138672
2010-07-15,9.070304870605469
2010-07-16,8.56938362121582
2010-07-19,8.685670852661133
2010-07-20,8.864566802978516
2010-07-21,8.640946388244629
2010-07-22,8.864566802978516
2010-07-23,9.302876472473145
2010-07-26,9.508613586425781
2010-07-27,9.097140312194824
2010-07-28,8.533599853515625
2010-07-29,8.55148983001709
2010-07-30,8.3636474609375
2010-08-02,8.658833503723145
2010-08-03,8.587272644042969
2010-08-04,8.649888038635254
2010-08-05,8.676724433898926
2010-08-06,8.891403198242188
2010-08-09,8.971905708312988
2010-08-10,8.712502479553223
2010-08-11,8.09528923034668
2010-08-12,7.871665000915527
2010-08-13,7.656982898712158
2010-08-16,7.630150318145752
2010-08-17,7.934278964996338
2010-08-18,7.97900390625
2010-08-19,7.612257480621338
2010-08-20,7.665928363800049
2010-08-23,7.495972156524658
2010-08-24,7.236566066741943
2010-08-25,7.334959983825684
2010-08-26,7.1202802658081055
2010-08-27,7.495972156524658
2010-08-30,7.334959983825684
2010-08-31,7.191839218139648
2010-09-01,7.576479911804199
2010-09-02,7.594368934631348
2010-09-03,7.826938152313232
2010-09-07,7.594368934631348
2010-09-08,7.791154861450195
2010-09-09,7.871665000915527
2010-09-10,7.791154861450195
2010-09-13,8.345755577087402
2010-09-14,8.157906532287598
2010-09-15,8.426259994506836
2010-09-16,8.148959159851074
2010-09-17,8.3636474609375
2010-09-20,8.658833503723145
2010-09-21,8.470983505249023
2010-09-22,8.327406883239746
2010-09-23,8.103069305419922
2010-09-24,8.605588912963867
2010-09-27,8.417145729064941
2010-09-28,8.578670501708984
2010-09-29,8.686348915100098
2010-09-30,8.63250732421875
2010-10-01,8.838895797729492
2010-10-04,8.53380012512207
2010-10-05,9.00939655303955
2010-10-06,9.090156555175781
2010-10-07,9.000425338745117
2010-10-08,9.135025024414062
2010-10-11,9.072210311889648
2010-10-12,9.0363187789917
2010-10-13,9.251681327819824
2010-10-14,9.170921325683594
2010-10-15,9.170921325683594
2010-10-18,9.341411590576172
2010-10-19,9.170921325683594
2010-10-20,9.305521011352539
2010-10-21,9.161946296691895
2010-10-22,9.296546936035156
2010-10-25,9.323465347290039
2010-10-26,9.242707252502441
2010-10-27,9.449095726013184
2010-10-28,9.072210311889648
2010-10-29,9.10810375213623
2010-11-01,8.874791145324707
2010-11-02,9.10810375213623
2010-11-03,9.063239097595215
2010-11-04,9.206811904907227
