Date,SKYW
2010-01-04,15.126352310180664
2010-01-05,15.466471672058105
2010-01-06,14.956294059753418
2010-01-07,15.224804878234863
2010-01-08,14.76833438873291
2010-01-11,14.643026351928711
2010-01-12,13.944886207580566
2010-01-13,14.428215026855469
2010-01-14,14.625123977661133
2010-01-15,14.23129940032959
2010-01-19,14.455065727233887
2010-01-20,13.953832626342773
2010-01-21,14.052295684814453
2010-01-22,13.953832626342773
2010-01-25,13.846429824829102
2010-01-26,13.568964004516602
2010-01-27,13.801679611206055
2010-01-28,13.282547950744629
2010-01-29,13.094589233398438
2010-02-01,13.407852172851562
2010-02-02,13.622665405273438
2010-02-03,12.969279289245605
2010-02-04,12.512803077697754
2010-02-05,12.61125659942627
2010-02-08,12.405397415161133
2010-02-09,12.754467964172363
2010-02-10,12.888726234436035
2010-02-11,12.817118644714355
2010-02-12,12.530704498291016
2010-02-16,12.79922103881836
2010-02-17,12.996131896972656
2010-02-18,13.246745109558105
2010-02-19,13.381003379821777
2010-02-22,13.309399604797363
2010-02-23,13.282547950744629
2010-02-24,13.345198631286621
2010-02-25,13.031933784484863
2010-02-26,13.210943222045898
2010-03-01,13.685319900512695
2010-03-02,13.372050285339355
2010-03-03,13.327302932739258
2010-03-04,13.237793922424316
2010-03-05,13.568964004516602
2010-03-08,13.201991081237793
2010-03-09,13.291497230529785
2010-03-10,13.425753593444824
2010-03-11,13.363102912902832
2010-03-12,13.201991081237793
2010-03-15,13.094589233398438
2010-03-16,13.067739486694336
2010-03-17,13.005083084106445
2010-03-18,13.058786392211914
2010-03-19,13.148287773132324
2010-03-22,13.398905754089355
2010-03-23,13.255695343017578
2010-03-24,13.10353946685791
2010-03-25,13.014030456542969
2010-03-26,13.139339447021484
2010-03-29,12.968816757202148
2010-03-30,12.959839820861816
2010-03-31,12.816240310668945
2010-04-01,12.780342102050781
2010-04-05,12.79828929901123
2010-04-06,12.861116409301758
2010-04-07,12.816240310668945
2010-04-08,12.789316177368164
2010-04-09,12.825213432312012
2010-04-12,12.879066467285156
2010-04-13,12.879066467285156
2010-04-14,13.013689994812012
2010-04-15,13.30986213684082
2010-04-16,13.004714965820312
2010-04-19,12.959839820861816
2010-04-20,12.879066467285156
2010-04-21,12.888040542602539
2010-04-22,12.789316177368164
2010-04-23,13.085491180419922
2010-04-26,13.1572904586792
2010-04-27,12.816240310668945
2010-04-28,13.03164005279541
2010-04-29,13.902210235595703
2010-04-30,13.444485664367676
2010-05-03,13.615015029907227
2010-05-04,13.211140632629395
2010-05-05,12.870091438293457
2010-05-06,12.14311695098877
2010-05-07,11.7841215133667
2010-05-10,12.681617736816406
2010-05-11,12.888040542602539
2010-05-12,13.247036933898926
2010-05-13,12.98676586151123
2010-05-14,12.950867652893066
2010-05-17,13.166263580322266
2010-05-18,13.11241340637207
2010-05-19,13.175238609313965
2010-05-20,12.977788925170898
2010-05-21,13.363714218139648
2010-05-24,13.26498794555664
2010-05-25,13.354738235473633
2010-05-26,13.22908878326416
2010-05-27,13.489361763000488
2010-05-28,13.166263580322266
2010-06-01,12.277742385864258
2010-06-02,12.430320739746094
2010-06-03,12.125166893005371
2010-06-04,11.70334529876709
2010-06-07,11.640525817871094
2010-06-08,11.622567176818848
2010-06-09,11.65847110748291
2010-06-10,11.837967872619629
2010-06-11,11.981571197509766
2010-06-14,12.08029556274414
2010-06-15,12.33159351348877
2010-06-16,12.10722541809082
2010-06-17,12.170042991638184
2010-06-18,12.125166893005371
2010-06-21,12.116198539733887
2010-06-22,12.125166893005371
2010-06-23,12.10722541809082
2010-06-24,11.793099403381348
2010-06-25,11.434099197387695
2010-06-28,11.470108985900879
2010-06-29,10.956926345825195
2010-06-30,11.001941680908203
2010-07-01,10.812873840332031
2010-07-02,10.641815185546875
2010-07-06,10.335701942443848
2010-07-07,10.722844123840332
2010-07-08,10.722844123840332
2010-07-09,10.929916381835938
2010-07-12,10.884902954101562
2010-07-13,11.091974258422852
2010-07-14,11.073966979980469
2010-07-15,11.046958923339844
2010-07-16,10.74985122680664
2010-07-19,10.812873840332031
2010-07-20,10.920915603637695
2010-07-21,10.803874015808105
2010-07-22,11.263036727905273
2010-07-23,11.272041320800781
2010-07-26,11.407089233398438
2010-07-27,11.551139831542969
2010-07-28,11.245030403137207
2010-07-29,11.272041320800781
2010-07-30,11.209014892578125
2010-08-02,11.488118171691895
2010-08-03,11.173005104064941
2010-08-04,11.272041320800781
2010-08-05,11.1639986038208
2010-08-06,11.109983444213867
2010-08-09,11.71319580078125
2010-08-10,12.127346992492676
2010-08-11,11.848247528076172
2010-08-12,11.857253074645996
2010-08-13,11.75821304321289
2010-08-16,11.71319580078125
2010-08-17,11.938277244567871
2010-08-18,12.055320739746094
2010-08-19,11.488118171691895
2010-08-20,11.272041320800781
2010-08-23,11.010945320129395
2010-08-24,10.93891716003418
2010-08-25,11.073966979980469
2010-08-26,10.857892036437988
2010-08-27,11.118985176086426
2010-08-30,10.893902778625488
2010-08-31,11.470108985900879
2010-09-01,12.073324203491211
2010-09-02,11.839242935180664
2010-09-03,12.127346992492676
2010-09-07,11.72220230102539
2010-09-08,11.704193115234375
