Date,ITT
2010-01-04,13.449193000793457
2010-01-05,13.259198188781738
2010-01-06,13.175052642822266
2010-01-07,13.245625495910645
2010-01-08,13.74776554107666
2010-01-11,13.788477897644043
2010-01-12,13.498048782348633
2010-01-13,13.821050643920898
2010-01-14,13.94861888885498
2010-01-15,13.956764221191406
2010-01-19,13.940478324890137
2010-01-20,13.755903244018555
2010-01-21,13.422050476074219
2010-01-22,13.308053970336914
2010-01-25,13.34876537322998
2010-01-26,13.294476509094238
2010-01-27,13.384048461914062
2010-01-28,13.289050102233887
2010-01-29,13.112628936767578
2010-02-01,13.23476791381836
2010-02-02,13.693479537963867
2010-02-03,13.495335578918457
2010-02-04,13.264622688293457
2010-02-05,13.166912078857422
2010-02-08,12.89548397064209
2010-02-09,13.202197074890137
2010-02-10,13.109907150268555
2010-02-11,13.313482284545898
2010-02-12,13.373199462890625
2010-02-16,13.42747974395752
2010-02-17,13.451906204223633
2010-02-18,13.799338340759277
2010-02-19,13.932332992553711
2010-02-22,13.967622756958008
2010-02-23,13.853621482849121
2010-02-24,13.907904624938965
2010-02-25,13.845473289489746
2010-02-26,13.90518856048584
2010-03-01,14.153399467468262
2010-03-02,14.24340534210205
2010-03-03,14.218853950500488
2010-03-04,14.325243949890137
2010-03-05,14.589807510375977
2010-03-08,14.456161499023438
2010-03-09,14.55162525177002
2010-03-10,14.461614608764648
2010-03-11,14.447978019714355
2010-03-12,14.458888053894043
2010-03-15,14.407064437866211
2010-03-16,14.507989883422852
2010-03-17,14.627998352050781
2010-03-18,14.565264701843262
2010-03-19,14.344330787658691
2010-03-22,14.41524600982666
2010-03-23,14.537995338439941
2010-03-24,14.37160587310791
2010-03-25,14.336152076721191
2010-03-26,14.385245323181152
2010-03-29,14.70982551574707
2010-03-30,14.655272483825684
2010-03-31,14.622543334960938
2010-04-01,14.712557792663574
2010-04-05,14.848928451538086
2010-04-06,14.712557792663574
2010-04-07,14.693466186523438
2010-04-08,14.764376640319824
2010-04-09,14.832563400268555
2010-04-12,14.911665916442871
2010-04-13,15.06168270111084
2010-04-14,15.238971710205078
2010-04-15,15.255343437194824
2010-04-16,15.238971710205078
2010-04-19,15.285346984863281
2010-04-20,15.473548889160156
2010-04-21,15.555377960205078
2010-04-22,15.680846214294434
2010-04-23,15.719036102294922
2010-04-26,15.547187805175781
2010-04-27,15.394449234008789
2010-04-28,15.391721725463867
2010-04-29,15.81176471710205
2010-04-30,15.157149314880371
2010-05-03,15.225342750549316
2010-05-04,14.657999038696289
2010-05-05,14.562540054321289
2010-05-06,14.117938041687012
2010-05-07,13.635159492492676
2010-05-10,14.295233726501465
2010-05-11,14.344330787658691
2010-05-12,14.51071548461914
2010-05-13,14.306146621704102
2010-05-14,14.096124649047852
2010-05-17,14.177947998046875
2010-05-18,13.924283027648926
2010-05-19,13.674851417541504
2010-05-20,13.08828067779541
2010-05-21,13.31029987335205
2010-05-24,13.148582458496094
2010-05-25,13.145840644836426
2010-05-26,13.02798080444336
2010-05-27,13.411712646484375
2010-05-28,13.233548164367676
2010-06-01,12.964936256408691
2010-06-02,13.165030479431152
2010-06-03,13.140358924865723
2010-06-04,12.564748764038086
2010-06-07,12.28516674041748
2010-06-08,12.353689193725586
2010-06-09,12.44140338897705
2010-06-10,12.75113582611084
2010-06-11,12.81691837310791
2010-06-14,12.912853240966797
2010-06-15,13.252737045288086
2010-06-16,13.233548164367676
2010-06-17,13.200661659240723
2010-06-18,13.302077293395996
2010-06-21,13.27740478515625
2010-06-22,13.019754409790039
2010-06-23,12.956709861755371
2010-06-24,12.808697700500488
2010-06-25,12.8306245803833
2010-06-28,12.764839172363281
2010-06-29,12.265976905822754
2010-06-30,12.312579154968262
2010-07-01,12.244049072265625
2010-07-02,12.244049072265625
2010-07-06,12.222123146057129
2010-07-07,12.625051498413086
2010-07-08,12.90737533569336
2010-07-09,12.868997573852539
2010-07-12,12.685351371765137
2010-07-13,12.93752384185791
2010-07-14,12.945746421813965
2010-07-15,12.90737533569336
2010-07-16,12.493484497070312
2010-07-19,12.625051498413086
2010-07-20,12.8580322265625
2010-07-21,12.819664001464844
2010-07-22,13.365120887756348
2010-07-23,13.570693016052246
2010-07-26,13.820131301879883
2010-07-27,13.672112464904785
2010-07-28,13.66388988494873
2010-07-29,13.683074951171875
2010-07-30,12.915597915649414
2010-08-02,12.8580322265625
2010-08-03,12.723727226257324
2010-08-04,12.745656967163086
2010-08-05,12.773061752319336
2010-08-06,12.616827964782715
2010-08-09,12.833364486694336
2010-08-10,12.479775428771973
2010-08-11,12.054924011230469
2010-08-12,12.139890670776367
2010-08-13,12.200194358825684
2010-08-16,12.131670951843262
2010-08-17,12.298870086669922
2010-08-18,12.326285362243652
2010-08-19,12.04395866394043
2010-08-20,12.107004165649414
2010-08-23,12.038476943969727
2010-08-24,11.791787147521973
2010-08-25,11.874499320983887
2010-08-26,11.857953071594238
2010-08-27,12.09505844116211
2010-08-30,11.92412281036377
2010-08-31,11.7173490524292
2010-09-01,12.26875114440918
2010-09-02,12.511371612548828
2010-09-03,12.696087837219238
2010-09-07,12.588568687438965
2010-09-08,12.54169750213623
2010-09-09,12.544450759887695
2010-09-10,12.57202434539795
2010-09-13,12.7650146484375
2010-09-14,12.685060501098633
2010-09-15,12.618895530700684
2010-09-16,12.566510200500488
2010-09-17,12.602351188659668
2010-09-20,12.941463470458984
2010-09-21,12.935948371887207
2010-09-22,12.889081001281738
2010-09-23,12.671276092529297
2010-09-24,12.991095542907715
2010-09-27,12.897356033325195
2010-09-28,12.930437088012695
2010-09-29,12.935948371887207
2010-09-30,12.91113567352295
2010-10-01,12.963521957397461
2010-10-04,12.809124946594238
2010-10-05,13.153757095336914
2010-10-06,13.214409828186035
2010-10-07,13.18408203125
2010-10-08,13.208895683288574
2010-10-11,13.076557159423828
2010-10-12,13.024177551269531
2010-10-13,13.203385353088379
2010-10-14,13.156511306762695
2010-10-15,13.181324005126953
2010-10-18,13.253007888793945
2010-10-19,13.015905380249023
2010-10-20,13.324690818786621
2010-10-21,13.4404878616333
2010-10-22,13.37431812286377
2010-10-25,13.275063514709473
2010-10-26,13.230951309204102
2010-10-27,13.123430252075195
2010-10-28,13.291604995727539
2010-10-29,13.010391235351562
2010-11-01,12.858753204345703
2010-11-02,12.97454833984375
2010-11-03,12.949734687805176
2010-11-04,13.17580795288086
2010-11-05,13.421186447143555
2010-11-08,13.385347366333008
2010-11-09,13.213525772094727
2010-11-10,13.166411399841309
2010-11-11,13.244007110595703
2010-11-12,13.005677223205566
2010-11-15,13.019537925720215
2010-11-16,12.714690208435059
2010-11-17,12.720234870910645
2010-11-18,12.831088066101074
2010-11-19,12.911456108093262
2010-11-22,12.880973815917969
2010-11-23,12.709148406982422
2010-11-24,12.90036678314209
2010-11-26,12.770119667053223
2010-11-29,12.750718116760254
2010-11-30,12.747949600219727
2010-12-01,13.050020217895508
2010-12-02,13.33823013305664
2010-12-03,13.546079635620117
2010-12-06,13.648616790771484
2010-12-07,13.717902183532715
2010-12-08,13.640303611755371
2010-12-09,13.604280471801758
2010-12-10,13.728981971740723
2010-12-13,13.856463432312012
2010-12-14,13.956228256225586
2010-12-15,13.856463432312012
2010-12-16,14.09757137298584
2010-12-17,14.3275785446167
2010-12-20,14.460607528686523
2010-12-21,14.52157211303711
2010-12-22,14.443979263305664
2010-12-23,14.407951354980469
2010-12-27,14.474465370178223
2010-12-28,14.427353858947754
2010-12-29,14.416269302368164
2010-12-30,14.421805381774902
2010-12-31,14.441207885742188
2011-01-03,14.629653930664062
2011-01-04,14.474465370178223
2011-01-05,14.527113914489746
2011-01-06,14.46892261505127
2011-01-07,14.582545280456543
2011-01-10,14.615795135498047
2011-01-11,14.6268892288208
2011-01-12,17.043455123901367
2011-01-13,16.4753360748291
2011-01-14,16.43376350402832
2011-01-18,16.358938217163086
2011-01-19,16.156639099121094
2011-01-20,16.123382568359375
2011-01-21,16.08180809020996
2011-01-24,16.270259857177734
2011-01-25,16.39497184753418
2011-01-26,16.464252471923828
2011-01-27,16.469797134399414
2011-01-28,16.25086212158203
2011-01-31,16.328458786010742
2011-02-01,16.403284072875977
2011-02-02,16.38388442993164
2011-02-03,16.50582504272461
2011-02-04,16.735830307006836
2011-02-07,16.758007049560547
2011-02-08,16.627756118774414
2011-02-09,16.55293846130371
2011-02-10,16.447629928588867
2011-02-11,16.51412582397461
2011-02-14,16.555702209472656
2011-02-15,16.40605354309082
2011-02-16,16.37557029724121
2011-02-17,16.37557029724121
2011-02-18,16.583410263061523
2011-02-22,16.14000701904297
2011-02-23,15.885041236877441
2011-02-24,15.951571464538574
2011-02-25,16.059646606445312
2011-02-28,16.1236572265625
2011-03-01,15.811933517456055
2011-03-02,15.856460571289062
2011-03-03,16.0540771484375
2011-03-04,15.953866004943848
2011-03-07,15.772964477539062
2011-03-08,15.825848579406738
2011-03-09,15.83419132232666
2011-03-10,15.720074653625488
2011-03-11,15.853683471679688
2011-03-14,15.733993530273438
2011-03-15,15.681118965148926
2011-03-16,15.427839279174805
2011-03-17,15.644933700561523
2011-03-18,15.767396926879883
2011-03-21,15.992836952209473
2011-03-22,15.850897789001465
2011-03-23,15.937179565429688
2011-03-24,16.28508758544922
2011-03-25,16.307353973388672
2011-03-28,16.173755645751953
2011-03-29,16.287874221801758
2011-03-30,16.5996036529541
2011-03-31,16.713720321655273
2011-04-01,16.830612182617188
2011-04-04,16.9196834564209
2011-04-05,16.741554260253906
2011-04-06,16.635784149169922
2011-04-07,16.532808303833008
2011-04-08,16.36580467224121
2011-04-11,16.449302673339844
2011-04-12,16.307353973388672
