Date,ETN
2010-01-04,21.50931167602539
2010-01-05,21.382240295410156
2010-01-06,21.288602828979492
2010-01-07,21.602937698364258
2010-01-08,22.087846755981445
2010-01-11,23.09776496887207
2010-01-12,22.803485870361328
2010-01-13,23.037567138671875
2010-01-14,23.07770347595215
2010-01-15,22.65633773803711
2010-01-19,23.341888427734375
2010-01-20,22.8703670501709
2010-01-21,22.318588256835938
2010-01-22,22.030990600585938
2010-01-25,21.59626007080078
2010-01-26,21.445777893066406
2010-01-27,21.174903869628906
2010-01-28,20.910720825195312
2010-01-29,20.47933006286621
2010-02-01,21.526037216186523
2010-02-02,21.786874771118164
2010-02-03,21.65979766845703
2010-02-04,20.867815017700195
2010-02-05,20.894775390625
2010-02-08,20.88804054260254
2010-02-09,21.52161979675293
2010-02-10,21.4104061126709
2010-02-11,21.851890563964844
2010-02-12,21.912559509277344
2010-02-16,22.458520889282227
2010-02-17,22.59331703186035
2010-02-18,22.785419464111328
2010-02-19,22.822498321533203
2010-02-22,22.724754333496094
2010-02-23,22.367528915405273
2010-02-24,22.515817642211914
2010-02-25,22.562992095947266
2010-02-26,22.957298278808594
2010-03-01,23.59088134765625
2010-03-02,23.597620010375977
2010-03-03,24.109874725341797
2010-03-04,24.109874725341797
2010-03-05,24.649097442626953
2010-03-08,24.46710777282715
2010-03-09,24.406452178955078
2010-03-10,24.419923782348633
2010-03-11,24.446884155273438
2010-03-12,25.080472946166992
2010-03-15,24.925451278686523
2010-03-16,25.131025314331055
2010-03-17,25.24224090576172
2010-03-18,25.309646606445312
2010-03-19,24.98948860168457
2010-03-22,25.498382568359375
2010-03-23,25.720796585083008
2010-03-24,25.21528434753418
2010-03-25,25.093955993652344
2010-03-26,25.131025314331055
2010-03-29,25.643280029296875
2010-03-30,25.75450325012207
2010-03-31,25.535444259643555
2010-04-01,25.629804611206055
2010-04-05,25.91289520263672
2010-04-06,26.172395706176758
2010-04-07,26.435270309448242
2010-04-08,26.452116012573242
2010-04-09,27.031780242919922
2010-04-12,26.937419891357422
2010-04-13,26.752050399780273
2010-04-14,26.930665969848633
2010-04-15,27.068851470947266
2010-04-16,26.755435943603516
2010-04-19,26.674545288085938
2010-04-20,26.391450881958008
2010-04-21,26.317317962646484
2010-04-22,26.52962875366211
2010-04-23,26.69477081298828
2010-04-26,26.570064544677734
2010-04-27,25.963455200195312
2010-04-28,25.98704719543457
2010-04-29,26.627361297607422
2010-04-30,26.003887176513672
2010-05-03,26.44200897216797
2010-05-04,25.24224090576172
2010-05-05,25.282682418823242
2010-05-06,24.169864654541016
2010-05-07,23.833984375
2010-05-10,25.38446807861328
2010-05-11,25.452320098876953
2010-05-12,26.12407684326172
2010-05-13,25.83909034729004
2010-05-14,25.07911491394043
2010-05-17,25.05536460876465
2010-05-18,24.634668350219727
2010-05-19,23.874696731567383
2010-05-20,22.9315185546875
2010-05-21,23.51845359802246
2010-05-24,23.433637619018555
2010-05-25,23.37257194519043
2010-05-26,23.16221809387207
2010-05-27,23.915414810180664
2010-05-28,23.732202529907227
2010-06-01,23.111331939697266
2010-06-02,23.96630096435547
2010-06-03,24.305564880371094
2010-06-04,22.792407989501953
2010-06-07,22.53455924987793
2010-06-08,22.89080810546875
2010-06-09,22.80259132385254
2010-06-10,24.04094123840332
2010-06-11,23.928983688354492
2010-06-14,24.224145889282227
2010-06-15,25.258939743041992
2010-06-16,24.956981658935547
2010-06-17,25.174108505249023
2010-06-18,25.214828491210938
2010-06-21,25.214828491210938
2010-06-22,24.285219192504883
2010-06-23,24.112192153930664
2010-06-24,23.552383422851562
2010-06-25,23.817018508911133
2010-06-28,23.487934112548828
2010-06-29,22.388675689697266
2010-06-30,22.20207977294922
2010-07-01,21.903518676757812
2010-07-02,21.611743927001953
2010-07-06,21.57103157043457
2010-07-07,22.31064796447754
2010-07-08,22.578670501708984
2010-07-09,22.90097999572754
2010-07-12,22.59562873840332
2010-07-13,23.24703598022461
2010-07-14,23.308109283447266
2010-07-15,23.392921447753906
2010-07-16,22.799196243286133
2010-07-19,22.904375076293945
2010-07-20,23.430246353149414
2010-07-21,24.814481735229492
2010-07-22,25.3607177734375
2010-07-23,26.202110290527344
2010-07-26,26.266584396362305
2010-07-27,26.324262619018555
2010-07-28,26.144433975219727
2010-07-29,26.276744842529297
2010-07-30,26.61942481994629
2010-08-02,27.023160934448242
2010-08-03,26.93834114074707
2010-08-04,27.362438201904297
2010-08-05,27.25307273864746
2010-08-06,27.048038482666016
2010-08-09,27.03778648376465
2010-08-10,27.020700454711914
2010-08-11,26.1253662109375
2010-08-12,25.862226486206055
2010-08-13,25.722118377685547
2010-08-16,25.769956588745117
2010-08-17,26.231304168701172
2010-08-18,25.787050247192383
2010-08-19,25.07625389099121
2010-08-20,24.960052490234375
2010-08-23,24.772111892700195
2010-08-24,24.14331817626953
2010-08-25,23.91093635559082
2010-08-26,23.97587776184082
2010-08-27,24.55681610107422
2010-08-30,23.94512367248535
2010-08-31,23.743494033813477
2010-09-01,25.582014083862305
2010-09-02,25.992088317871094
2010-09-03,26.142452239990234
2010-09-07,25.756301879882812
2010-09-08,26.333816528320312
2010-09-09,26.419252395629883
