Date,JBLU
2010-01-04,5.559999942779541
2010-01-05,5.860000133514404
2010-01-06,5.730000019073486
2010-01-07,5.860000133514404
2010-01-08,5.800000190734863
2010-01-11,5.610000133514404
2010-01-12,5.550000190734863
2010-01-13,5.699999809265137
2010-01-14,5.739999771118164
2010-01-15,5.630000114440918
2010-01-19,5.699999809265137
2010-01-20,5.730000019073486
2010-01-21,5.630000114440918
2010-01-22,5.579999923706055
2010-01-25,5.619999885559082
2010-01-26,5.489999771118164
2010-01-27,5.550000190734863
2010-01-28,5.110000133514404
2010-01-29,4.940000057220459
2010-02-01,5.019999980926514
2010-02-02,5.070000171661377
2010-02-03,4.980000019073486
2010-02-04,4.71999979019165
2010-02-05,4.78000020980835
2010-02-08,4.730000019073486
2010-02-09,5.159999847412109
2010-02-10,4.960000038146973
2010-02-11,5.090000152587891
2010-02-12,5.170000076293945
2010-02-16,5.320000171661377
2010-02-17,5.28000020980835
2010-02-18,5.260000228881836
2010-02-19,5.400000095367432
2010-02-22,5.349999904632568
2010-02-23,5.269999980926514
2010-02-24,5.260000228881836
2010-02-25,5.210000038146973
2010-02-26,5.28000020980835
2010-03-01,5.309999942779541
2010-03-02,5.190000057220459
2010-03-03,5.199999809265137
2010-03-04,5.130000114440918
2010-03-05,5.119999885559082
2010-03-08,5.139999866485596
2010-03-09,5.28000020980835
2010-03-10,5.269999980926514
2010-03-11,5.28000020980835
2010-03-12,5.409999847412109
2010-03-15,5.449999809265137
2010-03-16,5.420000076293945
2010-03-17,5.449999809265137
2010-03-18,5.389999866485596
2010-03-19,5.340000152587891
2010-03-22,5.489999771118164
2010-03-23,5.46999979019165
2010-03-24,5.46999979019165
2010-03-25,5.449999809265137
2010-03-26,5.519999980926514
2010-03-29,5.510000228881836
2010-03-30,5.5
2010-03-31,5.579999923706055
2010-04-01,5.730000019073486
2010-04-05,5.659999847412109
2010-04-06,5.760000228881836
2010-04-07,5.730000019073486
2010-04-08,5.849999904632568
2010-04-09,5.840000152587891
2010-04-12,5.880000114440918
2010-04-13,6.349999904632568
2010-04-14,6.710000038146973
2010-04-15,6.659999847412109
2010-04-16,6.630000114440918
2010-04-19,6.699999809265137
2010-04-20,6.710000038146973
2010-04-21,6.5
2010-04-22,6.449999809265137
2010-04-23,6.519999980926514
2010-04-26,6.650000095367432
2010-04-27,6.519999980926514
2010-04-28,5.769999980926514
2010-04-29,5.679999828338623
2010-04-30,5.590000152587891
2010-05-03,5.699999809265137
2010-05-04,5.539999961853027
2010-05-05,5.590000152587891
2010-05-06,5.46999979019165
2010-05-07,5.320000171661377
2010-05-10,5.679999828338623
2010-05-11,5.699999809265137
2010-05-12,5.889999866485596
2010-05-13,5.809999942779541
2010-05-14,5.710000038146973
2010-05-17,5.880000114440918
2010-05-18,5.730000019073486
2010-05-19,5.78000020980835
2010-05-20,5.449999809265137
2010-05-21,5.619999885559082
2010-05-24,5.730000019073486
2010-05-25,5.900000095367432
2010-05-26,6.059999942779541
2010-05-27,6.329999923706055
2010-05-28,6.199999809265137
2010-06-01,6.170000076293945
2010-06-02,6.480000019073486
2010-06-03,6.539999961853027
2010-06-04,6.25
2010-06-07,6.070000171661377
2010-06-08,6.119999885559082
2010-06-09,6.130000114440918
2010-06-10,6.360000133514404
2010-06-11,6.5
2010-06-14,6.630000114440918
2010-06-15,6.599999904632568
2010-06-16,6.5
2010-06-17,6.400000095367432
2010-06-18,6.510000228881836
2010-06-21,6.239999771118164
2010-06-22,5.989999771118164
2010-06-23,6.019999980926514
2010-06-24,5.949999809265137
2010-06-25,5.820000171661377
2010-06-28,5.800000190734863
2010-06-29,5.559999942779541
2010-06-30,5.489999771118164
2010-07-01,5.480000019073486
2010-07-02,5.380000114440918
2010-07-06,5.460000038146973
2010-07-07,5.71999979019165
2010-07-08,5.670000076293945
2010-07-09,5.949999809265137
2010-07-12,5.889999866485596
2010-07-13,6.199999809265137
2010-07-14,6.199999809265137
2010-07-15,6.03000020980835
2010-07-16,5.869999885559082
2010-07-19,5.860000133514404
2010-07-20,5.900000095367432
2010-07-21,5.880000114440918
2010-07-22,6.380000114440918
2010-07-23,6.400000095367432
2010-07-26,6.480000019073486
2010-07-27,6.349999904632568
2010-07-28,6.360000133514404
2010-07-29,6.329999923706055
2010-07-30,6.429999828338623
2010-08-02,6.550000190734863
2010-08-03,6.369999885559082
2010-08-04,6.309999942779541
2010-08-05,6.320000171661377
2010-08-06,6.239999771118164
2010-08-09,6.5
2010-08-10,6.429999828338623
2010-08-11,6.059999942779541
2010-08-12,5.96999979019165
2010-08-13,5.980000019073486
2010-08-16,5.960000038146973
2010-08-17,6.039999961853027
2010-08-18,6.019999980926514
2010-08-19,5.800000190734863
2010-08-20,5.739999771118164
2010-08-23,5.619999885559082
2010-08-24,5.53000020980835
2010-08-25,5.659999847412109
2010-08-26,5.5
2010-08-27,5.5
