Date,SFD
2025-01-28,19.095705032348633
2025-01-29,19.811189651489258
2025-01-30,21.06812286376953
2025-01-31,20.787729263305664
2025-02-03,21.097126007080078
2025-02-04,20.768390655517578
2025-02-05,20.42998695373535
2025-02-06,20.014232635498047
2025-02-07,20.420318603515625
2025-02-10,20.555679321289062
2025-02-11,20.555679321289062
2025-02-12,20.787729263305664
2025-02-13,20.478330612182617
2025-02-14,20.526674270629883
2025-02-18,20.729717254638672
2025-02-19,20.75872230529785
2025-02-20,20.5943546295166
2025-02-21,20.40097999572754
2025-02-24,20.63302993774414
2025-02-25,20.884416580200195
2025-02-26,19.917545318603516
2025-02-27,20.313961029052734
2025-02-28,20.149593353271484
2025-03-03,20.17860221862793
2025-03-04,19.115041732788086
2025-03-05,19.656490325927734
2025-03-06,19.115041732788086
2025-03-07,18.66061019897461
2025-03-10,17.993471145629883
2025-03-11,18.621938705444336
2025-03-12,18.689619064331055
2025-03-13,18.351213455200195
2025-03-14,18.389888763427734
2025-03-17,18.892662048339844
2025-03-18,19.347089767456055
2025-03-19,19.124710083007812
2025-03-20,18.9990177154541
2025-03-21,18.418893814086914
2025-03-24,18.950674057006836
2025-03-25,18.505910873413086
2025-03-26,19.057029724121094
2025-03-27,19.44377899169922
2025-03-28,19.559803009033203
2025-03-31,19.714502334594727
2025-04-01,19.946550369262695
2025-04-02,20.10125160217285
2025-04-03,20.17860221862793
2025-04-04,19.115041732788086
2025-04-07,18.66061019897461
2025-04-08,18.322208404541016
2025-04-09,19.269739151000977
2025-04-10,19.073911666870117
2025-04-11,19.338281631469727
2025-04-14,19.48515510559082
2025-04-15,19.48515510559082
2025-04-16,19.43619728088379
2025-04-17,19.945358276367188
2025-04-21,19.338281631469727
2025-04-22,19.348073959350586
2025-04-23,20.229312896728516
2025-04-24,20.043272018432617
2025-04-25,19.553695678710938
2025-04-28,19.494945526123047
2025-04-29,21.2182559967041
2025-04-30,21.746999740600586
2025-05-01,21.541378021240234
2025-05-02,22.500946044921875
2025-05-05,22.128870010375977
2025-05-06,21.805747985839844
2025-05-07,22.021162033081055
2025-05-08,22.16803550720215
2025-05-09,22.00157928466797
2025-05-12,22.10928726196289
2025-05-13,22.15824317932129
2025-05-14,21.94283103942871
2025-05-15,22.715187072753906
2025-05-16,23.091461181640625
2025-05-19,22.85381507873535
2025-05-20,23.02214813232422
2025-05-21,22.774599075317383
2025-05-22,22.705284118652344
2025-05-23,22.616167068481445
2025-05-27,22.68548011779785
2025-05-28,22.6458740234375
2025-05-29,23.091461181640625
2025-05-30,23.1508731842041
2025-06-02,23.3192081451416
2025-06-03,23.051855087280273
2025-06-04,23.061758041381836
2025-06-05,22.68548011779785
2025-06-06,22.754793167114258
2025-06-09,22.84886360168457
2025-06-10,23.11126708984375
2025-06-11,23.378620147705078
2025-06-12,23.6657772064209
2025-06-13,23.324159622192383
2025-06-16,23.66082763671875
2025-06-17,23.140972137451172
2025-06-18,23.145923614501953
2025-06-20,23.12116813659668
2025-06-23,23.378620147705078
2025-06-24,23.32910919189453
2025-06-25,22.834009170532227
2025-06-26,23.02214813232422
2025-06-27,22.893423080444336
2025-06-30,23.29940414428711
2025-07-01,23.982641220092773
2025-07-02,23.883623123168945
2025-07-03,24.21038818359375
2025-07-07,23.873720169067383
2025-07-08,23.636072158813477
2025-07-09,23.8341121673584
2025-07-10,23.883623123168945
2025-07-11,23.725189208984375
2025-07-14,23.438032150268555
2025-07-15,23.36871910095215
2025-07-16,23.725189208984375
2025-07-17,23.75489616394043
2025-07-18,23.358816146850586
2025-07-21,23.3192081451416
2025-07-22,23.447935104370117
2025-07-23,23.695484161376953
2025-07-24,23.556856155395508
2025-07-25,23.65587615966797
2025-07-28,23.48754119873047
2025-07-29,23.824209213256836
2025-07-30,24.091564178466797
2025-07-31,23.883623123168945
2025-08-01,24.081661224365234
2025-08-04,24.96293830871582
2025-08-05,24.953039169311523
2025-08-06,25.1015682220459
2025-08-07,25.497648239135742
2025-08-08,25.279804229736328
2025-08-11,24.92333221435547
2025-08-12,24.27970314025879
2025-08-13,25.260000228881836
2025-08-14,25.780000686645508
2025-08-15,25.299999237060547
2025-08-18,25.510000228881836
2025-08-19,25.149999618530273
2025-08-20,25.59000015258789
2025-08-21,25.709999084472656
2025-08-22,25.940000534057617
2025-08-25,25.670000076293945
2025-08-26,25.729999542236328
2025-08-27,25.65999984741211
2025-08-28,25.459999084472656
2025-08-29,25.43000030517578
2025-09-02,25.510000228881836
2025-09-03,24.06999969482422
2025-09-04,24.239999771118164
2025-09-05,23.809999465942383
2025-09-08,23.489999771118164
2025-09-09,23.329999923706055
2025-09-10,24.15999984741211
2025-09-11,24.520000457763672
2025-09-12,24.43000030517578
2025-09-15,23.889999389648438
2025-09-16,24.1200008392334
2025-09-17,24.329999923706055
2025-09-18,23.959999084472656
2025-09-19,23.959999084472656
