Date,CIM
2010-01-04,7.706084251403809
2010-01-05,7.884828090667725
2010-01-06,7.9444146156311035
2010-01-07,8.123163223266602
2010-01-08,8.083443641662598
2010-01-11,8.143024444580078
2010-01-12,7.984136581420898
2010-01-13,8.202606201171875
2010-01-14,8.222472190856934
2010-01-15,8.063582420349121
2010-01-19,8.182748794555664
2010-01-20,8.083443641662598
2010-01-21,7.9642744064331055
2010-01-22,7.924551486968994
2010-01-25,7.9642744064331055
2010-01-26,7.78552770614624
2010-01-27,7.924551486968994
2010-01-28,7.864970684051514
2010-01-29,7.78552770614624
2010-02-01,7.924551486968994
2010-02-02,8.162886619567871
2010-02-03,7.9642744064331055
2010-02-04,7.7656636238098145
2010-02-05,8.202606201171875
2010-02-08,7.864970684051514
2010-02-09,7.586915969848633
2010-02-10,7.070529937744141
2010-02-11,7.149974346160889
2010-02-12,7.289003372192383
2010-02-16,7.428027629852295
2010-02-17,7.3883056640625
2010-02-18,7.3883056640625
2010-02-19,7.2294206619262695
2010-02-22,7.090390682220459
2010-02-23,7.30886173248291
2010-02-24,7.626639366149902
2010-02-25,7.745805740356445
2010-02-26,7.9444146156311035
2010-03-01,8.043721199035645
2010-03-02,8.083443641662598
2010-03-03,8.003999710083008
2010-03-04,7.984136581420898
2010-03-05,7.984136581420898
2010-03-08,8.023858070373535
2010-03-09,7.9444146156311035
2010-03-10,7.9642744064331055
2010-03-11,7.984136581420898
2010-03-12,7.924551486968994
2010-03-15,7.9444146156311035
2010-03-16,7.9444146156311035
2010-03-17,8.003999710083008
2010-03-18,8.063582420349121
2010-03-19,8.043721199035645
2010-03-22,8.143024444580078
2010-03-23,8.043721199035645
2010-03-24,8.063582420349121
2010-03-25,8.229410171508789
2010-03-26,8.146495819091797
2010-03-29,8.250143051147461
2010-03-30,8.12576961517334
2010-03-31,8.063580513000488
2010-04-01,8.1050386428833
2010-04-05,8.084311485290527
2010-04-06,8.12576961517334
2010-04-07,8.1050386428833
2010-04-08,8.146495819091797
2010-04-09,8.208684921264648
2010-04-12,8.084311485290527
2010-04-13,8.146495819091797
2010-04-14,8.187954902648926
2010-04-15,8.146495819091797
2010-04-16,8.084311485290527
2010-04-19,8.187954902648926
2010-04-20,8.250143051147461
2010-04-21,8.291600227355957
2010-04-22,8.31232738494873
2010-04-23,8.561074256896973
2010-04-26,8.581808090209961
2010-04-27,8.187954902648926
2010-04-28,8.457432746887207
2010-04-29,8.664721488952637
2010-04-30,8.436702728271484
2010-05-03,8.664721488952637
2010-05-04,8.250143051147461
2010-05-05,8.084311485290527
2010-05-06,7.64900016784668
2010-05-07,7.918477535247803
2010-05-10,8.291600227355957
2010-05-11,8.31232738494873
2010-05-12,8.478158950805664
2010-05-13,8.478158950805664
2010-05-14,8.250143051147461
2010-05-17,8.291600227355957
2010-05-18,8.022123336791992
2010-05-19,7.918477535247803
2010-05-20,7.586811542510986
2010-05-21,7.897749423980713
2010-05-24,7.835559844970703
2010-05-25,7.814833641052246
2010-05-26,7.814833641052246
2010-05-27,8.146495819091797
2010-05-28,8.167227745056152
2010-06-01,7.9806671142578125
2010-06-02,8.250143051147461
2010-06-03,8.229410171508789
2010-06-04,7.9806671142578125
2010-06-07,7.959937572479248
2010-06-08,8.146495819091797
2010-06-09,8.022123336791992
2010-06-10,8.229410171508789
2010-06-11,8.395245552062988
2010-06-14,8.519618034362793
2010-06-15,8.457432746887207
2010-06-16,8.353788375854492
2010-06-17,8.44035816192627
2010-06-18,8.41871166229248
2010-06-21,8.375429153442383
2010-06-22,8.267217636108398
2010-06-23,7.964231491088867
2010-06-24,8.050799369812012
2010-06-25,8.223936080932617
2010-06-28,8.11572551727295
2010-06-29,7.920948028564453
2010-06-30,7.812740802764893
2010-07-01,7.812740802764893
2010-07-02,7.769455909729004
2010-07-06,7.596316814422607
2010-07-07,8.072440147399902
2010-07-08,8.072440147399902
2010-07-09,8.180651664733887
2010-07-12,8.245576858520508
2010-07-13,8.310504913330078
2010-07-14,8.223936080932617
2010-07-15,8.202296257019043
2010-07-16,7.964231491088867
2010-07-19,7.942591190338135
2010-07-20,8.029158592224121
2010-07-21,7.964231491088867
2010-07-22,8.159008979797363
2010-07-23,8.332144737243652
2010-07-26,8.397073745727539
2010-07-27,8.288860321044922
2010-07-28,8.288860321044922
2010-07-29,8.288860321044922
2010-07-30,8.375429153442383
2010-08-02,8.397073745727539
2010-08-03,8.310504913330078
2010-08-04,8.44035816192627
2010-08-05,8.375429153442383
2010-08-06,8.41871166229248
2010-08-09,8.44035816192627
2010-08-10,8.461996078491211
2010-08-11,8.310504913330078
2010-08-12,8.353788375854492
2010-08-13,8.375429153442383
2010-08-16,8.310504913330078
2010-08-17,8.483636856079102
2010-08-18,8.483636856079102
2010-08-19,8.375429153442383
2010-08-20,8.397073745727539
2010-08-23,8.44035816192627
2010-08-24,8.41871166229248
2010-08-25,8.353788375854492
2010-08-26,8.397073745727539
2010-08-27,8.570206642150879
2010-08-30,8.483636856079102
2010-08-31,8.505280494689941
2010-09-01,8.613487243652344
2010-09-02,8.526924133300781
2010-09-03,8.63513469696045
2010-09-07,8.613487243652344
2010-09-08,8.613487243652344
2010-09-09,8.700057029724121
2010-09-10,8.764984130859375
2010-09-13,8.91647720336914
2010-09-14,8.829913139343262
2010-09-15,8.85154914855957
2010-09-16,8.786626815795898
2010-09-17,8.721698760986328
2010-09-20,8.786626815795898
2010-09-21,8.678415298461914
2010-09-22,8.700057029724121
2010-09-23,8.894834518432617
2010-09-24,9.024686813354492
2010-09-27,8.959762573242188
2010-09-28,8.938118934631348
2010-09-29,8.981402397155762
2010-09-30,8.936158180236816
2010-10-01,8.958780288696289
2010-10-04,9.18500804901123
2010-10-05,9.18500804901123
2010-10-06,9.25288200378418
2010-10-07,9.139763832092285
2010-10-08,9.207633972167969
2010-10-11,9.117142677307129
2010-10-12,9.230257034301758
2010-10-13,9.16239070892334
2010-10-14,9.25288200378418
2010-10-15,9.388623237609863
2010-10-18,9.524360656738281
2010-10-19,9.546981811523438
2010-10-20,9.637474060058594
2010-10-21,9.682720184326172
2010-10-22,9.524360656738281
2010-10-25,9.727968215942383
2010-10-26,9.18500804901123
2010-10-27,9.139763832092285
2010-10-28,9.117142677307129
2010-10-29,9.275504112243652
2010-11-01,9.207633972167969
2010-11-02,9.139763832092285
2010-11-03,8.732547760009766
2010-11-04,9.139763832092285
2010-11-05,9.16239070892334
2010-11-08,9.07189655303955
2010-11-09,9.00402545928955
2010-11-10,9.16239070892334
2010-11-11,9.00402545928955
2010-11-12,9.16239070892334
2010-11-15,9.09451675415039
2010-11-16,9.026651382446289
2010-11-17,9.117142677307129
2010-11-18,9.117142677307129
2010-11-19,9.09451675415039
2010-11-22,9.09451675415039
2010-11-23,9.07189655303955
2010-11-24,9.18500804901123
2010-11-26,9.18500804901123
2010-11-29,9.230257034301758
2010-11-30,9.049272537231445
2010-12-01,9.18500804901123
2010-12-02,9.207633972167969
2010-12-03,9.275504112243652
2010-12-06,9.230257034301758
2010-12-07,9.275504112243652
2010-12-08,9.320751190185547
2010-12-09,9.343375205993652
2010-12-10,9.411242485046387
2010-12-13,9.546981811523438
2010-12-14,9.546981811523438
2010-12-15,9.275504112243652
2010-12-16,9.411242485046387
2010-12-17,9.524360656738281
2010-12-20,9.546981811523438
2010-12-21,9.614852905273438
2010-12-22,9.456491470336914
2010-12-23,9.660096168518066
2010-12-27,9.70534610748291
2010-12-28,9.614852905273438
2010-12-29,9.73267936706543
2010-12-30,9.70911693572998
2010-12-31,9.685547828674316
2011-01-03,9.756246566772461
2011-01-04,9.567720413208008
2011-01-05,9.567720413208008
2011-01-06,9.661983489990234
2011-01-07,9.779814720153809
2011-01-10,9.661983489990234
2011-01-11,9.591289520263672
2011-01-12,9.638415336608887
2011-01-13,9.685547828674316
2011-01-14,9.73267936706543
2011-01-18,9.70911693572998
2011-01-19,9.70911693572998
2011-01-20,9.756246566772461
2011-01-21,9.897645950317383
2011-01-24,9.94477367401123
2011-01-25,9.803380012512207
2011-01-26,9.850510597229004
2011-01-27,9.94477367401123
2011-01-28,9.897645950317383
2011-01-31,9.897645950317383
2011-02-01,10.039032936096191
2011-02-02,10.133298873901367
2011-02-03,10.086163520812988
2011-02-04,10.039032936096191
2011-02-07,10.086163520812988
2011-02-08,10.062602043151855
2011-02-09,10.015470504760742
2011-02-10,9.779814720153809
2011-02-11,9.803380012512207
2011-02-14,9.897645950317383
2011-02-15,9.70911693572998
2011-02-16,9.779814720153809
2011-02-17,9.99190616607666
2011-02-18,10.062602043151855
2011-02-22,9.850510597229004
2011-02-23,9.874075889587402
2011-02-24,10.015470504760742
2011-02-25,10.156869888305664
2011-02-28,10.156869888305664
2011-03-01,9.897645950317383
2011-03-02,9.897645950317383
2011-03-03,10.015470504760742
2011-03-04,9.99190616607666
2011-03-07,10.109733581542969
2011-03-08,10.109733581542969
2011-03-09,10.062602043151855
2011-03-10,10.039032936096191
2011-03-11,9.99190616607666
2011-03-14,9.94477367401123
2011-03-15,9.874075889587402
2011-03-16,9.826939582824707
2011-03-17,9.94477367401123
2011-03-18,10.039032936096191
2011-03-21,10.086163520812988
2011-03-22,9.661983489990234
2011-03-23,9.73267936706543
2011-03-24,9.874075889587402
2011-03-25,9.874075889587402
2011-03-28,9.826939582824707
2011-03-29,9.802559852600098
2011-03-30,9.802559852600098
2011-03-31,9.656253814697266
2011-04-01,9.656253814697266
2011-04-04,9.63187313079834
2011-04-05,9.802559852600098
2011-04-06,9.778173446655273
2011-04-07,9.656253814697266
2011-04-08,9.5587158203125
2011-04-11,9.583099365234375
2011-04-12,9.485560417175293
2011-04-13,9.485560417175293
2011-04-14,9.583099365234375
2011-04-15,9.5587158203125
2011-04-18,9.485560417175293
2011-04-19,9.485560417175293
2011-04-20,9.5587158203125
2011-04-21,9.607484817504883
2011-04-25,9.63187313079834
2011-04-26,9.656253814697266
2011-04-27,9.7050199508667
2011-04-28,9.7050199508667
2011-04-29,9.875714302062988
2011-05-02,9.753793716430664
2011-05-03,9.875714302062988
2011-05-04,9.753793716430664
2011-05-05,9.607484817504883
2011-05-06,9.534329414367676
2011-05-09,9.534329414367676
2011-05-10,9.7050199508667
2011-05-11,9.63187313079834
2011-05-12,9.534329414367676
2011-05-13,9.412408828735352
2011-05-16,9.46117877960205
2011-05-17,9.388020515441895
2011-05-18,9.43679428100586
2011-05-19,9.534329414367676
2011-05-20,9.607484817504883
2011-05-23,9.607484817504883
2011-05-24,9.46117877960205
2011-05-25,9.339255332946777
2011-05-26,9.363638877868652
2011-05-27,9.509944915771484
2011-05-31,9.534329414367676
2011-06-01,9.363638877868652
2011-06-02,9.388020515441895
2011-06-03,9.241719245910645
2011-06-06,9.095410346984863
2011-06-07,9.022256851196289
2011-06-08,8.388259887695312
2011-06-09,8.729643821716309
2011-06-10,8.656492233276367
2011-06-13,8.607725143432617
2011-06-14,8.656492233276367
2011-06-15,8.461416244506836
2011-06-16,8.510181427001953
2011-06-17,8.412641525268555
2011-06-20,8.534567832946777
2011-06-21,8.583335876464844
2011-06-22,8.7540283203125
2011-06-23,8.583335876464844
2011-06-24,8.583335876464844
2011-06-27,8.607725143432617
2011-06-28,8.607719421386719
2011-06-29,8.810256958007812
2011-06-30,8.759620666503906
2011-07-01,8.962157249450684
2011-07-05,8.784940719604492
2011-07-06,8.810256958007812
2011-07-07,8.759620666503906
2011-07-08,8.91152286529541
2011-07-11,8.73430061340332
2011-07-12,8.658352851867676
2011-07-13,8.557088851928711
2011-07-14,8.32923698425293
2011-07-15,8.227970123291016
2011-07-18,8.050750732421875
2011-07-19,8.227970123291016
2011-07-20,8.455819129943848
2011-07-21,8.354549407958984
2011-07-22,8.430500030517578
2011-07-25,8.227970123291016
2011-07-26,8.152019500732422
2011-07-27,7.873535633087158
2011-07-28,7.924165725708008
2011-07-29,7.797584056854248
2011-08-01,7.873535633087158
2011-08-02,7.924165725708008
2011-08-03,8.152019500732422
2011-08-04,7.569728374481201
2011-08-05,7.620364665985107
2011-08-08,7.215294361114502
2011-08-09,8.000118255615234
2011-08-10,7.544413089752197
2011-08-11,7.9494829177856445
2011-08-12,7.848217487335205
2011-08-15,8.227970123291016
2011-08-16,8.152019500732422
2011-08-17,8.17733383178711
2011-08-18,7.696316242218018
2011-08-19,7.5950469970703125
2011-08-22,7.5950469970703125
2011-08-23,7.873535633087158
2011-08-24,7.5950469970703125
2011-08-25,7.468468189239502
2011-08-26,7.569728374481201
2011-08-29,7.797584056854248
