Date,TEM
2025-04-22,43.22999954223633
2025-04-23,49.54999923706055
2025-04-24,53.5
2025-04-25,52.900001525878906
2025-04-28,53.77000045776367
2025-04-29,54.290000915527344
2025-04-30,51.66999816894531
2025-05-01,51.849998474121094
2025-05-02,57.060001373291016
2025-05-05,54.06999969482422
2025-05-06,52.189998626708984
2025-05-07,58.7599983215332
2025-05-08,65.22000122070312
2025-05-09,61.369998931884766
2025-05-12,62.689998626708984
2025-05-13,68.91000366210938
2025-05-14,64.77999877929688
2025-05-15,62.599998474121094
2025-05-16,65.48999786376953
2025-05-19,63.7400016784668
2025-05-20,62.43000030517578
2025-05-21,58.13999938964844
2025-05-22,59.25
2025-05-23,62.560001373291016
2025-05-27,65.87000274658203
2025-05-28,53.20000076293945
2025-05-29,54.43000030517578
2025-05-30,55.18000030517578
2025-06-02,63.470001220703125
2025-06-03,61.959999084472656
2025-06-04,62.779998779296875
2025-06-05,58.65999984741211
2025-06-06,62.06999969482422
2025-06-09,66.94000244140625
2025-06-10,69.37999725341797
2025-06-11,70.77999877929688
2025-06-12,71.2300033569336
2025-06-13,71.27999877929688
2025-06-16,72.0
2025-06-17,70.11000061035156
2025-06-18,69.0999984741211
2025-06-20,68.30999755859375
2025-06-23,65.6500015258789
2025-06-24,68.27999877929688
2025-06-25,65.47000122070312
2025-06-26,68.33999633789062
2025-06-27,66.5199966430664
2025-06-30,63.540000915527344
2025-07-01,59.44499969482422
2025-07-02,59.18000030517578
2025-07-03,60.970001220703125
2025-07-07,58.0099983215332
2025-07-08,58.5099983215332
2025-07-09,58.40999984741211
2025-07-10,59.599998474121094
2025-07-11,56.880001068115234
2025-07-14,57.81999969482422
2025-07-15,55.88999938964844
2025-07-16,59.970001220703125
2025-07-17,60.650001525878906
2025-07-18,60.97999954223633
2025-07-21,58.0099983215332
2025-07-22,61.08000183105469
2025-07-23,64.86000061035156
2025-07-24,63.34000015258789
2025-07-25,64.48999786376953
2025-07-28,62.0
2025-07-29,58.290000915527344
2025-07-30,57.810001373291016
2025-07-31,56.59000015258789
2025-08-01,54.88999938964844
2025-08-04,57.52000045776367
2025-08-05,57.7400016784668
2025-08-06,55.529998779296875
2025-08-07,58.7400016784668
2025-08-08,60.869998931884766
2025-08-11,60.81999969482422
2025-08-12,66.33999633789062
2025-08-13,69.62999725341797
2025-08-14,71.58999633789062
2025-08-15,73.77999877929688
2025-08-18,78.44999694824219
2025-08-19,73.08000183105469
2025-08-20,73.27999877929688
2025-08-21,76.70999908447266
2025-08-22,80.5199966430664
2025-08-25,75.9000015258789
2025-08-26,76.30000305175781
2025-08-27,73.2300033569336
2025-08-28,73.66000366210938
2025-08-29,75.86000061035156
2025-09-02,78.33999633789062
2025-09-03,76.28500366210938
2025-09-04,78.12000274658203
2025-09-05,79.62000274658203
2025-09-08,80.22000122070312
2025-09-09,81.01000213623047
2025-09-10,78.16000366210938
2025-09-11,88.77999877929688
2025-09-12,86.37999725341797
2025-09-15,85.12999725341797
2025-09-16,87.04000091552734
2025-09-17,86.44999694824219
2025-09-18,87.06999969482422
2025-09-19,88.23999786376953
