Date,GSBC
2010-01-04,14.198266983032227
2010-01-05,13.529813766479492
2010-01-06,13.279136657714844
2010-01-07,13.55551815032959
2010-01-08,13.510523796081543
2010-01-11,13.51695442199707
2010-01-12,13.561945915222168
2010-01-13,13.96687126159668
2010-01-14,14.185407638549805
2010-01-15,14.275396347045898
2010-01-19,14.616046905517578
2010-01-20,14.519638061523438
2010-01-21,14.461788177490234
2010-01-22,14.481074333190918
2010-01-25,14.384663581848145
2010-01-26,14.468215942382812
2010-01-27,14.731742858886719
2010-01-28,14.243254661560059
2010-01-29,14.442502975463867
2010-02-01,14.461788177490234
2010-02-02,14.011862754821777
2010-02-03,13.76762866973877
2010-02-04,13.658357620239258
2010-02-05,14.044008255004883
2010-02-08,14.088996887207031
2010-02-09,14.2111234664917
2010-02-10,14.185407638549805
2010-02-11,14.333243370056152
2010-02-12,14.256110191345215
2010-02-16,14.288248062133789
2010-02-17,14.461788177490234
2010-02-18,14.538923263549805
2010-02-19,14.590346336364746
2010-02-22,14.583910942077637
2010-02-23,14.661043167114258
2010-02-24,14.7124605178833
2010-02-25,14.731742858886719
2010-02-26,14.686755180358887
2010-03-01,14.866720199584961
2010-03-02,14.815299987792969
2010-03-03,14.853863716125488
2010-03-04,15.18166732788086
2010-03-05,15.670149803161621
2010-03-08,15.425911903381348
2010-03-09,15.368066787719727
2010-03-10,15.13024616241455
2010-03-11,15.297362327575684
2010-03-12,15.18166732788086
2010-03-15,15.098104476928711
2010-03-16,14.828155517578125
2010-03-17,14.725312232971191
2010-03-18,14.596772193908691
2010-03-19,15.104537963867188
2010-03-22,15.413049697875977
2010-03-23,15.297362327575684
2010-03-24,15.406634330749512
2010-03-25,15.110962867736816
2010-03-26,14.661043167114258
2010-03-29,14.47963809967041
2010-03-30,14.641609191894531
2010-03-31,14.537941932678223
2010-04-01,14.375982284545898
2010-04-05,14.518519401550293
2010-04-06,14.764699935913086
2010-04-07,14.790616989135742
2010-04-08,14.900740623474121
2010-04-09,14.7711820602417
2010-04-12,14.62216854095459
2010-04-13,14.693435668945312
2010-04-14,15.522698402404785
2010-04-15,15.619873046875
2010-04-16,15.153414726257324
2010-04-19,15.166373252868652
2010-04-20,15.373685836791992
2010-04-21,15.496779441833496
2010-04-22,15.218196868896484
2010-04-23,15.496779441833496
2010-04-26,15.924358367919922
2010-04-27,15.561565399169922
2010-04-28,15.730005264282227
2010-04-29,16.015060424804688
2010-04-30,15.801276206970215
2010-05-03,16.07337188720703
2010-05-04,15.911407470703125
2010-05-05,15.794790267944336
2010-05-06,15.710570335388184
2010-05-07,15.54861068725586
2010-05-10,16.16407585144043
2010-05-11,16.20294761657715
2010-05-12,16.643489837646484
2010-05-13,16.78601837158203
2010-05-14,16.423221588134766
2010-05-17,16.747150421142578
2010-05-18,16.280685424804688
2010-05-19,15.924358367919922
2010-05-20,15.54861068725586
2010-05-21,15.568046569824219
2010-05-24,15.321856498718262
2010-05-25,15.185816764831543
2010-05-26,15.218196868896484
2010-05-27,16.07337188720703
2010-05-28,15.99563217163086
2010-06-01,15.321856498718262
2010-06-02,15.801276206970215
2010-06-03,15.736488342285156
2010-06-04,14.648077011108398
2010-06-07,14.388943672180176
2010-06-08,14.427811622619629
2010-06-09,14.427811622619629
2010-06-10,14.440773010253906
2010-06-11,14.524995803833008
2010-06-14,14.531471252441406
2010-06-15,14.602730751037598
2010-06-16,14.848918914794922
2010-06-17,14.699910163879395
2010-06-18,14.641609191894531
2010-06-21,14.524995803833008
2010-06-22,14.29824161529541
2010-06-23,14.168668746948242
2010-06-24,13.915999412536621
2010-06-25,14.2334566116333
2010-06-28,14.128937721252441
2010-06-29,13.606375694274902
2010-06-30,13.266704559326172
2010-07-01,13.011954307556152
2010-07-02,12.809457778930664
2010-07-06,12.744135856628418
2010-07-07,12.907441139221191
2010-07-08,13.240574836730957
2010-07-09,13.560647964477539
2010-07-12,13.371221542358398
2010-07-13,13.867653846740723
2010-07-14,14.076683044433594
2010-07-15,13.697818756103516
2010-07-16,12.737605094909668
2010-07-19,12.861715316772461
2010-07-20,13.155655860900879
2010-07-21,12.770263671875
2010-07-22,12.985817909240723
2010-07-23,13.85459041595459
2010-07-26,14.266120910644531
2010-07-27,14.213858604431152
2010-07-28,13.880724906921387
2010-07-29,13.932976722717285
2010-07-30,14.32490348815918
2010-08-02,14.292244911193848
2010-08-03,14.12240982055664
2010-08-04,14.135469436645508
2010-08-05,14.12240982055664
2010-08-06,13.619438171386719
2010-08-09,13.78926944732666
