Date,UNF
2010-01-04,46.35213851928711
2010-01-05,45.6536750793457
2010-01-06,47.73957824707031
2010-01-07,49.7310791015625
2010-01-08,51.41110610961914
2010-01-11,51.363922119140625
2010-01-12,51.38279342651367
2010-01-13,51.109073638916016
2010-01-14,50.80705642700195
2010-01-15,50.21244812011719
2010-01-19,50.19355392456055
2010-01-20,49.419612884521484
2010-01-21,48.504058837890625
2010-01-22,47.75843048095703
2010-01-25,48.89106369018555
2010-01-26,48.65510177612305
2010-01-27,49.40074157714844
2010-01-28,47.61687088012695
2010-01-29,47.41864776611328
2010-02-01,47.80562210083008
2010-02-02,47.83395767211914
2010-02-03,47.89057540893555
2010-02-04,47.82451629638672
2010-02-05,48.249244689941406
2010-02-08,47.626304626464844
2010-02-09,48.12654495239258
2010-02-10,48.390830993652344
2010-02-11,49.04206085205078
2010-02-12,49.17421340942383
2010-02-16,49.17421340942383
2010-02-17,49.21196365356445
2010-02-18,50.174686431884766
2010-02-19,50.90143966674805
2010-02-22,50.87311935424805
2010-02-23,50.40120315551758
2010-02-24,50.15581130981445
2010-02-25,50.28792953491211
2010-02-26,49.60837936401367
2010-03-01,50.589969635009766
2010-03-02,50.81649398803711
2010-03-03,50.58052062988281
2010-03-04,50.174686431884766
2010-03-05,51.40167236328125
2010-03-08,51.87357711791992
2010-03-09,51.54325866699219
2010-03-10,51.83415985107422
2010-03-11,51.20133590698242
2010-03-12,51.74916458129883
2010-03-15,51.11635208129883
2010-03-16,50.91799545288086
2010-03-17,51.01243209838867
2010-03-18,51.11635208129883
2010-03-19,51.324134826660156
2010-03-22,52.21195983886719
2010-03-23,52.64641571044922
2010-03-24,51.30523681640625
2010-03-25,50.7857666015625
2010-03-26,50.634647369384766
2010-03-29,50.49296569824219
2010-03-30,50.55908966064453
2010-03-31,48.64176559448242
2010-04-01,48.64176559448242
2010-04-05,48.53783416748047
2010-04-06,48.858985900878906
2010-04-07,48.79286575317383
2010-04-08,48.25450897216797
2010-04-09,48.82119369506836
2010-04-12,48.802303314208984
2010-04-13,48.736202239990234
2010-04-14,49.41625213623047
2010-04-15,49.057334899902344
2010-04-16,48.906219482421875
2010-04-19,48.40561294555664
2010-04-20,48.396175384521484
2010-04-21,48.31117248535156
2010-04-22,48.45286178588867
2010-04-23,48.169498443603516
2010-04-26,47.990047454833984
2010-04-27,47.149436950683594
2010-04-28,47.06444549560547
2010-04-29,47.697261810302734
2010-04-30,46.15772247314453
2010-05-03,45.91215896606445
2010-05-04,45.26988983154297
2010-05-05,45.23209762573242
2010-05-06,43.49424362182617
2010-05-07,42.75751495361328
2010-05-10,44.34427261352539
2010-05-11,44.76930236816406
2010-05-12,45.487125396728516
2010-05-13,45.383235931396484
2010-05-14,45.10932922363281
2010-05-17,44.552059173583984
2010-05-18,44.7126350402832
2010-05-19,45.57212448120117
2010-05-20,43.10696792602539
2010-05-21,43.21088790893555
2010-05-24,42.474178314208984
2010-05-25,41.79412078857422
2010-05-26,42.521385192871094
2010-05-27,43.25810241699219
2010-05-28,42.50251007080078
2010-06-01,42.2663688659668
2010-06-02,42.62529754638672
2010-06-03,42.56861877441406
2010-06-04,41.44464874267578
2010-06-07,39.5273323059082
2010-06-08,38.64894485473633
2010-06-09,37.84347915649414
2010-06-10,38.722679138183594
2010-06-11,39.70587921142578
2010-06-14,39.42224884033203
2010-06-15,40.216373443603516
2010-06-16,40.15965270996094
2010-06-17,40.046199798583984
2010-06-18,40.18800354003906
2010-06-21,39.67751693725586
2010-06-22,38.76995086669922
2010-06-23,38.83612060546875
2010-06-24,38.74158477783203
2010-06-25,39.55461502075195
2010-06-28,39.441162109375
2010-06-29,38.78885269165039
2010-06-30,41.61553955078125
2010-07-01,41.01994705200195
2010-07-02,40.963218688964844
2010-07-06,39.85711669921875
2010-07-07,40.98213195800781
2010-07-08,42.09767532348633
2010-07-09,42.192195892333984
2010-07-12,42.30567169189453
2010-07-13,43.41175079345703
2010-07-14,43.14702606201172
2010-07-15,41.61553955078125
2010-07-16,40.017845153808594
2010-07-19,40.74577331542969
2010-07-20,41.596649169921875
2010-07-21,40.443260192871094
2010-07-22,41.596649169921875
2010-07-23,41.57770919799805
2010-07-26,41.57770919799805
2010-07-27,41.54935836791992
2010-07-28,41.16176223754883
2010-07-29,41.03886032104492
2010-07-30,41.55880355834961
2010-08-02,41.568260192871094
2010-08-03,41.27520751953125
2010-08-04,41.596649169921875
2010-08-05,41.27520751953125
2010-08-06,41.18065643310547
2010-08-09,41.85187530517578
2010-08-10,40.774147033691406
2010-08-11,38.98739242553711
2010-08-12,39.36553955078125
2010-08-13,38.174354553222656
2010-08-16,38.51469421386719
2010-08-17,39.15755844116211
2010-08-18,38.94010925292969
2010-08-19,37.56931686401367
2010-08-20,37.77729415893555
2010-08-23,36.88864517211914
2010-08-24,36.453758239746094
2010-08-25,37.370792388916016
2010-08-26,37.5504150390625
2010-08-27,38.25944519042969
2010-08-30,37.30461502075195
2010-08-31,37.115543365478516
2010-09-01,38.760494232177734
2010-09-02,38.98739242553711
2010-09-03,39.68696212768555
2010-09-07,38.628143310546875
2010-09-08,38.79658126831055
2010-09-09,39.563045501708984
2010-09-10,40.10240936279297
2010-09-13,40.95403289794922
2010-09-14,41.02974319458008
2010-09-15,41.13384246826172
2010-09-16,40.81210708618164
2010-09-17,40.42414474487305
2010-09-20,42.05170440673828
2010-09-21,42.0043830871582
2010-09-22,41.78675842285156
2010-09-23,40.52820587158203
2010-09-24,41.90029525756836
2010-09-27,41.64480972290039
2010-09-28,42.818180084228516
2010-09-29,42.30717849731445
2010-09-30,41.77728271484375
2010-10-01,41.83406066894531
2010-10-04,40.60393524169922
2010-10-05,42.515377044677734
2010-10-06,42.032779693603516
2010-10-07,42.69515609741211
2010-10-08,43.442718505859375
2010-10-11,43.36701202392578
2010-10-12,43.16829299926758
2010-10-13,44.2186279296875
2010-10-14,44.275421142578125
2010-10-15,44.39841842651367
2010-10-18,44.417354583740234
2010-10-19,43.603553771972656
2010-10-20,42.66676712036133
2010-10-21,42.96957015991211
2010-10-22,42.95063400268555
2010-10-25,43.20613479614258
2010-10-26,43.1209602355957
2010-10-27,43.80228805541992
2010-10-28,43.480560302734375
2010-10-29,43.556251525878906
2010-11-01,43.99152755737305
2010-11-02,45.477149963378906
2010-11-03,44.96616744995117
2010-11-04,47.000633239746094
2010-11-05,46.74515151977539
2010-11-08,47.02902603149414
2010-11-09,46.61265182495117
2010-11-10,47.34128952026367
2010-11-11,47.189884185791016
2010-11-12,46.72621154785156
2010-11-15,47.36966323852539
2010-11-16,45.79887390136719
2010-11-17,45.543399810791016
2010-11-18,46.23416519165039
2010-11-19,46.887088775634766
2010-11-22,47.199344635009766
2010-11-23,46.46126174926758
2010-11-24,49.337894439697266
2010-11-26,49.0256233215332
2010-11-29,48.92155456542969
2010-11-30,48.5146598815918
2010-12-01,49.820472717285156
2010-12-02,50.50178146362305
2010-12-03,50.3976936340332
2010-12-06,50.7099609375
2010-12-07,51.06007766723633
2010-12-08,50.79304122924805
2010-12-09,50.972957611083984
2010-12-10,51.4653434753418
2010-12-13,50.8309211730957
2010-12-14,50.93510055541992
2010-12-15,50.954017639160156
2010-12-16,51.35173797607422
