Date,AMAL
2018-08-09,14.477313995361328
2018-08-10,14.389572143554688
2018-08-13,14.477313995361328
2018-08-14,14.477313995361328
2018-08-15,14.415898323059082
2018-08-16,14.415898323059082
2018-08-17,14.407122611999512
2018-08-20,14.468539237976074
2018-08-21,14.600152015686035
2018-08-22,14.951118469238281
2018-08-23,15.521431922912598
2018-08-24,15.530216217041016
2018-08-27,15.179238319396973
2018-08-28,15.530216217041016
2018-08-29,15.433690071105957
2018-08-30,15.266979217529297
2018-08-31,15.302083015441895
2018-09-04,15.574082374572754
2018-09-05,15.758336067199707
2018-09-06,16.758588790893555
2018-09-07,16.65329360961914
2018-09-10,16.62697410583496
2018-09-11,16.58310317993164
2018-09-12,16.539234161376953
2018-09-13,16.591880798339844
2018-09-14,16.46026611328125
2018-09-17,16.574329376220703
2018-09-18,16.372526168823242
2018-09-19,16.354978561401367
2018-09-20,15.881172180175781
2018-09-21,16.31110382080078
2018-09-24,16.451488494873047
2018-09-25,16.548004150390625
2018-09-26,16.793685913085938
2018-09-27,17.02181053161621
2018-09-28,16.925294876098633
2018-10-01,17.074453353881836
2018-10-02,16.67084503173828
2018-10-03,17.285036087036133
2018-10-04,17.118324279785156
2018-10-05,17.030582427978516
2018-10-08,17.30257797241211
2018-10-09,17.24993324279785
2018-10-10,17.197290420532227
2018-10-11,17.118324279785156
2018-10-12,17.267488479614258
2018-10-15,17.539487838745117
2018-10-16,17.600902557373047
2018-10-17,17.75006103515625
2018-10-18,17.793933868408203
2018-10-19,17.364004135131836
2018-10-22,17.206064224243164
2018-10-23,16.837553024291992
2018-10-24,16.60065460205078
2018-10-25,16.99549102783203
2018-10-26,16.846332550048828
2018-10-29,16.469043731689453
2018-10-30,16.890199661254883
2018-10-31,17.02181053161621
2018-11-01,17.223613739013672
2018-11-02,17.328901290893555
2018-11-05,17.52193260192871
2018-11-06,18.609922409057617
2018-11-07,17.68863868713379
2018-11-08,18.443222045898438
2018-11-09,18.39935302734375
2018-11-12,19.022310256958008
2018-11-13,19.671598434448242
2018-11-14,17.390321731567383
2018-11-15,17.44312858581543
2018-11-16,17.539939880371094
2018-11-19,17.522336959838867
2018-11-20,17.50473403930664
2018-11-21,17.495933532714844
2018-11-23,17.733556747436523
2018-11-26,18.173595428466797
2018-11-27,17.95357894897461
2018-11-28,18.085582733154297
2018-11-29,18.332008361816406
2018-11-30,18.798446655273438
2018-12-03,18.23519515991211
2018-12-04,17.619140625
2018-12-06,17.751155853271484
2018-12-07,17.372716903686523
2018-12-10,17.460729598999023
2018-12-11,17.460729598999023
2018-12-12,17.434329986572266
2018-12-13,16.36063575744629
2018-12-14,16.281429290771484
2018-12-17,16.325424194335938
2018-12-18,16.035003662109375
2018-12-19,15.322137832641602
2018-12-20,14.934906959533691
2018-12-21,14.820497512817383
2018-12-24,14.600481033325195
2018-12-26,15.3661470413208
2018-12-27,16.501445770263672
2018-12-28,17.135101318359375
2018-12-31,17.161502838134766
2019-01-02,17.143901824951172
2019-01-03,16.9766902923584
2019-01-04,16.844675064086914
2019-01-07,17.346323013305664
2019-01-08,17.038291931152344
2019-01-09,16.92388153076172
2019-01-10,16.89748191833496
2019-01-11,16.598249435424805
2019-01-14,16.55425262451172
2019-01-15,16.422237396240234
2019-01-16,16.853479385375977
2019-01-17,16.967884063720703
2019-01-18,17.117496490478516
2019-01-22,16.95028305053711
2019-01-23,17.363920211791992
2019-01-24,17.416725158691406
2019-01-25,17.487133026123047
2019-01-28,17.117496490478516
2019-01-29,17.047096252441406
2019-01-30,16.642255783081055
2019-01-31,15.78858470916748
2019-02-01,16.545448303222656
2019-02-04,16.307832717895508
2019-02-05,16.422237396240234
2019-02-06,16.36063575744629
2019-02-07,16.026208877563477
2019-02-08,16.21981430053711
2019-02-11,15.93819808959961
2019-02-12,16.15821647644043
2019-02-13,16.36063575744629
2019-02-14,16.237022399902344
2019-02-15,16.11341667175293
2019-02-19,16.33414649963379
2019-02-20,16.166391372680664
2019-02-21,16.157556533813477
2019-02-22,16.228191375732422
2019-02-25,16.007465362548828
2019-02-26,15.786733627319336
2019-02-27,15.83971118927002
2019-02-28,15.63663387298584
2019-03-01,15.760244369506836
2019-03-04,15.548341751098633
2019-03-05,15.018585205078125
2019-03-06,15.00092887878418
2019-03-07,15.00092887878418
2019-03-08,14.700728416442871
2019-03-11,14.85965633392334
2019-03-12,14.647756576538086
2019-03-13,14.815512657165527
2019-03-14,14.833172798156738
2019-03-15,14.65658950805664
2019-03-18,14.65658950805664
2019-03-19,14.568292617797852
2019-03-20,14.674243927001953
2019-03-21,14.532974243164062
2019-03-22,13.243900299072266
2019-03-25,13.235072135925293
2019-03-26,13.544096946716309
2019-03-27,13.420489311218262
2019-03-28,13.605900764465332
2019-03-29,13.817803382873535
2019-04-01,13.588242530822754
2019-04-02,13.703024864196777
2019-04-03,13.747170448303223
