Date,GLDD
2010-01-04,6.175857067108154
2010-01-05,6.119543552398682
2010-01-06,6.372960090637207
2010-01-07,6.494975566864014
2010-01-08,6.560675621032715
2010-01-11,6.429275035858154
2010-01-12,6.344802379608154
2010-01-13,6.429275035858154
2010-01-14,6.438661098480225
2010-01-15,6.3072590827941895
2010-01-19,6.419888973236084
2010-01-20,6.279101848602295
2010-01-21,6.025684833526611
2010-01-22,5.687796592712402
2010-01-25,5.753496170043945
2010-01-26,5.537622928619385
2010-01-27,5.875512599945068
2010-01-28,5.631482124328613
2010-01-29,5.547008991241455
2010-02-01,5.471922874450684
2010-02-02,5.453150749206543
2010-02-03,5.349906921386719
2010-02-04,5.162191390991211
2010-02-05,5.162191390991211
2010-02-08,4.9557037353515625
2010-02-09,5.01201868057251
2010-02-10,5.068333625793457
2010-02-11,5.1434197425842285
2010-02-12,5.124648571014404
2010-02-16,5.415607452392578
2010-02-17,5.518851280212402
2010-02-18,5.631482124328613
2010-02-19,5.528237342834473
2010-02-22,5.500080108642578
2010-02-23,4.176681995391846
2010-02-24,4.026508808135986
2010-02-25,4.2236104011535645
2010-02-26,4.242382526397705
2010-03-01,4.232996940612793
2010-03-02,4.12036657333374
2010-03-03,4.148524761199951
2010-03-04,4.110981464385986
2010-03-05,4.148524761199951
2010-03-08,4.289312362670898
2010-03-09,4.289312362670898
2010-03-10,4.258222579956055
2010-03-11,4.305327892303467
2010-03-12,4.333590507507324
2010-03-15,4.2959065437316895
2010-03-16,4.3241682052612305
2010-03-17,4.333590507507324
2010-03-18,4.371273040771484
2010-03-19,4.343010902404785
2010-03-22,4.427798271179199
2010-03-23,4.710423946380615
2010-03-24,4.616215705871582
2010-03-25,4.804632186889648
2010-03-26,4.8234734535217285
2010-03-29,4.908260822296143
2010-03-30,4.955366611480713
2010-03-31,4.945944786071777
2010-04-01,5.03073263168335
2010-04-05,5.228570461273193
2010-04-06,5.256832122802734
2010-04-07,5.134361267089844
2010-04-08,4.964786529541016
2010-04-09,4.974206924438477
2010-04-12,4.945944786071777
2010-04-13,4.842314720153809
2010-04-14,4.974206924438477
2010-04-15,5.200307846069336
2010-04-16,5.077836036682129
2010-04-19,5.077836036682129
2010-04-20,5.209727764129639
2010-04-21,5.162624835968018
2010-04-22,5.237990856170654
2010-04-23,5.228570461273193
2010-04-26,5.011890888214111
2010-04-27,5.115520000457764
2010-04-28,5.049574375152588
2010-04-29,5.322779178619385
2010-04-30,5.106098651885986
2010-05-03,5.28509521484375
2010-05-04,5.162624835968018
2010-05-05,5.511195182800293
2010-05-06,5.209727764129639
2010-05-07,4.927102565765381
2010-05-10,5.558299541473389
2010-05-11,5.539458274841309
2010-05-12,5.4640913009643555
2010-05-13,5.41698694229126
2010-05-14,5.360461235046387
2010-05-17,5.360461235046387
2010-05-18,5.41698694229126
2010-05-19,5.41698694229126
2010-05-20,4.974206924438477
2010-05-21,4.917681694030762
2010-05-24,4.955366611480713
2010-05-25,4.955366611480713
2010-05-26,4.955366611480713
2010-05-27,5.369882106781006
2010-05-28,5.492353439331055
2010-06-01,5.530035972595215
2010-06-02,5.605404376983643
2010-06-03,5.944554328918457
2010-06-04,5.963396072387695
2010-06-07,5.539458274841309
2010-06-08,5.56771993637085
2010-06-09,5.394822120666504
2010-06-10,5.517646312713623
2010-06-11,5.687710285186768
2010-06-14,5.668814659118652
2010-06-15,5.895565986633301
2010-06-16,5.9522552490234375
2010-06-17,6.03728723526001
2010-06-18,5.990046977996826
2010-06-21,5.961702346801758
2010-06-22,5.782190799713135
2010-06-23,5.801085948944092
2010-06-24,5.942807197570801
2010-06-25,6.12231969833374
2010-06-28,5.961702346801758
2010-06-29,5.631021976470947
2010-06-30,5.668814659118652
2010-07-01,5.385372638702393
2010-07-02,5.517646312713623
2010-07-06,5.7916388511657715
2010-07-07,5.990046977996826
2010-07-08,5.867223262786865
2010-07-09,5.772742748260498
2010-07-12,5.6215739250183105
2010-07-13,5.659366130828857
2010-07-14,5.564885139465332
2010-07-15,5.432614803314209
2010-07-16,5.2058610916137695
2010-07-19,5.177517414093018
2010-07-20,5.357029438018799
2010-07-21,5.177517414093018
2010-07-22,5.375925064086914
2010-07-23,5.432614803314209
2010-07-26,5.413717746734619
2010-07-27,5.479854106903076
2010-07-28,5.319236755371094
2010-07-29,5.394822120666504
2010-07-30,5.290892601013184
2010-08-02,5.347581386566162
2010-08-03,4.809044361114502
2010-08-04,4.998005390167236
2010-08-05,4.960212230682373
2010-08-06,4.9129719734191895
2010-08-09,5.035797119140625
2010-08-10,4.950763702392578
2010-08-11,4.742908000946045
2010-08-12,4.771251678466797
2010-08-13,4.7240118980407715
2010-08-16,4.761804580688477
2010-08-17,4.960212230682373
2010-08-18,4.884627819061279
2010-08-19,4.591739654541016
2010-08-20,4.525603771209717
2010-08-23,4.54449987411499
2010-08-24,4.459467887878418
2010-08-25,4.657876014709473
2010-08-26,4.497259140014648
2010-08-27,4.6106367111206055
2010-08-30,4.54449987411499
2010-08-31,4.771251678466797
2010-09-01,4.931868553161621
2010-09-02,4.979108810424805
2010-09-03,4.931868553161621
2010-09-07,4.79014778137207
2010-09-08,4.464991092681885
2010-09-09,4.6166672706604
2010-09-10,4.5313496589660645
2010-09-13,4.9389801025390625
2010-09-14,4.796784400939941
2010-09-15,4.711465358734131
2010-09-16,4.626147747039795
2010-09-17,4.3701934814453125
2010-09-20,4.464991092681885
2010-09-21,4.758864879608154
2010-09-22,4.9200215339660645
2010-09-23,4.91054105758667
2010-09-24,5.22337532043457
2010-09-27,5.157016277313232
2010-09-28,5.185455322265625
2010-09-29,5.412972450256348
2010-09-30,5.5077691078186035
2010-10-01,5.536210060119629
2010-10-04,5.517250061035156
2010-10-05,5.697366237640381
2010-10-06,5.536210060119629
2010-10-07,5.517250061035156
2010-10-08,5.697366237640381
2010-10-11,5.631007671356201
2010-10-12,5.593087196350098
2010-10-13,5.89644193649292
2010-10-14,5.915400981903076
2010-10-15,5.915400981903076
2010-10-18,5.981760025024414
2010-10-19,6.000720024108887
2010-10-20,6.019679546356201
2010-10-21,6.1049981117248535
2010-10-22,6.019679546356201
2010-10-25,6.010199546813965
2010-10-26,6.076558589935303
2010-10-27,6.048118591308594
2010-10-28,5.95332145690918
2010-10-29,5.877481937408447
2010-11-01,5.820603370666504
2010-11-02,6.34199333190918
2010-11-03,6.34199333190918
2010-11-04,6.512629508972168
2010-11-05,6.768584728240967
2010-11-08,6.8254618644714355
2010-11-09,6.844422817230225
2010-11-10,6.863382339477539
2010-11-11,6.8254618644714355
2010-11-12,6.73066520690918
2010-11-15,6.778064250946045
2010-11-16,6.616908073425293
2010-11-17,6.711705207824707
2010-11-18,6.8254618644714355
2010-11-19,6.797024250030518
2010-11-22,7.0150604248046875
2010-11-23,7.043498992919922
2010-11-24,7.166737079620361
2010-11-26,6.89182186126709
2010-11-29,6.958180904388428
2010-11-30,7.27101469039917
2010-12-01,7.100377559661865
2010-12-02,7.062458038330078
2010-12-03,7.166737079620361
2010-12-06,7.119337558746338
2010-12-07,7.337372779846191
2010-12-08,7.325022220611572
2010-12-09,7.34402322769165
2010-12-10,7.486533164978027
2010-12-13,7.5340375900268555
2010-12-14,7.439030170440674
2010-12-15,7.448531150817871
2010-12-16,7.648045063018799
2010-12-17,7.429529666900635
2010-12-20,7.420028209686279
2010-12-21,6.963996410369873
2010-12-22,6.9449944496154785
2010-12-23,7.021000385284424
2010-12-27,7.116007328033447
2010-12-28,7.10650634765625
2010-12-29,7.0685038566589355
2010-12-30,7.0685038566589355
2010-12-31,7.0019989013671875
2011-01-03,7.10650634765625
2011-01-04,7.4770331382751465
2011-01-05,7.496034145355225
2011-01-06,7.496034145355225
2011-01-07,7.401027202606201
2011-01-10,7.600541591644287
2011-01-11,7.933065414428711
2011-01-12,8.151581764221191
2011-01-13,7.961567401885986
2011-01-14,8.075575828552246
2011-01-18,7.933065414428711
2011-01-19,7.610042095184326
2011-01-20,7.515035152435303
2011-01-21,7.657546043395996
2011-01-24,7.70504903793335
2011-01-25,7.771554470062256
2011-01-26,7.857059955596924
2011-01-27,7.990068435668945
2011-01-28,7.790555000305176
2011-01-31,7.8950629234313965
2011-02-01,8.189582824707031
2011-02-02,8.085077285766602
2011-02-03,8.10407829284668
2011-02-04,8.10407829284668
2011-02-07,8.29409122467041
2011-02-08,8.379597663879395
2011-02-09,8.237086296081543
2011-02-10,8.246588706970215
2011-02-11,8.29409122467041
2011-02-14,8.313091278076172
2011-02-15,8.075575828552246
2011-02-16,7.828557968139648
2011-02-17,7.743050575256348
