Date,GILD
2010-01-04,15.14071273803711
2010-01-05,15.126724243164062
2010-01-06,15.651230812072754
2010-01-07,15.689690589904785
2010-01-08,15.574305534362793
2010-01-11,15.696687698364258
2010-01-12,15.717673301696777
2010-01-13,15.913488388061523
2010-01-14,15.896000862121582
2010-01-15,15.916976928710938
2010-01-19,16.18272590637207
2010-01-20,16.10230827331543
2010-01-21,16.00789451599121
2010-01-22,16.112794876098633
2010-01-25,15.983417510986328
2010-01-26,15.689690589904785
2010-01-27,16.798145294189453
2010-01-28,16.612823486328125
2010-01-29,16.878570556640625
2010-02-01,16.71772575378418
2010-02-02,16.979976654052734
2010-02-03,16.623310089111328
2010-02-04,16.249170303344727
2010-02-05,16.21769905090332
2010-02-08,16.11629295349121
2010-02-09,16.189720153808594
2010-02-10,16.07433319091797
2010-02-11,16.350574493408203
2010-02-12,16.437986373901367
2010-02-16,16.38903045654297
2010-02-17,17.011445999145508
2010-02-18,17.29117774963379
2010-02-19,17.077884674072266
2010-02-22,16.742204666137695
2010-02-23,16.5568790435791
2010-02-24,16.63031005859375
2010-02-25,16.577857971191406
2010-02-26,16.64779281616211
2010-03-01,16.612823486328125
2010-03-02,16.623310089111328
2010-03-03,16.63380241394043
2010-03-04,16.455472946166992
2010-03-05,16.64779281616211
2010-03-08,16.437986373901367
2010-03-09,16.58835220336914
2010-03-10,16.532400131225586
2010-03-11,16.46945571899414
2010-03-12,16.58135414123535
2010-03-15,16.61631965637207
2010-03-16,16.598834991455078
2010-03-17,16.4974308013916
2010-03-18,16.58135414123535
2010-03-19,16.738697052001953
2010-03-22,16.83661460876465
2010-03-23,16.700237274169922
2010-03-24,16.535898208618164
2010-03-25,16.067337036132812
2010-03-26,15.854039192199707
2010-03-29,16.042858123779297
2010-03-30,15.948453903198242
2010-03-31,15.899495124816895
2010-04-01,15.958940505981445
2010-04-05,16.02887725830078
2010-04-06,15.913488388061523
2010-04-07,15.892505645751953
2010-04-08,16.021883010864258
2010-04-09,16.0148868560791
2010-04-12,16.03936195373535
2010-04-13,16.207204818725586
2010-04-14,16.10580825805664
2010-04-15,15.847042083740234
2010-04-16,15.979923248291016
2010-04-19,15.99390697479248
2010-04-20,15.759629249572754
2010-04-21,14.252547264099121
2010-04-22,14.193105697631836
2010-04-23,14.57075023651123
2010-04-26,14.182619094848633
2010-04-27,14.116185188293457
2010-04-28,14.224577903747559
2010-04-29,14.126672744750977
2010-04-30,13.885398864746094
2010-05-03,13.902884483337402
2010-05-04,13.472785949707031
2010-05-05,14.060235977172852
2010-05-06,13.700071334838867
2010-05-07,13.416839599609375
2010-05-10,13.420336723327637
2010-05-11,13.728042602539062
2010-05-12,14.039254188537598
2010-05-13,13.801478385925293
2010-05-14,13.21053409576416
2010-05-17,13.367886543273926
2010-05-18,13.385368347167969
2010-05-19,13.63713550567627
2010-05-20,12.927301406860352
2010-05-21,12.787430763244629
2010-05-24,12.710505485534668
2010-05-25,12.651063919067383
2010-05-26,12.17551040649414
2010-05-27,12.672039985656738
2010-05-28,12.560153007507324
2010-06-01,12.388811111450195
2010-06-02,12.58812141418457
2010-06-03,12.553154945373535
2010-06-04,12.137043952941895
2010-06-07,12.042635917663574
2010-06-08,11.699962615966797
2010-06-09,11.507641792297363
2010-06-10,11.790873527526855
2010-06-11,12.074104309082031
2010-06-14,12.112570762634277
2010-06-15,12.42377758026123
2010-06-16,12.521682739257812
2010-06-17,12.577630043029785
2010-06-18,12.595115661621094
2010-06-21,12.623085975646973
2010-06-22,12.556650161743164
2010-06-23,12.661552429199219
2010-06-24,12.490216255187988
2010-06-25,12.710505485534668
2010-06-28,12.507699966430664
2010-06-29,12.227962493896484
2010-06-30,11.986688613891602
2010-07-01,11.937736511230469
2010-07-02,12.1929931640625
2010-07-06,12.158025741577148
2010-07-07,12.21746826171875
2010-07-08,12.17551040649414
2010-07-09,12.14753532409668
2010-07-12,12.056623458862305
2010-07-13,12.30838680267334
2010-07-14,12.172017097473145
2010-07-15,12.203484535217285
2010-07-16,11.168461799621582
2010-07-19,11.507641792297363
2010-07-20,11.539108276367188
2010-07-21,11.507641792297363
2010-07-22,11.81185245513916
2010-07-23,11.689471244812012
2010-07-26,11.675480842590332
2010-07-27,11.675480842590332
2010-07-28,11.685972213745117
2010-07-29,11.682476043701172
2010-07-30,11.651004791259766
2010-08-02,12.049629211425781
2010-08-03,12.056623458862305
2010-08-04,12.315380096435547
2010-08-05,12.493708610534668
2010-08-06,12.525182723999023
2010-08-09,12.504201889038086
2010-08-10,12.514691352844238
2010-08-11,12.08459758758545
2010-08-12,12.119563102722168
2010-08-13,11.997179985046387
2010-08-16,11.839828491210938
2010-08-17,11.941234588623047
2010-08-18,11.808355331420898
2010-08-19,11.584568977355957
2010-08-20,11.413230895996094
2010-08-23,11.486660957336426
2010-08-24,11.220913887023926
2010-08-25,11.476173400878906
2010-08-26,11.213915824890137
2010-08-27,11.371271133422852
2010-08-30,11.336301803588867
2010-08-31,11.129996299743652
2010-09-01,11.546104431152344
2010-09-02,11.591560363769531
2010-09-03,11.895777702331543
2010-09-07,11.61953353881836
2010-09-08,11.857306480407715
2010-09-09,11.906265258789062
2010-09-10,12.025150299072266
2010-09-13,12.025150299072266
2010-09-14,12.067113876342773
2010-09-15,12.182507514953613
2010-09-16,12.227962493896484
2010-09-17,12.08459758758545
2010-09-20,12.444758415222168
2010-09-21,12.553154945373535
2010-09-22,12.591614723205566
2010-09-23,12.511191368103027
2010-09-24,12.780444145202637
2010-09-27,12.539165496826172
2010-09-28,12.637077331542969
2010-09-29,12.542661666870117
2010-09-30,12.451746940612793
2010-10-01,12.504201889038086
2010-10-04,12.364333152770996
2010-10-05,12.595115661621094
2010-10-06,12.500706672668457
2010-10-07,12.679033279418945
2010-10-08,12.703514099121094
2010-10-11,12.661552429199219
2010-10-12,12.626585006713867
2010-10-13,12.825899124145508
2010-10-14,12.864362716674805
2010-10-15,13.193049430847168
2010-10-18,13.12661361694336
2010-10-19,12.843379974365234
2010-10-20,13.423831939697266
2010-10-21,13.672097206115723
2010-10-22,13.67559814453125
2010-10-25,13.825952529907227
2010-10-26,13.850433349609375
2010-10-27,13.797979354858398
2010-10-28,13.937848091125488
2010-10-29,13.871414184570312
2010-11-01,14.070723533630371
2010-11-02,14.102193832397461
2010-11-03,13.920367240905762
2010-11-04,13.860921859741211
2010-11-05,13.619647979736328
2010-11-08,13.577693939208984
2010-11-09,13.465786933898926
2010-11-10,13.542719841003418
2010-11-11,13.63014030456543
2010-11-12,13.217527389526367
2010-11-15,13.28746223449707
2010-11-16,13.228019714355469
2010-11-17,13.182560920715332
2010-11-18,13.269974708557129
2010-11-19,13.315437316894531
2010-11-22,13.182560920715332
2010-11-23,12.930794715881348
2010-11-24,13.21053409576416
2010-11-26,12.972760200500488
2010-11-29,12.958771705627441
2010-11-30,12.762954711914062
2010-12-01,13.007723808288574
2010-12-02,13.182560920715332
2010-12-03,13.025205612182617
2010-12-06,12.83638858795166
2010-12-07,12.993741989135742
2010-12-08,13.063672065734863
2010-12-09,12.934295654296875
2010-12-10,13.15108871459961
2010-12-13,12.87834644317627
2010-12-14,13.011218070983887
2010-12-15,13.046188354492188
2010-12-16,13.235011100769043
2010-12-17,13.004227638244629
2010-12-20,13.004227638244629
2010-12-21,12.783939361572266
2010-12-22,12.707006454467773
2010-12-23,12.679033279418945
2010-12-27,12.731487274169922
2010-12-28,12.665051460266113
2010-12-29,12.727991104125977
2010-12-30,12.679033279418945
2010-12-31,12.672039985656738
2011-01-03,12.790925025939941
2011-01-04,12.934295654296875
2011-01-05,13.123115539550781
2011-01-06,13.11612319946289
2011-01-07,13.112624168395996
2011-01-10,12.8189058303833
2011-01-11,12.997234344482422
2011-01-12,13.224520683288574
2011-01-13,13.329421997070312
2011-01-14,13.364389419555664
2011-01-18,13.532230377197266
2011-01-19,13.339912414550781
2011-01-20,13.346900939941406
2011-01-21,13.353900909423828
2011-01-24,13.395858764648438
2011-01-25,13.343412399291992
2011-01-26,13.867911338806152
2011-01-27,13.616150856018066
2011-01-28,13.360892295837402
2011-01-31,13.420336723327637
2011-02-01,13.462298393249512
2011-02-02,13.797979354858398
2011-02-03,13.542719841003418
2011-02-04,13.563701629638672
2011-02-07,13.420336723327637
2011-02-08,13.563701629638672
2011-02-09,13.353900909423828
2011-02-10,13.409847259521484
2011-02-11,13.423831939697266
