Date,GEHC
2022-12-15,59.75809097290039
2022-12-16,56.5112419128418
2022-12-19,56.27220153808594
2022-12-20,56.979339599609375
2022-12-21,56.730342864990234
2022-12-22,57.36776351928711
2022-12-23,57.2681770324707
2022-12-27,57.21837615966797
2022-12-28,57.2681770324707
2022-12-29,57.76615524291992
2022-12-30,58.144630432128906
2023-01-03,55.77421569824219
2023-01-04,60.24611282348633
2023-01-05,58.762123107910156
2023-01-06,58.71232223510742
2023-01-09,57.86575698852539
2023-01-10,59.75809097290039
2023-01-11,64.72798156738281
2023-01-12,65.38532257080078
2023-01-13,65.1761703491211
2023-01-17,63.07466506958008
2023-01-18,61.8297004699707
2023-01-19,63.68220901489258
2023-01-20,66.50080871582031
2023-01-23,69.23970031738281
2023-01-24,69.31938171386719
2023-01-25,68.43297576904297
2023-01-26,68.94093322753906
2023-01-27,69.79745483398438
2023-01-30,71.21171569824219
2023-01-31,69.23970031738281
2023-02-01,69.72773742675781
2023-02-02,70.36514282226562
2023-02-03,70.26554870605469
2023-02-06,71.57028198242188
2023-02-07,71.34119415283203
2023-02-08,69.88709259033203
2023-02-09,68.13419342041016
2023-02-10,68.96083068847656
2023-02-13,69.15007781982422
2023-02-14,72.31724548339844
2023-02-15,72.0284194946289
2023-02-16,70.62411499023438
2023-02-17,72.87498474121094
2023-02-21,72.17781066894531
2023-02-22,71.64994049072266
2023-02-23,75.59397888183594
2023-02-24,74.70755767822266
2023-02-27,75.73341369628906
2023-02-28,75.6935806274414
2023-03-01,74.99640655517578
2023-03-02,74.73746490478516
2023-03-03,76.06208801269531
2023-03-06,76.37084197998047
2023-03-07,75.94258117675781
2023-03-08,76.32105255126953
2023-03-09,76.07205200195312
2023-03-10,74.66773223876953
2023-03-13,75.93260955810547
2023-03-14,76.82897186279297
2023-03-15,76.45053100585938
2023-03-16,76.31108093261719
2023-03-17,75.53421783447266
2023-03-20,74.89680480957031
2023-03-21,76.21147155761719
2023-03-22,74.46854400634766
2023-03-23,75.40474700927734
2023-03-24,76.15172576904297
2023-03-27,76.07205200195312
2023-03-28,76.5899658203125
2023-03-29,78.92052459716797
2023-03-30,81.80882263183594
2023-03-31,81.69926452636719
2023-04-03,81.48016357421875
2023-04-04,81.26103210449219
2023-04-05,80.79293823242188
2023-04-06,79.83680725097656
2023-04-10,80.26506805419922
2023-04-11,80.26506805419922
2023-04-12,81.42041015625
2023-04-13,82.60560607910156
2023-04-14,82.03790283203125
2023-04-17,82.38648986816406
2023-04-18,83.32271575927734
2023-04-19,85.4042739868164
2023-04-20,84.65729522705078
2023-04-21,86.13134002685547
2023-04-24,87.43605041503906
2023-04-25,80.0658950805664
2023-04-26,79.79698944091797
2023-04-27,81.19132995605469
2023-04-28,81.01205444335938
2023-05-01,80.45431518554688
2023-05-02,78.14366149902344
2023-05-03,79.38862609863281
2023-05-04,77.9444808959961
2023-05-05,78.67151641845703
2023-05-08,79.09980010986328
2023-05-09,76.06208801269531
2023-05-10,75.59397888183594
2023-05-11,74.6876449584961
2023-05-12,74.6179428100586
2023-05-15,74.62789154052734
2023-05-16,77.4664077758789
2023-05-17,79.97624969482422
2023-05-18,79.36871337890625
2023-05-19,79.02011108398438
2023-05-22,78.79097747802734
2023-05-23,76.90786743164062
2023-05-24,76.2502670288086
2023-05-25,79.56812286376953
2023-05-26,78.1433334350586
2023-05-30,77.67505645751953
2023-05-31,79.21939849853516
2023-06-01,79.5382080078125
2023-06-02,79.6777114868164
2023-06-05,80.19580078125
2023-06-06,82.62689208984375
2023-06-07,80.18585205078125
2023-06-08,77.4658203125
2023-06-09,76.81820678710938
2023-06-12,77.98391723632812
2023-06-13,77.50567626953125
2023-06-14,78.24296569824219
2023-06-15,78.8108901977539
2023-06-16,78.3625259399414
2023-06-20,78.61161041259766
2023-06-21,79.32899475097656
2023-06-22,79.91683959960938
2023-06-23,79.52825927734375
2023-06-26,77.5156478881836
2023-06-27,76.78829956054688
2023-06-28,76.90786743164062
2023-06-29,78.39242553710938
2023-06-30,80.94305419921875
2023-07-03,80.39508056640625
2023-07-05,80.355224609375
2023-07-06,78.8308334350586
2023-07-07,79.32899475097656
2023-07-10,80.36518859863281
2023-07-11,80.9629898071289
2023-07-12,81.39141082763672
2023-07-13,81.10247802734375
2023-07-14,81.52095794677734
2023-07-17,80.89324188232422
2023-07-18,82.16857147216797
2023-07-19,81.45121002197266
2023-07-20,81.58078002929688
2023-07-21,82.35821533203125
2023-07-24,80.36478424072266
2023-07-25,79.94617462158203
2023-07-26,77.17530822753906
2023-07-27,76.60719299316406
2023-07-28,77.6138687133789
2023-07-31,77.74344635009766
2023-08-01,77.43446350097656
2023-08-02,76.33807373046875
2023-08-03,75.76994323730469
2023-08-04,75.65035247802734
2023-08-07,75.34136199951172
2023-08-08,73.68682861328125
2023-08-09,73.6768569946289
2023-08-10,72.06218719482422
2023-08-11,71.3545150756836
2023-08-14,71.56383514404297
2023-08-15,70.30796813964844
2023-08-16,70.43755340576172
2023-08-17,68.1650390625
2023-08-18,68.1351547241211
2023-08-21,68.74312591552734
2023-08-22,68.70326232910156
2023-08-23,68.7630615234375
2023-08-24,68.20492553710938
2023-08-25,68.36439514160156
2023-08-28,69.08203125
2023-08-29,70.2481689453125
2023-08-30,70.15846252441406
2023-08-31,70.21826934814453
2023-09-01,69.022216796875
2023-09-05,67.43745422363281
2023-09-06,66.75968933105469
2023-09-07,65.68324279785156
2023-09-08,64.6865234375
2023-09-11,66.40087127685547
2023-09-12,65.18488311767578
2023-09-13,64.31774139404297
2023-09-14,65.78289794921875
2023-09-15,66.21147918701172
2023-09-18,66.0619888305664
2023-09-19,65.90251922607422
2023-09-20,64.7961654663086
2023-09-21,63.67984390258789
2023-09-22,64.11840057373047
2023-09-25,66.26133728027344
2023-09-26,65.99221801757812
2023-09-27,68.05541229248047
2023-09-28,69.55046844482422
2023-09-29,67.81620025634766
2023-10-02,67.6168441772461
2023-10-03,66.75968933105469
2023-10-04,67.65672302246094
2023-10-05,67.3776626586914
2023-10-06,68.23480987548828
2023-10-09,67.57699584960938
2023-10-10,67.9656982421875
2023-10-11,67.55705261230469
2023-10-12,66.2912368774414
2023-10-13,66.89923095703125
2023-10-16,66.66001892089844
2023-10-17,66.58027648925781
2023-10-18,65.01544189453125
2023-10-19,65.26473236083984
2023-10-20,63.86870193481445
2023-10-23,63.808868408203125
2023-10-24,64.48693084716797
2023-10-25,64.32740020751953
2023-10-26,63.729095458984375
2023-10-27,62.921382904052734
2023-10-30,62.99118423461914
2023-10-31,66.3815689086914
2023-11-01,68.08672332763672
2023-11-02,69.0539779663086
2023-11-03,71.3674087524414
2023-11-06,70.88876342773438
2023-11-07,70.49987030029297
2023-11-08,69.79188537597656
2023-11-09,68.11663818359375
2023-11-10,69.32321166992188
2023-11-13,69.81182861328125
2023-11-14,72.00559997558594
2023-11-15,71.31755065917969
2023-11-16,71.71641540527344
2023-11-17,72.7933578491211
2023-11-20,73.12242889404297
2023-11-21,73.17228698730469
2023-11-22,73.39165496826172
2023-11-24,73.50135803222656
2023-11-27,70.93862915039062
2023-11-28,67.9371566772461
2023-11-29,67.51834106445312
2023-11-30,68.2662124633789
2023-12-01,69.21353149414062
2023-12-04,69.17364501953125
2023-12-05,67.73771667480469
2023-12-06,67.85737609863281
2023-12-07,67.1992416381836
2023-12-08,68.32604217529297
2023-12-11,70.92866516113281
2023-12-12,71.84605407714844
2023-12-13,73.97003936767578
2023-12-14,75.7051010131836
2023-12-15,74.79767608642578
2023-12-18,74.84751892089844
2023-12-19,75.47574615478516
2023-12-20,75.22645568847656
2023-12-21,76.97150421142578
2023-12-22,77.36040496826172
2023-12-26,77.91880798339844
2023-12-27,77.45014190673828
2023-12-28,77.32051086425781
2023-12-29,77.10114288330078
2024-01-02,76.15383911132812
2024-01-03,75.8945541381836
2024-01-04,76.3532485961914
2024-01-05,76.40312194824219
2024-01-08,77.14102935791016
2024-01-09,76.44300842285156
2024-01-10,75.95439147949219
2024-01-11,76.03416442871094
2024-01-12,75.98428344726562
2024-01-16,74.78721618652344
2024-01-17,72.57261657714844
2024-01-18,73.34075164794922
2024-01-19,73.9292984008789
2024-01-22,74.4580078125
2024-01-23,73.49037170410156
2024-01-24,71.37555694580078
2024-01-25,72.69233703613281
2024-01-26,72.9716567993164
2024-01-29,74.19865417480469
2024-01-30,73.819580078125
2024-01-31,73.1811294555664
2024-02-01,74.16871643066406
2024-02-02,73.72980499267578
2024-02-05,73.23102569580078
2024-02-06,81.7601547241211
2024-02-07,81.63047790527344
2024-02-08,81.85992431640625
2024-02-09,81.14167022705078
2024-02-12,82.96720886230469
2024-02-13,82.10931396484375
2024-02-14,82.96720886230469
2024-02-15,85.42121124267578
2024-02-16,85.81026458740234
2024-02-20,86.17936706542969
2024-02-21,84.77281188964844
2024-02-22,87.42631530761719
2024-02-23,88.85282897949219
2024-02-26,90.3990478515625
2024-02-27,92.29441833496094
2024-02-28,92.79320526123047
2024-02-29,91.05744171142578
2024-03-01,92.49394226074219
2024-03-04,92.50390625
2024-03-05,91.58614349365234
2024-03-06,92.87300109863281
2024-03-07,92.43408966064453
2024-03-08,93.64112854003906
2024-03-11,92.77324676513672
2024-03-12,91.59612274169922
2024-03-13,88.26426696777344
2024-03-14,88.11463928222656
2024-03-15,89.1920166015625
2024-03-18,90.38907623291016
2024-03-19,90.55866241455078
2024-03-20,90.66839599609375
2024-03-21,90.9776382446289
2024-03-22,89.51123046875
2024-03-25,88.06476593017578
2024-03-26,88.85282897949219
2024-03-27,90.08980560302734
2024-03-28,90.6883544921875
2024-04-01,89.31172180175781
2024-04-02,87.89517974853516
2024-04-03,88.81292724609375
2024-04-04,87.74553680419922
2024-04-05,88.25430297851562
2024-04-08,87.49613952636719
2024-04-09,86.72804260253906
2024-04-10,85.18180847167969
2024-04-11,87.99493408203125
2024-04-12,86.06964111328125
2024-04-15,85.91999816894531
2024-04-16,85.67060852050781
2024-04-17,84.9822998046875
2024-04-18,84.79269409179688
2024-04-19,84.3136978149414
2024-04-22,84.13406372070312
2024-04-23,86.0600357055664
2024-04-24,86.53903198242188
2024-04-25,85.77063751220703
2024-04-26,86.0600357055664
2024-04-29,88.75440979003906
2024-04-30,76.08089447021484
2024-05-01,78.09669494628906
2024-05-02,77.6675796508789
2024-05-03,79.30416870117188
2024-05-06,79.63348388671875
2024-05-07,81.26007080078125
2024-05-08,80.94074249267578
2024-05-09,82.55736541748047
2024-05-10,83.22596740722656
2024-05-13,80.86090850830078
2024-05-14,80.35198211669922
2024-05-15,81.73908233642578
2024-05-16,81.14031982421875
2024-05-17,81.6891860961914
2024-05-20,81.57940673828125
2024-05-21,81.76901245117188
2024-05-22,80.45176696777344
2024-05-23,79.16445922851562
2024-05-24,79.68338012695312
2024-05-28,78.5856704711914
2024-05-29,78.28628540039062
2024-05-30,78.40603637695312
2024-05-31,77.83723449707031
2024-06-03,76.989013671875
2024-06-04,77.35823822021484
2024-06-05,76.79940032958984
2024-06-06,76.83932495117188
2024-06-07,76.18069458007812
2024-06-10,75.62186431884766
2024-06-11,74.58403015136719
2024-06-12,75.81147003173828
2024-06-13,76.82933807373047
2024-06-14,76.33037567138672
2024-06-17,77.38817596435547
2024-06-18,78.10665893554688
2024-06-20,79.27423095703125
2024-06-21,79.0047836303711
2024-06-24,78.68545532226562
2024-06-25,78.64554595947266
2024-06-26,77.83723449707031
2024-06-27,78.655517578125
2024-06-28,77.75739288330078
2024-07-01,76.10086059570312
2024-07-02,76.17072296142578
2024-07-03,77.07882690429688
2024-07-05,76.8991928100586
2024-07-08,76.19068145751953
2024-07-09,76.70960235595703
2024-07-10,78.974853515625
2024-07-11,79.77318572998047
2024-07-12,80.11247253417969
2024-07-15,80.02265930175781
2024-07-16,82.4675521850586
2024-07-17,82.29790496826172
