Date,VVV
2016-09-23,20.830007553100586
2016-09-26,21.62353515625
2016-09-27,21.353012084960938
2016-09-28,21.506305694580078
2016-09-29,21.190702438354492
2016-09-30,21.181686401367188
2016-10-03,20.929195404052734
2016-10-04,20.8570613861084
2016-10-05,20.739835739135742
2016-10-06,20.802961349487305
2016-10-07,20.514402389526367
2016-10-10,20.820993423461914
2016-10-11,20.7218017578125
2016-10-12,20.920185089111328
2016-10-13,20.875097274780273
2016-10-14,20.992321014404297
2016-10-17,20.839025497436523
2016-10-18,20.541458129882812
2016-10-19,20.108625411987305
2016-10-20,19.928279876708984
2016-10-21,19.45035743713379
2016-10-24,19.251981735229492
2016-10-25,18.999492645263672
2016-10-26,18.674867630004883
2016-10-27,18.39533233642578
2016-10-28,18.56666374206543
2016-10-31,18.39533233642578
2016-11-01,18.0887393951416
2016-11-02,18.124813079833984
2016-11-03,18.332204818725586
2016-11-04,18.647817611694336
2016-11-07,18.747013092041016
2016-11-08,18.963422775268555
2016-11-09,17.854290008544922
2016-11-10,17.069786071777344
2016-11-11,17.04273796081543
2016-11-14,17.68296241760254
2016-11-15,17.890361785888672
2016-11-16,18.287128448486328
2016-11-17,18.873249053955078
2016-11-18,19.378215789794922
2016-11-21,19.387235641479492
2016-11-22,18.936372756958008
2016-11-23,18.936372756958008
2016-11-25,19.017528533935547
2016-11-28,19.062620162963867
2016-11-29,19.13475227355957
2016-11-30,18.92735481262207
2016-12-01,18.32991600036621
2016-12-02,18.05876350402832
2016-12-05,17.9954891204834
2016-12-06,17.896072387695312
2016-12-07,18.29375648498535
2016-12-08,18.040681838989258
2016-12-09,18.564916610717773
2016-12-12,18.881261825561523
2016-12-13,19.152406692504883
2016-12-14,18.582992553710938
2016-12-15,18.736644744873047
2016-12-16,18.619142532348633
2016-12-19,18.72760772705078
2016-12-20,18.808948516845703
2016-12-21,19.152406692504883
2016-12-22,19.251834869384766
2016-12-23,19.51394271850586
2016-12-27,19.812213897705078
2016-12-28,19.53202247619629
2016-12-29,19.432601928710938
2016-12-30,19.432601928710938
2017-01-03,19.423561096191406
2017-01-04,19.134334564208984
2017-01-05,19.522987365722656
2017-01-06,19.40548324584961
2017-01-09,19.586254119873047
2017-01-10,19.83932876586914
2017-01-11,19.812213897705078
2017-01-12,19.875486373901367
2017-01-13,20.20990562438965
2017-01-17,20.20990562438965
2017-01-18,20.14663314819336
2017-01-19,19.830289840698242
2017-01-20,19.938756942749023
2017-01-23,19.785097122192383
2017-01-24,20.047218322753906
2017-01-25,20.246065139770508
2017-01-26,20.32740592956543
2017-01-27,21.384902954101562
2017-01-30,21.375864028930664
2017-01-31,20.92394256591797
2017-02-01,20.571441650390625
2017-02-02,20.45394515991211
2017-02-03,20.84259796142578
2017-02-06,21.131824493408203
2017-02-07,20.978168487548828
2017-02-08,21.095672607421875
2017-02-09,21.014324188232422
2017-02-10,21.149900436401367
2017-02-13,21.556631088256836
2017-02-14,21.574708938598633
2017-02-15,21.439132690429688
2017-02-16,21.45720863342285
2017-02-17,21.113746643066406
2017-02-21,20.996244430541992
2017-02-22,20.679906845092773
2017-02-23,20.607595443725586
2017-02-24,20.5172119140625
2017-02-27,20.471019744873047
2017-02-28,20.307979583740234
2017-03-01,20.960145950317383
2017-03-02,20.715585708618164
2017-03-03,20.72464370727539
2017-03-06,20.280799865722656
2017-03-07,20.335140228271484
2017-03-08,20.208332061767578
2017-03-09,20.144929885864258
2017-03-10,20.217395782470703
2017-03-13,20.66123390197754
2017-03-14,20.471019744873047
2017-03-15,20.679349899291992
2017-03-16,20.80616569519043
2017-03-17,21.766307830810547
2017-03-20,21.467397689819336
2017-03-21,21.159421920776367
2017-03-22,21.512680053710938
2017-03-23,21.52174186706543
2017-03-24,21.594209671020508
2017-03-27,21.67572593688965
2017-03-28,21.757247924804688
2017-03-29,21.77536392211914
2017-03-30,22.110511779785156
2017-03-31,22.237321853637695
2017-04-03,22.336959838867188
2017-04-04,21.757247924804688
2017-04-05,21.865938186645508
2017-04-06,21.766307830810547
2017-04-07,21.684785842895508
2017-04-10,21.512680053710938
2017-04-11,21.585145950317383
2017-04-12,21.55797004699707
2017-04-13,21.268117904663086
2017-04-17,21.376811981201172
2017-04-18,21.376811981201172
2017-04-19,21.340578079223633
2017-04-20,21.05072593688965
2017-04-21,20.48007583618164
2017-04-24,20.6702880859375
2017-04-25,21.086957931518555
2017-04-26,20.606891632080078
2017-04-27,20.18115997314453
2017-04-28,20.153989791870117
2017-05-01,20.199275970458984
2017-05-02,20.5797061920166
2017-05-03,20.31702995300293
2017-05-04,20.335140228271484
2017-05-05,20.86051368713379
2017-05-08,21.05072593688965
2017-05-09,21.17753791809082
2017-05-10,21.38587188720703
2017-05-11,20.851451873779297
2017-05-12,20.516307830810547
2017-05-15,20.797107696533203
2017-05-16,21.295291900634766
2017-05-17,20.932971954345703
2017-05-18,20.788049697875977
2017-05-19,20.48007583618164
2017-05-22,20.208332061767578
2017-05-23,20.31702995300293
2017-05-24,20.16304588317871
2017-05-25,20.054351806640625
2017-05-26,20.135875701904297
2017-05-30,20.026031494140625
2017-05-31,20.30744743347168
2017-06-01,20.570703506469727
2017-06-02,20.34375762939453
2017-06-05,20.107730865478516
2017-06-06,20.116809844970703
2017-06-07,20.570703506469727
2017-06-08,20.661483764648438
2017-06-09,21.01552963256836
2017-06-12,21.45127296447754
2017-06-13,21.569284439086914
2017-06-14,21.650985717773438
2017-06-15,21.396800994873047
2017-06-16,21.478504180908203
2017-06-19,21.38772201538086
2017-06-20,21.206167221069336
2017-06-21,21.369569778442383
2017-06-22,21.64191436767578
2017-06-23,21.696382522583008
2017-06-26,21.950559616088867
2017-06-27,21.596519470214844
2017-06-28,21.796236038208008
2017-06-29,21.414960861206055
2017-06-30,21.532976150512695
2017-07-03,21.26971435546875
2017-07-05,21.060914993286133
2017-07-06,20.852128982543945
2017-07-07,20.670568466186523
