Date,HUBB
2010-01-04,33.953433990478516
2010-01-05,33.910804748535156
2010-01-06,33.87530517578125
2010-01-07,34.1025505065918
2010-01-08,34.223289489746094
2010-01-11,33.87530517578125
2010-01-12,33.946327209472656
2010-01-13,34.45053482055664
2010-01-14,34.564178466796875
2010-01-15,33.285865783691406
2010-01-19,33.939208984375
2010-01-20,33.49892044067383
2010-01-21,32.35552215576172
2010-01-22,31.893924713134766
2010-01-25,32.064369201660156
2010-01-26,31.85131072998047
2010-01-27,31.93653106689453
2010-01-28,31.545934677124023
2010-01-29,30.58009147644043
2010-02-01,32.22769546508789
2010-02-02,32.22059631347656
2010-02-03,32.30582809448242
2010-02-04,31.524629592895508
2010-02-05,31.993345260620117
2010-02-08,31.666667938232422
2010-02-09,31.766077041625977
2010-02-10,31.432302474975586
2010-02-11,31.858423233032227
2010-02-12,32.582794189453125
2010-02-16,33.143829345703125
2010-02-17,33.18643569946289
2010-02-18,33.72617721557617
2010-02-19,33.9321174621582
2010-02-22,33.74747848510742
2010-02-23,33.044403076171875
2010-02-24,33.2148323059082
2010-02-25,33.868202209472656
2010-02-26,33.27165985107422
2010-03-01,33.9321174621582
2010-03-02,34.20198059082031
2010-03-03,34.528663635253906
2010-03-04,34.464271545410156
2010-03-05,35.01518630981445
2010-03-08,35.136817932128906
2010-03-09,34.9650993347168
2010-03-10,35.34431076049805
2010-03-11,35.34431076049805
2010-03-12,35.88090896606445
2010-03-15,35.65911102294922
2010-03-16,36.43896484375
2010-03-17,36.15277862548828
2010-03-18,36.06693649291992
2010-03-19,36.388893127441406
2010-03-22,36.517677307128906
2010-03-23,36.53912353515625
2010-03-24,36.28872299194336
2010-03-25,36.03831481933594
2010-03-26,35.809364318847656
2010-03-29,35.99539566040039
2010-03-30,36.26011657714844
2010-03-31,36.081241607666016
2010-04-01,36.531986236572266
2010-04-05,36.96842575073242
2010-04-06,37.140140533447266
2010-04-07,36.90402603149414
2010-04-08,36.653621673583984
2010-04-09,36.83249282836914
2010-04-12,36.91835021972656
2010-04-13,37.025665283203125
2010-04-14,37.07574462890625
2010-04-15,37.56942367553711
2010-04-16,37.34046936035156
2010-04-19,36.839630126953125
2010-04-20,37.319000244140625
2010-04-21,37.21168518066406
2010-04-22,35.68058395385742
2010-04-23,34.822025299072266
2010-04-26,34.59305953979492
2010-04-27,33.598548889160156
2010-04-28,33.37677001953125
2010-04-29,34.292572021484375
2010-04-30,33.24797821044922
2010-05-03,34.86493682861328
2010-05-04,32.89739227294922
2010-05-05,32.546810150146484
2010-05-06,31.16596031188965
2010-05-07,30.851133346557617
2010-05-10,32.40372848510742
2010-05-11,32.511043548583984
2010-05-12,33.62717056274414
2010-05-13,33.70587158203125
2010-05-14,33.19789505004883
2010-05-17,33.09770584106445
2010-05-18,32.604042053222656
2010-05-19,31.93866729736328
2010-05-20,30.407548904418945
2010-05-21,30.822534561157227
2010-05-24,30.357458114624023
2010-05-25,30.056970596313477
2010-05-26,30.39324378967285
2010-05-27,31.194561004638672
2010-05-28,30.514873504638672
2010-06-01,30.371774673461914
2010-06-02,31.17310333251953
2010-06-03,31.101552963256836
2010-06-04,29.570449829101562
2010-06-07,29.155471801757812
2010-06-08,29.241329193115234
2010-06-09,29.334331512451172
2010-06-10,30.314533233642578
2010-06-11,30.37893295288086
2010-06-14,30.765283584594727
2010-06-15,31.631004333496094
2010-06-16,31.42351722717285
2010-06-17,31.35859489440918
2010-06-18,31.805849075317383
2010-06-21,31.72649574279785
2010-06-22,31.09168815612793
2010-06-23,30.572284698486328
2010-06-24,30.060108184814453
2010-06-25,30.312585830688477
2010-06-28,29.944684982299805
2010-06-29,28.610124588012695
2010-06-30,28.631752014160156
2010-07-01,28.069080352783203
2010-07-02,27.94644546508789
2010-07-06,27.74445343017578
2010-07-07,28.581260681152344
2010-07-08,29.302640914916992
2010-07-09,29.86532974243164
2010-07-12,29.3603515625
2010-07-13,30.14668083190918
2010-07-14,30.240442276000977
2010-07-15,30.363088607788086
2010-07-16,29.54070472717285
2010-07-19,29.86532974243164
2010-07-20,30.399147033691406
2010-07-21,30.839197158813477
2010-07-22,32.67152404785156
2010-07-23,33.277469635009766
2010-07-26,34.171993255615234
2010-07-27,34.143150329589844
2010-07-28,34.16477966308594
2010-07-29,34.121498107910156
2010-07-30,34.04214859008789
2010-08-02,34.878963470458984
2010-08-03,34.77074432373047
2010-08-04,34.6336784362793
2010-08-05,35.189144134521484
2010-08-06,34.96552276611328
2010-08-09,35.16750717163086
2010-08-10,34.71303939819336
2010-08-11,33.205345153808594
2010-08-12,33.140411376953125
2010-08-13,32.66429901123047
2010-08-16,32.729217529296875
2010-08-17,33.41453552246094
2010-08-18,33.551597595214844
2010-08-19,33.06107711791992
2010-08-20,32.78694534301758
2010-08-23,32.23868942260742
2010-08-24,32.05112838745117
2010-08-25,31.942914962768555
2010-08-26,32.354103088378906
2010-08-27,32.92400360107422
2010-08-30,32.21704864501953
2010-08-31,32.44788360595703
2010-09-01,33.45783233642578
2010-09-02,33.91228485107422
2010-09-03,34.287418365478516
2010-09-07,33.7247428894043
2010-09-08,33.91228485107422
2010-09-09,34.04214859008789
2010-09-10,34.27299499511719
