Date,SCS
2010-01-04,3.972616195678711
2010-01-05,3.8182249069213867
2010-01-06,3.7350914478302
2010-01-07,3.853854179382324
2010-01-08,3.8954203128814697
2010-01-11,3.984494209289551
2010-01-12,4.008244037628174
2010-01-13,4.020121097564697
2010-01-14,4.067627429962158
2010-01-15,4.026060104370117
2010-01-19,4.127006530761719
2010-01-20,4.103254795074463
2010-01-21,4.043872356414795
2010-01-22,4.049812316894531
2010-01-25,4.168576240539551
2010-01-26,4.109193801879883
2010-01-27,4.1626362800598145
2010-01-28,4.1626362800598145
2010-01-29,4.20420503616333
2010-02-01,4.168576240539551
2010-02-02,4.192328453063965
2010-02-03,4.156700134277344
2010-02-04,4.037937164306641
2010-02-05,4.055751800537109
2010-02-08,3.996368646621704
2010-02-09,4.109193801879883
2010-02-10,4.07356595993042
2010-02-11,4.11513090133667
2010-02-12,4.109193801879883
2010-02-16,4.127006530761719
2010-02-17,4.192328453063965
2010-02-18,4.127006530761719
2010-02-19,4.11513090133667
2010-02-22,4.085440635681152
2010-02-23,3.966679334640503
2010-02-24,3.9785540103912354
2010-02-25,3.9191737174987793
2010-02-26,3.9013595581054688
2010-03-01,3.996368646621704
2010-03-02,4.026060104370117
2010-03-03,4.079502582550049
2010-03-04,4.144820213317871
2010-03-05,4.239833354949951
2010-03-08,4.210142612457275
2010-03-09,4.1745123863220215
2010-03-10,4.257646560668945
2010-03-11,4.257646560668945
2010-03-12,4.216078758239746
2010-03-15,4.186389923095703
2010-03-16,4.37640905380249
2010-03-17,4.3882856369018555
2010-03-18,4.317027568817139
2010-03-19,4.275461673736572
2010-03-22,4.281399726867676
2010-03-23,3.948864459991455
2010-03-24,3.931048631668091
2010-03-25,3.865730047225952
2010-03-26,3.830098867416382
2010-03-29,3.883544921875
2010-03-30,3.8894827365875244
2010-03-31,3.8419787883758545
2010-04-01,3.847914695739746
2010-04-05,3.877605438232422
2010-04-06,3.883544921875
2010-04-07,3.961215019226074
2010-04-08,4.038885593414307
2010-04-09,4.152403831481934
2010-04-12,4.158379077911377
2010-04-13,4.182279109954834
2010-04-14,4.289822578430176
2010-04-15,4.361517906188965
2010-04-16,4.265923023223877
2010-04-19,4.32567024230957
2010-04-20,4.785720348358154
2010-04-21,5.126278400421143
2010-04-22,5.568406581878662
2010-04-23,5.395138740539551
2010-04-26,5.144203186035156
2010-04-27,4.976912021636963
2010-04-28,4.947037220001221
2010-04-29,5.060556411743164
2010-04-30,4.905214309692383
2010-05-03,4.911190032958984
2010-05-04,4.714023590087891
2010-05-05,4.630380153656006
2010-05-06,4.475038051605225
2010-05-07,4.361517906188965
2010-05-10,4.558682918548584
2010-05-11,4.648303508758545
2010-05-12,4.839494228363037
2010-05-13,4.821568965911865
2010-05-14,4.743900299072266
2010-05-17,4.875339984893799
2010-05-18,4.958987236022949
2010-05-19,4.708050727844238
2010-05-20,4.672203063964844
2010-05-21,4.851442337036133
2010-05-24,4.690126895904541
2010-05-25,4.827544212341309
2010-05-26,4.887291431427002
2010-05-27,5.0844550132751465
2010-05-28,5.006786346435547
2010-06-01,4.785720348358154
2010-06-02,4.779747486114502
2010-06-03,4.737925052642822
2010-06-04,4.319696426391602
2010-06-07,4.146430492401123
2010-06-08,4.188251972198486
2010-06-09,4.259950160980225
2010-06-10,4.248000144958496
2010-06-11,4.397366523742676
2010-06-14,4.600505352020264
2010-06-15,4.606481075286865
2010-06-16,4.463089466094971
2010-06-17,4.445164680480957
2010-06-18,4.451137065887451
2010-06-21,4.564657688140869
2010-06-22,4.779747486114502
2010-06-23,4.642327785491943
2010-06-24,4.528810024261475
2010-06-25,4.779747486114502
2010-06-28,4.743900299072266
2010-06-29,4.630380153656006
2010-06-30,4.630380153656006
2010-07-01,4.600505352020264
2010-07-02,4.474380970001221
2010-07-06,4.204117774963379
2010-07-07,4.186100482940674
2010-07-08,4.228142261505127
2010-07-09,4.276187419891357
2010-07-12,4.120035171508789
2010-07-13,4.306217193603516
2010-07-14,4.192105293273926
2010-07-15,4.084001064300537
2010-07-16,4.102017879486084
2010-07-19,4.126039981842041
2010-07-20,4.156070709228516
2010-07-21,4.0539703369140625
2010-07-22,4.2521653175354
2010-07-23,4.324235439300537
2010-07-26,4.552459239959717
2010-07-27,4.606512069702148
2010-07-28,4.378288269042969
2010-07-29,4.186100482940674
2010-07-30,4.1500654220581055
2010-08-02,4.204117774963379
2010-08-03,4.180093765258789
2010-08-04,4.1740875244140625
2010-08-05,4.234147548675537
2010-08-06,4.276187419891357
2010-08-09,4.438347816467285
2010-08-10,4.366275310516357
2010-08-11,4.204117774963379
2010-08-12,4.210122585296631
2010-08-13,4.180093765258789
2010-08-16,4.186100482940674
2010-08-17,4.354264259338379
2010-08-18,4.300210475921631
2010-08-19,4.234147548675537
2010-08-20,4.1740875244140625
2010-08-23,4.0539703369140625
2010-08-24,3.7716939449310303
2010-08-25,3.8858072757720947
2010-08-26,3.8077282905578613
2010-08-27,3.8617820739746094
2010-08-30,3.7476699352264404
2010-08-31,3.7296526432037354
2010-09-01,3.945864677429199
2010-09-02,3.9338533878326416
2010-09-03,3.97589373588562
2010-09-07,3.9218413829803467
2010-09-08,4.035953521728516
2010-09-09,3.945864677429199
2010-09-10,3.963884115219116
2010-09-13,4.065982818603516
2010-09-14,3.957876682281494
2010-09-15,3.9218413829803467
2010-09-16,3.957876682281494
2010-09-17,4.011929512023926
2010-09-20,4.084001064300537
2010-09-21,3.9999172687530518
2010-09-22,3.9278478622436523
2010-09-23,4.348258972167969
2010-09-24,4.558465003967285
2010-09-27,4.702605724334717
2010-09-28,4.720624923706055
2010-09-29,4.876775741577148
2010-09-30,5.00290060043335
2010-10-01,5.00890588760376
2010-10-04,4.834733963012695
2010-10-05,5.15905237197876
2010-10-06,5.038374423980713
2010-10-07,5.014237880706787
2010-10-08,5.080610752105713
2010-10-11,5.128881931304932
2010-10-12,5.14698600769043
2010-10-13,5.15905237197876
2010-10-14,5.18922233581543
2010-10-15,5.14698600769043
2010-10-18,5.15905237197876
2010-10-19,4.947863578796387
2010-10-20,5.116814613342285
2010-10-21,5.092679500579834
2010-10-22,5.153019428253174
2010-10-25,5.237494945526123
2010-10-26,5.219393253326416
2010-10-27,5.153019428253174
2010-10-28,5.116814613342285
2010-10-29,5.074576377868652
2010-11-01,4.972001075744629
2010-11-02,5.038374423980713
2010-11-03,5.140951633453369
2010-11-04,5.34610652923584
2010-11-05,5.388344764709473
2010-11-08,5.4486846923828125
2010-11-09,5.460753917694092
2010-11-10,5.563329696655273
2010-11-11,5.54522705078125
2010-11-12,5.539194583892822
2010-11-15,5.496954917907715
2010-11-16,5.51505708694458
2010-11-17,5.54522705078125
2010-11-18,5.557295322418213
2010-11-19,5.732280731201172
2010-11-22,5.696075916290283
2010-11-23,5.738317012786865
2010-11-24,5.762450218200684
2010-11-26,5.684010028839111
2010-11-29,5.792620658874512
2010-11-30,5.780552864074707
2010-12-01,5.865027904510498
2010-12-02,5.865027904510498
2010-12-03,5.943470478057861
2010-12-06,5.973641872406006
2010-12-07,6.027946949005127
2010-12-08,6.1244893074035645
2010-12-09,6.148627281188965
2010-12-10,6.215000629425049
2010-12-13,6.2270660400390625
2010-12-14,6.19086217880249
2010-12-15,6.100353240966797
2010-12-16,6.142593860626221
2010-12-17,6.064150810241699
2010-12-20,6.160694122314453
2010-12-21,6.215000629425049
2010-12-22,6.2149977684021
2010-12-23,6.342206001281738
2010-12-27,6.463355541229248
2010-12-28,6.475472927093506
2010-12-29,6.433068752288818
2010-12-30,6.469415664672852
2010-12-31,6.402781009674072
2011-01-03,6.469415664672852
2011-01-04,6.529989242553711
2011-01-05,6.536047458648682
2011-01-06,6.22105598449707
2011-01-07,6.275576591491699
2011-01-10,6.342206001281738
2011-01-11,6.457301139831543
2011-01-12,6.48153018951416
2011-01-13,6.542107105255127
2011-01-14,6.560277938842773
2011-01-18,6.717772960662842
2011-01-19,6.645081520080566
2011-01-20,6.639026641845703
2011-01-21,6.602679252624512
2011-01-24,6.578450679779053
2011-01-25,6.469415664672852
2011-01-26,6.657199382781982
2011-01-27,6.645081520080566
2011-01-28,6.293747425079346
2011-01-31,6.190767765045166
2011-02-01,6.178654193878174
2011-02-02,6.118079662322998
2011-02-03,6.0332746505737305
2011-02-04,6.172598361968994
2011-02-07,6.178654193878174
2011-02-08,6.196825981140137
2011-02-09,6.190767765045166
2011-02-10,6.124135971069336
2011-02-11,6.227113723754883
2011-02-14,6.22105598449707
2011-02-15,6.275576591491699
2011-02-16,6.402781009674072
2011-02-17,6.493646144866943
2011-02-18,6.269517421722412
2011-02-22,6.118079662322998
2011-02-23,5.9181809425354
2011-02-24,5.797032356262207
2011-02-25,5.906065940856934
2011-02-28,5.8818359375
2011-03-01,5.69405460357666
2011-03-02,5.821262836456299
2011-03-03,5.893950939178467
2011-03-04,5.887893199920654
2011-03-07,5.772802829742432
2011-03-08,5.966641902923584
2011-03-09,6.0817365646362305
