Date,LBTYK
2010-01-04,8.870670318603516
2010-01-05,8.858534812927246
2010-01-06,9.347978591918945
2010-01-07,9.376294136047363
2010-01-08,9.643263816833496
2010-01-11,9.558319091796875
2010-01-12,9.347978591918945
2010-01-13,9.35202407836914
2010-01-14,9.311574935913086
2010-01-15,9.186180114746094
2010-01-19,9.517868995666504
2010-01-20,9.792928695678711
2010-01-21,9.695849418640137
2010-01-22,9.517868995666504
2010-01-25,10.14079761505127
2010-01-26,10.173157691955566
2010-01-27,10.229787826538086
2010-01-28,10.09225845336914
2010-01-29,10.13675308227539
2010-02-01,10.355182647705078
2010-02-02,10.423948287963867
2010-02-03,10.347092628479004
2010-02-04,9.987088203430176
2010-02-05,9.72011947631836
2010-02-08,9.679669380187988
2010-02-09,9.845514297485352
2010-02-10,9.744388580322266
2010-02-11,9.724164009094238
2010-02-12,9.716073989868164
2010-02-16,9.829334259033203
2010-02-17,9.93854808807373
2010-02-18,9.991132736206055
2010-02-19,10.173157691955566
2010-02-22,10.557432174682617
2010-02-23,10.452262878417969
2010-02-24,10.63833236694336
2010-02-25,10.444172859191895
2010-02-26,10.707097053527832
2010-03-01,10.885077476501465
2010-03-02,10.990246772766113
2010-03-03,10.998336791992188
2010-03-04,11.063056945800781
2010-03-05,11.200586318969727
2010-03-08,11.261260986328125
2010-03-09,11.2693510055542
2010-03-10,11.317891120910645
2010-03-11,11.362385749816895
2010-03-12,11.301711082458496
2010-03-15,11.21272087097168
2010-03-16,11.289575576782227
2010-03-17,11.50800609588623
2010-03-18,11.382611274719238
2010-03-19,11.083282470703125
2010-03-22,11.402835845947266
2010-03-23,11.572726249694824
2010-03-24,11.520140647888184
2010-03-25,11.358341217041016
2010-03-26,11.427105903625488
2010-03-29,11.46755599975586
2010-03-30,11.649580955505371
2010-03-31,11.685985565185547
2010-04-01,11.750704765319824
2010-04-05,11.843740463256836
2010-04-06,11.791154861450195
2010-04-07,11.681941032409668
2010-04-08,11.568680763244629
2010-04-09,11.750704765319824
2010-04-12,11.892279624938965
2010-04-13,11.70621109008789
2010-04-14,11.88418960571289
2010-04-15,11.815424919128418
2010-04-16,11.580816268920898
2010-04-19,11.479690551757812
2010-04-20,11.641490936279297
2010-04-21,11.770930290222168
2010-04-22,11.783064842224121
2010-04-23,11.791154861450195
2010-04-26,11.479690551757812
2010-04-27,11.063056945800781
2010-04-28,10.83653736114502
2010-04-29,11.02260684967041
2010-04-30,10.953842163085938
2010-05-03,11.148000717163086
2010-05-04,10.961932182312012
2010-05-05,10.537206649780273
2010-05-06,10.169113159179688
2010-05-07,9.631129264831543
2010-05-10,10.031582832336426
2010-05-11,10.027538299560547
2010-05-12,10.44821834564209
2010-05-13,10.456308364868164
2010-05-14,10.278327941894531
2010-05-17,10.298553466796875
2010-05-18,10.076078414916992
2010-05-19,10.035628318786621
2010-05-20,9.331798553466797
2010-05-21,9.501688957214355
2010-05-24,9.485508918762207
2010-05-25,9.736298561096191
2010-05-26,9.760568618774414
2010-05-27,10.359228134155273
2010-05-28,10.3794527053833
2010-06-01,10.245967864990234
2010-06-02,10.565522193908691
2010-06-03,10.747547149658203
2010-06-04,10.088212966918945
2010-06-07,9.865738868713379
2010-06-08,9.865738868713379
2010-06-09,9.76461410522461
2010-06-10,10.152933120727539
2010-06-11,10.262147903442383
2010-06-14,10.258103370666504
2010-06-15,10.62619686126709
2010-06-16,10.565522193908691
2010-06-17,10.83653736114502
2010-06-18,10.800131797790527
2010-06-21,10.68282699584961
2010-06-22,10.589792251586914
2010-06-23,10.56956672668457
2010-06-24,10.605972290039062
2010-06-25,10.775861740112305
2010-06-28,10.856761932373047
2010-06-29,10.504847526550293
2010-06-30,10.512937545776367
2010-07-01,10.573612213134766
2010-07-02,10.508893013000488
2010-07-06,10.67878246307373
2010-07-07,11.059012413024902
2010-07-08,11.02260684967041
2010-07-09,11.152046203613281
2010-07-12,11.196540832519531
2010-07-13,11.459465980529785
2010-07-14,11.261260986328125
2010-07-15,11.216766357421875
2010-07-16,11.018562316894531
2010-07-19,11.188450813293457
2010-07-20,11.2693510055542
2010-07-21,11.071146965026855
2010-07-22,11.342161178588867
2010-07-23,11.601040840148926
2010-07-26,11.629356384277344
2010-07-27,11.55250072479248
2010-07-28,11.738570213317871
2010-07-29,11.641490936279297
