Date,KFRC
2010-01-04,8.97156047821045
2010-01-05,8.8577241897583
2010-01-06,8.964446067810059
2010-01-07,9.590532302856445
2010-01-08,9.718598365783691
2010-01-11,9.754167556762695
2010-01-12,9.761286735534668
2010-01-13,10.181052207946777
2010-01-14,10.351800918579102
2010-01-15,10.323343276977539
2010-01-19,10.62926959991455
2010-01-20,10.67195987701416
2010-01-21,10.67195987701416
2010-01-22,10.323343276977539
2010-01-25,10.181052207946777
2010-01-26,10.052986145019531
2010-01-27,10.145477294921875
2010-01-28,9.89646053314209
2010-01-29,9.512276649475098
2010-02-01,9.533618927001953
2010-02-02,9.90357780456543
2010-02-03,9.939149856567383
2010-02-04,9.633221626281738
2010-02-05,10.152589797973633
2010-02-08,10.223738670349121
2010-02-09,9.89646053314209
2010-02-10,9.875120162963867
2010-02-11,9.825318336486816
2010-02-12,9.889348030090332
2010-02-16,10.052986145019531
2010-02-17,9.94626522064209
2010-02-18,9.761286735534668
2010-02-19,9.775516510009766
2010-02-22,9.739943504333496
2010-02-23,9.626107215881348
2010-02-24,9.697256088256836
2010-02-25,9.604759216308594
2010-02-26,9.476696968078613
2010-03-01,9.839544296264648
2010-03-02,9.91069221496582
2010-03-03,10.052986145019531
2010-03-04,10.024527549743652
2010-03-05,10.47275161743164
2010-03-08,10.387369155883789
2010-03-09,10.47275161743164
2010-03-10,10.565240859985352
2010-03-11,10.743106842041016
2010-03-12,10.62926959991455
2010-03-15,10.515438079833984
2010-03-16,10.693305015563965
2010-03-17,10.693305015563965
2010-03-18,10.771566390991211
2010-03-19,11.084609031677246
2010-03-22,11.333622932434082
2010-03-23,11.16998291015625
2010-03-24,10.87116813659668
2010-03-25,10.814252853393555
2010-03-26,10.849823951721191
2010-03-29,10.849823951721191
2010-03-30,11.10595417022705
2010-03-31,10.821368217468262
2010-04-01,10.977890968322754
2010-04-05,11.418994903564453
2010-04-06,11.426111221313477
2010-04-07,11.48302936553955
2010-04-08,11.504371643066406
2010-04-09,11.305159568786621
2010-04-12,11.426111221313477
2010-04-13,11.027689933776855
2010-04-14,10.920970916748047
2010-04-15,11.184215545654297
2010-04-16,11.347846984863281
2010-04-19,11.00635051727295
2010-04-20,11.098835945129395
2010-04-21,11.013463973999023
2010-04-22,10.920970916748047
2010-04-23,10.87828254699707
2010-04-26,10.79290771484375
2010-04-27,10.920970916748047
2010-04-28,10.380260467529297
2010-04-29,10.138360023498535
2010-04-30,9.89646053314209
2010-05-03,10.266427040100098
2010-05-04,9.939149856567383
2010-05-05,10.522553443908691
2010-05-06,10.266427040100098
2010-05-07,9.853775024414062
2010-05-10,10.045869827270508
2010-05-11,10.230852127075195
2010-05-12,10.728877067565918
2010-05-13,10.579468727111816
2010-05-14,10.266427040100098
2010-05-17,9.932037353515625
2010-05-18,9.98183822631836
2010-05-19,9.98183822631836
2010-05-20,9.334405899047852
2010-05-21,9.355751037597656
2010-05-24,9.170774459838867
2010-05-25,8.928875923156738
2010-05-26,8.964446067810059
2010-05-27,9.633221626281738
2010-05-28,9.61899185180664
2010-06-01,9.0213623046875
2010-06-02,9.284605026245117
2010-06-03,9.476696968078613
2010-06-04,9.071166038513184
2010-06-07,9.106739044189453
2010-06-08,8.807924270629883
2010-06-09,8.622941970825195
2010-06-10,8.957332611083984
2010-06-11,8.914642333984375
2010-06-14,8.85061264038086
2010-06-15,9.085395812988281
2010-06-16,8.985790252685547
2010-06-17,8.943100929260254
