Date,MSA
2010-01-04,19.59697723388672
2010-01-05,19.40846824645996
2010-01-06,19.314210891723633
2010-01-07,19.41571807861328
2010-01-08,19.45197296142578
2010-01-11,19.277971267700195
2010-01-12,19.060470581054688
2010-01-13,19.35047721862793
2010-01-14,19.335969924926758
2010-01-15,18.900976181030273
2010-01-19,19.502721786499023
2010-01-20,19.074970245361328
2010-01-21,18.596460342407227
2010-01-22,18.154218673706055
2010-01-25,18.226703643798828
2010-01-26,17.856956481933594
2010-01-27,18.19045639038086
2010-01-28,17.465444564819336
2010-01-29,17.465444564819336
2010-02-01,17.334951400756836
2010-02-02,17.35669708251953
2010-02-03,17.305952072143555
2010-02-04,16.878189086914062
2010-02-05,16.994192123413086
2010-02-08,16.769439697265625
2010-02-09,16.921693801879883
2010-02-10,16.965192794799805
2010-02-11,17.302156448364258
2010-02-12,17.44133186340332
2010-02-16,17.602487564086914
2010-02-17,17.88817024230957
2010-02-18,18.09328269958496
2010-02-19,18.056650161743164
2010-02-22,18.129901885986328
2010-02-23,18.042009353637695
2010-02-24,18.12257957458496
2010-02-25,18.078628540039062
2010-02-26,18.598722457885742
2010-03-01,18.774524688720703
2010-03-02,18.701276779174805
2010-03-03,18.671964645385742
2010-03-04,18.408260345458984
2010-03-05,18.68662452697754
2010-03-08,18.98694610595703
2010-03-09,19.089502334594727
2010-03-10,19.228683471679688
2010-03-11,19.29460334777832
2010-03-12,19.47773551940918
2010-03-15,19.49238395690918
2010-03-16,19.48506736755371
2010-03-17,19.60959243774414
2010-03-18,19.558317184448242
2010-03-19,19.917259216308594
2010-03-22,20.210264205932617
2010-03-23,20.13701629638672
2010-03-24,19.836673736572266
2010-03-25,19.851333618164062
2010-03-26,19.95388412475586
2010-03-29,20.100385665893555
2010-03-30,20.14434051513672
2010-03-31,20.481290817260742
2010-04-01,20.56920051574707
2010-04-05,20.73035430908203
2010-04-06,20.86220932006836
2010-04-07,20.979413986206055
2010-04-08,20.950111389160156
2010-04-09,20.942787170410156
2010-04-12,20.78162956237793
2010-04-13,20.84755516052246
2010-04-14,21.279741287231445
2010-04-15,21.48484992980957
2010-04-16,21.5141544342041
2010-04-19,21.565439224243164
2010-04-20,21.87308692932129
2010-04-21,21.99028778076172
2010-04-22,22.085527420043945
2010-04-23,22.283296585083008
2010-04-26,22.268644332885742
2010-04-27,21.982969284057617
2010-04-28,21.95366668701172
2010-04-29,21.755884170532227
2010-04-30,21.5288028717041
2010-05-03,21.86575698852539
2010-05-04,21.77785873413086
2010-05-05,20.87685775756836
2010-05-06,20.386066436767578
2010-05-07,20.224910736083984
2010-05-10,21.096614837646484
2010-05-11,21.338350296020508
2010-05-12,21.87308692932129
2010-05-13,21.697277069091797
2010-05-14,21.48484992980957
2010-05-17,21.71925926208496
2010-05-18,21.38962745666504
2010-05-19,21.345670700073242
2010-05-20,20.577260971069336
2010-05-21,20.577260971069336
2010-05-24,20.274322509765625
2010-05-25,19.794063568115234
2010-05-26,19.82361602783203
2010-05-27,20.111772537231445
2010-05-28,20.2152156829834
2010-06-01,19.587182998657227
2010-06-02,20.29649543762207
2010-06-03,20.407320022583008
2010-06-04,19.395078659057617
2010-06-07,19.092147827148438
2010-06-08,18.678382873535156
2010-06-09,18.46411895751953
2010-06-10,18.8557186126709
2010-06-11,18.97393226623535
2010-06-14,19.432024002075195
2010-06-15,19.8088436126709
2010-06-16,19.720178604125977
2010-06-17,19.831012725830078
2010-06-18,19.631519317626953
2010-06-21,19.67584991455078
2010-06-22,19.321191787719727
2010-06-23,19.1217098236084
2010-06-24,18.87049102783203
2010-06-25,19.158647537231445
2010-06-28,19.077369689941406
2010-06-29,18.51584243774414
2010-06-30,18.308950424194336
2010-07-01,17.99125099182129
2010-07-02,17.673532485961914
2010-07-06,17.222835540771484
2010-07-07,17.377994537353516
2010-07-08,17.725252151489258
2010-07-09,17.895187377929688
2010-07-12,17.562711715698242
2010-07-13,18.175968170166016
2010-07-14,17.932140350341797
2010-07-15,17.902576446533203
2010-07-16,17.038114547729492
2010-07-19,17.030719757080078
2010-07-20,17.075063705444336
2010-07-21,16.794300079345703
2010-07-22,17.326274871826172
2010-07-23,17.90997314453125
2010-07-26,18.4493350982666
2010-07-27,18.678382873535156
2010-07-28,18.626667022705078
2010-07-29,18.83355140686035
2010-07-30,18.508451461791992
2010-08-02,18.58233070373535
2010-08-03,18.368064880371094
2010-08-04,18.589719772338867
2010-08-05,18.48628044128418
2010-08-06,18.139015197753906
2010-08-09,18.560163497924805
2010-08-10,18.175968170166016
2010-08-11,17.222835540771484
2010-08-12,17.17849349975586
2010-08-13,17.045513153076172
2010-08-16,17.314407348632812
2010-08-17,17.8372802734375
2010-08-18,17.852214813232422
2010-08-19,17.18742561340332
2010-08-20,17.194896697998047
2010-08-23,17.18742561340332
2010-08-24,17.000686645507812
2010-08-25,17.38164520263672
2010-08-26,17.194896697998047
2010-08-27,17.6057186126709
2010-08-30,17.09032440185547
2010-08-31,17.030569076538086
2010-09-01,17.41897964477539
2010-09-02,17.583316802978516
2010-09-03,17.919437408447266
2010-09-07,17.4862060546875
2010-09-08,17.478740692138672
2010-09-09,17.538496017456055
2010-09-10,17.732709884643555
2010-09-13,18.322797775268555
2010-09-14,18.24810791015625
2010-09-15,18.307863235473633
2010-09-16,17.964262008666992
2010-09-17,18.375091552734375
2010-09-20,18.905420303344727
2010-09-21,19.04734230041504
2010-09-22,18.987592697143555
2010-09-23,18.68880271911621
2010-09-24,19.465635299682617
2010-09-27,19.42082977294922
2010-09-28,20.137901306152344
2010-09-29,20.302227020263672
2010-09-30,20.242473602294922
2010-10-01,20.26487922668457
2010-10-04,19.749479293823242
2010-10-05,20.16777801513672
2010-10-06,20.122968673706055
