Date,JANX
2021-06-11,25.149999618530273
2021-06-14,20.15999984741211
2021-06-15,18.579999923706055
2021-06-16,18.8799991607666
2021-06-17,18.65999984741211
2021-06-18,19.68000030517578
2021-06-21,20.8700008392334
2021-06-22,22.040000915527344
2021-06-23,23.209999084472656
2021-06-24,24.81999969482422
2021-06-25,24.790000915527344
2021-06-28,24.6200008392334
2021-06-29,25.3700008392334
2021-06-30,24.950000762939453
2021-07-01,25.34000015258789
2021-07-02,25.399999618530273
2021-07-06,26.09000015258789
2021-07-07,27.299999237060547
2021-07-08,26.850000381469727
2021-07-09,27.790000915527344
2021-07-12,26.670000076293945
2021-07-13,27.350000381469727
2021-07-14,26.610000610351562
2021-07-15,26.790000915527344
2021-07-16,26.75
2021-07-19,26.649999618530273
2021-07-20,27.860000610351562
2021-07-21,28.68000030517578
2021-07-22,30.3700008392334
2021-07-23,30.510000228881836
2021-07-26,28.40999984741211
2021-07-27,27.600000381469727
2021-07-28,28.329999923706055
2021-07-29,31.270000457763672
2021-07-30,32.43000030517578
2021-08-02,34.02000045776367
2021-08-03,32.9900016784668
2021-08-04,33.90999984741211
2021-08-05,34.689998626708984
2021-08-06,30.469999313354492
2021-08-09,31.700000762939453
2021-08-10,32.11000061035156
2021-08-11,31.3700008392334
2021-08-12,32.220001220703125
2021-08-13,30.510000228881836
2021-08-16,29.350000381469727
2021-08-17,30.780000686645508
2021-08-18,29.43000030517578
2021-08-19,27.389999389648438
2021-08-20,28.43000030517578
2021-08-23,28.6299991607666
2021-08-24,29.520000457763672
2021-08-25,29.510000228881836
2021-08-26,31.010000228881836
2021-08-27,33.13999938964844
2021-08-30,32.720001220703125
2021-08-31,34.099998474121094
2021-09-01,31.950000762939453
2021-09-02,32.0099983215332
2021-09-03,31.280000686645508
2021-09-07,29.579999923706055
2021-09-08,26.65999984741211
2021-09-09,28.56999969482422
2021-09-10,27.719999313354492
2021-09-13,28.360000610351562
2021-09-14,29.790000915527344
2021-09-15,31.09000015258789
2021-09-16,34.349998474121094
2021-09-17,27.389999389648438
2021-09-20,25.170000076293945
2021-09-21,25.739999771118164
2021-09-22,23.600000381469727
2021-09-23,22.8700008392334
2021-09-24,20.700000762939453
2021-09-27,24.799999237060547
2021-09-28,22.1299991607666
2021-09-29,22.93000030517578
2021-09-30,21.6299991607666
2021-10-01,22.360000610351562
2021-10-04,22.850000381469727
2021-10-05,23.079999923706055
2021-10-06,22.020000457763672
2021-10-07,21.420000076293945
2021-10-08,21.309999465942383
2021-10-11,18.940000534057617
2021-10-12,20.049999237060547
2021-10-13,21.479999542236328
2021-10-14,21.860000610351562
2021-10-15,21.1299991607666
2021-10-18,21.239999771118164
2021-10-19,21.510000228881836
2021-10-20,22.34000015258789
2021-10-21,25.020000457763672
2021-10-22,22.760000228881836
2021-10-25,22.860000610351562
2021-10-26,23.90999984741211
2021-10-27,23.93000030517578
2021-10-28,24.270000457763672
2021-10-29,24.350000381469727
2021-11-01,24.610000610351562
2021-11-02,27.31999969482422
2021-11-03,26.579999923706055
2021-11-04,26.700000762939453
2021-11-05,27.309999465942383
2021-11-08,24.280000686645508
2021-11-09,22.610000610351562
2021-11-10,23.8799991607666
2021-11-11,24.8799991607666
2021-11-12,22.479999542236328
2021-11-15,21.200000762939453
2021-11-16,20.399999618530273
2021-11-17,19.459999084472656
2021-11-18,19.010000228881836
2021-11-19,17.8799991607666
2021-11-22,18.239999771118164
2021-11-23,18.010000228881836
2021-11-24,18.829999923706055
2021-11-26,17.65999984741211
2021-11-29,18.010000228881836
2021-11-30,17.780000686645508
2021-12-01,15.4399995803833
2021-12-02,15.84000015258789
2021-12-03,16.040000915527344
2021-12-06,16.899999618530273
2021-12-07,17.760000228881836
2021-12-08,18.030000686645508
2021-12-09,18.469999313354492
2021-12-10,19.709999084472656
2021-12-13,19.799999237060547
2021-12-14,18.270000457763672
2021-12-15,19.68000030517578
2021-12-16,19.18000030517578
2021-12-17,20.020000457763672
2021-12-20,19.0
2021-12-21,18.979999542236328
2021-12-22,20.209999084472656
2021-12-23,21.440000534057617
2021-12-27,20.260000228881836
2021-12-28,21.079999923706055
2021-12-29,19.829999923706055
2021-12-30,19.889999389648438
2021-12-31,19.729999542236328
2022-01-03,20.239999771118164
2022-01-04,19.899999618530273
2022-01-05,19.59000015258789
2022-01-06,18.700000762939453
2022-01-07,18.5
2022-01-10,18.1299991607666
2022-01-11,19.010000228881836
2022-01-12,17.739999771118164
2022-01-13,15.9399995803833
2022-01-14,15.760000228881836
2022-01-18,14.760000228881836
2022-01-19,14.710000038146973
2022-01-20,14.270000457763672
2022-01-21,13.979999542236328
2022-01-24,14.529999732971191
2022-01-25,14.25
2022-01-26,14.239999771118164
2022-01-27,13.800000190734863
2022-01-28,14.550000190734863
2022-01-31,15.229999542236328
2022-02-01,15.739999771118164
2022-02-02,14.920000076293945
2022-02-03,14.40999984741211
2022-02-04,15.319999694824219
2022-02-07,15.420000076293945
2022-02-08,16.31999969482422
2022-02-09,16.989999771118164
2022-02-10,17.059999465942383
2022-02-11,17.25
2022-02-14,16.479999542236328
2022-02-15,17.850000381469727
2022-02-16,17.079999923706055
2022-02-17,16.260000228881836
2022-02-18,15.850000381469727
2022-02-22,16.510000228881836
2022-02-23,16.200000762939453
2022-02-24,16.950000762939453
2022-02-25,18.100000381469727
2022-02-28,17.280000686645508
2022-03-01,16.809999465942383
2022-03-02,17.639999389648438
2022-03-03,17.34000015258789
2022-03-04,17.350000381469727
2022-03-07,16.90999984741211
2022-03-08,17.860000610351562
2022-03-09,18.18000030517578
2022-03-10,17.770000457763672
2022-03-11,17.350000381469727
2022-03-14,16.649999618530273
2022-03-15,16.969999313354492
2022-03-16,17.139999389648438
2022-03-17,16.239999771118164
2022-03-18,16.860000610351562
2022-03-21,15.260000228881836
2022-03-22,15.59000015258789
2022-03-23,15.670000076293945
2022-03-24,16.0
2022-03-25,14.510000228881836
2022-03-28,13.239999771118164
2022-03-29,14.350000381469727
2022-03-30,14.569999694824219
2022-03-31,14.34000015258789
2022-04-01,15.15999984741211
