Date,FWRG
2021-10-01,22.1299991607666
2021-10-04,21.5
2021-10-05,21.299999237060547
2021-10-06,22.18000030517578
2021-10-07,21.709999084472656
2021-10-08,22.309999465942383
2021-10-11,20.829999923706055
2021-10-12,21.309999465942383
2021-10-13,22.0
2021-10-14,21.649999618530273
2021-10-15,21.59000015258789
2021-10-18,21.709999084472656
2021-10-19,21.229999542236328
2021-10-20,21.110000610351562
2021-10-21,21.799999237060547
2021-10-22,22.520000457763672
2021-10-25,21.479999542236328
2021-10-26,21.899999618530273
2021-10-27,21.84000015258789
2021-10-28,21.8799991607666
2021-10-29,21.579999923706055
2021-11-01,20.989999771118164
2021-11-02,21.079999923706055
2021-11-03,20.600000381469727
2021-11-04,20.3700008392334
2021-11-05,20.1200008392334
2021-11-08,20.690000534057617
2021-11-09,20.489999771118164
2021-11-10,20.049999237060547
2021-11-11,19.420000076293945
2021-11-12,20.059999465942383
2021-11-15,20.3799991607666
2021-11-16,20.43000030517578
2021-11-17,20.030000686645508
2021-11-18,20.0
2021-11-19,21.139999389648438
2021-11-22,20.65999984741211
2021-11-23,19.780000686645508
2021-11-24,20.290000915527344
2021-11-26,20.3700008392334
2021-11-29,20.40999984741211
2021-11-30,19.93000030517578
2021-12-01,19.760000228881836
2021-12-02,20.280000686645508
2021-12-03,20.149999618530273
2021-12-06,20.239999771118164
2021-12-07,21.1200008392334
2021-12-08,20.520000457763672
2021-12-09,19.969999313354492
2021-12-10,19.520000457763672
2021-12-13,18.0
2021-12-14,17.469999313354492
2021-12-15,17.75
2021-12-16,16.360000610351562
2021-12-17,16.079999923706055
2021-12-20,15.670000076293945
2021-12-21,15.350000381469727
2021-12-22,15.579999923706055
2021-12-23,15.970000267028809
2021-12-27,16.75
2021-12-28,16.389999389648438
2021-12-29,15.9399995803833
2021-12-30,16.59000015258789
2021-12-31,16.760000228881836
2022-01-03,17.43000030517578
2022-01-04,16.989999771118164
2022-01-05,16.049999237060547
2022-01-06,15.789999961853027
2022-01-07,15.300000190734863
2022-01-10,15.6899995803833
2022-01-11,15.529999732971191
2022-01-12,14.800000190734863
2022-01-13,15.180000305175781
2022-01-14,15.529999732971191
2022-01-18,14.619999885559082
2022-01-19,13.539999961853027
2022-01-20,13.789999961853027
2022-01-21,13.680000305175781
2022-01-24,14.739999771118164
2022-01-25,14.109999656677246
2022-01-26,13.729999542236328
2022-01-27,13.720000267028809
2022-01-28,14.0
2022-01-31,15.039999961853027
2022-02-01,15.479999542236328
2022-02-02,15.199999809265137
2022-02-03,14.949999809265137
2022-02-04,14.710000038146973
2022-02-07,14.720000267028809
2022-02-08,15.109999656677246
2022-02-09,15.930000305175781
2022-02-10,16.3700008392334
2022-02-11,16.40999984741211
2022-02-14,16.09000015258789
2022-02-15,16.520000457763672
2022-02-16,16.290000915527344
2022-02-17,15.539999961853027
2022-02-18,15.4399995803833
2022-02-22,14.829999923706055
2022-02-23,14.180000305175781
2022-02-24,14.420000076293945
2022-02-25,14.789999961853027
2022-02-28,14.510000228881836
2022-03-01,14.130000114440918
2022-03-02,14.1899995803833
2022-03-03,13.880000114440918
2022-03-04,13.470000267028809
2022-03-07,12.430000305175781
2022-03-08,12.34000015258789
2022-03-09,12.600000381469727
2022-03-10,12.4399995803833
2022-03-11,12.260000228881836
2022-03-14,11.819999694824219
2022-03-15,12.369999885559082
2022-03-16,13.039999961853027
2022-03-17,12.960000038146973
2022-03-18,13.460000038146973
2022-03-21,12.800000190734863
2022-03-22,13.050000190734863
2022-03-23,12.710000038146973
2022-03-24,12.829999923706055
2022-03-25,12.579999923706055
2022-03-28,12.619999885559082
2022-03-29,13.510000228881836
2022-03-30,13.489999771118164
2022-03-31,13.050000190734863
2022-04-01,12.75
2022-04-04,13.460000038146973
2022-04-05,12.880000114440918
2022-04-06,12.529999732971191
2022-04-07,12.180000305175781
2022-04-08,12.020000457763672
2022-04-11,12.170000076293945
2022-04-12,12.270000457763672
2022-04-13,12.760000228881836
2022-04-14,12.649999618530273
2022-04-18,12.430000305175781
2022-04-19,12.710000038146973
2022-04-20,12.649999618530273
2022-04-21,12.3100004196167
2022-04-22,12.270000457763672
2022-04-25,12.470000267028809
2022-04-26,12.279999732971191
2022-04-27,12.539999961853027
2022-04-28,13.039999961853027
2022-04-29,13.0
2022-05-02,13.390000343322754
2022-05-03,13.229999542236328
2022-05-04,13.170000076293945
2022-05-05,12.550000190734863
2022-05-06,12.670000076293945
2022-05-09,11.890000343322754
2022-05-10,13.430000305175781
2022-05-11,12.949999809265137
2022-05-12,13.380000114440918
2022-05-13,14.220000267028809
2022-05-16,13.539999961853027
2022-05-17,13.850000381469727
2022-05-18,12.8100004196167
2022-05-19,13.5
2022-05-20,14.239999771118164
2022-05-23,14.510000228881836
2022-05-24,14.069999694824219
2022-05-25,14.59000015258789
2022-05-26,15.289999961853027
2022-05-27,15.729999542236328
2022-05-31,15.899999618530273
2022-06-01,15.829999923706055
2022-06-02,15.949999809265137
2022-06-03,15.9399995803833
2022-06-06,15.460000038146973
2022-06-07,15.5
2022-06-08,15.640000343322754
2022-06-09,15.760000228881836
2022-06-10,14.880000114440918
2022-06-13,13.75
2022-06-14,12.829999923706055
2022-06-15,13.470000267028809
2022-06-16,12.979999542236328
2022-06-17,13.390000343322754
2022-06-21,13.40999984741211
2022-06-22,13.430000305175781
2022-06-23,13.770000457763672
2022-06-24,14.5
2022-06-27,14.1899995803833
2022-06-28,14.600000381469727
2022-06-29,14.40999984741211
2022-06-30,14.420000076293945
2022-07-01,14.890000343322754
2022-07-05,14.720000267028809
2022-07-06,14.399999618530273
2022-07-07,14.970000267028809
2022-07-08,14.899999618530273
2022-07-11,14.34000015258789
2022-07-12,14.069999694824219
2022-07-13,14.229999542236328
2022-07-14,14.039999961853027
2022-07-15,14.510000228881836
2022-07-18,14.600000381469727
2022-07-19,15.1899995803833
2022-07-20,15.3100004196167
2022-07-21,15.460000038146973
2022-07-22,14.960000038146973
2022-07-25,14.880000114440918
2022-07-26,14.710000038146973
2022-07-27,15.380000114440918
2022-07-28,15.529999732971191
2022-07-29,16.6200008392334
2022-08-01,16.09000015258789
2022-08-02,16.440000534057617
2022-08-03,16.549999237060547
2022-08-04,16.860000610351562
2022-08-05,16.600000381469727
2022-08-08,17.65999984741211
2022-08-09,16.81999969482422
2022-08-10,17.6200008392334
2022-08-11,17.90999984741211
2022-08-12,18.0
2022-08-15,18.56999969482422
2022-08-16,18.639999389648438
2022-08-17,18.0
2022-08-18,18.899999618530273
2022-08-19,18.5
2022-08-22,18.049999237060547
2022-08-23,18.149999618530273
2022-08-24,18.440000534057617
2022-08-25,18.399999618530273
2022-08-26,18.059999465942383
2022-08-29,17.6200008392334
2022-08-30,16.950000762939453
2022-08-31,16.770000457763672
2022-09-01,17.1200008392334
2022-09-02,17.309999465942383
2022-09-06,17.110000610351562
2022-09-07,18.09000015258789
2022-09-08,18.1299991607666
2022-09-09,18.489999771118164
2022-09-12,18.75
2022-09-13,16.829999923706055
2022-09-14,15.890000343322754
2022-09-15,15.25
2022-09-16,15.109999656677246
2022-09-19,15.029999732971191
2022-09-20,15.180000305175781
2022-09-21,15.039999961853027
2022-09-22,14.529999732971191
2022-09-23,14.510000228881836
2022-09-26,14.789999961853027
2022-09-27,14.609999656677246
2022-09-28,14.930000305175781
2022-09-29,14.510000228881836
2022-09-30,14.479999542236328
2022-10-03,15.329999923706055
2022-10-04,15.65999984741211
2022-10-05,15.75
2022-10-06,15.680000305175781
2022-10-07,15.600000381469727
2022-10-10,15.09000015258789
2022-10-11,14.970000267028809
2022-10-12,15.369999885559082
2022-10-13,15.470000267028809
2022-10-14,15.210000038146973
2022-10-17,16.110000610351562
2022-10-18,16.25
2022-10-19,16.270000457763672
2022-10-20,16.09000015258789
2022-10-21,15.949999809265137
2022-10-24,15.800000190734863
2022-10-25,16.6200008392334
2022-10-26,16.6200008392334
2022-10-27,16.760000228881836
2022-10-28,17.0
2022-10-31,17.049999237060547
2022-11-01,16.510000228881836
2022-11-02,16.15999984741211
2022-11-03,15.819999694824219
2022-11-04,16.18000030517578
2022-11-07,14.859999656677246
2022-11-08,14.34000015258789
2022-11-09,14.890000343322754
2022-11-10,15.630000114440918
2022-11-11,15.550000190734863
2022-11-14,15.170000076293945
2022-11-15,15.329999923706055
2022-11-16,15.300000190734863
2022-11-17,14.710000038146973
2022-11-18,14.779999732971191
2022-11-21,14.270000457763672
2022-11-22,14.779999732971191
2022-11-23,15.010000228881836
2022-11-25,15.699999809265137
2022-11-28,15.369999885559082
2022-11-29,15.489999771118164
2022-11-30,15.680000305175781
2022-12-01,16.209999084472656
2022-12-02,15.710000038146973
2022-12-05,14.9399995803833
2022-12-06,13.829999923706055
2022-12-07,14.180000305175781
2022-12-08,14.789999961853027
2022-12-09,14.8100004196167
2022-12-12,14.779999732971191
2022-12-13,14.899999618530273
2022-12-14,14.850000381469727
2022-12-15,14.869999885559082
2022-12-16,14.3100004196167
2022-12-19,14.100000381469727
2022-12-20,14.130000114440918
2022-12-21,14.149999618530273
2022-12-22,14.149999618530273
2022-12-23,14.210000038146973
2022-12-27,13.729999542236328
2022-12-28,13.5
2022-12-29,13.670000076293945
2022-12-30,13.529999732971191
2023-01-03,13.880000114440918
2023-01-04,13.819999694824219
2023-01-05,13.539999961853027
2023-01-06,13.460000038146973
2023-01-09,14.279999732971191
2023-01-10,14.859999656677246
2023-01-11,15.680000305175781
2023-01-12,15.949999809265137
2023-01-13,16.079999923706055
2023-01-17,16.3700008392334
2023-01-18,16.420000076293945
2023-01-19,16.3700008392334
2023-01-20,16.75
2023-01-23,16.34000015258789
2023-01-24,16.079999923706055
2023-01-25,15.960000038146973
2023-01-26,15.710000038146973
2023-01-27,15.760000228881836
2023-01-30,15.859999656677246
2023-01-31,16.200000762939453
2023-02-01,15.760000228881836
2023-02-02,16.18000030517578
2023-02-03,16.31999969482422
2023-02-06,16.1200008392334
2023-02-07,16.530000686645508
2023-02-08,16.440000534057617
2023-02-09,15.890000343322754
2023-02-10,15.350000381469727
2023-02-13,16.09000015258789
2023-02-14,16.274999618530273
2023-02-15,16.239999771118164
2023-02-16,16.290000915527344
2023-02-17,16.270000457763672
2023-02-21,16.139999389648438
