Date,MTRN
2010-01-04,17.48629379272461
2010-01-05,17.89647674560547
2010-01-06,18.761430740356445
2010-01-07,18.930845260620117
2010-01-08,19.23402214050293
2010-01-11,19.135940551757812
2010-01-12,18.119401931762695
2010-01-13,18.565242767333984
2010-01-14,18.583087921142578
2010-01-15,17.976728439331055
2010-01-19,18.190732955932617
2010-01-20,17.673547744750977
2010-01-21,16.772932052612305
2010-01-22,16.514331817626953
2010-01-25,16.43408203125
2010-01-26,16.139822006225586
2010-01-27,16.523250579833984
2010-01-28,16.2557373046875
2010-01-29,16.023897171020508
2010-02-01,16.16657066345215
2010-02-02,16.35382652282715
2010-02-03,16.104150772094727
2010-02-04,14.659592628479004
2010-02-05,14.632843017578125
2010-02-08,14.133487701416016
2010-02-09,14.570422172546387
2010-02-10,14.463418960571289
2010-02-11,15.390790939331055
2010-02-12,15.551294326782227
2010-02-16,15.872306823730469
2010-02-17,17.88755226135254
2010-02-18,17.842966079711914
2010-02-19,18.957597732543945
2010-02-22,18.939762115478516
2010-02-23,18.520662307739258
2010-02-24,18.41366195678711
2010-02-25,18.690082550048828
2010-02-26,18.315582275390625
2010-03-01,19.10919189453125
2010-03-02,19.0289306640625
2010-03-03,19.24294090270996
2010-03-04,19.42128562927246
2010-03-05,19.884967803955078
2010-03-08,19.884967803955078
2010-03-09,19.590715408325195
2010-03-10,19.831470489501953
2010-03-11,19.53720474243164
2010-03-12,19.367782592773438
2010-03-15,19.02001190185547
2010-03-16,19.501541137695312
2010-03-17,19.367782592773438
2010-03-18,19.055683135986328
2010-03-19,18.60983657836914
2010-03-22,19.180522918701172
2010-03-23,19.760133743286133
2010-03-24,19.2161922454834
2010-03-25,19.127025604248047
2010-03-26,19.082439422607422
2010-03-29,20.098974227905273
2010-03-30,19.947389602661133
2010-03-31,20.125730514526367
2010-04-01,20.250568389892578
2010-04-05,23.31801986694336
2010-04-06,23.621204376220703
2010-04-07,23.38935661315918
2010-04-08,23.291269302368164
2010-04-09,23.16643714904785
2010-04-12,23.13076400756836
2010-04-13,23.48744773864746
2010-04-14,24.370237350463867
2010-04-15,24.334571838378906
2010-04-16,23.737123489379883
2010-04-19,23.442861557006836
2010-04-20,23.496356964111328
2010-04-21,23.51420783996582
2010-04-22,23.93329429626465
2010-04-23,24.370237350463867
2010-04-26,24.209726333618164
2010-04-27,24.08489227294922
2010-04-28,24.5485782623291
2010-04-29,26.135801315307617
2010-04-30,26.51032829284668
2010-05-03,26.224977493286133
2010-05-04,25.181678771972656
2010-05-05,23.844131469726562
2010-05-06,23.48744773864746
2010-05-07,23.18427085876465
2010-05-10,24.423728942871094
2010-05-11,23.558778762817383
2010-05-12,24.958757400512695
2010-05-13,24.89634132385254
2010-05-14,23.01484489440918
2010-05-17,22.854337692260742
2010-05-18,21.66837501525879
2010-05-19,20.856922149658203
2010-05-20,21.659456253051758
2010-05-21,23.00592803955078
2010-05-24,22.033967971801758
2010-05-25,21.98938751220703
2010-05-26,21.766454696655273
2010-05-27,23.25560760498047
2010-05-28,22.524402618408203
2010-06-01,21.32952308654785
2010-06-02,22.087472915649414
2010-06-03,21.775386810302734
2010-06-04,20.286239624023438
2010-06-07,19.626373291015625
2010-06-08,19.65312957763672
2010-06-09,19.367782592773438
2010-06-10,20.268402099609375
2010-06-11,21.106603622436523
2010-06-14,20.87476348876953
2010-06-15,21.68621063232422
2010-06-16,21.481117248535156
2010-06-17,21.481117248535156
2010-06-18,20.767757415771484
2010-06-21,20.8658447265625
2010-06-22,20.072223663330078
2010-06-23,20.24165153503418
2010-06-24,19.207275390625
2010-06-25,19.385610580444336
2010-06-28,19.207275390625
2010-06-29,18.12830924987793
2010-06-30,17.81621551513672
2010-07-01,17.495206832885742
2010-07-02,16.969106674194336
2010-07-06,16.65700340270996
2010-07-07,17.12961196899414
2010-07-08,18.467159271240234
2010-07-09,19.055683135986328
2010-07-12,18.021310806274414
2010-07-13,19.225109100341797
2010-07-14,19.091350555419922
2010-07-15,18.841678619384766
2010-07-16,17.352535247802734
2010-07-19,17.664630889892578
2010-07-20,18.395828247070312
2010-07-21,17.78055191040039
2010-07-22,20.50916290283203
2010-07-23,20.69641876220703
2010-07-26,20.250568389892578
2010-07-27,20.161399841308594
2010-07-28,19.153779983520508
2010-07-29,20.11681365966797
2010-07-30,21.267107009887695
2010-08-02,21.579206466674805
2010-08-03,21.70404624938965
2010-08-04,21.775386810302734
2010-08-05,21.28493881225586
2010-08-06,21.498960494995117
2010-08-09,21.837799072265625
2010-08-10,21.632709503173828
2010-08-11,20.544828414916992
2010-08-12,20.473491668701172
2010-08-13,20.072223663330078
2010-08-16,20.794506072998047
2010-08-17,21.659456253051758
2010-08-18,21.81996726989746
2010-08-19,20.87476348876953
2010-08-20,20.143558502197266
2010-08-23,19.87604522705078
2010-08-24,19.198354721069336
2010-08-25,19.37670135498047
2010-08-26,20.856922149658203
2010-08-27,21.56136703491211
2010-08-30,21.721872329711914
2010-08-31,21.44544792175293
2010-09-01,22.07855796813965
2010-09-02,22.684913635253906
2010-09-03,23.202106475830078
2010-09-07,22.845420837402344
2010-09-08,22.997020721435547
2010-09-09,22.73841667175293
2010-09-10,22.97917366027832
2010-09-13,23.986799240112305
2010-09-14,23.38043975830078
2010-09-15,23.121850967407227
2010-09-16,22.872175216674805
2010-09-17,23.763877868652344
2010-09-20,24.28106117248535
2010-09-21,24.32564926147461
2010-09-22,23.942214965820312
2010-09-23,23.068347930908203
2010-09-24,24.762588500976562
2010-09-27,24.28106117248535
2010-09-28,24.495067596435547
2010-09-29,25.55620765686035
2010-09-30,25.360023498535156
2010-10-01,25.707786560058594
2010-10-04,24.94983673095703
2010-10-05,25.681032180786133
2010-10-06,25.627531051635742
2010-10-07,25.48486328125
2010-10-08,25.68994903564453
2010-10-11,25.618623733520508
2010-10-12,25.698875427246094
2010-10-13,26.287399291992188
2010-10-14,26.430068969726562
2010-10-15,26.394399642944336
2010-10-18,26.456823348999023
2010-10-19,25.59187126159668
2010-10-20,26.875917434692383
2010-10-21,26.09122085571289
2010-10-22,26.24281120300293
2010-10-25,27.1345157623291
2010-10-26,26.813495635986328
2010-10-27,26.305227279663086
2010-10-28,29.961210250854492
2010-10-29,29.5599422454834
2010-11-01,30.585399627685547
2010-11-02,30.300052642822266
2010-11-03,30.13063621520996
2010-11-04,31.396862030029297
2010-11-05,31.396862030029297
2010-11-08,32.22612762451172
2010-11-09,30.995580673217773
2010-11-10,32.038875579833984
2010-11-11,31.35226058959961
2010-11-12,31.12042236328125
2010-11-15,31.2006778717041
2010-11-16,29.586692810058594
2010-11-17,29.880950927734375
2010-11-18,31.05801010131836
2010-11-19,31.30768585205078
2010-11-22,31.708940505981445
2010-11-23,31.700035095214844
2010-11-24,32.23505401611328
2010-11-26,32.618492126464844
2010-11-29,32.31529998779297
2010-11-30,31.3879337310791
2010-12-01,34.045204162597656
2010-12-02,33.260501861572266
2010-12-03,34.86557388305664
2010-12-06,34.883399963378906
2010-12-07,35.079593658447266
2010-12-08,34.571319580078125
2010-12-09,33.78660202026367
2010-12-10,34.25922393798828
2010-12-13,35.070674896240234
2010-12-14,34.999324798583984
2010-12-15,34.49105453491211
2010-12-16,34.990413665771484
2010-12-17,34.1343879699707
2010-12-20,34.901248931884766
2010-12-21,35.24899673461914
2010-12-22,35.222259521484375
2010-12-23,34.98149490356445
2010-12-27,34.93690872192383
2010-12-28,34.79423904418945
2010-12-29,34.74964904785156
2010-12-30,34.25922393798828
2010-12-31,34.45538330078125
2011-01-03,34.53563690185547
2011-01-04,33.39426803588867
2011-01-05,33.670684814453125
2011-01-06,32.725494384765625
2011-01-07,31.316604614257812
2011-01-10,32.11913299560547
2011-01-11,31.967529296875
2011-01-12,32.5025749206543
2011-01-13,31.878360748291016
2011-01-14,31.958629608154297
2011-01-18,32.680908203125
2011-01-19,31.68219566345215
2011-01-20,31.41468048095703
2011-01-21,30.683483123779297
2011-01-24,31.53060531616211
2011-01-25,31.040178298950195
2011-01-26,32.00322723388672
2011-01-27,31.84270668029785
2011-01-28,30.72807502746582
2011-01-31,31.191749572753906
2011-02-01,31.325511932373047
2011-02-02,31.236351013183594
2011-02-03,31.182846069335938
2011-02-04,30.950998306274414
2011-02-07,31.102588653564453
2011-02-08,31.41468048095703
2011-02-09,30.93316650390625
2011-02-10,31.040178298950195
2011-02-11,31.744613647460938
2011-02-14,31.503856658935547
2011-02-15,30.888568878173828
2011-02-16,31.182846069335938
2011-02-17,31.477113723754883
2011-02-18,31.68219566345215
2011-02-22,31.013418197631836
2011-02-23,30.72807502746582
2011-02-24,37.00566864013672
2011-02-25,37.47825241088867
2011-02-28,39.02982711791992
2011-03-01,37.13048553466797
2011-03-02,37.87952423095703
2011-03-03,38.81581497192383
2011-03-04,38.708805084228516
2011-03-07,37.6922721862793
2011-03-08,39.63618087768555
2011-03-09,37.32667541503906
2011-03-10,36.23880386352539
2011-03-11,35.63243103027344
2011-03-14,35.454097747802734
2011-03-15,35.56110382080078
2011-03-16,34.98149490356445
2011-03-17,35.257911682128906
2011-03-18,35.24899673461914
2011-03-21,37.21967315673828
2011-03-22,36.63116455078125
2011-03-23,36.67573547363281
2011-03-24,36.80057144165039
2011-03-25,36.07829284667969
2011-03-28,36.23880386352539
2011-03-29,36.381465911865234
2011-03-30,36.3903923034668
2011-03-31,36.381465911865234
2011-04-01,36.3993034362793
2011-04-04,36.381465911865234
2011-04-05,36.72032165527344
2011-04-06,36.76490783691406
2011-04-07,37.032405853271484
2011-04-08,36.1942024230957
2011-04-11,35.88210678100586
