Date,ILPT
2018-01-12,17.360240936279297
2018-01-16,17.360240936279297
2018-01-17,17.404848098754883
2018-01-18,17.271024703979492
2018-01-19,17.137195587158203
2018-01-22,16.795198440551758
2018-01-23,16.951326370239258
2018-01-24,16.505239486694336
2018-01-25,16.31937599182129
2018-01-26,16.393720626831055
2018-01-29,16.311939239501953
2018-01-30,16.705978393554688
2018-01-31,16.80263328552246
2018-02-01,16.52010726928711
2018-02-02,16.289636611938477
2018-02-05,16.12606430053711
2018-02-06,16.252458572387695
2018-02-07,16.31937599182129
2018-02-08,16.096328735351562
2018-02-09,15.836106300354004
2018-02-12,15.717144966125488
2018-02-13,15.605635643005371
2018-02-14,15.605635643005371
2018-02-15,15.665109634399414
2018-02-16,16.051713943481445
2018-02-20,15.776628494262695
2018-02-21,15.464370727539062
2018-02-22,15.337979316711426
2018-02-23,15.642807960510254
2018-02-26,15.248764038085938
2018-02-27,15.196723937988281
2018-02-28,14.929065704345703
2018-03-01,14.995977401733398
2018-03-02,15.390026092529297
2018-03-05,15.360283851623535
2018-03-06,15.583322525024414
2018-03-07,15.620502471923828
2018-03-08,15.828676223754883
2018-03-09,15.769192695617676
2018-03-12,15.367722511291504
2018-03-13,15.657676696777344
2018-03-14,15.233887672424316
2018-03-15,15.367722511291504
2018-03-16,15.456933975219727
2018-03-19,15.501543998718262
2018-03-20,15.278496742248535
2018-03-21,15.508975982666016
2018-03-22,15.397455215454102
2018-03-23,15.241324424743652
2018-03-26,15.442069053649902
2018-03-27,15.516410827636719
2018-03-28,15.427194595336914
2018-03-29,15.122373580932617
2018-04-02,14.906760215759277
2018-04-03,15.107502937316895
2018-04-04,15.092629432678223
2018-04-05,15.040587425231934
2018-04-06,14.891890525817871
2018-04-09,14.884456634521484
2018-04-10,14.93649959564209
2018-04-11,14.891890525817871
2018-04-12,14.943934440612793
2018-04-13,15.092629432678223
2018-04-16,15.278496742248535
2018-04-17,15.501543998718262
2018-04-18,15.732022285461426
2018-04-19,15.613062858581543
2018-04-20,15.449502944946289
2018-04-23,15.315672874450684
2018-04-24,15.494112014770508
2018-04-25,15.315672874450684
2018-04-26,15.196723937988281
2018-04-27,15.46795654296875
2018-04-30,15.460413932800293
2018-05-01,15.445348739624023
2018-05-02,15.407682418823242
2018-05-03,15.407682418823242
2018-05-04,15.550829887390137
2018-05-07,16.085763931274414
2018-05-08,16.25152015686035
2018-05-09,16.2364559173584
2018-05-10,16.2364559173584
2018-05-11,16.085763931274414
2018-05-14,15.897407531738281
2018-05-15,15.46795654296875
2018-05-16,15.79946231842041
2018-05-17,15.739192008972168
2018-05-18,15.791924476623535
2018-05-21,15.806999206542969
2018-05-22,15.76179313659668
2018-05-23,15.769326210021973
2018-05-24,15.822062492370605
2018-05-25,16.010425567626953
2018-05-29,16.206315994262695
2018-05-30,16.680980682373047
2018-05-31,16.03302574157715
2018-06-01,16.13096809387207
2018-06-04,16.048091888427734
2018-06-05,15.942615509033203
2018-06-06,16.16111183166504
2018-06-07,16.123437881469727
2018-06-08,16.123437881469727
2018-06-11,16.36453628540039
2018-06-12,16.47755241394043
2018-06-13,16.537830352783203
2018-06-14,16.56796646118164
2018-06-15,16.696044921875
2018-06-18,16.929609298706055
2018-06-19,16.87687110900879
2018-06-20,17.04262351989746
2018-06-21,17.087833404541016
2018-06-22,17.004955291748047
2018-06-25,16.831668853759766
2018-06-26,16.86933708190918
2018-06-27,16.83919906616211
2018-06-28,16.786462783813477
2018-06-29,16.83919906616211
2018-07-02,16.98235321044922
2018-07-03,16.959747314453125
2018-07-05,16.967281341552734
2018-07-06,17.04262351989746
2018-07-09,16.846736907958984
2018-07-10,17.110435485839844
2018-07-11,17.200847625732422
2018-07-12,17.652904510498047
2018-07-13,17.56249237060547
2018-07-16,17.419342041015625
2018-07-17,17.441946029663086
2018-07-18,17.200847625732422
2018-07-19,17.343997955322266
2018-07-20,17.328927993774414
2018-07-23,17.343997955322266
2018-07-24,17.41180419921875
2018-07-25,17.298791885375977
2018-07-26,17.63030242919922
2018-07-27,17.722007751464844
2018-07-30,17.50038719177246
2018-07-31,17.653223037719727
2018-08-01,17.66086769104004
2018-08-02,17.89777374267578
2018-08-03,18.073545455932617
2018-08-06,18.127042770385742
2018-08-07,18.065898895263672
2018-08-08,18.012413024902344
2018-08-09,18.119396209716797
2018-08-10,18.119396209716797
2018-08-13,18.042972564697266
2018-08-14,18.188169479370117
2018-08-15,18.027690887451172
2018-08-16,18.218748092651367
2018-08-17,18.3715877532959
2018-08-20,18.50149917602539
2018-08-21,18.34101676940918
2018-08-22,18.34101676940918
2018-08-23,18.333375930786133
2018-08-24,18.333375930786133
2018-08-27,18.249313354492188
2018-08-28,18.34101676940918
2018-08-29,18.325729370117188
2018-08-30,18.386865615844727
2018-08-31,18.39451026916504
2018-09-04,18.111753463745117
2018-09-05,18.226383209228516
2018-09-06,18.172895431518555
2018-09-07,18.012413024902344
2018-09-10,17.905418395996094
2018-09-11,17.882495880126953
2018-09-12,17.691434860229492
2018-09-13,17.828994750976562
2018-09-14,17.775501251220703
2018-09-17,16.659757614135742
2018-09-18,16.025461196899414
2018-09-19,16.247081756591797
2018-09-20,16.285289764404297
2018-09-21,16.568052291870117
2018-09-24,16.873729705810547
2018-09-25,17.27112579345703
2018-09-26,17.485103607177734
2018-09-27,17.232913970947266
2018-09-28,17.584453582763672
2018-10-01,17.416324615478516
2018-10-02,17.477462768554688
2018-10-03,16.4992733001709
2018-10-04,16.438138961791992
2018-10-05,16.99601173400879
2018-10-08,17.355188369750977
2018-10-09,17.27876853942871
2018-10-10,17.011293411254883
2018-10-11,16.483989715576172
2018-10-12,16.583332061767578
2018-10-15,16.476343154907227
2018-10-16,17.04186248779297
2018-10-17,16.705608367919922
2018-10-18,16.644474029541016
2018-10-19,16.583332061767578
2018-10-22,16.797311782836914
2018-10-23,16.728538513183594
