Date,PGY
2021-04-21,120.0
2021-04-22,120.0
2021-04-23,117.23999786376953
2021-04-26,117.23999786376953
2021-04-27,117.23999786376953
2021-04-28,116.4000015258789
2021-04-29,116.5199966430664
2021-04-30,116.16000366210938
2021-05-03,116.76000213623047
2021-05-04,116.87999725341797
2021-05-05,117.0
2021-05-06,117.0
2021-05-07,117.0
2021-05-10,117.0
2021-05-11,116.63999938964844
2021-05-12,116.5199966430664
2021-05-13,116.5199966430664
2021-05-14,116.5199966430664
2021-05-17,114.36000061035156
2021-05-18,116.63999938964844
2021-05-19,116.63999938964844
2021-05-20,116.04000091552734
2021-05-21,115.80000305175781
2021-05-24,115.80000305175781
2021-05-25,115.80000305175781
2021-05-26,117.95999908447266
2021-05-27,117.95999908447266
2021-05-28,115.31999969482422
2021-06-01,115.80000305175781
2021-06-02,115.80000305175781
2021-06-03,116.4000015258789
2021-06-04,116.87999725341797
2021-06-07,116.87999725341797
2021-06-08,116.87999725341797
2021-06-09,117.0
2021-06-10,116.04000091552734
2021-06-11,116.04000091552734
2021-06-14,116.04000091552734
2021-06-15,116.27999877929688
2021-06-16,115.80000305175781
2021-06-17,115.80000305175781
2021-06-18,115.68000030517578
2021-06-21,115.68000030517578
2021-06-22,116.27999877929688
2021-06-23,116.27999877929688
2021-06-24,115.91999816894531
2021-06-25,115.91999816894531
2021-06-28,116.16000366210938
2021-06-29,116.16000366210938
2021-06-30,116.16000366210938
2021-07-01,116.04000091552734
2021-07-02,115.80000305175781
2021-07-06,115.91999816894531
2021-07-07,115.91999816894531
2021-07-08,116.4000015258789
2021-07-09,116.4000015258789
2021-07-12,116.4000015258789
2021-07-13,116.27999877929688
2021-07-14,116.20800018310547
2021-07-15,115.91999816894531
2021-07-16,115.91999816894531
2021-07-19,115.91999816894531
2021-07-20,115.91999816894531
2021-07-21,115.91999816894531
2021-07-22,115.91999816894531
2021-07-23,115.91999816894531
2021-07-26,115.91999816894531
2021-07-27,117.36000061035156
2021-07-28,117.36000061035156
2021-07-29,115.55999755859375
2021-07-30,115.55999755859375
2021-08-02,115.55999755859375
2021-08-03,115.55999755859375
2021-08-04,115.55999755859375
2021-08-05,115.68000030517578
2021-08-06,116.27999877929688
2021-08-09,116.27999877929688
2021-08-10,116.27999877929688
2021-08-11,116.27999877929688
2021-08-12,116.27999877929688
2021-08-13,115.31999969482422
2021-08-16,115.31999969482422
2021-08-17,115.19999694824219
2021-08-18,115.55999755859375
2021-08-19,115.55999755859375
2021-08-20,115.80000305175781
2021-08-23,115.44000244140625
2021-08-24,115.44000244140625
2021-08-25,115.44000244140625
2021-08-26,115.44000244140625
2021-08-27,115.80000305175781
2021-08-30,115.80000305175781
2021-08-31,115.80000305175781
2021-09-01,115.80000305175781
2021-09-02,116.04000091552734
2021-09-03,115.91999816894531
2021-09-07,116.04000091552734
2021-09-08,116.04000091552734
2021-09-09,116.08799743652344
2021-09-10,116.87999725341797
2021-09-13,116.45999908447266
2021-09-14,116.22000122070312
2021-09-15,118.68000030517578
2021-09-16,118.55999755859375
2021-09-17,118.68000030517578
2021-09-20,118.31999969482422
2021-09-21,118.44000244140625
2021-09-22,118.55999755859375
2021-09-23,118.31999969482422
2021-09-24,118.80000305175781
2021-09-27,118.55999755859375
2021-09-28,118.31999969482422
2021-09-29,118.55999755859375
2021-09-30,118.31999969482422
2021-10-01,118.73999786376953
2021-10-04,119.04000091552734
2021-10-05,118.80000305175781
2021-10-06,118.80000305175781
2021-10-07,118.68000030517578
2021-10-08,118.80000305175781
2021-10-11,118.80000305175781
2021-10-12,118.91999816894531
2021-10-13,119.04000091552734
2021-10-14,118.44000244140625
2021-10-15,119.04000091552734
2021-10-18,118.9800033569336
2021-10-19,119.04000091552734
2021-10-20,119.16000366210938
2021-10-21,119.0999984741211
2021-10-22,119.16000366210938
2021-10-25,119.4000015258789
2021-10-26,119.4000015258789
2021-10-27,119.3280029296875
2021-10-28,119.76000213623047
2021-10-29,120.0
2021-11-01,119.4000015258789
2021-11-02,119.87999725341797
2021-11-03,119.87999725341797
2021-11-04,119.76000213623047
2021-11-05,120.12000274658203
2021-11-08,119.76000213623047
2021-11-09,119.76000213623047
2021-11-10,119.76000213623047
2021-11-11,119.5199966430664
2021-11-12,121.19999694824219
2021-11-15,120.83999633789062
2021-11-16,120.0
2021-11-17,119.81999969482422
2021-11-18,119.87999725341797
2021-11-19,119.63999938964844
2021-11-22,119.4000015258789
2021-11-23,119.5199966430664
2021-11-24,119.5199966430664
2021-11-26,119.5199966430664
2021-11-29,119.5199966430664
2021-11-30,119.5199966430664
2021-12-01,119.4000015258789
2021-12-02,119.04000091552734
2021-12-03,119.16000366210938
2021-12-06,118.91999816894531
2021-12-07,118.91999816894531
2021-12-08,118.80000305175781
2021-12-09,119.27999877929688
2021-12-10,118.91999816894531
2021-12-13,118.80000305175781
2021-12-14,118.73999786376953
2021-12-15,118.68000030517578
2021-12-16,118.19999694824219
2021-12-17,118.19999694824219
2021-12-20,118.62000274658203
2021-12-21,118.80000305175781
2021-12-22,118.80000305175781
2021-12-23,118.62000274658203
2021-12-27,118.68000030517578
2021-12-28,118.55999755859375
2021-12-29,118.44000244140625
2021-12-30,118.55999755859375
2021-12-31,119.16000366210938
2022-01-03,119.4000015258789
2022-01-04,119.54399871826172
2022-01-05,119.58000183105469
2022-01-06,119.5199966430664
2022-01-07,119.63999938964844
2022-01-10,119.04000091552734
2022-01-11,119.16000366210938
2022-01-12,119.5199966430664
2022-01-13,119.5199966430664
2022-01-14,119.5199966430664
2022-01-18,118.44000244140625
2022-01-19,118.55999755859375
2022-01-20,118.55999755859375
2022-01-21,118.08000183105469
2022-01-24,118.68000030517578
2022-01-25,118.44000244140625
2022-01-26,118.31999969482422
2022-01-27,118.44000244140625
2022-01-28,118.19999694824219
2022-01-31,118.80000305175781
2022-02-01,119.27999877929688
2022-02-02,119.4000015258789
2022-02-03,119.4000015258789
2022-02-04,119.04000091552734
2022-02-07,118.68000030517578
2022-02-08,118.68000030517578
2022-02-09,118.68000030517578
2022-02-10,118.68000030517578
2022-02-11,118.55999755859375
2022-02-14,119.16000366210938
2022-02-15,119.27999877929688
2022-02-16,119.27999877929688
2022-02-17,119.5199966430664
2022-02-18,118.91999816894531
2022-02-22,118.68000030517578
2022-02-23,118.80000305175781
2022-02-24,118.80000305175781
2022-02-25,119.04000091552734
2022-02-28,118.80000305175781
2022-03-01,118.68000030517578
2022-03-02,118.91999816894531
2022-03-03,118.80000305175781
2022-03-04,118.80000305175781
2022-03-07,118.91999816894531
2022-03-08,118.73999786376953
2022-03-09,118.44000244140625
2022-03-10,118.31999969482422
2022-03-11,118.44000244140625
2022-03-14,118.5
2022-03-15,118.44000244140625
2022-03-16,118.55999755859375
2022-03-17,118.55999755859375
2022-03-18,118.55999755859375
2022-03-21,118.44000244140625
2022-03-22,118.19999694824219
2022-03-23,118.31999969482422
2022-03-24,118.55999755859375
2022-03-25,118.19999694824219
2022-03-28,118.27200317382812
2022-03-29,118.40399932861328
2022-03-30,118.64399719238281
2022-03-31,118.68000030517578
2022-04-01,118.31999969482422
2022-04-04,118.68000030517578
2022-04-05,118.5719985961914
2022-04-06,118.68000030517578
2022-04-07,118.63200378417969
2022-04-08,118.71600341796875
2022-04-11,118.68000030517578
2022-04-12,118.55999755859375
2022-04-13,118.68000030517578
2022-04-14,118.91999816894531
2022-04-18,118.80000305175781
2022-04-19,118.80000305175781
2022-04-20,118.80000305175781
2022-04-21,118.60800170898438
2022-04-22,118.44000244140625
2022-04-25,118.55999755859375
2022-04-26,118.91999816894531
2022-04-27,118.91999816894531
2022-04-28,118.44000244140625
2022-04-29,118.44000244140625
2022-05-02,118.44000244140625
2022-05-03,118.44000244140625
2022-05-04,118.44000244140625
2022-05-05,118.44000244140625
2022-05-06,118.37999725341797
2022-05-09,118.08000183105469
2022-05-10,119.04000091552734
2022-05-11,118.31999969482422
2022-05-12,118.08000183105469
2022-05-13,118.26000213623047
2022-05-16,118.31999969482422
2022-05-17,118.44000244140625
2022-05-18,118.44000244140625
2022-05-19,118.55999755859375
2022-05-20,118.44000244140625
2022-05-23,119.16000366210938
2022-05-24,119.16000366210938
2022-05-25,119.27999877929688
2022-05-26,119.27999877929688
2022-05-27,119.27999877929688
2022-05-31,119.5199966430664
2022-06-01,119.5199966430664
2022-06-02,119.63999938964844
2022-06-03,119.63999938964844
2022-06-06,119.4000015258789
2022-06-07,119.63999938964844
2022-06-08,119.5199966430664
2022-06-09,119.63999938964844
2022-06-10,119.5199966430664
2022-06-13,119.27999877929688
2022-06-14,116.27999877929688
2022-06-15,115.19999694824219
2022-06-16,66.0
2022-06-17,67.55999755859375
2022-06-21,66.83999633789062
2022-06-22,70.91999816894531
2022-06-23,72.95999908447266
2022-06-24,70.91999816894531
2022-06-27,69.23999786376953
2022-06-28,63.84000015258789
2022-06-29,51.720001220703125
2022-06-30,50.15999984741211
2022-07-01,48.36000061035156
2022-07-05,47.63999938964844
2022-07-06,44.040000915527344
2022-07-07,43.24800109863281
2022-07-08,41.15999984741211
2022-07-11,40.68000030517578
2022-07-12,39.720001220703125
2022-07-13,37.560001373291016
2022-07-14,33.959999084472656
2022-07-15,33.119998931884766
2022-07-18,30.360000610351562
2022-07-19,32.400001525878906
2022-07-20,74.4000015258789
2022-07-21,64.19999694824219
2022-07-22,140.52000427246094
2022-07-25,116.04000091552734
2022-07-26,200.8800048828125
2022-07-27,263.6400146484375
2022-07-28,215.63999938964844
2022-07-29,297.8399963378906
2022-08-01,352.79998779296875
2022-08-02,359.3999938964844
2022-08-03,322.79998779296875
2022-08-04,212.27999877929688
2022-08-05,273.1199951171875
2022-08-08,251.27999877929688
2022-08-09,262.9200134277344
2022-08-10,239.75999450683594
2022-08-11,242.0399932861328
2022-08-12,248.8800048828125
2022-08-15,272.1600036621094
2022-08-16,263.8800048828125
2022-08-17,247.8000030517578
2022-08-18,227.8800048828125
2022-08-19,224.16000366210938
2022-08-22,200.0399932861328
2022-08-23,187.9199981689453
2022-08-24,172.32000732421875
2022-08-25,164.75999450683594
2022-08-26,165.83999633789062
2022-08-29,149.27999877929688
2022-08-30,151.32000732421875
2022-08-31,143.16000366210938
2022-09-01,135.83999633789062
2022-09-02,134.0399932861328
2022-09-06,115.08000183105469
2022-09-07,116.4000015258789
2022-09-08,119.16000366210938
2022-09-09,132.0
2022-09-12,133.8000030517578
2022-09-13,140.8800048828125
2022-09-14,140.63999938964844
2022-09-15,132.36000061035156
2022-09-16,94.44000244140625
2022-09-19,83.87999725341797
2022-09-20,27.479999542236328
2022-09-21,27.65999984741211
2022-09-22,26.399999618530273
2022-09-23,24.1200008392334
2022-09-26,21.84000015258789
2022-09-27,22.260000228881836
2022-09-28,23.15999984741211
2022-09-29,21.600000381469727
2022-09-30,21.719999313354492
2022-10-03,21.059999465942383
2022-10-04,21.479999542236328
2022-10-05,20.280000686645508
2022-10-06,18.959999084472656
2022-10-07,18.239999771118164
2022-10-10,17.639999389648438
2022-10-11,17.15999984741211
2022-10-12,17.15999984741211
2022-10-13,17.639999389648438
2022-10-14,16.079999923706055
2022-10-17,16.559999465942383
2022-10-18,17.15999984741211
2022-10-19,15.359999656677246
2022-10-20,15.600000381469727
2022-10-21,14.520000457763672
2022-10-24,14.15999984741211
2022-10-25,16.079999923706055
2022-10-26,15.960000038146973
2022-10-27,15.0
2022-10-28,15.84000015258789
2022-10-31,16.68000030517578
2022-11-01,17.040000915527344
2022-11-02,15.720000267028809
2022-11-03,15.960000038146973
2022-11-04,15.119999885559082
2022-11-07,15.359999656677246
2022-11-08,16.079999923706055
2022-11-09,15.239999771118164
2022-11-10,17.040000915527344
2022-11-11,16.799999237060547
2022-11-14,15.600000381469727
2022-11-15,15.239999771118164
2022-11-16,14.279999732971191
2022-11-17,13.020000457763672
2022-11-18,12.359999656677246
2022-11-21,11.880000114440918
2022-11-22,11.880000114440918
2022-11-23,12.0
2022-11-25,13.680000305175781
2022-11-28,12.600000381469727
2022-11-29,12.359999656677246
2022-11-30,12.0
2022-12-01,12.359999656677246
2022-12-02,11.880000114440918
2022-12-05,10.680000305175781
2022-12-06,10.175999641418457
2022-12-07,8.807999610900879
2022-12-08,8.95199966430664
2022-12-09,8.760000228881836
2022-12-12,8.15999984741211
2022-12-13,8.232000350952148
2022-12-14,7.8480000495910645
2022-12-15,8.039999961853027
2022-12-16,7.440000057220459
2022-12-19,6.875999927520752
2022-12-20,7.9679999351501465
2022-12-21,8.9399995803833
2022-12-22,9.119999885559082
2022-12-23,10.043999671936035
2022-12-27,12.359999656677246
2022-12-28,14.880000114440918
2022-12-29,15.960000038146973
2022-12-30,14.880000114440918
2023-01-03,13.199999809265137
2023-01-04,12.119999885559082
2023-01-05,11.520000457763672
2023-01-06,12.359999656677246
2023-01-09,13.199999809265137
2023-01-10,13.319999694824219
2023-01-11,13.920000076293945
2023-01-12,14.880000114440918
2023-01-13,13.199999809265137
2023-01-17,11.399999618530273
2023-01-18,11.628000259399414
2023-01-19,11.039999961853027
2023-01-20,11.760000228881836
2023-01-23,12.600000381469727
2023-01-24,12.119999885559082
2023-01-25,12.0
2023-01-26,11.772000312805176
2023-01-27,12.84000015258789
2023-01-30,13.079999923706055
2023-01-31,12.84000015258789
2023-02-01,13.5600004196167
2023-02-02,13.800000190734863
2023-02-03,14.039999961853027
2023-02-06,14.880000114440918
2023-02-07,13.619999885559082
2023-02-08,14.399999618530273
2023-02-09,13.4399995803833
2023-02-10,14.760000228881836
2023-02-13,16.31999969482422
2023-02-14,16.079999923706055
2023-02-15,16.200000762939453
