Date,HBNC
2010-01-04,2.043081521987915
2010-01-05,2.0344183444976807
2010-01-06,2.0665926933288574
2010-01-07,2.041843891143799
2010-01-08,2.0727803707122803
2010-01-11,2.085155963897705
2010-01-12,2.1037180423736572
2010-01-13,2.1037180423736572
2010-01-14,2.0876307487487793
2010-01-15,2.1346545219421387
2010-01-19,2.1408424377441406
2010-01-20,2.129704236984253
2010-01-21,2.226228952407837
2010-01-22,2.286865234375
2010-01-25,2.2843894958496094
2010-01-26,2.275728225708008
2010-01-27,2.269540309906006
2010-01-28,2.270777702331543
2010-01-29,2.289339780807495
2010-02-01,2.3400776386260986
2010-02-02,2.3512136936187744
2010-02-03,2.338838815689087
2010-02-04,2.3425514698028564
2010-02-05,2.3697757720947266
2010-02-08,2.363589286804199
2010-02-09,2.363589286804199
2010-02-10,2.3574013710021973
2010-02-11,2.338838815689087
2010-02-12,2.3685388565063477
2010-02-16,2.3338892459869385
2010-02-17,2.3227522373199463
2010-02-18,2.3239901065826416
2010-02-19,2.3153271675109863
2010-02-22,2.2843894958496094
2010-02-23,2.2831530570983887
2010-02-24,2.276965379714966
2010-02-25,2.289339780807495
2010-02-26,2.289339780807495
2010-03-01,2.2955284118652344
2010-03-02,2.2955284118652344
2010-03-03,2.289339780807495
2010-03-04,2.289339780807495
2010-03-05,2.270777702331543
2010-03-08,2.3202779293060303
2010-03-09,2.3239901065826416
2010-03-10,2.3202779293060303
2010-03-11,2.3215138912200928
2010-03-12,2.3215138912200928
2010-03-15,2.3264644145965576
2010-03-16,2.3264644145965576
2010-03-17,2.3264644145965576
2010-03-18,2.3264644145965576
2010-03-19,2.3326518535614014
2010-03-22,2.3512136936187744
2010-03-23,2.352452039718628
2010-03-24,2.338838815689087
2010-03-25,2.3512136936187744
2010-03-26,2.382150888442993
2010-03-29,2.413088798522949
2010-03-30,2.3462636470794678
2010-03-31,2.388339042663574
2010-04-01,2.4106128215789795
2010-04-05,2.430413007736206
2010-04-06,2.474961757659912
2010-04-07,2.4848618507385254
2010-04-08,2.5182743072509766
2010-04-09,2.536836862564087
2010-04-12,2.56428861618042
2010-04-13,2.5805108547210693
2010-04-14,2.6154494285583496
2010-04-15,2.601722478866577
2010-04-16,2.6603710651397705
2010-04-19,2.8275794982910156
2010-04-20,2.773923873901367
2010-04-21,2.8013756275177
2010-04-22,2.788898229598999
2010-04-23,2.788898229598999
2010-04-26,2.7552053928375244
2010-04-27,2.745223045349121
2010-04-28,2.7165236473083496
2010-04-29,2.704045534133911
2010-04-30,2.745223045349121
2010-05-03,2.7851548194885254
2010-05-04,2.837562322616577
2010-05-05,2.8450491428375244
2010-05-06,2.8200926780700684
2010-05-07,2.7215147018432617
2010-05-10,2.8462979793548584
2010-05-11,2.805119276046753
2010-05-12,2.783907175064087
2010-05-13,2.781409740447998
2010-05-14,2.83007550239563
2010-05-17,2.807614803314209
2010-05-18,2.813854694366455
2010-05-19,2.808863639831543
2010-05-20,2.7913920879364014
2010-05-21,2.8001275062561035
2010-05-24,2.7502143383026123
2010-05-25,2.7314975261688232
2010-05-26,2.807614803314209
2010-05-27,2.807614803314209
2010-05-28,2.796384572982788
2010-06-01,2.788898229598999
2010-06-02,2.8325717449188232
2010-06-03,2.807614803314209
2010-06-04,2.7864017486572266
2010-06-07,2.7851548194885254
2010-06-08,2.788898229598999
2010-06-09,2.8063673973083496
2010-06-10,2.7015490531921387
2010-06-11,2.751462936401367
2010-06-14,2.7851548194885254
2010-06-15,2.745223045349121
2010-06-16,2.7714271545410156
2010-06-17,2.7714271545410156
2010-06-18,2.7951366901397705
2010-06-21,2.7951366901397705
2010-06-22,2.747718572616577
2010-06-23,2.787649393081665
2010-06-24,2.798879384994507
2010-06-25,2.798879384994507
2010-06-28,2.745223045349121
2010-06-29,2.7666015625
2010-06-30,2.6823456287384033
2010-07-01,2.672285556793213
