Date,SSTI
2017-06-07,14.380000114440918
2017-06-08,12.899999618530273
2017-06-09,12.34000015258789
2017-06-12,12.5600004196167
2017-06-13,14.029999732971191
2017-06-14,14.479999542236328
2017-06-15,13.739999771118164
2017-06-16,13.739999771118164
2017-06-19,14.449999809265137
2017-06-20,14.020000457763672
2017-06-21,15.050000190734863
2017-06-22,14.460000038146973
2017-06-23,14.399999618530273
2017-06-26,14.399999618530273
2017-06-27,13.850000381469727
2017-06-28,12.770000457763672
2017-06-29,12.770000457763672
2017-06-30,12.789999961853027
2017-07-03,13.15999984741211
2017-07-05,12.819999694824219
2017-07-06,12.800000190734863
2017-07-07,12.9399995803833
2017-07-10,12.920000076293945
2017-07-11,13.180000305175781
2017-07-12,13.050000190734863
2017-07-13,14.140000343322754
2017-07-14,14.0
2017-07-17,13.529999732971191
2017-07-18,13.199999809265137
2017-07-19,13.039999961853027
2017-07-20,13.029999732971191
2017-07-21,12.800000190734863
2017-07-24,12.640000343322754
2017-07-25,12.359999656677246
2017-07-26,12.350000381469727
2017-07-27,12.010000228881836
2017-07-28,12.0
2017-07-31,11.96500015258789
2017-08-01,10.600000381469727
2017-08-02,10.010000228881836
2017-08-03,10.529999732971191
2017-08-04,11.180000305175781
2017-08-07,11.079999923706055
2017-08-08,10.75
2017-08-09,11.369999885559082
2017-08-10,11.079999923706055
2017-08-11,11.5
2017-08-14,12.170000076293945
2017-08-15,12.489999771118164
2017-08-16,12.109999656677246
2017-08-17,11.729999542236328
2017-08-18,11.59000015258789
2017-08-21,12.119999885559082
2017-08-22,11.770000457763672
2017-08-23,11.699999809265137
2017-08-24,12.0
2017-08-25,12.0
2017-08-28,12.350000381469727
2017-08-29,12.109999656677246
2017-08-30,11.850000381469727
2017-08-31,11.5
2017-09-01,11.479999542236328
2017-09-05,11.3100004196167
2017-09-06,10.9399995803833
2017-09-07,11.130000114440918
2017-09-08,10.600000381469727
2017-09-11,10.859999656677246
2017-09-12,11.100000381469727
2017-09-13,11.079999923706055
2017-09-14,11.170000076293945
2017-09-15,10.869999885559082
2017-09-18,10.880000114440918
2017-09-19,11.84000015258789
2017-09-20,11.829999923706055
2017-09-21,11.5600004196167
2017-09-22,11.699999809265137
2017-09-25,11.5600004196167
2017-09-26,11.489999771118164
2017-09-27,11.84000015258789
2017-09-28,12.869999885559082
2017-09-29,13.449999809265137
2017-10-02,14.369999885559082
2017-10-03,17.0
2017-10-04,16.579999923706055
2017-10-05,18.540000915527344
2017-10-06,18.25
2017-10-09,16.700000762939453
2017-10-10,16.110000610351562
2017-10-11,15.789999961853027
2017-10-12,15.489999771118164
2017-10-13,15.600000381469727
2017-10-16,15.65999984741211
2017-10-17,16.139999389648438
2017-10-18,16.540000915527344
2017-10-19,16.3700008392334
2017-10-20,16.270000457763672
2017-10-23,16.059999465942383
2017-10-24,15.4399995803833
2017-10-25,15.119999885559082
2017-10-26,15.170000076293945
2017-10-27,15.180000305175781
2017-10-30,15.710000038146973
2017-10-31,17.170000076293945
2017-11-01,16.989999771118164
2017-11-02,16.920000076293945
2017-11-03,16.989999771118164
2017-11-06,17.149999618530273
2017-11-07,16.670000076293945
2017-11-08,18.93000030517578
2017-11-09,19.649999618530273
2017-11-10,19.559999465942383
2017-11-13,18.350000381469727
2017-11-14,17.479999542236328
2017-11-15,16.959999084472656
2017-11-16,17.020000457763672
2017-11-17,16.690000534057617
2017-11-20,15.359999656677246
2017-11-21,15.079999923706055
2017-11-22,14.329999923706055
2017-11-24,14.380000114440918
2017-11-27,13.229999542236328
2017-11-28,13.970000267028809
2017-11-29,13.010000228881836
2017-11-30,13.010000228881836
2017-12-01,13.199999809265137
2017-12-04,13.539999961853027
2017-12-05,13.5
2017-12-06,13.489999771118164
2017-12-07,14.9399995803833
2017-12-08,13.890000343322754
2017-12-11,13.5600004196167
2017-12-12,13.829999923706055
2017-12-13,14.15999984741211
2017-12-14,13.75
2017-12-15,13.90999984741211
2017-12-18,14.40999984741211
2017-12-19,14.1899995803833
2017-12-20,13.970000267028809
2017-12-21,13.829999923706055
2017-12-22,13.710000038146973
2017-12-26,13.970000267028809
2017-12-27,14.010000228881836
2017-12-28,14.170000076293945
2017-12-29,14.050000190734863
2018-01-02,14.300000190734863
2018-01-03,14.6899995803833
2018-01-04,14.65999984741211
2018-01-05,15.529999732971191
2018-01-08,15.850000381469727
2018-01-09,15.720000267028809
2018-01-10,16.06999969482422
2018-01-11,17.030000686645508
2018-01-12,17.06999969482422
2018-01-16,16.040000915527344
2018-01-17,16.100000381469727
2018-01-18,16.219999313354492
2018-01-19,16.299999237060547
2018-01-22,16.200000762939453
2018-01-23,15.9399995803833
2018-01-24,16.1299991607666
2018-01-25,17.020000457763672
2018-01-26,16.719999313354492
2018-01-29,17.670000076293945
2018-01-30,16.780000686645508
2018-01-31,16.93000030517578
2018-02-01,16.799999237060547
2018-02-02,16.600000381469727
2018-02-05,16.40999984741211
2018-02-06,16.459999084472656
2018-02-07,16.739999771118164
2018-02-08,16.489999771118164
2018-02-09,16.709999084472656
2018-02-12,16.75
2018-02-13,17.020000457763672
2018-02-14,17.280000686645508
2018-02-15,17.25
