Date,CNR
2017-11-14,20.56747055053711
2017-11-15,23.109519958496094
2017-11-16,20.22545051574707
2017-11-17,20.22545051574707
2017-11-20,20.22545051574707
2017-11-21,20.22545051574707
2017-11-22,20.22545051574707
2017-11-24,20.22545051574707
2017-11-27,20.22545051574707
2017-11-28,19.827966690063477
2017-11-29,21.46411895751953
2017-11-30,20.336374282836914
2017-12-01,19.68931007385254
2017-12-04,18.127107620239258
2017-12-05,19.45821189880371
2017-12-06,19.596872329711914
2017-12-07,22.046478271484375
2017-12-08,23.451536178588867
2017-12-11,27.26923370361328
2017-12-12,27.565031051635742
2017-12-13,26.714603424072266
2017-12-14,25.68854331970215
2017-12-15,26.548213958740234
2017-12-18,27.592763900756836
2017-12-19,29.857498168945312
2017-12-20,30.042375564575195
2017-12-21,31.318021774291992
2017-12-22,33.259220123291016
2017-12-26,35.70882797241211
2017-12-27,35.006290435791016
2017-12-28,36.143280029296875
2017-12-29,36.522274017333984
2018-01-02,35.53319549560547
2018-01-03,34.211326599121094
2018-01-04,33.0096321105957
2018-01-05,32.35331726074219
2018-01-08,32.0667610168457
2018-01-09,31.521385192871094
2018-01-10,31.660036087036133
2018-01-11,32.88946533203125
2018-01-12,32.3995475769043
2018-01-16,30.070100784301758
2018-01-17,33.03736877441406
2018-01-18,31.687768936157227
2018-01-19,32.427276611328125
2018-01-22,34.479400634765625
2018-01-23,32.917198181152344
2018-01-24,32.88946533203125
2018-01-25,31.678525924682617
2018-01-26,32.057518005371094
2018-01-29,30.6524658203125
2018-01-30,29.201189041137695
2018-01-31,29.977664947509766
2018-02-01,31.290285110473633
2018-02-02,28.637311935424805
2018-02-05,28.68353271484375
2018-02-06,29.284379959106445
2018-02-07,27.537303924560547
2018-02-08,26.113754272460938
2018-02-09,27.167551040649414
2018-02-12,28.97933578491211
2018-02-13,29.77429962158203
2018-02-14,30.495319366455078
2018-02-15,29.64488983154297
2018-02-16,30.107078552246094
2018-02-20,29.45077133178711
2018-02-21,30.153297424316406
2018-02-22,30.254976272583008
2018-02-23,30.486072540283203
2018-02-26,30.356660842895508
2018-02-27,29.77429962158203
2018-02-28,29.293624877929688
2018-03-01,29.16421127319336
2018-03-02,29.293624877929688
2018-03-05,28.82219123840332
2018-03-06,29.654136657714844
2018-03-07,29.487741470336914
2018-03-08,29.08101463317871
2018-03-09,26.520484924316406
2018-03-12,27.57427406311035
2018-03-13,27.241498947143555
2018-03-14,27.703689575195312
2018-03-15,27.57427406311035
2018-03-16,28.692777633666992
2018-03-19,27.897809982299805
2018-03-20,27.66671371459961
2018-03-21,27.611251831054688
2018-03-22,27.195280075073242
2018-03-23,27.241498947143555
2018-03-26,27.195280075073242
2018-03-27,25.37425422668457
2018-03-28,25.633075714111328
2018-03-29,26.779306411743164
2018-04-02,26.344846725463867
2018-04-03,26.97342872619629
2018-04-04,26.87174415588379
2018-04-05,27.57427406311035
2018-04-06,27.130571365356445
2018-04-09,27.4910831451416
2018-04-10,28.748239517211914
2018-04-11,28.785213470458984
2018-04-12,28.600339889526367
2018-04-13,29.1364803314209
2018-04-16,28.258319854736328
2018-04-17,29.940692901611328
2018-04-18,32.0297966003418
2018-04-19,32.2701301574707
2018-04-20,31.345752716064453
2018-04-23,31.308774948120117
2018-04-24,30.079345703125
2018-04-25,30.393638610839844
2018-04-26,30.153297424316406
2018-04-27,28.84992027282715
2018-04-30,29.071775436401367
2018-05-01,28.526390075683594
2018-05-02,28.970088958740234
2018-05-03,32.63063430786133
2018-05-04,36.12480163574219
2018-05-07,37.16934585571289
2018-05-08,38.851722717285156
2018-05-09,39.71139144897461
2018-05-10,39.424835205078125
2018-05-11,39.6651725769043
2018-05-14,40.58955764770508
2018-05-15,40.95930862426758
2018-05-16,39.95173645019531
2018-05-17,40.58955764770508
2018-05-18,40.552581787109375
2018-05-21,41.024017333984375
2018-05-22,40.29375076293945
2018-05-23,39.29541778564453
2018-05-24,39.16600799560547
2018-05-25,38.31557846069336
2018-05-29,39.91476058959961
2018-05-30,40.36771011352539
2018-05-31,40.72821807861328
2018-06-01,42.244197845458984
2018-06-04,42.08705520629883
2018-06-05,43.76942443847656
2018-06-06,43.1685791015625
2018-06-07,42.44755935668945
2018-06-08,40.80216598510742
2018-06-11,40.49711608886719
2018-06-12,39.88702392578125
2018-06-13,40.21055603027344
2018-06-14,40.65426254272461
2018-06-15,39.03659439086914
2018-06-18,38.68532943725586
2018-06-19,37.751705169677734
2018-06-20,38.010536193847656
2018-06-21,37.97356414794922
2018-06-22,38.66685104370117
2018-06-25,37.3172492980957
2018-06-26,38.500457763671875
2018-06-27,34.765960693359375
2018-06-28,35.44999694824219
2018-06-29,35.44999694824219
2018-07-02,35.403778076171875
2018-07-03,36.11555480957031
2018-07-05,36.83657455444336
2018-07-06,35.413028717041016
2018-07-09,36.1063117980957
2018-07-10,36.09706115722656
2018-07-11,36.161773681640625
2018-07-12,35.44999694824219
2018-07-13,36.457576751708984
2018-07-16,37.49288558959961
2018-07-17,37.742469787597656
2018-07-18,38.79625701904297
2018-07-19,38.87021255493164
2018-07-20,39.05508804321289
2018-07-23,38.26011657714844
2018-07-24,38.17692947387695
2018-07-25,37.760948181152344
2018-07-26,39.064327239990234
2018-07-27,37.87187957763672
2018-07-30,37.40968322753906
2018-07-31,38.48196792602539
2018-08-01,38.435752868652344
2018-08-02,42.872779846191406
2018-08-03,41.375274658203125
2018-08-06,41.33830642700195
2018-08-07,41.597129821777344
2018-08-08,40.99628448486328
2018-08-09,40.4046745300293
2018-08-10,40.145851135253906
2018-08-13,39.813079833984375
2018-08-14,40.145851135253906
2018-08-15,38.435752868652344
2018-08-16,38.60213851928711
2018-08-17,39.48029708862305
2018-08-20,39.72064208984375
2018-08-21,39.28617858886719
2018-08-22,38.65760040283203
2018-08-23,38.44499588012695
2018-08-24,38.37104034423828
2018-08-27,38.95340347290039
2018-08-28,38.07524108886719
2018-08-29,39.05508804321289
2018-08-30,38.73155975341797
2018-08-31,39.65593338012695
2018-09-04,40.21055603027344
2018-09-05,39.37862014770508
2018-09-06,40.80216598510742
2018-09-07,40.66350555419922
2018-09-10,42.4937858581543
2018-09-11,42.29965591430664
2018-09-12,43.464378356933594
2018-09-13,40.090389251708984
2018-09-14,38.25086975097656
2018-09-17,38.50969314575195
2018-09-18,38.759281158447266
2018-09-19,38.389530181884766
2018-09-20,39.064327239990234
2018-09-21,38.5281867980957
2018-09-24,38.97188949584961
2018-09-25,39.07357406616211
2018-09-26,38.1861686706543
2018-09-27,38.25086975097656
2018-09-28,37.72398376464844
2018-10-01,37.677757263183594
2018-10-02,37.844139099121094
2018-10-03,36.81808853149414
2018-10-04,36.55925369262695
2018-10-05,36.734893798828125
2018-10-08,37.43741989135742
2018-10-09,37.576080322265625
2018-10-10,35.81974792480469
2018-10-11,35.681087493896484
2018-10-12,35.42226791381836
2018-10-15,36.0693359375
2018-10-16,37.52061462402344
2018-10-17,37.400447845458984
2018-10-18,37.54833984375
2018-10-19,36.38362503051758
2018-10-22,36.642452239990234
2018-10-23,36.50379180908203
2018-10-24,34.09115982055664
2018-10-25,35.884456634521484
2018-10-26,36.39287185668945
2018-10-29,36.12480163574219
2018-10-30,36.09706115722656
2018-10-31,36.82733154296875
2018-11-01,34.79368591308594
2018-11-02,35.329833984375
2018-11-05,36.99371337890625
