Date,SEAT
2022-02-10,213.8000030517578
2022-02-11,213.60000610351562
2022-02-14,204.8000030517578
2022-02-15,213.1999969482422
2022-02-16,214.39999389648438
2022-02-17,220.0
2022-02-18,227.1999969482422
2022-02-22,220.39999389648438
2022-02-23,215.39999389648438
2022-02-24,227.39999389648438
2022-02-25,229.60000610351562
2022-02-28,233.60000610351562
2022-03-01,238.1999969482422
2022-03-02,246.1999969482422
2022-03-03,240.0
2022-03-04,223.1999969482422
2022-03-07,222.39999389648438
2022-03-08,220.39999389648438
2022-03-09,231.8000030517578
2022-03-10,210.39999389648438
2022-03-11,205.1999969482422
2022-03-14,213.60000610351562
2022-03-15,220.0
2022-03-16,225.60000610351562
2022-03-17,229.0
2022-03-18,227.8000030517578
2022-03-21,222.8000030517578
2022-03-22,229.8000030517578
2022-03-23,224.8000030517578
2022-03-24,224.39999389648438
2022-03-25,217.60000610351562
2022-03-28,218.8000030517578
2022-03-29,226.60000610351562
2022-03-30,223.60000610351562
2022-03-31,221.1999969482422
2022-04-01,230.0
2022-04-04,241.60000610351562
2022-04-05,234.0
2022-04-06,224.1999969482422
2022-04-07,209.1999969482422
2022-04-08,201.60000610351562
2022-04-11,196.0
2022-04-12,205.1999969482422
2022-04-13,212.8000030517578
2022-04-14,206.39999389648438
2022-04-18,201.60000610351562
2022-04-19,208.0
2022-04-20,202.0
2022-04-21,201.1999969482422
2022-04-22,197.60000610351562
2022-04-25,206.0
2022-04-26,200.60000610351562
2022-04-27,198.0
2022-04-28,203.0
2022-04-29,197.39999389648438
2022-05-02,205.60000610351562
2022-05-03,196.39999389648438
2022-05-04,201.39999389648438
2022-05-05,193.39999389648438
2022-05-06,186.60000610351562
2022-05-09,172.39999389648438
2022-05-10,152.0
2022-05-11,145.60000610351562
2022-05-12,154.1999969482422
2022-05-13,167.1999969482422
2022-05-16,160.0
2022-05-17,169.39999389648438
2022-05-18,155.8000030517578
2022-05-19,155.1999969482422
2022-05-20,156.60000610351562
2022-05-23,154.60000610351562
2022-05-24,149.1999969482422
2022-05-25,157.8000030517578
2022-05-26,177.60000610351562
2022-05-27,185.1999969482422
2022-05-31,182.60000610351562
2022-06-01,185.39999389648438
2022-06-02,184.60000610351562
2022-06-03,178.1999969482422
2022-06-06,179.60000610351562
2022-06-07,177.0
2022-06-08,185.60000610351562
2022-06-09,170.0
2022-06-10,168.0
2022-06-13,152.1999969482422
2022-06-14,151.0
2022-06-15,155.60000610351562
2022-06-16,147.0
2022-06-17,160.0
2022-06-21,164.60000610351562
2022-06-22,160.60000610351562
2022-06-23,163.0
2022-06-24,162.8000030517578
2022-06-27,158.39999389648438
2022-06-28,158.39999389648438
2022-06-29,151.39999389648438
2022-06-30,149.39999389648438
2022-07-01,154.60000610351562
2022-07-05,159.60000610351562
2022-07-06,151.60000610351562
2022-07-07,162.1999969482422
2022-07-08,162.1999969482422
2022-07-11,155.39999389648438
2022-07-12,157.60000610351562
2022-07-13,154.39999389648438
2022-07-14,149.1999969482422
2022-07-15,161.60000610351562
2022-07-18,162.8000030517578
2022-07-19,169.8000030517578
2022-07-20,170.60000610351562
2022-07-21,167.39999389648438
2022-07-22,162.1999969482422
2022-07-25,164.8000030517578
2022-07-26,160.60000610351562
2022-07-27,170.0
2022-07-28,171.60000610351562
2022-07-29,167.1999969482422
2022-08-01,167.8000030517578
2022-08-02,167.39999389648438
2022-08-03,167.8000030517578
2022-08-04,165.1999969482422
2022-08-05,170.60000610351562
2022-08-08,174.0
2022-08-09,174.0
2022-08-10,172.0
2022-08-11,185.1999969482422
2022-08-12,192.39999389648438
2022-08-15,194.0
2022-08-16,195.8000030517578
2022-08-17,190.8000030517578
2022-08-18,191.60000610351562
2022-08-19,184.8000030517578
2022-08-22,180.1999969482422
2022-08-23,181.8000030517578
2022-08-24,182.60000610351562
2022-08-25,185.0
2022-08-26,170.8000030517578
2022-08-29,161.39999389648438
2022-08-30,156.39999389648438
2022-08-31,161.8000030517578
2022-09-01,162.8000030517578
2022-09-02,165.1999969482422
2022-09-06,170.0
2022-09-07,175.0
2022-09-08,173.39999389648438
2022-09-09,178.8000030517578
2022-09-12,184.39999389648438
2022-09-13,176.60000610351562
2022-09-14,172.39999389648438
2022-09-15,169.39999389648438
2022-09-16,160.8000030517578
2022-09-19,159.8000030517578
2022-09-20,156.60000610351562
2022-09-21,155.1999969482422
2022-09-22,150.0
2022-09-23,148.0
2022-09-26,149.8000030517578
2022-09-27,151.8000030517578
2022-09-28,158.39999389648438
2022-09-29,151.8000030517578
2022-09-30,153.1999969482422
2022-10-03,156.8000030517578
2022-10-04,166.39999389648438
2022-10-05,163.60000610351562
2022-10-06,166.8000030517578
2022-10-07,162.1999969482422
2022-10-10,164.39999389648438
2022-10-11,153.1999969482422
2022-10-12,150.60000610351562
2022-10-13,149.8000030517578
2022-10-14,149.1999969482422
2022-10-17,153.60000610351562
2022-10-18,158.1999969482422
2022-10-19,155.8000030517578
2022-10-20,156.8000030517578
2022-10-21,161.60000610351562
2022-10-24,160.0
2022-10-25,164.1999969482422
2022-10-26,165.0
2022-10-27,165.8000030517578
2022-10-28,172.0
2022-10-31,164.0
2022-11-01,163.60000610351562
2022-11-02,160.39999389648438
2022-11-03,164.0
2022-11-04,166.0
2022-11-07,165.1999969482422
2022-11-08,164.60000610351562
2022-11-09,150.60000610351562
2022-11-10,164.39999389648438
2022-11-11,164.39999389648438
2022-11-14,164.39999389648438
2022-11-15,166.39999389648438
2022-11-16,162.0
2022-11-17,161.8000030517578
2022-11-18,160.0
2022-11-21,154.1999969482422
2022-11-22,148.1999969482422
2022-11-23,145.0
2022-11-25,149.1999969482422
2022-11-28,142.8000030517578
2022-11-29,145.39999389648438
2022-11-30,156.0
2022-12-01,165.39999389648438
2022-12-02,170.0
2022-12-05,165.39999389648438
2022-12-06,163.0
2022-12-07,161.39999389648438
2022-12-08,155.8000030517578
2022-12-09,145.60000610351562
2022-12-12,143.0
2022-12-13,149.8000030517578
2022-12-14,143.60000610351562
2022-12-15,142.1999969482422
2022-12-16,144.1999969482422
2022-12-19,142.1999969482422
2022-12-20,140.0
2022-12-21,140.1999969482422
2022-12-22,131.5
2022-12-23,134.39999389648438
2022-12-27,135.0
2022-12-28,135.39999389648438
2022-12-29,151.1999969482422
2022-12-30,146.0
2023-01-03,147.8000030517578
2023-01-04,153.39999389648438
2023-01-05,153.0
2023-01-06,155.39999389648438
2023-01-09,157.60000610351562
2023-01-10,161.39999389648438
2023-01-11,163.0
2023-01-12,166.0
2023-01-13,166.0
2023-01-17,164.1999969482422
2023-01-18,162.0
2023-01-19,157.60000610351562
2023-01-20,164.60000610351562
2023-01-23,165.39999389648438
2023-01-24,165.1999969482422
2023-01-25,166.1999969482422
2023-01-26,169.60000610351562
2023-01-27,171.39999389648438
2023-01-30,164.60000610351562
2023-01-31,170.1999969482422
2023-02-01,164.1999969482422
2023-02-02,171.8000030517578
2023-02-03,173.60000610351562
2023-02-06,169.8000030517578
2023-02-07,173.39999389648438
2023-02-08,174.60000610351562
2023-02-09,170.39999389648438
2023-02-10,169.8000030517578
2023-02-13,167.60000610351562
2023-02-14,168.60000610351562
2023-02-15,169.1999969482422
2023-02-16,165.39999389648438
2023-02-17,164.0
2023-02-21,158.60000610351562
2023-02-22,159.60000610351562
2023-02-23,159.8000030517578
2023-02-24,157.60000610351562
2023-02-27,155.60000610351562
2023-02-28,153.39999389648438
2023-03-01,151.39999389648438
2023-03-02,151.8000030517578
2023-03-03,143.8000030517578
2023-03-06,133.60000610351562
2023-03-07,157.6999969482422
2023-03-08,147.39999389648438
2023-03-09,143.1999969482422
2023-03-10,143.39999389648438
2023-03-13,142.1999969482422
2023-03-14,139.0
2023-03-15,137.1999969482422
2023-03-16,140.60000610351562
2023-03-17,135.0
2023-03-20,138.1999969482422
2023-03-21,143.1999969482422
2023-03-22,140.1999969482422
2023-03-23,144.60000610351562
2023-03-24,144.39999389648438
2023-03-27,144.0
2023-03-28,143.8000030517578
2023-03-29,143.0
2023-03-30,143.1999969482422
2023-03-31,152.60000610351562
2023-04-03,157.0
2023-04-04,162.0
2023-04-05,158.60000610351562
2023-04-06,160.1999969482422
2023-04-10,163.39999389648438
2023-04-11,165.0
2023-04-12,157.60000610351562
2023-04-13,154.0
2023-04-14,153.39999389648438
2023-04-17,150.60000610351562
2023-04-18,149.60000610351562
2023-04-19,148.6999969482422
2023-04-20,144.8000030517578
2023-04-21,145.0
2023-04-24,143.1999969482422
2023-04-25,139.8000030517578
2023-04-26,137.60000610351562
2023-04-27,140.1999969482422
2023-04-28,143.60000610351562
2023-05-01,145.0
2023-05-02,143.1999969482422
2023-05-03,142.0
2023-05-04,143.1999969482422
2023-05-05,148.0
2023-05-08,157.8000030517578
2023-05-09,175.8000030517578
2023-05-10,190.8000030517578
2023-05-11,192.0
2023-05-12,192.39999389648438
2023-05-15,190.39999389648438
2023-05-16,191.1999969482422
2023-05-17,164.5
2023-05-18,153.0
2023-05-19,153.39999389648438
2023-05-22,157.60000610351562
2023-05-23,156.39999389648438
2023-05-24,154.1999969482422
2023-05-25,150.39999389648438
2023-05-26,149.0
2023-05-30,148.8000030517578
2023-05-31,146.1999969482422
2023-06-01,148.0
2023-06-02,148.1999969482422
2023-06-05,147.39999389648438
2023-06-06,153.60000610351562
2023-06-07,156.8000030517578
2023-06-08,155.8000030517578
2023-06-09,157.39999389648438
2023-06-12,163.8000030517578
2023-06-13,165.8000030517578
2023-06-14,159.60000610351562
2023-06-15,158.1999969482422
2023-06-16,150.60000610351562
2023-06-20,146.1999969482422
2023-06-21,146.8000030517578
2023-06-22,148.0
2023-06-23,149.8000030517578
2023-06-26,156.0
2023-06-27,154.39999389648438
2023-06-28,159.8000030517578
2023-06-29,159.0
2023-06-30,158.39999389648438
2023-07-03,158.0
2023-07-05,156.39999389648438
2023-07-06,152.0
2023-07-07,151.1999969482422
2023-07-10,154.1999969482422
2023-07-11,159.0
2023-07-12,159.39999389648438
2023-07-13,162.1999969482422
2023-07-14,162.60000610351562
2023-07-17,168.0
2023-07-18,168.1999969482422
2023-07-19,167.0
2023-07-20,165.39999389648438
2023-07-21,166.39999389648438
2023-07-24,165.0
2023-07-25,163.8000030517578
2023-07-26,162.60000610351562
2023-07-27,162.39999389648438
2023-07-28,168.39999389648438
2023-07-31,166.60000610351562
2023-08-01,157.8000030517578
2023-08-02,152.0
2023-08-03,154.0
2023-08-04,155.39999389648438
2023-08-07,152.8000030517578
2023-08-08,141.60000610351562
2023-08-09,148.0
2023-08-10,149.0
2023-08-11,149.0
2023-08-14,150.60000610351562
2023-08-15,149.60000610351562
2023-08-16,148.8000030517578
2023-08-17,145.1999969482422
2023-08-18,146.0
2023-08-21,144.60000610351562
2023-08-22,145.1999969482422
2023-08-23,144.8000030517578
2023-08-24,144.0
2023-08-25,142.60000610351562
2023-08-28,141.8000030517578
2023-08-29,143.39999389648438
2023-08-30,145.0
2023-08-31,145.1999969482422
2023-09-01,146.60000610351562
2023-09-05,147.1999969482422
2023-09-06,145.0
2023-09-07,140.60000610351562
2023-09-08,138.39999389648438
2023-09-11,138.0
2023-09-12,133.8000030517578
2023-09-13,131.60000610351562
2023-09-14,134.1999969482422
2023-09-15,132.60000610351562
2023-09-18,130.0
2023-09-19,129.0
2023-09-20,125.4000015258789
2023-09-21,123.5999984741211
2023-09-22,122.80000305175781
2023-09-25,123.5999984741211
2023-09-26,125.4000015258789
2023-09-27,129.39999389648438
2023-09-28,128.60000610351562
2023-09-29,128.39999389648438
2023-10-02,126.4000015258789
2023-10-03,125.5999984741211
2023-10-04,128.0
2023-10-05,131.0
2023-10-06,132.0
2023-10-09,133.0
2023-10-10,132.8000030517578
2023-10-11,135.1999969482422
2023-10-12,131.60000610351562
2023-10-13,129.8000030517578
2023-10-16,131.60000610351562
2023-10-17,129.8000030517578
2023-10-18,124.80000305175781
2023-10-19,119.19999694824219
2023-10-20,119.5999984741211
2023-10-23,116.0
2023-10-24,119.19999694824219
2023-10-25,115.80000305175781
2023-10-26,113.5999984741211
2023-10-27,114.0
2023-10-30,117.4000015258789
2023-10-31,117.5999984741211
2023-11-01,114.5999984741211
2023-11-02,119.0
2023-11-03,124.19999694824219
2023-11-06,125.0
2023-11-07,144.8000030517578
2023-11-08,146.60000610351562
2023-11-09,148.1999969482422
2023-11-10,147.39999389648438
2023-11-13,152.0
2023-11-14,152.1999969482422
2023-11-15,153.39999389648438
2023-11-16,151.8000030517578
2023-11-17,154.0
2023-11-20,154.1999969482422
2023-11-21,152.60000610351562
2023-11-22,160.8000030517578
2023-11-24,159.8000030517578
2023-11-27,159.0
2023-11-28,161.39999389648438
2023-11-29,170.39999389648438
2023-11-30,165.39999389648438
2023-12-01,167.1999969482422
2023-12-04,168.8000030517578
2023-12-05,162.1999969482422
2023-12-06,162.8000030517578
2023-12-07,135.1999969482422
2023-12-08,141.0
2023-12-11,140.0
2023-12-12,138.0
2023-12-13,140.0
2023-12-14,138.0
2023-12-15,130.60000610351562
2023-12-18,128.8000030517578
2023-12-19,129.39999389648438
2023-12-20,126.80000305175781
2023-12-21,126.5999984741211
2023-12-22,125.4000015258789
2023-12-26,126.19999694824219
2023-12-27,125.0
2023-12-28,127.4000015258789
2023-12-29,126.4000015258789
2024-01-02,123.4000015258789
2024-01-03,127.0
2024-01-04,124.19999694824219
2024-01-05,122.4000015258789
2024-01-08,125.19999694824219
2024-01-09,122.19999694824219
2024-01-10,124.5999984741211
2024-01-11,120.5999984741211
2024-01-12,120.4000015258789
2024-01-16,117.4000015258789
2024-01-17,115.4000015258789
2024-01-18,116.0
2024-01-19,114.5999984741211
2024-01-22,121.4000015258789
2024-01-23,121.0
2024-01-24,117.0
2024-01-25,119.0
2024-01-26,118.4000015258789
2024-01-29,120.0
2024-01-30,117.19999694824219
2024-01-31,114.80000305175781
2024-02-01,114.5999984741211
2024-02-02,114.19999694824219
2024-02-05,109.19999694824219
2024-02-06,111.80000305175781
2024-02-07,109.80000305175781
2024-02-08,110.5999984741211
2024-02-09,117.5999984741211
2024-02-12,120.80000305175781
2024-02-13,118.19999694824219
2024-02-14,120.4000015258789
2024-02-15,123.80000305175781
2024-02-16,123.0
2024-02-20,125.5999984741211
2024-02-21,120.19999694824219
2024-02-22,119.0
2024-02-23,122.0
2024-02-26,118.5999984741211
2024-02-27,121.19999694824219
2024-02-28,120.5999984741211
2024-02-29,120.4000015258789
2024-03-01,122.19999694824219
2024-03-04,119.4000015258789
2024-03-05,107.0
2024-03-06,103.19999694824219
2024-03-07,109.5999984741211
2024-03-08,111.80000305175781
2024-03-11,115.5999984741211
2024-03-12,115.4000015258789
2024-03-13,119.19999694824219
2024-03-14,118.4000015258789
2024-03-15,116.80000305175781
2024-03-18,110.0
2024-03-19,108.19999694824219
2024-03-20,111.4000015258789
2024-03-21,112.19999694824219
2024-03-22,109.80000305175781
2024-03-25,111.19999694824219
2024-03-26,113.5999984741211
2024-03-27,116.80000305175781
2024-03-28,119.80000305175781
2024-04-01,120.4000015258789
2024-04-02,114.5999984741211
2024-04-03,114.80000305175781
2024-04-04,113.5999984741211
2024-04-05,113.4000015258789
2024-04-08,115.4000015258789
2024-04-09,118.0
2024-04-10,114.4000015258789
2024-04-11,115.80000305175781
2024-04-12,113.80000305175781
2024-04-15,111.0
2024-04-16,109.80000305175781
2024-04-17,111.80000305175781
2024-04-18,117.19999694824219
2024-04-19,117.80000305175781
2024-04-22,118.19999694824219
2024-04-23,116.5999984741211
2024-04-24,117.80000305175781
2024-04-25,118.5999984741211
2024-04-26,118.4000015258789
2024-04-29,112.0
2024-04-30,105.19999694824219
2024-05-01,103.80000305175781
2024-05-02,107.5999984741211
2024-05-03,109.80000305175781
2024-05-06,109.80000305175781
2024-05-07,108.19999694824219
2024-05-08,107.0
2024-05-09,109.0
2024-05-10,110.0
2024-05-13,108.80000305175781
2024-05-14,104.4000015258789
2024-05-15,103.4000015258789
2024-05-16,105.19999694824219
2024-05-17,103.4000015258789
2024-05-20,102.19999694824219
2024-05-21,100.19999694824219
2024-05-22,102.0
2024-05-23,102.4000015258789
2024-05-24,105.0
2024-05-28,97.19999694824219
2024-05-29,96.0
2024-05-30,97.0
2024-05-31,101.0
2024-06-03,104.4000015258789
2024-06-04,104.80000305175781
2024-06-05,104.4000015258789
2024-06-06,105.19999694824219
2024-06-07,104.4000015258789
2024-06-10,105.5999984741211
2024-06-11,108.0
2024-06-12,107.19999694824219
2024-06-13,105.0
2024-06-14,103.4000015258789
2024-06-17,108.5999984741211
2024-06-18,104.4000015258789
2024-06-20,105.5999984741211
2024-06-21,107.4000015258789
2024-06-24,107.4000015258789
2024-06-25,108.0
2024-06-26,110.4000015258789
2024-06-27,109.4000015258789
2024-06-28,115.0
2024-07-01,106.0
2024-07-02,106.0
2024-07-03,107.4000015258789
2024-07-05,106.80000305175781
2024-07-08,108.19999694824219
2024-07-09,109.80000305175781
2024-07-10,108.80000305175781
2024-07-11,111.19999694824219
2024-07-12,108.80000305175781
2024-07-15,109.0
2024-07-16,113.5999984741211
2024-07-17,109.0
2024-07-18,107.19999694824219
2024-07-19,105.5999984741211
2024-07-22,107.5999984741211
2024-07-23,106.19999694824219
2024-07-24,99.5999984741211
2024-07-25,96.19999694824219
2024-07-26,101.80000305175781
2024-07-29,99.5999984741211
2024-07-30,98.0
2024-07-31,97.5999984741211
2024-08-01,92.4000015258789
2024-08-02,87.5999984741211
2024-08-05,84.0
2024-08-06,85.80000305175781
2024-08-07,74.4000015258789
2024-08-08,77.0
2024-08-09,73.19999694824219
2024-08-12,75.19999694824219
2024-08-13,77.4000015258789
2024-08-14,73.4000015258789
2024-08-15,79.4000015258789
2024-08-16,86.19999694824219
2024-08-19,89.19999694824219
2024-08-20,91.0
2024-08-21,89.0
2024-08-22,87.80000305175781
2024-08-23,94.0
2024-08-26,93.4000015258789
2024-08-27,93.19999694824219
2024-08-28,91.19999694824219
2024-08-29,93.4000015258789
2024-08-30,93.0
2024-09-03,92.0
2024-09-04,92.5999984741211
2024-09-05,93.0
2024-09-06,92.4000015258789
2024-09-09,94.80000305175781
2024-09-10,84.0999984741211
2024-09-11,81.5
2024-09-12,79.19999694824219
2024-09-13,79.5999984741211
2024-09-16,81.4000015258789
2024-09-17,83.5999984741211
2024-09-18,82.19999694824219
2024-09-19,77.19999694824219
2024-09-20,73.80000305175781
2024-09-23,72.19999694824219
2024-09-24,75.80000305175781
2024-09-25,73.19999694824219
2024-09-26,71.5999984741211
2024-09-27,71.80000305175781
2024-09-30,74.0
2024-10-01,77.19999694824219
2024-10-02,71.5999984741211
2024-10-03,67.19999694824219
2024-10-04,71.0
2024-10-07,70.80000305175781
2024-10-08,71.4000015258789
2024-10-09,74.80000305175781
2024-10-10,75.4000015258789
2024-10-11,78.0
2024-10-14,77.5999984741211
2024-10-15,79.4000015258789
2024-10-16,80.4000015258789
2024-10-17,82.0
2024-10-18,82.80000305175781
2024-10-21,78.0
2024-10-22,79.0
2024-10-23,77.4000015258789
2024-10-24,78.80000305175781
2024-10-25,78.4000015258789
2024-10-28,79.0
2024-10-29,81.4000015258789
2024-10-30,82.4000015258789
2024-10-31,81.4000015258789
2024-11-01,82.5999984741211
2024-11-04,79.80000305175781
2024-11-05,80.19999694824219
2024-11-06,82.19999694824219
2024-11-07,74.80000305175781
2024-11-08,71.5
2024-11-11,77.4000015258789
2024-11-12,78.5999984741211
2024-11-13,75.19999694824219
2024-11-14,71.19999694824219
2024-11-15,70.80000305175781
2024-11-18,67.80000305175781
2024-11-19,72.80000305175781
2024-11-20,72.5999984741211
2024-11-21,72.19999694824219
2024-11-22,70.4000015258789
2024-11-25,72.0
2024-11-26,71.19999694824219
2024-11-27,69.19999694824219
2024-11-29,71.5999984741211
2024-12-02,69.0
2024-12-03,67.19999694824219
2024-12-04,67.19999694824219
2024-12-05,65.19999694824219
2024-12-06,67.5999984741211
2024-12-09,67.4000015258789
2024-12-10,71.0
2024-12-11,71.5999984741211
2024-12-12,67.4000015258789
2024-12-13,69.80000305175781
2024-12-16,70.19999694824219
2024-12-17,71.5999984741211
2024-12-18,67.80000305175781
2024-12-19,67.5999984741211
2024-12-20,70.4000015258789
2024-12-23,70.0
2024-12-24,74.19999694824219
2024-12-26,76.80000305175781
2024-12-27,75.80000305175781
2024-12-30,90.80000305175781
2024-12-31,92.5999984741211
2025-01-02,90.5999984741211
2025-01-03,91.9000015258789
2025-01-06,91.4000015258789
2025-01-07,93.19999694824219
2025-01-08,90.4000015258789
2025-01-10,87.80000305175781
2025-01-13,87.0
2025-01-14,92.80000305175781
2025-01-15,94.5999984741211
2025-01-16,97.0
2025-01-17,95.5999984741211
2025-01-21,93.80000305175781
2025-01-22,91.5999984741211
2025-01-23,94.4000015258789
2025-01-24,94.0
2025-01-27,91.0
2025-01-28,90.80000305175781
2025-01-29,87.19999694824219
2025-01-30,84.80000305175781
2025-01-31,86.0
2025-02-03,86.80000305175781
2025-02-04,90.5999984741211
2025-02-05,87.19999694824219
2025-02-06,86.4000015258789
2025-02-07,88.19999694824219
2025-02-10,87.5999984741211
2025-02-11,89.4000015258789
2025-02-12,88.19999694824219
2025-02-13,84.4000015258789
2025-02-14,87.0
2025-02-18,85.19999694824219
2025-02-19,86.0
2025-02-20,86.4000015258789
2025-02-21,86.5999984741211
2025-02-24,87.4000015258789
2025-02-25,85.80000305175781
2025-02-26,83.0
2025-02-27,80.5999984741211
2025-02-28,82.80000305175781
2025-03-03,83.19999694824219
2025-03-04,83.5999984741211
2025-03-05,83.0
2025-03-06,81.4000015258789
2025-03-07,79.5999984741211
2025-03-10,77.19999694824219
2025-03-11,75.4000015258789
2025-03-12,58.0
2025-03-13,56.20000076293945
2025-03-14,57.20000076293945
2025-03-17,53.599998474121094
2025-03-18,54.400001525878906
2025-03-19,57.599998474121094
2025-03-20,60.20000076293945
2025-03-21,56.20000076293945
2025-03-24,55.0
2025-03-25,57.20000076293945
2025-03-26,57.20000076293945
2025-03-27,59.400001525878906
2025-03-28,58.599998474121094
2025-03-31,59.20000076293945
2025-04-01,57.79999923706055
2025-04-02,61.20000076293945
2025-04-03,55.29999923706055
2025-04-04,51.400001525878906
2025-04-07,49.79999923706055
2025-04-08,49.0
2025-04-09,55.79999923706055
2025-04-10,54.20000076293945
2025-04-11,56.599998474121094
2025-04-14,57.20000076293945
2025-04-15,55.20000076293945
2025-04-16,48.400001525878906
2025-04-17,46.099998474121094
2025-04-21,48.599998474121094
2025-04-22,50.0
2025-04-23,52.599998474121094
2025-04-24,54.0
2025-04-25,54.20000076293945
2025-04-28,55.0
2025-04-29,59.0
2025-04-30,56.20000076293945
2025-05-01,53.599998474121094
2025-05-02,54.20000076293945
2025-05-05,55.79999923706055
2025-05-06,34.70000076293945
2025-05-07,35.20000076293945
2025-05-08,36.599998474121094
2025-05-09,35.79999923706055
2025-05-12,39.599998474121094
2025-05-13,41.599998474121094
2025-05-14,44.599998474121094
2025-05-15,39.20000076293945
2025-05-16,39.20000076293945
2025-05-19,38.400001525878906
2025-05-20,39.400001525878906
2025-05-21,37.400001525878906
2025-05-22,37.0
2025-05-23,36.20000076293945
2025-05-27,37.0
2025-05-28,34.79999923706055
2025-05-29,32.79999923706055
2025-05-30,31.200000762939453
2025-06-02,29.600000381469727
2025-06-03,30.399999618530273
2025-06-04,30.600000381469727
2025-06-05,32.79999923706055
2025-06-06,34.400001525878906
2025-06-09,36.20000076293945
2025-06-10,36.400001525878906
2025-06-11,35.79999923706055
2025-06-12,36.0
2025-06-13,35.79999923706055
2025-06-16,37.0
2025-06-17,38.400001525878906
2025-06-18,38.79999923706055
2025-06-20,38.20000076293945
2025-06-23,37.0
2025-06-24,33.20000076293945
2025-06-25,32.70000076293945
2025-06-26,32.20000076293945
2025-06-27,32.0
2025-06-30,33.79999923706055
2025-07-01,37.79999923706055
2025-07-02,37.599998474121094
2025-07-03,37.20000076293945
2025-07-07,39.400001525878906
2025-07-08,38.400001525878906
2025-07-09,36.79999923706055
2025-07-10,37.0
2025-07-11,36.20000076293945
2025-07-14,35.20000076293945
2025-07-15,34.0
2025-07-16,33.79999923706055
2025-07-17,34.0
2025-07-18,32.599998474121094
2025-07-21,33.20000076293945
2025-07-22,37.599998474121094
2025-07-23,37.400001525878906
2025-07-24,35.20000076293945
2025-07-25,34.0
2025-07-28,34.599998474121094
2025-07-29,32.400001525878906
2025-07-30,31.0
2025-07-31,31.0
2025-08-01,29.0
2025-08-04,26.299999237060547
2025-08-05,20.399999618530273
2025-08-06,25.68000030517578
2025-08-07,17.93000030517578
2025-08-08,16.760000228881836
2025-08-11,17.325000762939453
2025-08-12,17.510000228881836
2025-08-13,18.18000030517578
2025-08-14,17.469999313354492
2025-08-15,17.329999923706055
2025-08-18,16.729999542236328
2025-08-19,16.489999771118164
2025-08-20,16.020000457763672
2025-08-21,15.699999809265137
2025-08-22,16.979999542236328
2025-08-25,16.950000762939453
2025-08-26,16.760000228881836
2025-08-27,17.350000381469727
2025-08-28,16.969999313354492
2025-08-29,17.75
2025-09-02,16.549999237060547
2025-09-03,15.475000381469727
2025-09-04,15.4399995803833
2025-09-05,15.9399995803833
2025-09-08,16.18000030517578
2025-09-09,15.770000457763672
2025-09-10,14.90999984741211
2025-09-11,17.329999923706055
2025-09-12,17.020000457763672
2025-09-15,16.940000534057617
2025-09-16,17.059999465942383
2025-09-17,16.979999542236328
2025-09-18,17.329999923706055
2025-09-19,16.110000610351562
