Date,BOH
2010-01-04,26.679906845092773
2010-01-05,26.6175537109375
2010-01-06,26.725269317626953
2010-01-07,27.382919311523438
2010-01-08,27.706066131591797
2010-01-11,27.63802719116211
2010-01-12,27.575685501098633
2010-01-13,28.006547927856445
2010-01-14,28.006547927856445
2010-01-15,27.467947006225586
2010-01-19,27.723073959350586
2010-01-20,27.581348419189453
2010-01-21,28.187946319580078
2010-01-22,27.82512855529785
2010-01-25,26.16400146484375
2010-01-26,25.466678619384766
2010-01-27,25.857860565185547
2010-01-28,26.084636688232422
2010-01-29,25.784156799316406
2010-02-01,25.903213500976562
2010-02-02,25.784156799316406
2010-02-03,24.701316833496094
2010-02-04,24.57658576965332
2010-02-05,24.70699119567871
2010-02-08,24.44620704650879
2010-02-09,24.355485916137695
2010-02-10,24.514232635498047
2010-02-11,24.531234741210938
2010-02-12,24.355485916137695
2010-02-16,24.78635597229004
2010-02-17,24.67296600341797
2010-02-18,24.64461898803711
2010-02-19,24.684314727783203
2010-02-22,24.871400833129883
2010-02-23,24.37816047668457
2010-02-24,24.75056266784668
2010-02-25,24.412540435791016
2010-02-26,24.183361053466797
2010-03-01,24.252120971679688
2010-03-02,24.527124404907227
2010-03-03,24.297950744628906
2010-03-04,24.45264434814453
2010-03-05,24.790672302246094
2010-03-08,24.56723403930664
2010-03-09,24.527124404907227
2010-03-10,24.813596725463867
2010-03-11,24.762025833129883
2010-03-12,25.323501586914062
2010-03-15,25.323501586914062
2010-03-16,25.443815231323242
2010-03-17,25.87923812866211
2010-03-18,25.959455490112305
2010-03-19,25.695905685424805
2010-03-22,25.80476951599121
2010-03-23,25.73027229309082
2010-03-24,25.63861656188965
2010-03-25,25.91362190246582
2010-03-26,25.827674865722656
2010-03-29,25.632884979248047
2010-03-30,25.541221618652344
2010-03-31,25.753198623657227
2010-04-01,26.022464752197266
2010-04-05,26.200075149536133
2010-04-06,26.744361877441406
2010-04-07,26.784456253051758
2010-04-08,26.83031463623047
2010-04-09,27.122495651245117
2010-04-12,27.294384002685547
2010-04-13,27.042293548583984
2010-04-14,27.964712142944336
2010-04-15,28.096485137939453
2010-04-16,27.84438705444336
2010-04-19,29.173582077026367
2010-04-20,30.004337310791016
2010-04-21,30.313720703125
2010-04-22,30.628829956054688
2010-04-23,30.668928146362305
2010-04-26,30.044448852539062
2010-04-27,29.637662887573242
2010-04-28,29.775169372558594
2010-04-29,30.44548797607422
2010-04-30,30.29653549194336
2010-05-03,30.376737594604492
2010-05-04,29.631935119628906
2010-05-05,29.8668270111084
2010-05-06,29.419946670532227
2010-05-07,29.024629592895508
2010-05-10,30.0559024810791
2010-05-11,29.975688934326172
2010-05-12,30.617366790771484
2010-05-13,30.26787757873535
2010-05-14,28.973058700561523
2010-05-17,29.11629295349121
2010-05-18,28.279823303222656
2010-05-19,27.82147216796875
2010-05-20,26.784456253051758
2010-05-21,26.950626373291016
2010-05-24,26.750097274780273
2010-05-25,26.738630294799805
2010-05-26,27.59482192993164
2010-05-27,28.213838577270508
2010-05-28,27.785737991333008
2010-06-01,27.259296417236328
2010-06-02,27.930355072021484
2010-06-03,27.687379837036133
2010-06-04,26.40887451171875
2010-06-07,26.43203353881836
2010-06-08,26.709720611572266
2010-06-09,26.750207901000977
2010-06-10,27.461769104003906
2010-06-11,27.565902709960938
2010-06-14,27.311359405517578
2010-06-15,27.814659118652344
2010-06-16,28.005577087402344
2010-06-17,28.017147064208984
2010-06-18,28.40473175048828
2010-06-21,28.84439468383789
2010-06-22,28.659284591674805
2010-06-23,28.208053588867188
2010-06-24,27.8783016204834
2010-06-25,28.155981063842773
2010-06-28,28.798124313354492
2010-06-29,28.21961784362793
2010-06-30,27.97085952758789
2010-07-01,27.294004440307617
2010-07-02,26.9758243560791
2010-07-06,27.085744857788086
2010-07-07,28.07500648498535
2010-07-08,28.190683364868164
2010-07-09,28.532012939453125
2010-07-12,28.27168083190918
2010-07-13,29.070018768310547
2010-07-14,28.954315185546875
2010-07-15,29.174152374267578
2010-07-16,28.236967086791992
2010-07-19,28.155981063842773
2010-07-20,28.242752075195312
2010-07-21,27.55433464050293
2010-07-22,28.809690475463867
2010-07-23,29.405542373657227
2010-07-26,29.093168258666992
2010-07-27,28.91961097717285
2010-07-28,28.87910270690918
2010-07-29,28.855976104736328
2010-07-30,28.815492630004883
2010-08-02,29.388200759887695
2010-08-03,28.88490104675293
2010-08-04,29.21465301513672
2010-08-05,29.174152374267578
2010-08-06,28.80391502380371
2010-08-09,29.11630630493164
2010-08-10,29.25514793395996
2010-08-11,28.046064376831055
2010-08-12,27.976646423339844
2010-08-13,27.490692138671875
2010-08-16,27.606399536132812
2010-08-17,27.8783016204834
2010-08-18,28.086559295654297
2010-08-19,27.502267837524414
2010-08-20,26.97003173828125
2010-08-23,26.92375946044922
2010-08-24,26.368385314941406
2010-08-25,26.327890396118164
2010-08-26,26.084924697875977
2010-08-27,26.499797821044922
2010-08-30,25.77522087097168
2010-08-31,26.096609115600586
2010-09-01,26.908843994140625
2010-09-02,27.10751724243164
2010-09-03,27.33540153503418
2010-09-07,26.821191787719727
2010-09-08,27.025707244873047
2010-09-09,27.154260635375977
2010-09-10,27.3178768157959
2010-09-13,27.686010360717773
2010-09-14,26.780282974243164
2010-09-15,26.657573699951172
2010-09-16,26.675106048583984
2010-09-17,26.862092971801758
2010-09-20,27.247760772705078
2010-09-21,26.534868240356445
2010-09-22,26.155038833618164
2010-09-23,25.746007919311523
2010-09-24,26.359573364257812
2010-09-27,25.938831329345703
2010-09-28,26.020645141601562
2010-09-29,26.125825881958008
2010-09-30,26.248538970947266
2010-10-01,26.084924697875977
2010-10-04,26.00311279296875
2010-10-05,26.534868240356445
2010-10-06,26.79782485961914
2010-10-07,26.30112075805664
2010-10-08,26.470582962036133
2010-10-11,26.5173282623291
2010-10-12,26.569921493530273
2010-10-13,26.856245040893555
2010-10-14,26.365407943725586
2010-10-15,26.534868240356445
2010-10-18,26.949758529663086
2010-10-19,27.019865036010742
2010-10-20,27.463958740234375
2010-10-21,27.189319610595703
2010-10-22,27.08998680114746
2010-10-25,25.60576057434082
2010-10-26,25.35450553894043
2010-10-27,25.453834533691406
2010-10-28,25.32527732849121
2010-10-29,25.23762321472168
2010-11-01,25.407079696655273
2010-11-02,25.395395278930664
2010-11-03,25.868722915649414
2010-11-04,26.2952823638916
2010-11-05,26.54654884338379
2010-11-08,26.330347061157227
2010-11-09,26.35371971130371
2010-11-10,26.56407928466797
2010-11-11,26.441373825073242
2010-11-12,25.997264862060547
2010-11-15,26.54070281982422
2010-11-16,26.30112075805664
2010-11-17,25.9797420501709
2010-11-18,26.17841339111328
2010-11-19,26.266071319580078
2010-11-22,26.096609115600586
2010-11-23,26.00311279296875
2010-11-24,26.2952823638916
2010-11-26,25.947036743164062
2010-11-29,25.976552963256836
2010-11-30,25.557477951049805
2010-12-01,26.047374725341797
2010-12-02,26.49007225036621
2010-12-03,26.549089431762695
