Date,ONIT
2012-01-24,213.0
2012-01-25,211.8000030517578
2012-01-26,206.25
2012-01-27,209.39999389648438
2012-01-30,215.39999389648438
2012-01-31,215.85000610351562
2012-02-01,222.60000610351562
2012-02-02,224.85000610351562
2012-02-03,227.6999969482422
2012-02-06,225.0
2012-02-07,226.35000610351562
2012-02-08,229.0500030517578
2012-02-09,229.0500030517578
2012-02-10,225.75
2012-02-13,234.14999389648438
2012-02-14,231.89999389648438
2012-02-15,230.85000610351562
2012-02-16,234.0
2012-02-17,235.35000610351562
2012-02-21,237.0
2012-02-22,236.25
2012-02-23,235.1999969482422
2012-02-24,232.35000610351562
2012-02-27,243.14999389648438
2012-02-28,241.9499969482422
2012-02-29,241.64999389648438
2012-03-01,243.75
2012-03-02,243.14999389648438
2012-03-05,242.5500030517578
2012-03-06,238.8000030517578
2012-03-07,241.0500030517578
2012-03-08,245.6999969482422
2012-03-09,248.10000610351562
2012-03-12,246.4499969482422
2012-03-13,253.5
2012-03-14,244.1999969482422
2012-03-15,243.14999389648438
2012-03-16,238.9499969482422
2012-03-19,241.5
2012-03-20,240.0
2012-03-21,243.14999389648438
2012-03-22,237.4499969482422
2012-03-23,238.35000610351562
2012-03-26,241.1999969482422
2012-03-27,236.25
2012-03-28,237.0
2012-03-29,233.6999969482422
2012-03-30,234.4499969482422
2012-04-02,237.75
2012-04-03,234.89999389648438
2012-04-04,230.10000610351562
2012-04-05,227.25
2012-04-09,223.9499969482422
2012-04-10,219.89999389648438
2012-04-11,224.25
2012-04-12,225.0
2012-04-13,222.0
2012-04-16,223.1999969482422
2012-04-17,224.6999969482422
2012-04-18,221.39999389648438
2012-04-19,221.39999389648438
2012-04-20,221.25
2012-04-23,220.64999389648438
2012-04-24,220.64999389648438
2012-04-25,223.0500030517578
2012-04-26,221.25
2012-04-27,220.35000610351562
2012-04-30,223.64999389648438
2012-05-01,220.5
2012-05-02,219.3000030517578
2012-05-03,227.10000610351562
2012-05-04,225.0
2012-05-07,227.85000610351562
2012-05-08,226.0500030517578
2012-05-09,232.8000030517578
2012-05-10,235.9499969482422
2012-05-11,232.0500030517578
2012-05-14,228.4499969482422
2012-05-15,231.3000030517578
2012-05-16,226.8000030517578
2012-05-17,222.75
2012-05-18,218.10000610351562
2012-05-21,223.35000610351562
2012-05-22,225.14999389648438
2012-05-23,238.0500030517578
2012-05-24,238.5
2012-05-25,238.0500030517578
2012-05-29,241.35000610351562
2012-05-30,240.89999389648438
2012-05-31,240.4499969482422
2012-06-01,238.0500030517578
2012-06-04,237.89999389648438
2012-06-05,249.4499969482422
2012-06-06,251.25
2012-06-07,250.8000030517578
2012-06-08,258.75
2012-06-11,252.4499969482422
2012-06-12,254.5500030517578
2012-06-13,254.10000610351562
2012-06-14,262.04998779296875
2012-06-15,265.04998779296875
2012-06-18,266.25
2012-06-19,270.29998779296875
2012-06-20,271.6499938964844
2012-06-21,271.5
2012-06-22,265.6499938964844
2012-06-25,266.1000061035156
2012-06-26,274.79998779296875
2012-06-27,273.1499938964844
2012-06-28,275.70001220703125
2012-06-29,281.70001220703125
2012-07-02,284.8500061035156
2012-07-03,285.0
2012-07-05,289.3500061035156
2012-07-06,289.79998779296875
2012-07-09,291.45001220703125
2012-07-10,287.54998779296875
2012-07-11,284.1000061035156
2012-07-12,286.04998779296875
2012-07-13,293.8500061035156
2012-07-16,294.45001220703125
2012-07-17,293.25
2012-07-18,294.8999938964844
2012-07-19,289.3500061035156
2012-07-20,287.8500061035156
2012-07-23,294.45001220703125
2012-07-24,285.6000061035156
2012-07-25,285.45001220703125
2012-07-26,285.75
2012-07-27,297.75
2012-07-30,293.3999938964844
2012-07-31,296.3999938964844
2012-08-01,289.3500061035156
2012-08-02,322.5
2012-08-03,333.29998779296875
2012-08-06,331.79998779296875
2012-08-07,342.29998779296875
2012-08-08,350.8500061035156
2012-08-09,348.75
2012-08-10,352.04998779296875
2012-08-13,355.6499938964844
2012-08-14,361.6499938964844
2012-08-15,361.3500061035156
2012-08-16,365.54998779296875
2012-08-17,373.95001220703125
2012-08-20,379.3500061035156
2012-08-21,365.70001220703125
2012-08-22,366.75
2012-08-23,363.0
2012-08-24,364.79998779296875
2012-08-27,371.25
2012-08-28,372.45001220703125
2012-08-29,387.1499938964844
2012-08-30,382.79998779296875
2012-08-31,385.95001220703125
2012-09-04,391.20001220703125
2012-09-05,391.3500061035156
2012-09-06,393.8999938964844
2012-09-07,393.6000061035156
2012-09-10,393.45001220703125
2012-09-11,402.45001220703125
2012-09-12,404.70001220703125
2012-09-13,411.45001220703125
2012-09-14,409.5
2012-09-17,413.8500061035156
2012-09-18,410.54998779296875
2012-09-19,413.25
2012-09-20,418.04998779296875
2012-09-21,421.5
2012-09-24,418.5
2012-09-25,414.45001220703125
2012-09-26,411.6000061035156
2012-09-27,416.3999938964844
2012-09-28,411.1499938964844
2012-10-01,429.6000061035156
2012-10-02,434.3999938964844
2012-10-03,523.2000122070312
2012-10-04,555.5999755859375
2012-10-05,551.25
2012-10-08,544.2000122070312
2012-10-09,532.9500122070312
2012-10-10,531.9000244140625
2012-10-11,529.3499755859375
2012-10-12,531.1500244140625
2012-10-15,535.5
2012-10-16,546.5999755859375
2012-10-17,549.9000244140625
2012-10-18,540.9000244140625
2012-10-19,535.5
2012-10-22,552.2999877929688
2012-10-23,543.0
2012-10-24,566.25
2012-10-25,563.8499755859375
2012-10-26,582.0
2012-10-31,578.5499877929688
2012-11-01,534.0
2012-11-02,525.1500244140625
2012-11-05,494.25
2012-11-06,505.5
2012-11-07,535.6500244140625
2012-11-08,530.5499877929688
2012-11-09,529.2000122070312
2012-11-12,517.7999877929688
2012-11-13,518.8499755859375
2012-11-14,497.25
2012-11-15,498.8999938964844
2012-11-16,513.1500244140625
2012-11-19,517.9500122070312
2012-11-20,515.7000122070312
2012-11-21,516.1500244140625
2012-11-23,518.0999755859375
2012-11-26,516.1500244140625
2012-11-27,508.6499938964844
2012-11-28,519.9000244140625
2012-11-29,542.25
2012-11-30,537.9000244140625
2012-12-03,536.7000122070312
2012-12-04,529.2000122070312
2012-12-05,516.1500244140625
2012-12-06,522.2999877929688
2012-12-07,518.25
2012-12-10,529.3499755859375
2012-12-11,523.9500122070312
2012-12-12,530.5499877929688
2012-12-13,527.4000244140625
2012-12-14,517.5
2012-12-17,524.0999755859375
2012-12-18,530.0999755859375
2012-12-19,523.3499755859375
2012-12-20,519.2999877929688
2012-12-21,515.8499755859375
2012-12-24,512.8499755859375
2012-12-26,505.20001220703125
2012-12-27,504.29998779296875
2012-12-28,504.45001220703125
2012-12-31,518.8499755859375
2013-01-02,536.25
2013-01-03,520.2000122070312
2013-01-04,523.3499755859375
2013-01-07,551.5499877929688
2013-01-08,559.2000122070312
2013-01-09,560.4000244140625
2013-01-10,580.0499877929688
2013-01-11,573.2999877929688
2013-01-14,582.75
2013-01-15,584.25
2013-01-16,575.8499755859375
2013-01-17,574.2000122070312
2013-01-18,569.5499877929688
2013-01-22,566.5499877929688
2013-01-23,560.25
2013-01-24,549.5999755859375
2013-01-25,559.9500122070312
2013-01-28,556.9500122070312
2013-01-29,568.0499877929688
2013-01-30,565.5
2013-01-31,584.5499877929688
2013-02-01,595.3499755859375
2013-02-04,589.6500244140625
2013-02-05,613.7999877929688
2013-02-06,619.0499877929688
2013-02-07,612.0
2013-02-08,614.5499877929688
2013-02-11,614.4000244140625
2013-02-12,619.7999877929688
2013-02-13,621.1500244140625
2013-02-14,615.4500122070312
2013-02-15,608.4000244140625
2013-02-19,603.2999877929688
2013-02-20,580.9500122070312
2013-02-21,571.2000122070312
2013-02-22,562.7999877929688
2013-02-25,544.2000122070312
2013-02-26,560.4000244140625
2013-02-27,566.8499755859375
2013-02-28,591.2999877929688
2013-03-01,600.9000244140625
2013-03-04,610.7999877929688
2013-03-05,622.0499877929688
2013-03-06,621.0
2013-03-07,611.8499755859375
2013-03-08,606.2999877929688
2013-03-11,606.9000244140625
2013-03-12,605.0999755859375
2013-03-13,606.1500244140625
2013-03-14,609.9000244140625
2013-03-15,591.5999755859375
2013-03-18,581.8499755859375
2013-03-19,543.1500244140625
2013-03-20,549.9000244140625
2013-03-21,534.4500122070312
2013-03-22,524.8499755859375
2013-03-25,537.2999877929688
2013-03-26,553.7999877929688
2013-03-27,570.0
2013-03-28,568.7999877929688
2013-04-01,564.4500122070312
2013-04-02,556.9500122070312
2013-04-03,539.25
2013-04-04,552.75
2013-04-05,550.5
2013-04-08,558.75
2013-04-09,557.5499877929688
2013-04-10,565.3499755859375
2013-04-11,570.5999755859375
2013-04-12,556.3499755859375
2013-04-15,539.7000122070312
2013-04-16,542.25
2013-04-17,528.2999877929688
2013-04-18,518.7000122070312
2013-04-19,519.75
2013-04-22,531.1500244140625
2013-04-23,547.7999877929688
2013-04-24,552.1500244140625
2013-04-25,558.2999877929688
2013-04-26,545.25
2013-04-29,553.0499877929688
2013-04-30,548.7000122070312
2013-05-01,546.9000244140625
2013-05-02,556.7999877929688
2013-05-03,557.8499755859375
2013-05-06,568.6500244140625
2013-05-07,586.7999877929688
2013-05-08,596.4000244140625
2013-05-09,614.7000122070312
2013-05-10,636.0
2013-05-13,637.3499755859375
2013-05-14,645.0
2013-05-15,641.8499755859375
2013-05-16,659.7000122070312
2013-05-17,663.75
2013-05-20,664.5
2013-05-21,652.9500122070312
2013-05-22,624.0
2013-05-23,615.1500244140625
2013-05-24,617.25
2013-05-28,627.4500122070312
2013-05-29,622.9500122070312
2013-05-30,650.25
2013-05-31,641.7000122070312
2013-06-03,644.8499755859375
2013-06-04,641.4000244140625
2013-06-05,631.6500244140625
2013-06-06,644.25
2013-06-07,658.7999877929688
2013-06-10,657.9000244140625
2013-06-11,680.4000244140625
2013-06-12,662.4000244140625
2013-06-13,686.0999755859375
2013-06-14,683.8499755859375
2013-06-17,672.75
2013-06-18,676.7999877929688
2013-06-19,669.5999755859375
2013-06-20,635.0999755859375
2013-06-21,622.6500244140625
2013-06-24,609.75
2013-06-25,614.4000244140625
2013-06-26,628.7999877929688
2013-06-27,637.0499877929688
2013-06-28,618.2999877929688
2013-07-01,629.5499877929688
2013-07-02,617.25
2013-07-03,635.4000244140625
2013-07-05,656.0999755859375
2013-07-08,643.0499877929688
2013-07-09,648.9000244140625
2013-07-10,644.7000122070312
2013-07-11,649.2000122070312
2013-07-12,677.7000122070312
2013-07-15,688.5
2013-07-16,673.9500122070312
2013-07-17,680.7000122070312
2013-07-18,682.5
2013-07-19,687.0
2013-07-22,685.3499755859375
2013-07-23,670.2000122070312
2013-07-24,673.5
2013-07-25,691.0499877929688
2013-07-26,712.7999877929688
2013-07-29,707.0999755859375
2013-07-30,713.25
2013-07-31,714.2999877929688
2013-08-01,766.6500244140625
2013-08-02,765.2999877929688
2013-08-05,756.4500122070312
2013-08-06,753.5999755859375
2013-08-07,757.6500244140625
2013-08-08,777.0
2013-08-09,778.5
2013-08-12,776.25
2013-08-13,770.25
2013-08-14,764.0999755859375
2013-08-15,753.4500122070312
2013-08-16,771.2999877929688
2013-08-19,752.8499755859375
2013-08-20,764.4000244140625
2013-08-21,756.9000244140625
2013-08-22,759.9000244140625
2013-08-23,764.5499877929688
2013-08-26,780.9000244140625
2013-08-27,747.0
2013-08-28,758.7000122070312
2013-08-29,757.0499877929688
2013-08-30,756.5999755859375
2013-09-03,784.7999877929688
2013-09-04,795.0
2013-09-05,796.7999877929688
2013-09-06,817.3499755859375
2013-09-09,822.4500122070312
2013-09-10,854.4000244140625
2013-09-11,837.4500122070312
2013-09-12,825.0
2013-09-13,829.3499755859375
2013-09-16,843.5999755859375
2013-09-17,845.0999755859375
2013-09-18,848.4000244140625
2013-09-19,870.9000244140625
2013-09-20,858.1500244140625
2013-09-23,852.1500244140625
2013-09-24,854.4000244140625
2013-09-25,846.4500122070312
2013-09-26,855.0
2013-09-27,854.5499877929688
2013-09-30,836.5499877929688
2013-10-01,838.9500122070312
2013-10-02,828.1500244140625
2013-10-03,812.0999755859375
2013-10-04,813.9000244140625
2013-10-07,803.8499755859375
2013-10-08,788.5499877929688
2013-10-09,792.5999755859375
2013-10-10,819.75
2013-10-11,815.4000244140625
2013-10-14,826.3499755859375
2013-10-15,825.4500122070312
2013-10-16,838.6500244140625
2013-10-17,843.0
2013-10-18,847.9500122070312
2013-10-21,842.25
2013-10-22,835.3499755859375
2013-10-23,844.9500122070312
2013-10-24,870.0
2013-10-25,899.5499877929688
2013-10-28,891.0
2013-10-29,880.0499877929688
2013-10-30,885.75
2013-10-31,843.4500122070312
2013-11-01,800.4000244140625
2013-11-04,789.2999877929688
2013-11-05,768.9000244140625
2013-11-06,764.7000122070312
2013-11-07,749.0999755859375
2013-11-08,748.6500244140625
2013-11-11,772.9500122070312
2013-11-12,760.6500244140625
2013-11-13,769.2000122070312
2013-11-14,785.4000244140625
2013-11-15,788.4000244140625
2013-11-18,775.7999877929688
2013-11-19,800.0999755859375
2013-11-20,802.2000122070312
2013-11-21,803.5499877929688
2013-11-22,825.0
2013-11-25,829.7999877929688
2013-11-26,829.3499755859375
2013-11-27,837.2999877929688
2013-11-29,849.9000244140625
2013-12-02,837.75
2013-12-03,836.25
2013-12-04,854.7000122070312
2013-12-05,857.4000244140625
2013-12-06,855.0
