Date,ONIT
2010-01-04,147.89999389648438
2010-01-05,147.89999389648438
2010-01-06,144.75
2010-01-07,146.39999389648438
2010-01-08,149.10000610351562
2010-01-11,150.89999389648438
2010-01-12,153.4499969482422
2010-01-13,154.8000030517578
2010-01-14,156.14999389648438
2010-01-15,155.39999389648438
2010-01-19,156.0
2010-01-20,156.3000030517578
2010-01-21,153.4499969482422
2010-01-22,143.6999969482422
2010-01-25,140.85000610351562
2010-01-26,136.0500030517578
2010-01-27,136.9499969482422
2010-01-28,137.25
2010-01-29,137.39999389648438
2010-02-01,140.6999969482422
2010-02-02,139.5
2010-02-03,140.39999389648438
2010-02-04,136.35000610351562
2010-02-05,136.5
2010-02-08,137.5500030517578
2010-02-09,141.60000610351562
2010-02-10,143.10000610351562
2010-02-11,150.0
2010-02-12,154.5
2010-02-16,153.60000610351562
2010-02-17,156.14999389648438
2010-02-18,159.60000610351562
2010-02-19,162.3000030517578
2010-02-22,161.5500030517578
2010-02-23,160.1999969482422
2010-02-24,162.4499969482422
2010-02-25,163.9499969482422
2010-02-26,162.14999389648438
2010-03-01,167.5500030517578
2010-03-02,168.60000610351562
2010-03-03,163.1999969482422
2010-03-04,156.89999389648438
2010-03-05,158.6999969482422
2010-03-08,157.9499969482422
2010-03-09,156.60000610351562
2010-03-10,156.3000030517578
2010-03-11,164.39999389648438
2010-03-12,163.64999389648438
2010-03-15,163.8000030517578
2010-03-16,164.5500030517578
2010-03-17,170.39999389648438
2010-03-18,166.0500030517578
2010-03-19,165.60000610351562
2010-03-22,165.75
2010-03-23,165.75
2010-03-24,165.0
2010-03-25,165.3000030517578
2010-03-26,164.25
2010-03-29,163.35000610351562
2010-03-30,165.60000610351562
2010-03-31,166.35000610351562
2010-04-01,169.35000610351562
2010-04-05,168.0
2010-04-06,186.75
2010-04-07,185.10000610351562
2010-04-08,184.8000030517578
2010-04-09,184.5
2010-04-12,183.0
2010-04-13,180.0
2010-04-14,183.14999389648438
2010-04-15,184.1999969482422
2010-04-16,181.9499969482422
2010-04-19,177.4499969482422
2010-04-20,180.0
2010-04-21,181.1999969482422
2010-04-22,182.25
2010-04-23,183.4499969482422
2010-04-26,181.5
2010-04-27,176.39999389648438
2010-04-28,178.9499969482422
2010-04-29,175.9499969482422
2010-04-30,173.25
2010-05-03,173.6999969482422
2010-05-04,184.64999389648438
2010-05-05,184.5
2010-05-06,172.5
2010-05-07,168.14999389648438
2010-05-10,174.60000610351562
2010-05-11,175.35000610351562
2010-05-12,179.85000610351562
2010-05-13,182.6999969482422
2010-05-14,177.89999389648438
2010-05-17,180.60000610351562
2010-05-18,177.4499969482422
2010-05-19,181.5
2010-05-20,172.64999389648438
2010-05-21,174.60000610351562
2010-05-24,170.25
2010-05-25,169.5
2010-05-26,168.60000610351562
2010-05-27,176.10000610351562
2010-05-28,182.39999389648438
2010-06-01,173.85000610351562
2010-06-02,176.10000610351562
2010-06-03,170.85000610351562
2010-06-04,161.6999969482422
2010-06-07,155.6999969482422
2010-06-08,152.85000610351562
2010-06-09,151.35000610351562
2010-06-10,156.4499969482422
2010-06-11,156.0
2010-06-14,164.6999969482422
2010-06-15,167.5500030517578
2010-06-16,163.35000610351562
2010-06-17,162.75
2010-06-18,160.5
2010-06-21,157.64999389648438
2010-06-22,156.4499969482422
2010-06-23,156.14999389648438
2010-06-24,151.64999389648438
2010-06-25,158.6999969482422
2010-06-28,158.39999389648438
2010-06-29,152.39999389648438
2010-06-30,152.85000610351562
2010-07-01,153.0
2010-07-02,150.60000610351562
2010-07-06,147.0
2010-07-07,149.5500030517578
2010-07-08,149.25
2010-07-09,152.6999969482422
2010-07-12,150.75
2010-07-13,157.9499969482422
2010-07-14,151.64999389648438
2010-07-15,151.8000030517578
2010-07-16,150.4499969482422
2010-07-19,148.1999969482422
2010-07-20,151.64999389648438
2010-07-21,145.9499969482422
2010-07-22,149.6999969482422
2010-07-23,149.6999969482422
2010-07-26,157.5
2010-07-27,154.8000030517578
2010-07-28,153.75
2010-07-29,157.0500030517578
2010-07-30,158.39999389648438
2010-08-02,161.10000610351562
2010-08-03,148.5
2010-08-04,144.75
2010-08-05,148.35000610351562
2010-08-06,146.10000610351562
2010-08-09,144.75
2010-08-10,143.39999389648438
2010-08-11,137.85000610351562
2010-08-12,135.3000030517578
2010-08-13,135.75
2010-08-16,136.1999969482422
2010-08-17,137.10000610351562
2010-08-18,136.35000610351562
2010-08-19,134.39999389648438
2010-08-20,136.0500030517578
2010-08-23,133.9499969482422
2010-08-24,131.5500030517578
2010-08-25,132.75
2010-08-26,133.64999389648438
2010-08-27,137.39999389648438
2010-08-30,136.0500030517578
2010-08-31,136.35000610351562
2010-09-01,136.8000030517578
2010-09-02,137.5500030517578
2010-09-03,142.35000610351562
2010-09-07,136.8000030517578
2010-09-08,136.9499969482422
2010-09-09,137.85000610351562
2010-09-10,138.75
2010-09-13,143.25
2010-09-14,143.5500030517578
2010-09-15,142.8000030517578
2010-09-16,138.75
2010-09-17,139.8000030517578
2010-09-20,148.64999389648438
2010-09-21,149.25
2010-09-22,146.6999969482422
2010-09-23,146.85000610351562
2010-09-24,150.14999389648438
2010-09-27,151.35000610351562
2010-09-28,153.0
2010-09-29,154.64999389648438
2010-09-30,152.10000610351562
2010-10-01,153.0
2010-10-04,145.35000610351562
2010-10-05,142.1999969482422
2010-10-06,136.9499969482422
2010-10-07,136.5
2010-10-08,132.89999389648438
2010-10-11,134.6999969482422
2010-10-12,136.64999389648438
2010-10-13,138.0
2010-10-14,136.64999389648438
2010-10-15,131.39999389648438
2010-10-18,130.8000030517578
2010-10-19,136.5
2010-10-20,139.5
2010-10-21,138.0
2010-10-22,134.85000610351562
2010-10-25,133.1999969482422
2010-10-26,129.3000030517578
2010-10-27,129.14999389648438
2010-10-28,128.5500030517578
2010-10-29,129.4499969482422
2010-11-01,128.39999389648438
2010-11-02,127.94999694824219
2010-11-03,127.19999694824219
2010-11-04,137.25
2010-11-05,141.0
2010-11-08,141.3000030517578
2010-11-09,139.64999389648438
2010-11-10,135.3000030517578
2010-11-11,136.64999389648438
2010-11-12,135.60000610351562
2010-11-15,133.0500030517578
2010-11-16,130.9499969482422
2010-11-17,129.89999389648438
2010-11-18,131.5500030517578
2010-11-19,132.89999389648438
2010-11-22,133.8000030517578
2010-11-23,132.0
2010-11-24,133.64999389648438
2010-11-26,132.3000030517578
2010-11-29,131.6999969482422
2010-11-30,132.0
2010-12-01,132.89999389648438
2010-12-02,133.64999389648438
2010-12-03,137.10000610351562
2010-12-06,138.14999389648438
2010-12-07,138.89999389648438
2010-12-08,145.35000610351562
2010-12-09,142.5
2010-12-10,141.75
2010-12-13,139.1999969482422
2010-12-14,139.1999969482422
2010-12-15,138.89999389648438
2010-12-16,138.75
2010-12-17,141.0
2010-12-20,145.35000610351562
2010-12-21,144.3000030517578
2010-12-22,146.10000610351562
2010-12-23,146.5500030517578
2010-12-27,145.5
2010-12-28,145.1999969482422
2010-12-29,144.60000610351562
2010-12-30,145.9499969482422
2010-12-31,143.10000610351562
2011-01-03,145.5
2011-01-04,142.5
2011-01-05,143.5500030517578
2011-01-06,143.85000610351562
2011-01-07,143.6999969482422
2011-01-10,144.60000610351562
2011-01-11,146.39999389648438
2011-01-12,151.64999389648438
2011-01-13,156.3000030517578
2011-01-14,159.3000030517578
2011-01-18,158.25
2011-01-19,153.89999389648438
2011-01-20,154.1999969482422
2011-01-21,153.4499969482422
2011-01-24,153.60000610351562
2011-01-25,152.5500030517578
2011-01-26,154.9499969482422
2011-01-27,154.35000610351562
2011-01-28,151.1999969482422
2011-01-31,151.5
2011-02-01,153.89999389648438
2011-02-02,153.4499969482422
2011-02-03,154.64999389648438
2011-02-04,155.6999969482422
2011-02-07,158.6999969482422
2011-02-08,164.39999389648438
2011-02-09,160.9499969482422
2011-02-10,158.5500030517578
2011-02-11,161.10000610351562
2011-02-14,161.85000610351562
2011-02-15,160.35000610351562
2011-02-16,162.3000030517578
2011-02-17,163.9499969482422
2011-02-18,165.60000610351562
2011-02-22,164.25
2011-02-23,160.5
2011-02-24,160.9499969482422
2011-02-25,161.85000610351562
2011-02-28,158.6999969482422
2011-03-01,155.6999969482422
2011-03-02,154.8000030517578
2011-03-03,157.8000030517578
2011-03-04,156.0
2011-03-07,159.14999389648438
2011-03-08,160.64999389648438
2011-03-09,161.5500030517578
2011-03-10,157.8000030517578
2011-03-11,159.3000030517578
2011-03-14,157.8000030517578
2011-03-15,156.3000030517578
2011-03-16,157.5
2011-03-17,157.0500030517578
2011-03-18,160.5
2011-03-21,160.64999389648438
2011-03-22,159.4499969482422
2011-03-23,159.0
2011-03-24,158.10000610351562
2011-03-25,157.0500030517578
2011-03-28,154.9499969482422
2011-03-29,160.0500030517578
2011-03-30,164.85000610351562
2011-03-31,165.3000030517578
2011-04-01,165.14999389648438
2011-04-04,165.0
2011-04-05,165.75
2011-04-06,167.5500030517578
2011-04-07,169.0500030517578
2011-04-08,165.4499969482422
2011-04-11,162.3000030517578
2011-04-12,160.64999389648438
2011-04-13,160.1999969482422
2011-04-14,159.4499969482422
2011-04-15,161.25
2011-04-18,159.3000030517578
2011-04-19,161.25
2011-04-20,168.75
2011-04-21,169.9499969482422
2011-04-25,169.9499969482422
2011-04-26,171.0
2011-04-27,174.60000610351562
2011-04-28,176.10000610351562
2011-04-29,179.5500030517578
2011-05-02,179.10000610351562
2011-05-03,175.9499969482422
2011-05-04,174.60000610351562
2011-05-05,175.5
2011-05-06,174.3000030517578
2011-05-09,177.4499969482422
2011-05-10,181.5
2011-05-11,177.60000610351562
2011-05-12,181.0500030517578
2011-05-13,180.0
2011-05-16,177.89999389648438
2011-05-17,175.64999389648438
2011-05-18,175.9499969482422
2011-05-19,177.0
2011-05-20,180.0
2011-05-23,175.5
2011-05-24,175.64999389648438
2011-05-25,176.25
2011-05-26,177.4499969482422
2011-05-27,177.75
2011-05-31,180.3000030517578
2011-06-01,174.4499969482422
2011-06-02,177.3000030517578
2011-06-03,187.5
2011-06-06,184.5
2011-06-07,184.8000030517578
2011-06-08,185.39999389648438
2011-06-09,183.75
2011-06-10,179.85000610351562
2011-06-13,182.6999969482422
2011-06-14,184.35000610351562
2011-06-15,180.89999389648438
2011-06-16,178.64999389648438
2011-06-17,179.39999389648438
2011-06-20,186.75
2011-06-21,188.10000610351562
2011-06-22,186.60000610351562
2011-06-23,181.9499969482422
2011-06-24,179.39999389648438
2011-06-27,180.60000610351562
2011-06-28,183.75
2011-06-29,190.1999969482422
2011-06-30,191.39999389648438
2011-07-01,194.39999389648438
2011-07-05,189.89999389648438
2011-07-06,192.89999389648438
2011-07-07,192.89999389648438
2011-07-08,192.0
2011-07-11,188.10000610351562
2011-07-12,191.85000610351562
2011-07-13,195.0
2011-07-14,197.6999969482422
2011-07-15,201.0
2011-07-18,195.4499969482422
2011-07-19,200.5500030517578
2011-07-20,195.0
2011-07-21,201.89999389648438
2011-07-22,204.3000030517578
2011-07-25,197.6999969482422
2011-07-26,195.89999389648438
2011-07-27,194.25
2011-07-28,191.39999389648438
2011-07-29,193.35000610351562
2011-08-01,195.14999389648438
2011-08-02,190.8000030517578
2011-08-03,191.5500030517578
2011-08-04,189.0
2011-08-05,191.85000610351562
2011-08-08,168.60000610351562
2011-08-09,175.5
2011-08-10,175.64999389648438
2011-08-11,186.89999389648438
2011-08-12,189.4499969482422
2011-08-15,197.85000610351562
2011-08-16,196.64999389648438
2011-08-17,198.75
2011-08-18,192.3000030517578
2011-08-19,188.5500030517578
2011-08-22,189.0
2011-08-23,194.6999969482422
2011-08-24,195.14999389648438
2011-08-25,192.4499969482422
2011-08-26,199.5
2011-08-29,204.0
2011-08-30,206.25
2011-08-31,207.0
2011-09-01,199.1999969482422
2011-09-02,187.9499969482422
2011-09-06,195.89999389648438
2011-09-07,200.5500030517578
2011-09-08,198.4499969482422
2011-09-09,195.0
2011-09-12,197.25
2011-09-13,198.60000610351562
2011-09-14,200.6999969482422
2011-09-15,200.85000610351562
2011-09-16,200.85000610351562
2011-09-19,196.1999969482422
2011-09-20,196.35000610351562
2011-09-21,189.14999389648438
2011-09-22,188.10000610351562
2011-09-23,188.6999969482422
2011-09-26,192.14999389648438
2011-09-27,191.39999389648438
2011-09-28,195.3000030517578
2011-09-29,198.75
2011-09-30,198.14999389648438
2011-10-03,180.89999389648438
2011-10-04,187.8000030517578
2011-10-05,189.4499969482422
2011-10-06,195.89999389648438
2011-10-07,192.4499969482422
2011-10-10,199.1999969482422
2011-10-11,199.8000030517578
2011-10-12,199.9499969482422
2011-10-13,197.25
2011-10-14,196.9499969482422
2011-10-17,192.14999389648438
2011-10-18,197.10000610351562
2011-10-19,193.0500030517578
2011-10-20,195.3000030517578
2011-10-21,197.6999969482422
2011-10-24,203.6999969482422
2011-10-25,212.25
2011-10-26,214.64999389648438
2011-10-27,219.75
2011-10-28,220.1999969482422
2011-10-31,217.5
2011-11-01,211.8000030517578
2011-11-02,218.10000610351562
2011-11-03,218.6999969482422
2011-11-04,218.10000610351562
2011-11-07,215.6999969482422
2011-11-08,218.10000610351562
2011-11-09,196.0500030517578
2011-11-10,194.85000610351562
2011-11-11,198.14999389648438
2011-11-14,204.0
2011-11-15,204.0
2011-11-16,201.4499969482422
2011-11-17,198.0
2011-11-18,199.5
2011-11-21,194.6999969482422
2011-11-22,194.39999389648438
2011-11-23,192.89999389648438
2011-11-25,191.10000610351562
2011-11-28,196.64999389648438
2011-11-29,197.5500030517578
2011-11-30,197.5500030517578
2011-12-01,201.3000030517578
2011-12-02,201.3000030517578
2011-12-05,202.8000030517578
2011-12-06,200.85000610351562
2011-12-07,202.64999389648438
2011-12-08,198.89999389648438
2011-12-09,204.0
2011-12-12,203.39999389648438
2011-12-13,201.3000030517578
2011-12-14,202.64999389648438
2011-12-15,203.85000610351562
2011-12-16,212.6999969482422
2011-12-19,212.39999389648438
2011-12-20,219.60000610351562
2011-12-21,217.64999389648438
2011-12-22,219.4499969482422
2011-12-23,220.8000030517578
2011-12-27,220.9499969482422
2011-12-28,216.75
2011-12-29,218.6999969482422
2011-12-30,217.1999969482422
2012-01-03,217.35000610351562
2012-01-04,216.3000030517578
2012-01-05,217.5
2012-01-06,217.0500030517578
2012-01-09,217.64999389648438
2012-01-10,211.9499969482422
2012-01-11,209.85000610351562
2012-01-12,210.75
2012-01-13,209.10000610351562
2012-01-17,212.10000610351562
2012-01-18,215.6999969482422
2012-01-19,214.1999969482422
2012-01-20,214.1999969482422
2012-01-23,212.85000610351562
