Date,HONE
2016-06-30,6.350423336029053
2016-07-01,6.296355247497559
2016-07-05,6.3307623863220215
2016-07-06,6.320931911468506
2016-07-07,6.237372875213623
2016-07-08,6.232458114624023
2016-07-11,6.242289066314697
2016-07-12,6.252119064331055
2016-07-13,6.311100959777832
2016-07-14,6.355337619781494
2016-07-15,6.473302364349365
2016-07-18,6.438896179199219
2016-07-19,6.404490947723389
2016-07-20,6.409406661987305
2016-07-21,6.419235706329346
2016-07-22,6.409406661987305
2016-07-25,6.453641891479492
2016-07-26,6.478217124938965
2016-07-27,6.566690921783447
2016-07-28,6.596182346343994
2016-07-29,6.5863518714904785
2016-08-01,6.59126615524292
2016-08-02,6.561776161193848
2016-08-03,6.650249481201172
2016-08-04,6.8026204109191895
2016-08-05,6.915670394897461
2016-08-08,6.984481334686279
2016-08-09,7.0188889503479
2016-08-10,6.96481990814209
2016-08-11,6.950075626373291
2016-08-12,6.93041467666626
2016-08-15,6.905839920043945
2016-08-16,6.861602783203125
2016-08-17,6.876347064971924
2016-08-18,6.881263732910156
2016-08-19,6.876347064971924
2016-08-22,6.969736576080322
2016-08-23,6.925500869750977
2016-08-24,6.935329914093018
2016-08-25,6.954991340637207
2016-08-26,7.028719902038574
2016-08-29,7.127022743225098
2016-08-30,7.249902248382568
2016-08-31,7.240072727203369
2016-09-01,7.3137993812561035
2016-09-02,7.362950801849365
2016-09-06,7.510406017303467
2016-09-07,7.59396505355835
2016-09-08,7.441595077514648
2016-09-09,7.446509838104248
2016-09-12,7.515323162078857
2016-09-13,7.584135055541992
2016-09-14,7.564473628997803
2016-09-15,7.49566125869751
2016-09-16,7.235157489776611
2016-09-19,7.633285999298096
2016-09-20,7.682436943054199
2016-09-21,7.761082172393799
2016-09-22,7.820064544677734
2016-09-23,7.795489311218262
2016-09-26,7.726675987243652
2016-09-27,7.707014560699463
2016-09-28,7.756165981292725
2016-09-29,7.662779808044434
2016-09-30,7.746336936950684
2016-10-03,7.790573596954346
2016-10-04,7.810232639312744
2016-10-05,7.790573596954346
2016-10-06,7.854472637176514
2016-10-07,7.756165981292725
2016-10-10,7.716846942901611
2016-10-11,7.662779808044434
2016-10-12,7.6185407638549805
2016-10-13,7.559558391571045
2016-10-14,7.598881244659424
2016-10-17,7.756165981292725
2016-10-18,7.707014560699463
2016-10-19,7.810232639312744
2016-10-20,7.780744552612305
2016-10-21,7.962606430053711
2016-10-24,8.051077842712402
2016-10-25,8.060908317565918
2016-10-26,8.055992126464844
2016-10-27,8.247685432434082
2016-10-28,8.282089233398438
2016-10-31,8.390227317810059
2016-11-01,8.345991134643555
2016-11-02,8.291922569274902
2016-11-03,8.257515907287598
2016-11-04,8.311585426330566
2016-11-07,8.35090446472168
2016-11-08,8.424631118774414
2016-11-09,8.596665382385254
2016-11-10,8.675304412841797
2016-11-11,8.871912956237793
2016-11-14,8.984963417053223
2016-11-15,9.068520545959473
2016-11-16,9.019370079040527
2016-11-17,9.21597671508789
2016-11-18,9.21597671508789
2016-11-21,9.235638618469238
2016-11-22,9.329024314880371
2016-11-23,9.42241382598877
2016-11-25,9.643600463867188
2016-11-28,9.51088809967041
2016-11-29,9.461736679077148
2016-11-30,9.240554809570312
2016-12-01,9.21597671508789
2016-12-02,9.14224910736084
2016-12-05,9.24547004699707
2016-12-06,9.481396675109863
2016-12-07,9.319195747375488
2016-12-08,9.687834739685059
2016-12-09,9.766478538513184
2016-12-12,9.525633811950684
2016-12-13,9.51088809967041
2016-12-14,9.38309383392334
2016-12-15,9.545294761657715
2016-12-16,9.51088809967041
2016-12-19,9.633769989013672
2016-12-20,9.795969009399414
2016-12-21,9.74681568145752
2016-12-22,9.810714721679688
2016-12-23,9.854950904846191
2016-12-27,9.874613761901855
2016-12-28,9.830375671386719
2016-12-29,9.781224250793457
2016-12-30,9.505972862243652
2017-01-03,9.628852844238281
2017-01-04,9.535465240478516
2017-01-05,9.27004337310791
2017-01-06,9.46665096282959
2017-01-09,9.299535751342773
2017-01-10,9.43716049194336
2017-01-11,9.486311912536621
2017-01-12,9.46665096282959
2017-01-13,9.550210952758789
2017-01-17,9.407670974731445
2017-01-18,9.46665096282959
2017-01-19,9.35851764678955
2017-01-20,9.42241382598877
2017-01-23,9.368348121643066
2017-01-24,9.486311912536621
2017-01-25,9.727156639099121
2017-01-26,9.633769989013672
2017-01-27,9.446991920471191
2017-01-30,9.024284362792969
2017-01-31,9.152080535888672
2017-02-01,9.098014831542969
2017-02-02,9.083268165588379
2017-02-03,9.206148147583008
2017-02-06,9.024284362792969
2017-02-07,9.191400527954102
2017-02-08,9.255300521850586
2017-02-09,9.42241382598877
2017-02-10,9.486311912536621
2017-02-13,9.52071762084961
2017-02-14,9.451906204223633
2017-02-15,9.476480484008789
2017-02-16,9.673089981079102
2017-02-17,9.619023323059082
2017-02-21,9.732071876525879
2017-02-22,9.72224235534668
2017-02-23,9.732071876525879
2017-02-24,9.727156639099121
2017-02-27,9.815629959106445
2017-02-28,9.702582359313965
2017-03-01,9.810714721679688
2017-03-02,9.574785232543945
2017-03-03,9.505972862243652
2017-03-06,9.446991920471191
2017-03-07,9.329024314880371
2017-03-08,9.260213851928711
2017-03-09,9.250384330749512
2017-03-10,9.14224910736084
2017-03-13,9.225807189941406
2017-03-14,9.161911964416504
2017-03-15,9.112760543823242
2017-03-16,9.201229095458984
2017-03-17,9.427332878112793
2017-03-20,9.35851764678955
2017-03-21,8.970218658447266
2017-03-22,8.955474853515625
2017-03-23,9.102930068969727
2017-03-24,9.068520545959473
2017-03-27,9.112760543823242
2017-03-28,9.13241958618164
2017-03-29,9.068520545959473
2017-03-30,9.329024314880371
2017-03-31,9.333941459655762
2017-04-03,9.2847900390625
2017-04-04,9.333941459655762
2017-04-05,9.112760543823242
2017-04-06,9.137335777282715
2017-04-07,9.156994819641113
2017-04-10,9.152080535888672
2017-04-11,9.427332878112793
2017-04-12,9.304450988769531
2017-04-13,9.235638618469238
2017-04-17,9.579702377319336
2017-04-18,9.515804290771484
2017-04-19,9.525633811950684
2017-04-20,9.638683319091797
2017-04-21,9.815629959106445
2017-04-24,9.825459480285645
2017-04-25,10.046645164489746
2017-04-26,10.430028915405273
2017-04-27,10.307148933410645
2017-04-28,10.23342227935791
2017-05-01,10.238337516784668
2017-05-02,10.174439430236816
2017-05-03,10.316978454589844
2017-05-04,10.380877494812012
2017-05-05,10.410370826721191
2017-05-08,10.380877494812012
2017-05-09,10.277658462524414
2017-05-10,10.26291275024414
2017-05-11,10.199015617370605
2017-05-12,10.036816596984863
2017-05-15,10.115458488464355
2017-05-16,10.23342227935791
2017-05-17,9.9237642288208
2017-05-18,9.884444236755371
2017-05-19,9.800883293151855
2017-05-22,9.795969009399414
2017-05-23,10.017152786254883
2017-05-24,9.800883293151855
2017-05-25,9.825459480285645
2017-05-26,9.889359474182129
2017-05-30,9.486311912536621
2017-05-31,9.643600463867188
2017-06-01,9.889359474182129
2017-06-02,10.140032768249512
2017-06-05,9.810714721679688
2017-06-06,9.899188041687012
2017-06-07,9.825459480285645
2017-06-08,10.420197486877441
2017-06-09,10.837989807128906
2017-06-12,10.26291275024414
2017-06-13,9.800883293151855
2017-06-14,9.805800437927246
2017-06-15,9.79105281829834
2017-06-16,10.031899452209473
2017-06-19,9.884444236755371
2017-06-20,9.717325210571289
2017-06-21,9.70749568939209
2017-06-22,9.678006172180176
2017-06-23,9.933594703674316
2017-06-26,9.982748031616211
2017-06-27,10.012238502502441
2017-06-28,10.208845138549805
2017-06-29,10.120372772216797
2017-06-30,9.810714721679688
2017-07-03,9.795969009399414
2017-07-05,9.825459480285645
2017-07-06,9.82054615020752
2017-07-07,9.835289001464844
