Date,APGE
2023-07-14,21.229999542236328
2023-07-17,20.799999237060547
2023-07-18,20.700000762939453
2023-07-19,20.450000762939453
2023-07-20,20.40999984741211
2023-07-21,20.399999618530273
2023-07-24,20.31999969482422
2023-07-25,20.65999984741211
2023-07-26,21.030000686645508
2023-07-27,21.290000915527344
2023-07-28,20.75
2023-07-31,21.399999618530273
2023-08-01,21.43000030517578
2023-08-02,20.809999465942383
2023-08-03,21.1200008392334
2023-08-04,20.700000762939453
2023-08-07,20.5
2023-08-08,21.459999084472656
2023-08-09,21.6200008392334
2023-08-10,21.950000762939453
2023-08-11,21.670000076293945
2023-08-14,22.549999237060547
2023-08-15,22.219999313354492
2023-08-16,23.190000534057617
2023-08-17,23.600000381469727
2023-08-18,24.239999771118164
2023-08-21,24.299999237060547
2023-08-22,24.209999084472656
2023-08-23,24.549999237060547
2023-08-24,24.700000762939453
2023-08-25,23.75
2023-08-28,23.329999923706055
2023-08-29,23.5
2023-08-30,23.899999618530273
2023-08-31,22.940000534057617
2023-09-01,24.709999084472656
2023-09-05,23.799999237060547
2023-09-06,23.670000076293945
2023-09-07,23.6200008392334
2023-09-08,23.190000534057617
2023-09-11,22.8799991607666
2023-09-12,22.0
2023-09-13,21.670000076293945
2023-09-14,20.790000915527344
2023-09-15,20.56999969482422
2023-09-18,22.8799991607666
2023-09-19,22.979999542236328
2023-09-20,20.84000015258789
2023-09-21,21.34000015258789
2023-09-22,20.8700008392334
2023-09-25,19.979999542236328
2023-09-26,20.799999237060547
2023-09-27,21.459999084472656
2023-09-28,20.68000030517578
2023-09-29,21.299999237060547
2023-10-02,20.399999618530273
2023-10-03,20.719999313354492
2023-10-04,20.5
2023-10-05,21.440000534057617
2023-10-06,22.149999618530273
2023-10-09,20.940000534057617
2023-10-10,21.280000686645508
2023-10-11,20.360000610351562
2023-10-12,20.0
2023-10-13,19.989999771118164
2023-10-16,20.3700008392334
2023-10-17,21.149999618530273
2023-10-18,20.06999969482422
2023-10-19,19.969999313354492
2023-10-20,17.040000915527344
2023-10-23,15.664999961853027
2023-10-24,16.219999313354492
2023-10-25,15.329999923706055
2023-10-26,15.0
2023-10-27,15.760000228881836
2023-10-30,16.670000076293945
2023-10-31,17.18000030517578
2023-11-01,17.93000030517578
2023-11-02,18.59000015258789
2023-11-03,19.079999923706055
2023-11-06,17.270000457763672
2023-11-07,17.059999465942383
2023-11-08,16.200000762939453
2023-11-09,15.930000305175781
2023-11-10,15.170000076293945
2023-11-13,16.280000686645508
2023-11-14,17.110000610351562
2023-11-15,17.860000610351562
2023-11-16,16.809999465942383
2023-11-17,18.299999237060547
2023-11-20,18.020000457763672
2023-11-21,17.559999465942383
2023-11-22,17.229999542236328
2023-11-24,17.200000762939453
2023-11-27,16.860000610351562
2023-11-28,17.270000457763672
2023-11-29,17.8700008392334
2023-11-30,19.510000228881836
2023-12-01,19.8700008392334
2023-12-04,20.299999237060547
2023-12-05,21.170000076293945
2023-12-06,21.5
2023-12-07,21.739999771118164
2023-12-08,21.479999542236328
2023-12-11,20.84000015258789
2023-12-12,21.329999923706055
2023-12-13,22.1299991607666
2023-12-14,23.239999771118164
2023-12-15,22.84000015258789
2023-12-18,22.860000610351562
2023-12-19,23.219999313354492
2023-12-20,24.790000915527344
2023-12-21,25.549999237060547
2023-12-22,28.010000228881836
2023-12-26,31.06999969482422
2023-12-27,29.700000762939453
2023-12-28,30.020000457763672
2023-12-29,27.940000534057617
2024-01-02,28.510000228881836
2024-01-03,27.649999618530273
2024-01-04,28.25
2024-01-05,27.559999465942383
2024-01-08,29.540000915527344
2024-01-09,30.75
2024-01-10,32.290000915527344
2024-01-11,31.850000381469727
2024-01-12,31.950000762939453
2024-01-16,32.56999969482422
2024-01-17,31.600000381469727
2024-01-18,32.189998626708984
2024-01-19,33.689998626708984
2024-01-22,34.41999816894531
2024-01-23,34.75
2024-01-24,34.900001525878906
2024-01-25,36.09000015258789
2024-01-26,36.5
2024-01-29,37.150001525878906
2024-01-30,34.400001525878906
2024-01-31,33.5
2024-02-01,33.9900016784668
2024-02-02,34.79999923706055
2024-02-05,36.0
2024-02-06,35.939998626708984
2024-02-07,36.849998474121094
2024-02-08,37.0
2024-02-09,35.849998474121094
2024-02-12,35.5099983215332
2024-02-13,35.79999923706055
2024-02-14,35.119998931884766
2024-02-15,35.7400016784668
2024-02-16,35.91999816894531
2024-02-20,34.5
2024-02-21,34.599998474121094
2024-02-22,35.11000061035156
2024-02-23,34.90999984741211
2024-02-26,34.900001525878906
2024-02-27,34.79999923706055
2024-02-28,35.529998779296875
2024-02-29,34.81999969482422
2024-03-01,37.2400016784668
2024-03-04,41.7400016784668
2024-03-05,59.29999923706055
2024-03-06,66.69000244140625
2024-03-07,65.23999786376953
2024-03-08,67.54000091552734
2024-03-11,66.22000122070312
2024-03-12,69.33999633789062
2024-03-13,69.80000305175781
2024-03-14,65.19000244140625
2024-03-15,68.30999755859375
2024-03-18,65.44000244140625
2024-03-19,66.22000122070312
2024-03-20,66.9800033569336
2024-03-21,66.54000091552734
2024-03-22,68.43000030517578
2024-03-25,65.0
2024-03-26,65.7300033569336
2024-03-27,68.11000061035156
2024-03-28,66.44999694824219
2024-04-01,65.05000305175781
2024-04-02,59.900001525878906
2024-04-03,60.0
2024-04-04,59.0
2024-04-05,56.810001373291016
2024-04-08,54.619998931884766
2024-04-09,56.369998931884766
2024-04-10,52.77000045776367
2024-04-11,58.040000915527344
2024-04-12,55.04999923706055
2024-04-15,53.06999969482422
2024-04-16,50.65999984741211
2024-04-17,51.5
2024-04-18,48.349998474121094
2024-04-19,46.90999984741211
2024-04-22,48.63999938964844
2024-04-23,49.77000045776367
2024-04-24,46.540000915527344
2024-04-25,45.86000061035156
2024-04-26,47.130001068115234
2024-04-29,49.0
2024-04-30,50.29999923706055
2024-05-01,50.90999984741211
2024-05-02,52.20000076293945
2024-05-03,54.189998626708984
2024-05-06,54.310001373291016
2024-05-07,52.220001220703125
2024-05-08,51.2599983215332
2024-05-09,52.91999816894531
2024-05-10,53.220001220703125
2024-05-13,52.72999954223633
2024-05-14,54.0
2024-05-15,53.29999923706055
2024-05-16,53.75
2024-05-17,50.310001373291016
2024-05-20,52.41999816894531
2024-05-21,49.209999084472656
2024-05-22,47.869998931884766
2024-05-23,46.040000915527344
2024-05-24,48.029998779296875
2024-05-28,47.86000061035156
2024-05-29,45.18000030517578
2024-05-30,46.36000061035156
2024-05-31,45.63999938964844
2024-06-03,45.93000030517578
2024-06-04,43.97999954223633
2024-06-05,43.849998474121094
2024-06-06,42.1150016784668
2024-06-07,41.689998626708984
2024-06-10,43.900001525878906
2024-06-11,43.209999084472656
2024-06-12,44.310001373291016
2024-06-13,43.119998931884766
2024-06-14,41.13999938964844
2024-06-17,38.9900016784668
2024-06-18,36.369998931884766
2024-06-20,38.04999923706055
2024-06-21,38.0
2024-06-24,39.0
2024-06-25,37.470001220703125
2024-06-26,38.25
2024-06-27,39.95000076293945
2024-06-28,39.349998474121094
2024-07-01,38.58000183105469
2024-07-02,38.209999084472656
2024-07-03,37.5
2024-07-05,38.02000045776367
2024-07-08,39.599998474121094
2024-07-09,40.119998931884766
2024-07-10,42.189998626708984
2024-07-11,45.93000030517578
2024-07-12,48.02000045776367
2024-07-15,49.380001068115234
2024-07-16,50.08000183105469
2024-07-17,49.209999084472656
2024-07-18,47.52000045776367
