Date,APGE
2024-07-19,47.5
2024-07-22,50.19499969482422
2024-07-23,50.5
2024-07-24,47.810001373291016
2024-07-25,48.65999984741211
2024-07-26,49.95000076293945
2024-07-29,49.52000045776367
2024-07-30,47.900001525878906
2024-07-31,48.70000076293945
2024-08-01,45.75
2024-08-02,44.06999969482422
2024-08-05,40.91999816894531
2024-08-06,41.75
2024-08-07,40.869998931884766
2024-08-08,40.36000061035156
2024-08-09,40.5
2024-08-12,44.459999084472656
2024-08-13,44.40999984741211
2024-08-14,44.22999954223633
2024-08-15,45.29999923706055
2024-08-16,45.25
2024-08-19,50.040000915527344
2024-08-20,48.9900016784668
2024-08-21,48.349998474121094
2024-08-22,47.81999969482422
2024-08-23,48.36000061035156
2024-08-26,47.40999984741211
2024-08-27,47.529998779296875
2024-08-28,48.43000030517578
2024-08-29,49.43000030517578
2024-08-30,51.16999816894531
2024-09-03,48.400001525878906
2024-09-04,46.95000076293945
2024-09-05,48.2400016784668
2024-09-06,47.25
2024-09-09,47.5099983215332
2024-09-10,49.5099983215332
2024-09-11,50.619998931884766
2024-09-12,49.189998626708984
2024-09-13,51.380001068115234
2024-09-16,51.5
2024-09-17,50.63999938964844
2024-09-18,53.34000015258789
2024-09-19,52.95000076293945
2024-09-20,58.43000030517578
2024-09-23,57.70000076293945
2024-09-24,59.91999816894531
2024-09-25,57.709999084472656
2024-09-26,58.040000915527344
2024-09-27,57.9900016784668
2024-09-30,58.7400016784668
2024-10-01,57.310001373291016
2024-10-02,56.22999954223633
2024-10-03,56.849998474121094
2024-10-04,54.47999954223633
2024-10-07,55.22999954223633
2024-10-08,56.11000061035156
2024-10-09,54.25
2024-10-10,53.90999984741211
2024-10-11,56.939998626708984
2024-10-14,55.810001373291016
2024-10-15,54.880001068115234
2024-10-16,56.79999923706055
2024-10-17,56.22999954223633
2024-10-18,53.529998779296875
2024-10-21,52.970001220703125
2024-10-22,51.790000915527344
2024-10-23,51.43000030517578
2024-10-24,51.95000076293945
2024-10-25,53.22999954223633
2024-10-28,54.90999984741211
2024-10-29,56.33000183105469
2024-10-30,54.900001525878906
2024-10-31,52.040000915527344
2024-11-01,54.4900016784668
2024-11-04,56.29999923706055
2024-11-05,58.290000915527344
2024-11-06,58.810001373291016
2024-11-07,58.04999923706055
2024-11-08,61.119998931884766
2024-11-11,60.459999084472656
2024-11-12,57.349998474121094
2024-11-13,52.790000915527344
2024-11-14,51.005001068115234
2024-11-15,47.25
2024-11-18,45.33000183105469
2024-11-19,46.52000045776367
2024-11-20,45.040000915527344
2024-11-21,42.86000061035156
2024-11-22,43.459999084472656
2024-11-25,43.849998474121094
2024-11-26,43.959999084472656
2024-11-27,44.70000076293945
2024-11-29,45.150001525878906
2024-12-02,46.13999938964844
2024-12-03,46.2599983215332
2024-12-04,52.02000045776367
2024-12-05,47.15999984741211
2024-12-06,49.970001220703125
2024-12-09,49.06999969482422
2024-12-10,48.380001068115234
2024-12-11,48.77000045776367
2024-12-12,44.31999969482422
2024-12-13,44.5
2024-12-16,47.209999084472656
2024-12-17,48.09000015258789
2024-12-18,44.689998626708984
2024-12-19,47.02000045776367
2024-12-20,47.709999084472656
2024-12-23,47.5
2024-12-24,47.31999969482422
2024-12-26,47.18000030517578
2024-12-27,45.810001373291016
2024-12-30,44.63999938964844
2024-12-31,45.29999923706055
2025-01-02,47.150001525878906
2025-01-03,47.77000045776367
2025-01-06,48.290000915527344
2025-01-07,49.56999969482422
2025-01-08,49.209999084472656
2025-01-10,41.04999923706055
2025-01-13,40.90999984741211
2025-01-14,39.34000015258789
2025-01-15,40.459999084472656
2025-01-16,36.70000076293945
2025-01-17,37.060001373291016
2025-01-21,39.459999084472656
2025-01-22,38.91999816894531
2025-01-23,40.209999084472656
2025-01-24,40.279998779296875
2025-01-27,40.220001220703125
2025-01-28,40.130001068115234
2025-01-29,40.31999969482422
2025-01-30,42.5
2025-01-31,41.36000061035156
2025-02-03,40.369998931884766
2025-02-04,40.47999954223633
2025-02-05,41.33000183105469
2025-02-06,41.63999938964844
2025-02-07,39.720001220703125
2025-02-10,39.349998474121094
2025-02-11,34.4900016784668
2025-02-12,35.5
2025-02-13,36.2599983215332
2025-02-14,36.540000915527344
2025-02-18,34.93000030517578
2025-02-19,33.91999816894531
2025-02-20,33.95000076293945
2025-02-21,34.54999923706055
2025-02-24,33.369998931884766
2025-02-25,33.060001373291016
2025-02-26,31.079999923706055
2025-02-27,30.530000686645508
2025-02-28,31.440000534057617
2025-03-03,31.389999389648438
2025-03-04,30.3700008392334
2025-03-05,31.43000030517578
2025-03-06,35.439998626708984
2025-03-07,36.13999938964844
2025-03-10,37.540000915527344
2025-03-11,40.27000045776367
2025-03-12,38.529998779296875
2025-03-13,38.33000183105469
2025-03-14,39.939998626708984
2025-03-17,40.349998474121094
2025-03-18,38.83000183105469
2025-03-19,40.439998626708984
2025-03-20,40.369998931884766
2025-03-21,39.84000015258789
2025-03-24,40.84000015258789
2025-03-25,39.88999938964844
2025-03-26,40.13999938964844
2025-03-27,39.25
2025-03-28,39.720001220703125
2025-03-31,37.36000061035156
2025-04-01,35.61000061035156
2025-04-02,37.83000183105469
2025-04-03,34.9900016784668
2025-04-04,32.31999969482422
2025-04-07,32.29999923706055
2025-04-08,28.790000915527344
2025-04-09,31.799999237060547
2025-04-10,29.940000534057617
2025-04-11,31.799999237060547
2025-04-14,33.279998779296875
2025-04-15,32.849998474121094
2025-04-16,32.040000915527344
2025-04-17,33.11000061035156
2025-04-21,32.849998474121094
2025-04-22,35.5
2025-04-23,36.529998779296875
2025-04-24,37.04999923706055
2025-04-25,36.849998474121094
2025-04-28,37.790000915527344
2025-04-29,37.779998779296875
2025-04-30,39.25
2025-05-01,39.20000076293945
2025-05-02,40.119998931884766
2025-05-05,39.38999938964844
2025-05-06,35.56999969482422
2025-05-07,35.2400016784668
2025-05-08,37.810001373291016
2025-05-09,37.290000915527344
2025-05-12,39.58000183105469
2025-05-13,39.7400016784668
2025-05-14,39.849998474121094
2025-05-15,40.63999938964844
2025-05-16,40.619998931884766
2025-05-19,39.90999984741211
2025-05-20,40.34000015258789
2025-05-21,40.18000030517578
2025-05-22,40.36000061035156
2025-05-23,39.47999954223633
2025-05-27,36.880001068115234
2025-05-28,36.400001525878906
2025-05-29,37.685001373291016
2025-05-30,36.63999938964844
2025-06-02,36.33000183105469
2025-06-03,37.08000183105469
2025-06-04,36.5
2025-06-05,37.650001525878906
2025-06-06,40.97999954223633
2025-06-09,40.130001068115234
2025-06-10,42.02000045776367
2025-06-11,42.439998626708984
2025-06-12,41.86000061035156
2025-06-13,44.47999954223633
2025-06-16,42.61000061035156
2025-06-17,41.65999984741211
2025-06-18,41.18000030517578
2025-06-20,41.959999084472656
2025-06-23,41.349998474121094
2025-06-24,43.54999923706055
2025-06-25,42.9900016784668
2025-06-26,43.810001373291016
2025-06-27,43.380001068115234
2025-06-30,43.43000030517578
2025-07-01,44.2599983215332
2025-07-02,44.31999969482422
2025-07-03,47.459999084472656
2025-07-07,39.2400016784668
2025-07-08,36.40999984741211
2025-07-09,37.02000045776367
2025-07-10,38.56999969482422
2025-07-11,38.13999938964844
2025-07-14,38.880001068115234
2025-07-15,37.13999938964844
2025-07-16,38.369998931884766
2025-07-17,39.0
2025-07-18,39.310001373291016
2025-07-21,39.11000061035156
2025-07-22,39.599998474121094
2025-07-23,40.58000183105469
2025-07-24,41.63999938964844
2025-07-25,40.81999969482422
2025-07-28,39.65999984741211
2025-07-29,37.93000030517578
2025-07-30,37.61000061035156
2025-07-31,38.2599983215332
2025-08-01,37.75
2025-08-04,37.2400016784668
2025-08-05,38.33000183105469
2025-08-06,36.31999969482422
2025-08-07,36.0
2025-08-08,35.38999938964844
2025-08-11,34.650001525878906
2025-08-12,36.70000076293945
2025-08-13,37.36000061035156
2025-08-14,38.119998931884766
2025-08-15,37.290000915527344
2025-08-18,36.900001525878906
2025-08-19,36.40999984741211
2025-08-20,36.02000045776367
2025-08-21,36.349998474121094
2025-08-22,38.27000045776367
2025-08-25,36.939998626708984
2025-08-26,37.869998931884766
2025-08-27,37.790000915527344
2025-08-28,36.619998931884766
2025-08-29,36.369998931884766
2025-09-02,37.86000061035156
2025-09-03,38.15999984741211
2025-09-04,37.130001068115234
2025-09-05,37.869998931884766
2025-09-08,38.41999816894531
2025-09-09,38.459999084472656
2025-09-10,37.4900016784668
2025-09-11,37.27000045776367
2025-09-12,36.880001068115234
2025-09-15,36.86000061035156
2025-09-16,36.84000015258789
2025-09-17,37.630001068115234
2025-09-18,38.43000030517578
2025-09-19,36.529998779296875
