Date,NN
2020-11-02,9.75
2020-11-03,9.75
2020-11-04,9.800000190734863
2020-11-05,9.800000190734863
2020-11-06,9.890000343322754
2020-11-09,9.779999732971191
2020-11-10,9.789999961853027
2020-11-11,9.835000038146973
2020-11-12,9.829999923706055
2020-11-13,9.850000381469727
2020-11-16,9.829999923706055
2020-11-17,9.880000114440918
2020-11-18,9.899999618530273
2020-11-19,9.869999885559082
2020-11-20,9.850000381469727
2020-11-23,9.850000381469727
2020-11-24,9.859999656677246
2020-11-25,9.859999656677246
2020-11-27,9.899999618530273
2020-11-30,9.899999618530273
2020-12-01,9.944999694824219
2020-12-02,9.949999809265137
2020-12-03,10.020000457763672
2020-12-04,10.010000228881836
2020-12-07,10.0
2020-12-08,9.989999771118164
2020-12-09,10.0
2020-12-10,10.029999732971191
2020-12-11,10.029999732971191
2020-12-14,10.039999961853027
2020-12-15,10.100000381469727
2020-12-16,10.039999961853027
2020-12-17,10.050000190734863
2020-12-18,10.079999923706055
2020-12-21,10.010000228881836
2020-12-22,10.079999923706055
2020-12-23,10.079999923706055
2020-12-24,10.079999923706055
2020-12-28,10.100000381469727
2020-12-29,10.149999618530273
2020-12-30,10.149999618530273
2020-12-31,10.0600004196167
2021-01-04,10.109999656677246
2021-01-05,10.180000305175781
2021-01-06,10.0600004196167
2021-01-07,10.100000381469727
2021-01-08,10.170000076293945
2021-01-11,10.234999656677246
2021-01-12,10.260000228881836
2021-01-13,10.279999732971191
2021-01-14,10.274999618530273
2021-01-15,10.289999961853027
2021-01-19,10.3100004196167
2021-01-20,10.270000457763672
2021-01-21,10.270000457763672
2021-01-22,10.270000457763672
2021-01-25,10.369999885559082
2021-01-26,10.270000457763672
2021-01-27,10.170000076293945
2021-01-28,10.399999618530273
2021-01-29,10.199999809265137
2021-02-01,10.300000190734863
2021-02-02,10.319999694824219
2021-02-03,10.40999984741211
2021-02-04,10.4399995803833
2021-02-05,10.369999885559082
2021-02-08,10.25
2021-02-09,10.229999542236328
2021-02-10,10.329999923706055
2021-02-11,10.279999732971191
2021-02-12,10.449999809265137
2021-02-16,10.364999771118164
2021-02-17,10.390000343322754
2021-02-18,10.369999885559082
2021-02-19,10.399999618530273
2021-02-22,10.385000228881836
2021-02-23,10.305000305175781
2021-02-24,10.399999618530273
2021-02-25,10.34000015258789
2021-02-26,10.359999656677246
2021-03-01,10.25
2021-03-02,10.050000190734863
2021-03-03,10.010000228881836
2021-03-04,9.979999542236328
2021-03-05,10.0
2021-03-08,9.979999542236328
2021-03-09,9.960000038146973
2021-03-10,9.920000076293945
2021-03-11,9.920000076293945
2021-03-12,9.920000076293945
2021-03-15,9.960000038146973
2021-03-16,9.970000267028809
2021-03-17,9.90999984741211
2021-03-18,9.90999984741211
2021-03-19,9.920000076293945
2021-03-22,9.90999984741211
2021-03-23,9.819999694824219
2021-03-24,9.859999656677246
2021-03-25,9.800000190734863
2021-03-26,9.949999809265137
2021-03-29,9.9399995803833
2021-03-30,9.899999618530273
2021-03-31,9.850000381469727
2021-04-01,9.850000381469727
2021-04-05,9.920000076293945
2021-04-06,9.96500015258789
2021-04-07,10.0
2021-04-08,9.90999984741211
2021-04-09,9.960000038146973
2021-04-12,9.989999771118164
2021-04-13,9.970000267028809
2021-04-14,9.970000267028809
2021-04-15,10.0
2021-04-16,9.989999771118164
2021-04-19,9.979999542236328
2021-04-20,9.979999542236328
2021-04-21,9.899999618530273
2021-04-22,9.970000267028809
2021-04-23,9.949999809265137
2021-04-26,9.949999809265137
2021-04-27,9.960000038146973
2021-04-28,9.949999809265137
2021-04-29,9.970000267028809
2021-04-30,9.970000267028809
2021-05-03,9.975000381469727
2021-05-04,9.970000267028809
2021-05-05,9.970000267028809
2021-05-06,9.960000038146973
2021-05-07,9.949999809265137
2021-05-10,9.970000267028809
2021-05-11,9.979999542236328
2021-05-12,9.920000076293945
2021-05-13,9.899999618530273
2021-05-14,9.899999618530273
2021-05-17,9.861000061035156
2021-05-18,9.899999618530273
2021-05-19,9.899999618530273
2021-05-20,9.899999618530273
2021-05-21,9.899999618530273
2021-05-24,9.880000114440918
2021-05-25,9.970000267028809
2021-05-26,9.949999809265137
2021-05-27,9.949999809265137
2021-05-28,9.930000305175781
2021-06-01,9.9399995803833
2021-06-02,9.949999809265137
2021-06-03,9.970000267028809
2021-06-04,9.960000038146973
2021-06-07,9.970000267028809
2021-06-08,9.970000267028809
2021-06-09,9.958999633789062
2021-06-10,10.079999923706055
2021-06-11,10.045000076293945
2021-06-14,10.050000190734863
2021-06-15,10.074999809265137
2021-06-16,10.029999732971191
2021-06-17,10.039999961853027
2021-06-18,10.050000190734863
2021-06-21,10.020000457763672
2021-06-22,10.050000190734863
2021-06-23,10.020000457763672
2021-06-24,10.010000228881836
2021-06-25,10.010000228881836
2021-06-28,10.020000457763672
2021-06-29,10.020000457763672
2021-06-30,10.050000190734863
2021-07-01,10.010000228881836
2021-07-02,10.039999961853027
2021-07-06,10.039999961853027
2021-07-07,10.039999961853027
2021-07-08,10.050000190734863
2021-07-09,10.050000190734863
2021-07-12,10.050000190734863
2021-07-13,10.069999694824219
2021-07-14,10.0600004196167
2021-07-15,10.050000190734863
2021-07-16,10.069999694824219
2021-07-19,10.039999961853027
2021-07-20,10.050000190734863
2021-07-21,10.029999732971191
2021-07-22,10.039999961853027
2021-07-23,10.039999961853027
2021-07-26,10.039999961853027
2021-07-27,10.050000190734863
2021-07-28,10.0
2021-07-29,10.010000228881836
2021-07-30,10.0
2021-08-02,10.0
2021-08-03,10.0
2021-08-04,10.0
2021-08-05,10.0
2021-08-06,10.010000228881836
2021-08-09,10.010000228881836
2021-08-10,10.020000457763672
2021-08-11,10.010000228881836
2021-08-12,10.010000228881836
2021-08-13,10.050000190734863
2021-08-16,10.020000457763672
2021-08-17,10.050000190734863
2021-08-18,10.029999732971191
2021-08-19,10.020000457763672
2021-08-20,10.020000457763672
2021-08-23,10.029999732971191
2021-08-24,10.029999732971191
2021-08-25,10.015000343322754
2021-08-26,10.039999961853027
2021-08-27,10.050000190734863
2021-08-30,10.039999961853027
2021-08-31,10.0600004196167
2021-09-01,10.069999694824219
2021-09-02,10.0600004196167
2021-09-03,10.0600004196167
2021-09-07,10.0600004196167
2021-09-08,10.069999694824219
2021-09-09,10.0600004196167
2021-09-10,10.069999694824219
2021-09-13,10.069999694824219
2021-09-14,10.069999694824219
2021-09-15,10.09000015258789
2021-09-16,10.109999656677246
2021-09-17,10.100000381469727
2021-09-20,10.109999656677246
2021-09-21,10.109999656677246
2021-09-22,10.109999656677246
2021-09-23,10.114999771118164
2021-09-24,10.109999656677246
2021-09-27,10.114999771118164
2021-09-28,10.109999656677246
2021-09-29,10.109999656677246
2021-09-30,10.119999885559082
2021-10-01,10.119999885559082
2021-10-04,10.119999885559082
2021-10-05,10.116999626159668
2021-10-06,10.119999885559082
2021-10-07,10.119999885559082
2021-10-08,10.114999771118164
2021-10-11,10.119999885559082
2021-10-12,10.119999885559082
2021-10-13,10.109999656677246
2021-10-14,10.119999885559082
2021-10-15,10.119000434875488
2021-10-18,10.140000343322754
2021-10-19,10.130000114440918
2021-10-20,10.145000457763672
2021-10-21,10.130000114440918
2021-10-22,10.09000015258789
2021-10-25,10.149999618530273
2021-10-26,10.3100004196167
2021-10-27,10.890000343322754
2021-10-28,10.859999656677246
