Date,TLN
2024-03-04,85.19999694824219
2024-03-05,86.0
2024-03-06,87.19999694824219
2024-03-07,86.5999984741211
2024-03-08,85.0
2024-03-11,84.19999694824219
2024-03-12,84.58000183105469
2024-03-13,84.30000305175781
2024-03-14,85.30000305175781
2024-03-15,84.56999969482422
2024-03-18,86.98999786376953
2024-03-19,87.0
2024-03-20,86.8499984741211
2024-03-21,87.0
2024-03-22,87.5
2024-03-25,90.01000213623047
2024-03-26,90.9000015258789
2024-03-27,91.4000015258789
2024-03-28,94.3499984741211
2024-04-01,94.80000305175781
2024-04-02,94.12000274658203
2024-04-03,93.9000015258789
2024-04-04,93.5
2024-04-05,94.19000244140625
2024-04-08,95.0
2024-04-09,94.0
2024-04-10,94.0
2024-04-11,94.0
2024-04-12,93.5
2024-04-15,93.7300033569336
2024-04-16,93.0
2024-04-17,93.01000213623047
2024-04-18,93.0
2024-04-19,92.59500122070312
2024-04-22,93.98999786376953
2024-04-23,95.0
2024-04-24,96.58999633789062
2024-04-25,97.9000015258789
2024-04-26,100.4000015258789
2024-04-29,100.0
2024-04-30,100.0
2024-05-01,100.44999694824219
2024-05-02,100.9000015258789
2024-05-03,101.25
2024-05-06,104.0999984741211
2024-05-07,103.75
2024-05-08,106.4000015258789
2024-05-09,107.0
2024-05-10,106.75
2024-05-13,104.8499984741211
2024-05-14,104.75
2024-05-15,109.01000213623047
2024-05-16,108.0
2024-05-17,107.95999908447266
2024-05-20,107.5999984741211
2024-05-21,107.75
2024-05-22,108.48999786376953
2024-05-23,112.3499984741211
2024-05-24,115.30000305175781
2024-05-28,113.5999984741211
2024-05-29,114.41000366210938
2024-05-30,115.48999786376953
2024-05-31,115.1500015258789
2024-06-03,113.23999786376953
2024-06-04,108.76000213623047
2024-06-05,112.91000366210938
2024-06-06,110.37000274658203
2024-06-07,111.69999694824219
2024-06-10,114.5
2024-06-11,115.37000274658203
2024-06-12,116.16999816894531
2024-06-13,115.69999694824219
2024-06-14,116.9000015258789
2024-06-17,116.5
2024-06-18,116.69999694824219
2024-06-20,117.19999694824219
2024-06-21,119.11000061035156
2024-06-24,120.0
2024-06-25,119.8499984741211
2024-06-26,114.47000122070312
2024-06-27,110.44999694824219
2024-06-28,111.0199966430664
2024-07-01,116.0
2024-07-02,118.0
2024-07-03,118.94000244140625
2024-07-05,118.98999786376953
2024-07-08,118.98999786376953
2024-07-09,125.01000213623047
2024-07-10,127.5
2024-07-11,130.88999938964844
2024-07-12,131.42999267578125
2024-07-15,130.30999755859375
2024-07-16,134.16000366210938
2024-07-17,119.5
2024-07-18,120.52999877929688
2024-07-19,123.8499984741211
2024-07-22,125.68000030517578
2024-07-23,126.55999755859375
2024-07-24,120.08999633789062
2024-07-25,109.08000183105469
2024-07-26,113.67500305175781
2024-07-29,110.30000305175781
2024-07-30,110.86000061035156
2024-07-31,124.6500015258789
2024-08-01,121.0999984741211
2024-08-02,114.62999725341797
2024-08-05,114.22000122070312
2024-08-06,117.23999786376953
2024-08-07,116.44000244140625
2024-08-08,119.4800033569336
2024-08-09,123.55999755859375
2024-08-12,119.76000213623047
2024-08-13,126.88999938964844
2024-08-14,129.80999755859375
2024-08-15,135.63999938964844
2024-08-16,132.9600067138672
2024-08-19,137.64999389648438
2024-08-20,134.25
2024-08-21,139.00999450683594
2024-08-22,143.0
2024-08-23,148.8000030517578
2024-08-26,145.02000427246094
2024-08-27,151.86000061035156
2024-08-28,148.14999389648438
2024-08-29,146.36000061035156
2024-08-30,149.61000061035156
2024-09-03,138.27499389648438
2024-09-04,142.85000610351562
2024-09-05,145.00999450683594
2024-09-06,143.06500244140625
2024-09-09,146.1199951171875
2024-09-10,147.67999267578125
2024-09-11,152.10000610351562
2024-09-12,155.99000549316406
2024-09-13,166.75
2024-09-16,167.58999633789062
2024-09-17,165.8699951171875
2024-09-18,171.02000427246094
2024-09-19,175.36000061035156
2024-09-20,184.08999633789062
2024-09-23,181.36000061035156
2024-09-24,185.32000732421875
2024-09-25,190.02000427246094
2024-09-26,178.22999572753906
2024-09-27,182.22000122070312
2024-09-30,178.24000549316406
2024-10-01,179.00999450683594
2024-10-02,175.92999267578125
2024-10-03,182.1999969482422
2024-10-04,190.35000610351562
2024-10-07,178.6199951171875
2024-10-08,177.8300018310547
2024-10-09,170.66000366210938
2024-10-10,167.88999938964844
2024-10-11,159.19000244140625
2024-10-14,166.61000061035156
2024-10-15,162.0800018310547
2024-10-16,171.0500030517578
2024-10-17,171.67999267578125
2024-10-18,173.97000122070312
2024-10-21,179.17999267578125
2024-10-22,181.0
2024-10-23,183.07000732421875
2024-10-24,177.97999572753906
2024-10-25,181.25
2024-10-28,186.41000366210938
2024-10-29,181.30999755859375
2024-10-30,174.22999572753906
2024-10-31,181.36000061035156
2024-11-01,173.8800048828125
2024-11-04,170.0
2024-11-05,189.72999572753906
2024-11-06,192.1300048828125
2024-11-07,205.5800018310547
2024-11-08,206.5
2024-11-11,209.22000122070312
2024-11-12,208.7899932861328
2024-11-13,206.52000427246094
2024-11-14,203.24000549316406
2024-11-15,200.42999267578125
2024-11-18,207.49000549316406
2024-11-19,214.6999969482422
2024-11-20,206.08999633789062
2024-11-21,219.88999938964844
2024-11-22,214.1999969482422
2024-11-25,209.33999633789062
2024-11-26,216.38999938964844
2024-11-27,214.0500030517578
2024-11-29,214.41000366210938
2024-12-02,209.80999755859375
2024-12-03,212.6300048828125
2024-12-04,221.7100067138672
2024-12-05,223.5399932861328
2024-12-06,221.41000366210938
2024-12-09,208.67999267578125
2024-12-10,203.66000366210938
2024-12-11,210.72999572753906
2024-12-12,209.4199981689453
2024-12-13,207.4600067138672
2024-12-16,209.22000122070312
2024-12-17,205.85000610351562
2024-12-18,195.52000427246094
2024-12-19,195.89999389648438
2024-12-20,197.11000061035156
2024-12-23,198.75
2024-12-24,206.85000610351562
2024-12-26,206.38999938964844
2024-12-27,200.1199951171875
2024-12-30,201.66000366210938
2024-12-31,201.47000122070312
2025-01-02,212.22999572753906
2025-01-03,215.58999633789062
2025-01-06,218.1999969482422
2025-01-07,212.71499633789062
2025-01-08,215.58999633789062
2025-01-10,221.8000030517578
2025-01-13,212.49000549316406
2025-01-14,220.25
2025-01-15,226.38999938964844
2025-01-16,234.16000366210938
2025-01-17,234.9499969482422
2025-01-21,243.63999938964844
2025-01-22,249.99000549316406
2025-01-23,247.1199951171875
2025-01-24,245.05999755859375
2025-01-27,192.16000366210938
2025-01-28,204.4199981689453
2025-01-29,214.0
2025-01-30,224.9499969482422
2025-01-31,221.72999572753906
2025-02-03,230.85000610351562
2025-02-04,234.4199981689453
2025-02-05,235.85000610351562
2025-02-06,238.91000366210938
2025-02-07,238.72999572753906
2025-02-10,238.22999572753906
2025-02-11,233.9499969482422
2025-02-12,236.5
2025-02-13,240.3800048828125
2025-02-14,241.5399932861328
2025-02-18,250.3699951171875
2025-02-19,248.3300018310547
2025-02-20,236.42999267578125
2025-02-21,218.8000030517578
2025-02-24,215.84500122070312
2025-02-25,211.58999633789062
2025-02-26,217.7100067138672
2025-02-27,201.82000732421875
2025-02-28,207.9499969482422
2025-03-03,188.02000427246094
2025-03-04,195.75999450683594
2025-03-05,197.85000610351562
2025-03-06,180.52999877929688
2025-03-07,176.24000549316406
2025-03-10,165.75
2025-03-11,176.55999755859375
2025-03-12,199.08999633789062
2025-03-13,195.1999969482422
2025-03-14,204.92999267578125
2025-03-17,207.0
2025-03-18,202.7449951171875
2025-03-19,210.3000030517578
2025-03-20,212.9600067138672
2025-03-21,214.80999755859375
2025-03-24,218.9600067138672
2025-03-25,217.72999572753906
2025-03-26,203.08999633789062
2025-03-27,202.7899932861328
2025-03-28,197.47999572753906
2025-03-31,199.6699981689453
2025-04-01,207.44000244140625
2025-04-02,214.72999572753906
2025-04-03,184.41000366210938
2025-04-04,174.39999389648438
2025-04-07,183.05999755859375
2025-04-08,182.61500549316406
2025-04-09,203.41000366210938
2025-04-10,196.38999938964844
2025-04-11,198.03500366210938
2025-04-14,200.22999572753906
2025-04-15,202.92999267578125
2025-04-16,203.1999969482422
2025-04-17,203.4600067138672
2025-04-21,191.3699951171875
2025-04-22,197.58999633789062
2025-04-23,204.66000366210938
2025-04-24,211.00999450683594
2025-04-25,211.55999755859375
2025-04-28,213.42999267578125
2025-04-29,213.9499969482422
2025-04-30,215.0800018310547
2025-05-01,223.33999633789062
2025-05-02,225.94000244140625
2025-05-05,222.27999877929688
2025-05-06,234.72000122070312
2025-05-07,231.30999755859375
2025-05-08,228.61000061035156
2025-05-09,225.16000366210938
2025-05-12,236.6199951171875
2025-05-13,241.0800018310547
2025-05-14,244.9199981689453
2025-05-15,244.8000030517578
2025-05-16,244.86000061035156
2025-05-19,240.3000030517578
2025-05-20,241.2100067138672
2025-05-21,235.38999938964844
2025-05-22,238.6300048828125
2025-05-23,243.0800018310547
2025-05-27,245.22000122070312
2025-05-28,244.52000427246094
2025-05-29,244.69000244140625
2025-05-30,243.9499969482422
2025-06-02,248.55999755859375
2025-06-03,255.47999572753906
2025-06-04,260.0
2025-06-05,255.94000244140625
2025-06-06,258.5400085449219
2025-06-09,257.0199890136719
2025-06-10,255.09500122070312
2025-06-11,274.82000732421875
2025-06-12,274.989990234375
2025-06-13,277.1600036621094
2025-06-16,280.9200134277344
2025-06-17,285.8800048828125
2025-06-18,290.3800048828125
2025-06-20,288.6600036621094
2025-06-23,291.5899963378906
2025-06-24,294.1700134277344
2025-06-25,288.0
2025-06-26,291.3800048828125
2025-06-27,297.8800048828125
2025-06-30,290.7699890136719
2025-07-01,279.989990234375
2025-07-02,276.2699890136719
2025-07-03,286.30999755859375
2025-07-07,285.1000061035156
2025-07-08,277.4599914550781
2025-07-09,272.1499938964844
2025-07-10,267.6199951171875
2025-07-11,276.1700134277344
2025-07-14,281.9599914550781
2025-07-15,268.1499938964844
2025-07-16,264.7799987792969
2025-07-17,264.0
2025-07-18,328.6300048828125
2025-07-21,310.1400146484375
2025-07-22,313.5799865722656
2025-07-23,339.239990234375
2025-07-24,339.1600036621094
2025-07-25,346.6199951171875
2025-07-28,358.7699890136719
2025-07-29,361.2099914550781
2025-07-30,373.3599853515625
2025-07-31,377.57000732421875
2025-08-01,378.010009765625
2025-08-04,390.67999267578125
2025-08-05,384.2699890136719
2025-08-06,378.6700134277344
2025-08-07,375.5799865722656
2025-08-08,374.67999267578125
2025-08-11,369.95001220703125
2025-08-12,380.6099853515625
2025-08-13,380.25
2025-08-14,380.6000061035156
2025-08-15,377.82000732421875
2025-08-18,376.8900146484375
2025-08-19,368.1600036621094
2025-08-20,360.1000061035156
2025-08-21,357.8599853515625
2025-08-22,356.1099853515625
2025-08-25,355.5299987792969
2025-08-26,378.7900085449219
2025-08-27,381.5
2025-08-28,388.2200012207031
2025-08-29,378.9200134277344
2025-09-02,375.1499938964844
2025-09-03,377.760009765625
2025-09-04,380.44000244140625
2025-09-05,389.19000244140625
2025-09-08,383.489990234375
2025-09-09,389.42999267578125
2025-09-10,402.6499938964844
2025-09-11,400.9200134277344
2025-09-12,402.5299987792969
2025-09-15,405.45001220703125
2025-09-16,409.6000061035156
2025-09-17,408.0899963378906
2025-09-18,415.25
2025-09-19,423.55999755859375
