Date,MCK
2010-01-04,56.00139236450195
2010-01-05,56.20469284057617
2010-01-06,53.91548538208008
2010-01-07,54.03036880493164
2010-01-08,53.71219253540039
2010-01-11,54.32205581665039
2010-01-12,55.0821647644043
2010-01-13,55.2501106262207
2010-01-14,54.790489196777344
2010-01-15,54.72862243652344
2010-01-19,55.82463073730469
2010-01-20,55.152870178222656
2010-01-21,54.20716857910156
2010-01-22,53.53542709350586
2010-01-25,54.30438232421875
2010-01-26,55.108699798583984
2010-01-27,52.60736846923828
2010-01-28,53.305633544921875
2010-01-29,51.988677978515625
2010-02-01,52.61621856689453
2010-02-02,53.43820571899414
2010-02-03,53.20838928222656
2010-02-04,51.79422378540039
2010-02-05,51.51137161254883
2010-02-08,51.53789520263672
2010-02-09,51.926788330078125
2010-02-10,51.803070068359375
2010-02-11,52.13892364501953
2010-02-12,52.13892364501953
2010-02-16,52.92557144165039
2010-02-17,53.27025604248047
2010-02-18,53.65916442871094
2010-02-19,53.69453048706055
2010-02-22,52.96976852416992
2010-02-23,51.73235321044922
2010-02-24,52.38640594482422
2010-02-25,52.37754821777344
2010-02-26,52.38640594482422
2010-03-01,53.49346160888672
2010-03-02,54.644840240478516
2010-03-03,53.81230545043945
2010-03-04,54.28171157836914
2010-03-05,54.98136520385742
2010-03-08,54.01599884033203
2010-03-09,53.52004623413086
2010-03-10,53.6617546081543
2010-03-11,53.54661178588867
2010-03-12,54.09574508666992
2010-03-15,53.8034553527832
2010-03-16,54.28171157836914
2010-03-17,55.76073455810547
2010-03-18,56.07071304321289
2010-03-19,56.74382781982422
2010-03-22,57.23979187011719
2010-03-23,57.505489349365234
2010-03-24,56.69068908691406
2010-03-25,56.8323860168457
2010-03-26,56.345272064208984
2010-03-29,57.73576354980469
2010-03-30,59.09081268310547
2010-03-31,58.205142974853516
2010-04-01,58.771976470947266
2010-04-05,58.993385314941406
2010-04-06,59.00223922729492
2010-04-07,58.60368347167969
2010-04-08,58.98452377319336
2010-04-09,58.94910430908203
2010-04-12,57.98371887207031
2010-04-13,57.78004455566406
2010-04-14,57.45234298706055
2010-04-15,57.372623443603516
2010-04-16,56.850093841552734
2010-04-19,57.062652587890625
2010-04-20,58.435420989990234
2010-04-21,58.019168853759766
2010-04-22,59.126224517822266
2010-04-23,60.250999450683594
2010-04-26,59.43620300292969
2010-04-27,58.46199417114258
2010-04-28,58.67454528808594
2010-04-29,58.878231048583984
2010-04-30,57.39921188354492
2010-05-03,57.45234298706055
2010-05-04,59.81705093383789
2010-05-05,59.622196197509766
2010-05-06,58.497413635253906
2010-05-07,56.44269943237305
2010-05-10,58.88709259033203
2010-05-11,58.541709899902344
2010-05-12,61.16322708129883
2010-05-13,61.10122299194336
2010-05-14,59.9764518737793
2010-05-17,60.75583267211914
2010-05-18,61.41120529174805
2010-05-19,61.871761322021484
2010-05-20,59.90559768676758
2010-05-21,60.516693115234375
2010-05-24,60.35731506347656
2010-05-25,60.056148529052734
2010-05-26,60.1181755065918
2010-05-27,62.057735443115234
2010-05-28,61.99576187133789
2010-06-01,60.94182205200195
2010-06-02,62.21714401245117
2010-06-03,63.12937545776367
2010-06-04,60.72040557861328
2010-06-07,61.065799713134766
2010-06-08,60.5862922668457
2010-06-09,60.879337310791016
2010-06-10,61.891624450683594
2010-06-11,61.86498260498047
2010-06-14,61.98930740356445
2010-06-15,62.58426284790039
2010-06-16,62.744102478027344
2010-06-17,63.134769439697266
2010-06-18,62.237937927246094
2010-06-21,62.00706100463867
2010-06-22,60.78166961669922
2010-06-23,60.76390075683594
2010-06-24,60.124549865722656
2010-06-25,60.524131774902344
2010-06-28,60.84379959106445
2010-06-29,59.8936882019043
2010-06-30,59.63615417480469
2010-07-01,59.50297927856445
