Date,HAL
2010-01-04,24.11448097229004
2010-01-05,24.42314338684082
2010-01-06,25.001895904541016
2010-01-07,25.063627243041992
2010-01-08,26.329160690307617
2010-01-11,26.066791534423828
2010-01-12,25.688676834106445
2010-01-13,26.275136947631836
2010-01-14,26.47576904296875
2010-01-15,26.259700775146484
2010-01-19,26.69955825805664
2010-01-20,25.673242568969727
2010-01-21,25.10220718383789
2010-01-22,24.037317276000977
2010-01-25,23.9755859375
2010-01-26,23.828962326049805
2010-01-27,23.466285705566406
2010-01-28,22.879823684692383
2010-01-29,22.540283203125
2010-02-01,23.651479721069336
2010-02-02,23.736370086669922
2010-02-03,23.427703857421875
2010-02-04,22.270204544067383
2010-02-05,21.830350875854492
2010-02-08,21.683734893798828
2010-02-09,22.439973831176758
2010-02-10,22.55571937561035
2010-02-11,23.27336311340332
2010-02-12,23.16533660888672
2010-02-16,23.960142135620117
2010-02-17,23.98329734802246
2010-02-18,24.3382625579834
2010-02-19,24.531179428100586
2010-02-22,23.937000274658203
2010-02-23,23.304241180419922
2010-02-24,23.157623291015625
2010-02-25,23.149890899658203
2010-02-26,23.335651397705078
2010-03-01,23.800048828125
2010-03-02,24.15608024597168
2010-03-03,24.53533172607422
2010-03-04,24.341840744018555
2010-03-05,24.674652099609375
2010-03-08,24.310882568359375
2010-03-09,23.923887252807617
2010-03-10,23.71490478515625
2010-03-11,23.79230499267578
2010-03-12,24.38053321838379
2010-03-15,24.016761779785156
2010-03-16,24.543075561523438
2010-03-17,25.170000076293945
2010-03-18,24.44245719909668
2010-03-19,23.606552124023438
2010-03-22,23.71490478515625
2010-03-23,23.769088745117188
2010-03-24,23.38210105895996
2010-03-25,22.88673973083496
2010-03-26,22.724206924438477
2010-03-29,23.118942260742188
2010-03-30,23.21956443786621
2010-03-31,23.32017707824707
2010-04-01,23.79230499267578
2010-04-05,24.651432037353516
2010-04-06,24.922327041625977
2010-04-07,24.481151580810547
2010-04-08,24.504379272460938
2010-04-09,24.434720993041992
2010-04-12,24.38053321838379
2010-04-13,24.31861686706543
2010-04-14,25.100353240966797
2010-04-15,25.170000076293945
2010-04-16,24.4888973236084
2010-04-19,24.434720993041992
2010-04-20,25.781461715698242
2010-04-21,25.765972137451172
2010-04-22,26.10651969909668
2010-04-23,27.05852699279785
2010-04-26,26.67926788330078
2010-04-27,25.394454956054688
2010-04-28,25.812410354614258
2010-04-29,24.457937240600586
2010-04-30,23.722646713256836
2010-05-03,24.29538917541504
2010-05-04,23.459491729736328
2010-05-05,23.204084396362305
2010-05-06,22.25206756591797
2010-05-07,21.292341232299805
2010-05-10,21.354257583618164
2010-05-11,21.93474578857422
2010-05-12,22.515233993530273
2010-05-13,22.45331573486328
2010-05-14,21.74124526977539
2010-05-17,21.555498123168945
2010-05-18,21.392953872680664
2010-05-19,20.990482330322266
2010-05-20,20.293901443481445
2010-05-21,20.68863296508789
2010-05-24,19.852725982666016
2010-05-25,19.82950210571289
2010-05-26,20.030746459960938
2010-05-27,20.9627628326416
2010-05-28,19.28512191772461
2010-06-01,16.426923751831055
2010-06-02,18.391931533813477
2010-06-03,18.35309600830078
2010-06-04,17.949222564697266
2010-06-07,17.708446502685547
2010-06-08,17.879318237304688
2010-06-09,17.522043228149414
2010-06-10,18.811344146728516
2010-06-11,18.94338035583496
2010-06-14,18.656003952026367
2010-06-15,19.77443504333496
2010-06-16,20.388015747070312
2010-06-17,20.496747970581055
2010-06-18,20.954992294311523
2010-06-21,21.009368896484375
2010-06-22,20.186077117919922
2010-06-23,20.02297019958496
2010-06-24,19.580263137817383
2010-06-25,20.457921981811523
2010-06-28,20.186077117919922
2010-06-29,19.013290405273438
2010-06-30,19.067646026611328
2010-07-01,19.40161895751953
2010-07-02,19.99190330505371
2010-07-06,20.551122665405273
2010-07-07,21.73944664001465
2010-07-08,22.29866600036621
2010-07-09,22.244293212890625
2010-07-12,21.879257202148438
2010-07-13,21.84818458557129
2010-07-14,21.879257202148438
2010-07-15,21.82488250732422
2010-07-16,21.36664581298828
2010-07-19,22.65594482421875
2010-07-20,23.51030158996582
2010-07-21,23.207380294799805
2010-07-22,23.533599853515625
2010-07-23,23.758834838867188
2010-07-26,23.96854019165039
2010-07-27,23.650100708007812
