Date,ONON
2021-09-15,35.0
2021-09-16,37.4900016784668
2021-09-17,38.95000076293945
2021-09-20,36.0099983215332
2021-09-21,38.63999938964844
2021-09-22,35.75
2021-09-23,37.34000015258789
2021-09-24,36.02000045776367
2021-09-27,33.369998931884766
2021-09-28,32.0
2021-09-29,30.899999618530273
2021-09-30,30.1299991607666
2021-10-01,30.5
2021-10-04,29.09000015258789
2021-10-05,30.440000534057617
2021-10-06,29.59000015258789
2021-10-07,29.84000015258789
2021-10-08,30.06999969482422
2021-10-11,30.690000534057617
2021-10-12,30.540000915527344
2021-10-13,30.700000762939453
2021-10-14,29.56999969482422
2021-10-15,29.719999313354492
2021-10-18,30.06999969482422
2021-10-19,29.770000457763672
2021-10-20,31.360000610351562
2021-10-21,33.709999084472656
2021-10-22,33.2599983215332
2021-10-25,34.97999954223633
2021-10-26,35.58000183105469
2021-10-27,34.0
2021-10-28,33.70000076293945
2021-10-29,34.15999984741211
2021-11-01,36.58000183105469
2021-11-02,35.40999984741211
2021-11-03,38.45000076293945
2021-11-04,37.630001068115234
2021-11-05,39.189998626708984
2021-11-08,38.2400016784668
2021-11-09,37.849998474121094
2021-11-10,37.189998626708984
2021-11-11,37.0099983215332
2021-11-12,37.20000076293945
2021-11-15,36.43000030517578
2021-11-16,45.61000061035156
2021-11-17,51.45000076293945
2021-11-18,45.0
2021-11-19,44.939998626708984
2021-11-22,42.560001373291016
2021-11-23,42.4900016784668
2021-11-24,45.709999084472656
2021-11-26,43.11000061035156
2021-11-29,42.25
2021-11-30,40.15999984741211
2021-12-01,39.04999923706055
2021-12-02,38.75
2021-12-03,36.79999923706055
2021-12-06,40.150001525878906
2021-12-07,42.38999938964844
2021-12-08,41.810001373291016
2021-12-09,39.40999984741211
2021-12-10,38.279998779296875
2021-12-13,36.02000045776367
2021-12-14,36.560001373291016
2021-12-15,37.20000076293945
2021-12-16,36.119998931884766
2021-12-17,36.20000076293945
2021-12-20,35.2599983215332
2021-12-21,37.58000183105469
2021-12-22,37.66999816894531
2021-12-23,38.61000061035156
2021-12-27,36.52000045776367
2021-12-28,35.439998626708984
2021-12-29,37.029998779296875
2021-12-30,38.06999969482422
2021-12-31,37.810001373291016
2022-01-03,38.68000030517578
2022-01-04,36.439998626708984
2022-01-05,32.86000061035156
2022-01-06,33.36000061035156
2022-01-07,33.0
2022-01-10,31.469999313354492
2022-01-11,32.119998931884766
2022-01-12,30.68000030517578
2022-01-13,29.450000762939453
2022-01-14,28.030000686645508
2022-01-18,27.3700008392334
2022-01-19,26.829999923706055
2022-01-20,26.260000228881836
2022-01-21,25.75
2022-01-24,26.600000381469727
2022-01-25,25.43000030517578
2022-01-26,25.0
2022-01-27,24.219999313354492
2022-01-28,24.399999618530273
2022-01-31,26.3700008392334
2022-02-01,28.3799991607666
2022-02-02,28.690000534057617
2022-02-03,26.950000762939453
2022-02-04,27.780000686645508
2022-02-07,28.5
2022-02-08,29.440000534057617
2022-02-09,30.25
2022-02-10,29.3700008392334
2022-02-11,27.450000762939453
2022-02-14,27.06999969482422
2022-02-15,27.75
2022-02-16,28.31999969482422
2022-02-17,26.540000915527344
2022-02-18,25.030000686645508
2022-02-22,24.219999313354492
2022-02-23,23.829999923706055
2022-02-24,24.6299991607666
2022-02-25,24.010000228881836
2022-02-28,24.350000381469727
2022-03-01,21.950000762939453
2022-03-02,23.549999237060547
2022-03-03,22.65999984741211
2022-03-04,21.969999313354492
2022-03-07,20.729999542236328
2022-03-08,20.829999923706055
2022-03-09,22.889999389648438
2022-03-10,23.049999237060547
2022-03-11,22.020000457763672
2022-03-14,19.920000076293945
2022-03-15,21.329999923706055
2022-03-16,23.530000686645508
2022-03-17,24.43000030517578
2022-03-18,27.829999923706055
2022-03-21,27.139999389648438
2022-03-22,27.75
2022-03-23,27.440000534057617
2022-03-24,26.65999984741211
2022-03-25,25.549999237060547
2022-03-28,26.1200008392334
2022-03-29,26.889999389648438
2022-03-30,26.229999542236328
2022-03-31,25.239999771118164
2022-04-01,25.6299991607666
2022-04-04,26.81999969482422
2022-04-05,25.200000762939453
2022-04-06,23.5
2022-04-07,23.389999389648438
2022-04-08,22.68000030517578
2022-04-11,22.979999542236328
2022-04-12,23.75
2022-04-13,24.549999237060547
2022-04-14,24.81999969482422
2022-04-18,24.549999237060547
2022-04-19,26.010000228881836
2022-04-20,26.049999237060547
2022-04-21,26.139999389648438
2022-04-22,26.010000228881836
2022-04-25,26.209999084472656
2022-04-26,23.940000534057617
2022-04-27,24.110000610351562
2022-04-28,25.549999237060547
2022-04-29,24.969999313354492
2022-05-02,26.040000915527344
2022-05-03,26.290000915527344
2022-05-04,25.729999542236328
2022-05-05,23.239999771118164
2022-05-06,22.530000686645508
2022-05-09,20.739999771118164
2022-05-10,20.100000381469727
2022-05-11,16.729999542236328
2022-05-12,19.020000457763672
2022-05-13,20.219999313354492
2022-05-16,20.399999618530273
2022-05-17,20.610000610351562
2022-05-18,19.6200008392334
2022-05-19,20.729999542236328
2022-05-20,19.950000762939453
2022-05-23,20.040000915527344
2022-05-24,18.31999969482422
2022-05-25,18.65999984741211
2022-05-26,19.700000762939453
2022-05-27,21.0
2022-05-31,20.649999618530273
2022-06-01,21.1200008392334
2022-06-02,22.68000030517578
2022-06-03,21.90999984741211
2022-06-06,20.940000534057617
2022-06-07,21.15999984741211
2022-06-08,21.219999313354492
2022-06-09,20.729999542236328
2022-06-10,20.139999389648438
2022-06-13,19.049999237060547
2022-06-14,19.200000762939453
2022-06-15,18.989999771118164
2022-06-16,17.1299991607666
2022-06-17,17.0
2022-06-21,17.110000610351562
2022-06-22,17.43000030517578
2022-06-23,18.280000686645508
2022-06-24,18.989999771118164
2022-06-27,18.290000915527344
2022-06-28,17.450000762939453
2022-06-29,17.780000686645508
2022-06-30,17.690000534057617
2022-07-01,17.65999984741211
2022-07-05,18.549999237060547
2022-07-06,17.709999084472656
2022-07-07,18.100000381469727
2022-07-08,18.040000915527344
2022-07-11,17.459999084472656
2022-07-12,17.31999969482422
2022-07-13,17.420000076293945
2022-07-14,16.540000915527344
2022-07-15,17.200000762939453
2022-07-18,17.729999542236328
2022-07-19,19.049999237060547
2022-07-20,19.270000457763672
2022-07-21,19.940000534057617
2022-07-22,19.450000762939453
2022-07-25,19.34000015258789
2022-07-26,18.530000686645508
2022-07-27,19.110000610351562
2022-07-28,21.170000076293945
2022-07-29,21.770000457763672
2022-08-01,22.190000534057617
2022-08-02,21.690000534057617
2022-08-03,22.450000762939453
2022-08-04,22.6299991607666
2022-08-05,22.84000015258789
2022-08-08,23.479999542236328
2022-08-09,22.559999465942383
2022-08-10,23.899999618530273
2022-08-11,23.8799991607666
2022-08-12,24.469999313354492
2022-08-15,24.459999084472656
2022-08-16,24.280000686645508
2022-08-17,24.06999969482422
2022-08-18,23.65999984741211
2022-08-19,22.469999313354492
2022-08-22,21.719999313354492
2022-08-23,21.850000381469727
2022-08-24,21.75
2022-08-25,21.780000686645508
2022-08-26,20.899999618530273
2022-08-29,20.760000228881836
2022-08-30,20.6200008392334
2022-08-31,19.989999771118164
2022-09-01,19.479999542236328
2022-09-02,19.3700008392334
2022-09-06,18.780000686645508
2022-09-07,19.540000915527344
2022-09-08,19.75
2022-09-09,20.280000686645508
2022-09-12,20.920000076293945
2022-09-13,19.100000381469727
2022-09-14,19.229999542236328
2022-09-15,18.6200008392334
2022-09-16,18.100000381469727
2022-09-19,18.25
2022-09-20,17.729999542236328
2022-09-21,17.739999771118164
2022-09-22,17.350000381469727
2022-09-23,17.15999984741211
2022-09-26,16.559999465942383
2022-09-27,16.93000030517578
2022-09-28,17.90999984741211
2022-09-29,17.299999237060547
2022-09-30,16.049999237060547
2022-10-03,16.799999237060547
2022-10-04,17.649999618530273
2022-10-05,17.90999984741211
2022-10-06,18.06999969482422
2022-10-07,16.780000686645508
2022-10-10,16.0
2022-10-11,16.299999237060547
2022-10-12,16.84000015258789
2022-10-13,17.139999389648438
2022-10-14,16.09000015258789
2022-10-17,16.520000457763672
2022-10-18,16.989999771118164
2022-10-19,16.209999084472656
2022-10-20,16.170000076293945
2022-10-21,16.479999542236328
2022-10-24,16.799999237060547
2022-10-25,18.1299991607666
2022-10-26,17.850000381469727
2022-10-27,17.3799991607666
2022-10-28,17.579999923706055
2022-10-31,17.59000015258789
2022-11-01,17.709999084472656
2022-11-02,16.850000381469727
2022-11-03,17.0
2022-11-04,17.6299991607666
2022-11-07,17.450000762939453
2022-11-08,17.31999969482422
2022-11-09,16.450000762939453
2022-11-10,18.09000015258789
2022-11-11,19.579999923706055
2022-11-14,19.639999389648438
2022-11-15,20.15999984741211
2022-11-16,18.399999618530273
2022-11-17,17.31999969482422
2022-11-18,16.93000030517578
2022-11-21,17.020000457763672
2022-11-22,18.170000076293945
2022-11-23,18.610000610351562
2022-11-25,18.469999313354492
2022-11-28,18.510000228881836
2022-11-29,18.440000534057617
2022-11-30,19.420000076293945
2022-12-01,19.229999542236328
2022-12-02,19.610000610351562
2022-12-05,18.860000610351562
2022-12-06,17.90999984741211
2022-12-07,18.030000686645508
2022-12-08,17.8700008392334
2022-12-09,17.420000076293945
2022-12-12,17.719999313354492
2022-12-13,17.639999389648438
2022-12-14,17.829999923706055
2022-12-15,17.1200008392334
2022-12-16,16.489999771118164
2022-12-19,16.34000015258789
2022-12-20,16.389999389648438
2022-12-21,16.850000381469727
2022-12-22,16.6200008392334
2022-12-23,16.280000686645508
2022-12-27,16.389999389648438
2022-12-28,16.3700008392334
2022-12-29,17.270000457763672
2022-12-30,17.15999984741211
2023-01-03,17.06999969482422
2023-01-04,17.479999542236328
2023-01-05,17.479999542236328
2023-01-06,19.1299991607666
2023-01-09,19.1200008392334
2023-01-10,19.709999084472656
2023-01-11,20.540000915527344
2023-01-12,20.31999969482422
2023-01-13,20.700000762939453
2023-01-17,21.360000610351562
2023-01-18,20.81999969482422
2023-01-19,20.600000381469727
2023-01-20,21.15999984741211
2023-01-23,22.270000457763672
2023-01-24,21.790000915527344
2023-01-25,22.209999084472656
