Date,ECG
2024-10-28,49.0
2024-10-29,50.0
2024-10-30,53.029998779296875
2024-10-31,51.5
2024-11-01,52.4900016784668
2024-11-04,53.70000076293945
2024-11-05,51.5099983215332
2024-11-06,54.61000061035156
2024-11-07,62.099998474121094
2024-11-08,62.93000030517578
2024-11-11,63.849998474121094
2024-11-12,61.029998779296875
2024-11-13,59.220001220703125
2024-11-14,56.7400016784668
2024-11-15,56.34000015258789
2024-11-18,59.31999969482422
2024-11-19,61.38999938964844
2024-11-20,60.08000183105469
2024-11-21,64.27999877929688
2024-11-22,65.06999969482422
2024-11-25,63.90999984741211
2024-11-26,64.55000305175781
2024-11-27,64.66000366210938
2024-11-29,63.65999984741211
2024-12-02,62.900001525878906
2024-12-03,65.47000122070312
2024-12-04,67.25
2024-12-05,68.23999786376953
2024-12-06,68.62000274658203
2024-12-09,66.94999694824219
2024-12-10,66.16000366210938
2024-12-11,67.83000183105469
2024-12-12,68.80000305175781
2024-12-13,68.16999816894531
2024-12-16,71.16000366210938
2024-12-17,69.66999816894531
2024-12-18,68.5
2024-12-19,64.5999984741211
2024-12-20,67.08999633789062
2024-12-23,68.80000305175781
2024-12-24,70.58000183105469
2024-12-26,73.61000061035156
2024-12-27,69.8499984741211
2024-12-30,66.87000274658203
2024-12-31,65.75
2025-01-02,69.27999877929688
2025-01-03,68.95999908447266
2025-01-06,67.69999694824219
2025-01-07,69.12000274658203
2025-01-08,66.66000366210938
2025-01-10,64.66999816894531
2025-01-13,65.87000274658203
2025-01-14,69.33999633789062
2025-01-15,69.94999694824219
2025-01-16,66.29000091552734
2025-01-17,69.68000030517578
2025-01-21,72.5
2025-01-22,76.0999984741211
2025-01-23,75.33999633789062
2025-01-24,76.76000213623047
2025-01-27,68.44999694824219
2025-01-28,67.98999786376953
2025-01-29,66.55999755859375
2025-01-30,70.48999786376953
2025-01-31,68.80999755859375
2025-02-03,66.6500015258789
2025-02-04,67.61000061035156
2025-02-05,69.08000183105469
2025-02-06,70.72000122070312
2025-02-07,70.27999877929688
2025-02-10,69.91999816894531
2025-02-11,68.41999816894531
2025-02-12,55.9900016784668
2025-02-13,49.540000915527344
2025-02-14,48.13999938964844
2025-02-18,47.88999938964844
2025-02-19,46.58000183105469
2025-02-20,46.540000915527344
2025-02-21,43.560001373291016
2025-02-24,38.619998931884766
2025-02-25,42.29999923706055
2025-02-26,45.0
2025-02-27,41.900001525878906
2025-02-28,41.599998474121094
2025-03-03,39.290000915527344
2025-03-04,38.0099983215332
2025-03-05,39.86000061035156
2025-03-06,39.540000915527344
2025-03-07,39.970001220703125
2025-03-10,38.2400016784668
2025-03-11,37.900001525878906
2025-03-12,38.72999954223633
2025-03-13,37.790000915527344
2025-03-14,38.04999923706055
2025-03-17,38.97999954223633
2025-03-18,37.689998626708984
2025-03-19,39.959999084472656
2025-03-20,40.20000076293945
2025-03-21,39.209999084472656
2025-03-24,41.349998474121094
2025-03-25,38.58000183105469
2025-03-26,36.869998931884766
2025-03-27,34.970001220703125
2025-03-28,36.18000030517578
2025-03-31,37.09000015258789
2025-04-01,37.599998474121094
2025-04-02,38.369998931884766
2025-04-03,35.310001373291016
2025-04-04,33.599998474121094
2025-04-07,35.209999084472656
2025-04-08,35.06999969482422
2025-04-09,39.58000183105469
2025-04-10,37.970001220703125
2025-04-11,38.5
2025-04-14,37.5099983215332
2025-04-15,38.540000915527344
2025-04-16,38.16999816894531
2025-04-17,38.849998474121094
2025-04-21,35.7400016784668
2025-04-22,36.939998626708984
2025-04-23,38.459999084472656
2025-04-24,40.970001220703125
2025-04-25,40.849998474121094
2025-04-28,40.790000915527344
2025-04-29,40.63999938964844
2025-04-30,40.2400016784668
2025-05-01,42.84000015258789
2025-05-02,45.119998931884766
2025-05-05,45.400001525878906
2025-05-06,45.349998474121094
2025-05-07,46.59000015258789
2025-05-08,48.27000045776367
2025-05-09,47.93000030517578
2025-05-12,50.099998474121094
2025-05-13,51.41999816894531
2025-05-14,60.29999923706055
2025-05-15,61.2400016784668
2025-05-16,59.47999954223633
2025-05-19,59.2599983215332
2025-05-20,58.97999954223633
2025-05-21,56.810001373291016
2025-05-22,57.38999938964844
2025-05-23,56.70000076293945
2025-05-27,59.45000076293945
2025-05-28,58.779998779296875
2025-05-29,57.869998931884766
2025-05-30,57.90999984741211
2025-06-02,57.58000183105469
2025-06-03,60.20000076293945
2025-06-04,59.779998779296875
2025-06-05,60.400001525878906
2025-06-06,61.189998626708984
2025-06-09,61.029998779296875
2025-06-10,59.83000183105469
2025-06-11,60.310001373291016
2025-06-12,60.439998626708984
2025-06-13,59.540000915527344
2025-06-16,59.77000045776367
2025-06-17,59.75
2025-06-18,59.790000915527344
2025-06-20,59.18000030517578
2025-06-23,60.7599983215332
2025-06-24,61.939998626708984
2025-06-25,61.7400016784668
2025-06-26,61.95000076293945
2025-06-27,63.41999816894531
2025-06-30,63.529998779296875
2025-07-01,62.810001373291016
2025-07-02,64.05000305175781
2025-07-03,65.16000366210938
2025-07-07,64.3499984741211
2025-07-08,65.30999755859375
2025-07-09,67.44999694824219
2025-07-10,67.33999633789062
2025-07-11,68.80999755859375
2025-07-14,68.68000030517578
2025-07-15,68.33000183105469
2025-07-16,69.2699966430664
2025-07-17,69.19999694824219
2025-07-18,69.16999816894531
2025-07-21,68.80999755859375
2025-07-22,66.69999694824219
2025-07-23,69.01000213623047
2025-07-24,69.0
2025-07-25,73.52999877929688
2025-07-28,72.47000122070312
2025-07-29,74.0999984741211
2025-07-30,75.29000091552734
2025-07-31,74.26000213623047
2025-08-01,70.16999816894531
2025-08-04,72.0
2025-08-05,72.94000244140625
2025-08-06,73.06999969482422
2025-08-07,71.52999877929688
2025-08-08,71.41999816894531
2025-08-11,70.87999725341797
2025-08-12,75.80000305175781
2025-08-13,79.16000366210938
2025-08-14,75.30999755859375
2025-08-15,75.69000244140625
2025-08-18,76.16999816894531
2025-08-19,75.37000274658203
2025-08-20,74.77999877929688
2025-08-21,75.79000091552734
2025-08-22,76.11000061035156
2025-08-25,75.61000061035156
2025-08-26,78.55999755859375
2025-08-27,77.33000183105469
2025-08-28,80.30999755859375
2025-08-29,78.44000244140625
2025-09-02,76.23999786376953
2025-09-03,75.3499984741211
2025-09-04,77.38999938964844
2025-09-05,74.16999816894531
2025-09-08,75.05000305175781
2025-09-09,75.91000366210938
2025-09-10,77.56999969482422
2025-09-11,79.19999694824219
2025-09-12,78.66999816894531
2025-09-15,79.23999786376953
2025-09-16,78.97000122070312
2025-09-17,78.81999969482422
2025-09-18,81.88999938964844
2025-09-19,82.2300033569336
