Date,GEF
2010-01-04,31.687137603759766
2010-01-05,31.75535774230957
2010-01-06,32.44324493408203
2010-01-07,32.15330123901367
2010-01-08,31.97138023376465
2010-01-11,31.69283103942871
2010-01-12,31.48249053955078
2010-01-13,31.834951400756836
2010-01-14,31.306259155273438
2010-01-15,30.987916946411133
2010-01-19,31.368789672851562
2010-01-20,30.589969635009766
2010-01-21,29.805469512939453
2010-01-22,29.28245735168457
2010-01-25,29.219938278198242
2010-01-26,29.015281677246094
2010-01-27,28.674192428588867
2010-01-28,28.13982391357422
2010-01-29,27.491748809814453
2010-02-01,27.770294189453125
2010-02-02,28.350149154663086
2010-02-03,27.93516731262207
2010-02-04,26.445749282836914
2010-02-05,27.264354705810547
2010-02-08,26.889156341552734
2010-02-09,27.366682052612305
2010-02-10,27.144975662231445
2010-02-11,27.2473087310791
2010-02-12,27.412158966064453
2010-02-16,27.690715789794922
2010-02-17,27.86125946044922
2010-02-18,28.253515243530273
2010-02-19,28.253515243530273
2010-02-22,28.20804214477539
2010-02-23,28.014755249023438
2010-02-24,28.11139488220215
2010-02-25,28.27056312561035
2010-02-26,29.12897300720215
2010-03-01,30.362594604492188
2010-03-02,30.76051902770996
2010-03-03,31.147083282470703
2010-03-04,30.95379638671875
2010-03-05,31.38585662841797
2010-03-08,30.74915313720703
2010-03-09,30.44786834716797
2010-03-10,30.555866241455078
2010-03-11,30.294361114501953
2010-03-12,30.311418533325195
2010-03-15,30.23126983642578
2010-03-16,30.328601837158203
2010-03-17,30.826711654663086
2010-03-18,30.632057189941406
2010-03-19,29.944965362548828
2010-03-22,30.769472122192383
2010-03-23,31.181705474853516
2010-03-24,30.70648193359375
2010-03-25,30.506092071533203
2010-03-26,31.0900936126709
2010-03-29,31.513803482055664
2010-03-30,31.250425338745117
2010-03-31,31.445083618164062
2010-04-01,32.01764678955078
2010-04-05,32.55012893676758
2010-04-06,32.830692291259766
2010-04-07,32.69900131225586
2010-04-08,31.662662506103516
2010-04-09,31.565332412719727
2010-04-12,32.189430236816406
2010-04-13,32.12644577026367
2010-04-14,33.22575378417969
2010-04-15,32.84786605834961
2010-04-16,32.95092010498047
2010-04-19,32.681827545166016
2010-04-20,32.95092010498047
2010-04-21,33.51203918457031
2010-04-22,33.69525909423828
2010-04-23,34.2735481262207
2010-04-26,34.588462829589844
2010-04-27,34.55411148071289
2010-04-28,33.849853515625
2010-04-29,33.935733795166016
2010-04-30,33.88420486450195
2010-05-03,33.39179611206055
2010-05-04,32.55585861206055
2010-05-05,31.714210510253906
2010-05-06,30.43165397644043
2010-05-07,29.64151382446289
2010-05-10,31.261886596679688
2010-05-11,31.31912612915039
2010-05-12,31.691293716430664
2010-05-13,31.90313720703125
2010-05-14,31.124465942382812
2010-05-17,31.32486343383789
2010-05-18,30.775196075439453
2010-05-19,30.969865798950195
2010-05-20,30.09384536743164
2010-05-21,30.42592430114746
2010-05-24,29.761762619018555
2010-05-25,29.652973175048828
2010-05-26,30.07094383239746
2010-05-27,31.279050827026367
2010-05-28,31.376371383666992
2010-06-01,30.488908767700195
2010-06-02,31.754261016845703
2010-06-03,32.95092010498047
2010-06-04,31.84588050842285
2010-06-07,30.96413230895996
2010-06-08,31.044300079345703
2010-06-09,30.80954360961914
2010-06-10,32.10926055908203
2010-06-11,32.91084289550781
2010-06-14,32.96809768676758
2010-06-15,34.30215835571289
2010-06-16,34.04270553588867
2010-06-17,34.0715446472168
2010-06-18,33.702510833740234
2010-06-21,34.746150970458984
2010-06-22,33.23545455932617
2010-06-23,32.81454086303711
2010-06-24,32.56083679199219
2010-06-25,32.9932861328125
2010-06-28,33.114376068115234
2010-06-29,32.11107635498047
2010-06-30,32.02458572387695
2010-07-01,31.891971588134766
2010-07-02,31.776649475097656
2010-07-06,31.488338470458984
2010-07-07,32.47434616088867
2010-07-08,32.785709381103516
2010-07-09,33.00480651855469
2010-07-12,32.716522216796875
2010-07-13,33.506465911865234
2010-07-14,32.93561935424805
2010-07-15,33.108612060546875
2010-07-16,32.07648849487305
2010-07-19,32.191802978515625
2010-07-20,33.068233489990234
2010-07-21,32.53199768066406
2010-07-22,33.76593780517578
2010-07-23,34.65390396118164
2010-07-26,34.65390396118164
2010-07-27,34.37713623046875
2010-07-28,33.88701248168945
2010-07-29,34.03117752075195
2010-07-30,34.382904052734375
2010-08-02,34.855709075927734
2010-08-03,34.64813995361328
2010-08-04,34.83264923095703
2010-08-05,34.57895278930664
2010-08-06,34.30794143676758
2010-08-09,34.49245834350586
2010-08-10,33.97927474975586
2010-08-11,32.6242561340332
2010-08-12,32.433990478515625
2010-08-13,32.37632369995117
2010-08-16,32.54351806640625
2010-08-17,33.62177658081055
2010-08-18,33.49492263793945
