Date,OSPN
2010-01-04,6.424874305725098
2010-01-05,6.229292392730713
2010-01-06,6.190175533294678
2010-01-07,6.219512939453125
2010-01-08,6.356420516967773
2010-01-11,6.923608779907227
2010-01-12,7.070295333862305
2010-01-13,7.285435676574707
2010-01-14,7.353889465332031
2010-01-15,7.177865505218506
2010-01-19,7.461459636688232
2010-01-20,7.647263050079346
2010-01-21,7.911298751831055
2010-01-22,7.833065986633301
2010-01-25,7.8428449630737305
2010-01-26,7.8037285804748535
2010-01-27,8.028648376464844
2010-01-28,7.8428449630737305
2010-01-29,7.774390697479248
2010-02-01,7.793949127197266
2010-02-02,7.823287010192871
2010-02-03,7.901519298553467
2010-02-04,7.833065986633301
2010-02-05,8.009089469909668
2010-02-08,8.126440048217773
2010-02-09,8.263346672058105
2010-02-10,8.126440048217773
2010-02-11,8.273125648498535
2010-02-12,8.21445083618164
2010-02-16,8.106880187988281
2010-02-17,8.537161827087402
2010-02-18,7.823287010192871
2010-02-19,7.784170150756836
2010-02-22,7.657041549682617
2010-02-23,7.353889465332031
2010-02-24,7.500576019287109
2010-02-25,7.617925643920898
2010-02-26,7.745053768157959
2010-03-01,7.666821002960205
2010-03-02,7.617925643920898
2010-03-03,7.520134449005127
2010-03-04,7.393005847930908
2010-03-05,7.598366737365723
2010-03-08,7.617925643920898
2010-03-09,7.745053768157959
2010-03-10,8.234009742736816
2010-03-11,8.693628311157227
2010-03-12,8.49804401397705
2010-03-15,8.419812202453613
2010-03-16,8.458928108215332
2010-03-17,8.458928108215332
2010-03-18,8.429591178894043
2010-03-19,8.458928108215332
2010-03-22,8.468707084655762
2010-03-23,8.556719779968262
2010-03-24,8.556719779968262
2010-03-25,8.654511451721191
2010-03-26,8.439370155334473
2010-03-29,7.95041561126709
2010-03-30,8.028648376464844
2010-03-31,8.067764282226562
2010-04-01,7.911298751831055
2010-04-05,8.009089469909668
2010-04-06,7.891740322113037
2010-04-07,7.872182369232178
2010-04-08,7.745053768157959
2010-04-09,7.696158409118652
2010-04-12,7.627704620361328
2010-04-13,7.735274791717529
2010-04-14,8.038427352905273
2010-04-15,8.038427352905273
2010-04-16,8.048205375671387
2010-04-19,7.979752063751221
2010-04-20,7.833065986633301
2010-04-21,7.735274791717529
2010-04-22,7.8037285804748535
2010-04-23,7.85262393951416
2010-04-26,7.969973564147949
2010-04-27,6.87471342086792
2010-04-28,6.8062591552734375
2010-04-29,6.620456218719482
2010-04-30,6.336862087249756
2010-05-03,6.454211711883545
2010-05-04,6.591119289398193
2010-05-05,6.434653282165527
2010-05-06,6.3173041343688965
2010-05-07,6.111943244934082
2010-05-10,6.5813398361206055
2010-05-11,6.463990211486816
2010-05-12,6.77692174911499
2010-05-13,6.698688983917236
2010-05-14,6.757363796234131
2010-05-17,6.708468437194824
2010-05-18,6.6400146484375
2010-05-19,6.493327617645264
2010-05-20,6.102163791656494
2010-05-21,6.375978469848633
2010-05-24,6.248850345611572
2010-05-25,6.111943244934082
2010-05-26,6.219512939453125
2010-05-27,6.3173041343688965
2010-05-28,6.229292392730713
2010-06-01,6.014151573181152
2010-06-02,6.356420516967773
2010-06-03,6.327082633972168
2010-06-04,5.887023448944092
2010-06-07,5.80879020690918
2010-06-08,5.7012200355529785
2010-06-09,5.730557441711426
2010-06-10,5.906581878662109
2010-06-11,6.111943244934082
2010-06-14,6.219512939453125
2010-06-15,6.219512939453125
2010-06-16,6.239071369171143
2010-06-17,6.209733486175537
2010-06-18,6.131500720977783
2010-06-21,6.03371000289917
2010-06-22,5.935918807983398
2010-06-23,5.965256214141846
2010-06-24,6.092384338378906
2010-06-25,6.0434889793396
2010-06-28,6.1217217445373535
2010-06-29,6.02393102645874
2010-06-30,6.03371000289917
2010-07-01,5.994593620300293
2010-07-02,5.955477237701416
2010-07-06,6.0043721199035645
2010-07-07,6.180396556854248
2010-07-08,6.209733486175537
2010-07-09,6.180396556854248
2010-07-12,6.02393102645874
2010-07-13,6.356420516967773
2010-07-14,6.199954986572266
2010-07-15,6.092384338378906
2010-07-16,6.014151573181152
2010-07-19,6.03371000289917
2010-07-20,6.1217217445373535
2010-07-21,5.847906589508057
2010-07-22,6.2781877517700195
2010-07-23,6.336862087249756
2010-07-26,6.258628845214844
2010-07-27,6.5813398361206055
2010-07-28,6.287966251373291
2010-07-29,6.1217217445373535
2010-07-30,6.229292392730713
2010-08-02,6.268408298492432
2010-08-03,6.141280651092529
2010-08-04,6.229292392730713
2010-08-05,6.1217217445373535
2010-08-06,6.180396556854248
2010-08-09,6.219512939453125
2010-08-10,5.975035190582275
2010-08-11,5.877244472503662
2010-08-12,5.78923225402832
2010-08-13,5.662103652954102
2010-08-16,5.740336894989014
2010-08-17,6.02393102645874
2010-08-18,5.984814167022705
2010-08-19,6.1217217445373535
2010-08-20,5.935918807983398
2010-08-23,5.8968024253845215
2010-08-24,5.8968024253845215
2010-08-25,5.9261393547058105
2010-08-26,5.965256214141846
2010-08-27,6.151059150695801
2010-08-30,5.877244472503662
2010-08-31,5.847906589508057
2010-09-01,6.02393102645874
2010-09-02,5.975035190582275
2010-09-03,6.03371000289917
2010-09-07,6.0043721199035645
2010-09-08,6.053267955780029
2010-09-09,6.02393102645874
2010-09-10,5.838127613067627
2010-09-13,6.268408298492432
2010-09-14,6.454211711883545
2010-09-15,6.473769664764404
2010-09-16,6.229292392730713
2010-09-17,6.385758399963379
2010-09-20,6.434653282165527
2010-09-21,6.297745704650879
2010-09-22,6.072826385498047
2010-09-23,5.984814167022705
2010-09-24,6.307525157928467
2010-09-27,6.190175533294678
2010-09-28,6.3173041343688965
2010-09-29,6.3173041343688965
2010-09-30,6.356420516967773
2010-10-01,6.336862087249756
2010-10-04,6.102163791656494
2010-10-05,6.3173041343688965
2010-10-06,6.131500720977783
2010-10-07,6.063046932220459
2010-10-08,6.287966251373291
2010-10-11,6.131500720977783
2010-10-12,6.239071369171143
2010-10-13,6.600897789001465
2010-10-14,6.767143249511719
2010-10-15,6.943166732788086
2010-10-18,6.923608779907227
2010-10-19,6.5813398361206055
2010-10-20,6.747584342956543
2010-10-21,6.649794101715088
2010-10-22,6.757363796234131
2010-10-25,6.77692174911499
2010-10-26,7.5396928787231445
2010-10-27,7.627704620361328
2010-10-28,7.823287010192871
2010-10-29,7.813507556915283
2010-11-01,7.627704620361328
2010-11-02,7.627704620361328
2010-11-03,7.657041549682617
2010-11-04,7.764612674713135
2010-11-05,7.98953104019165
2010-11-08,8.664289474487305
2010-11-09,8.449150085449219
2010-11-10,8.722965240478516
2010-11-11,8.341578483581543
2010-11-12,8.390474319458008
2010-11-15,8.331801414489746
2010-11-16,8.155776977539062
2010-11-17,8.175334930419922
2010-11-18,8.507823944091797
