Date,RLI
2010-01-04,6.046454906463623
2010-01-05,5.948859691619873
2010-01-06,5.854629993438721
2010-01-07,5.845654010772705
2010-01-08,5.844534397125244
2010-01-11,5.834439277648926
2010-01-12,5.840045928955078
2010-01-13,5.898381233215332
2010-01-14,5.883795738220215
2010-01-15,5.860239505767822
2010-01-19,5.916327476501465
2010-01-20,5.841169357299805
2010-01-21,5.737964153289795
2010-01-22,5.675144672393799
2010-01-25,5.762643814086914
2010-01-26,5.836681365966797
2010-01-27,5.8961358070373535
2010-01-28,5.787322998046875
2010-01-29,5.772739887237549
2010-02-01,5.790688991546631
2010-02-02,5.790688991546631
2010-02-03,5.78059196472168
2010-02-04,5.67738676071167
2010-02-05,5.68411922454834
2010-02-08,5.5988616943359375
2010-02-09,5.642610549926758
2010-02-10,5.757035255432129
2010-02-11,5.799662113189697
2010-02-12,5.871457576751709
2010-02-16,5.880431175231934
2010-02-17,5.906233310699463
2010-02-18,5.973542213439941
2010-02-19,6.012803077697754
2010-02-22,6.0273847579956055
2010-02-23,6.035238742828369
2010-02-24,6.050941467285156
2010-02-25,6.061039447784424
2010-02-26,5.978024482727051
2010-03-01,6.016168117523193
2010-03-02,6.095813751220703
2010-03-03,6.133955001831055
2010-03-04,6.169853687286377
2010-03-05,6.2304277420043945
2010-03-08,6.248375415802002
2010-03-09,6.24276876449585
2010-03-10,6.205749988555908
2010-03-11,6.19116735458374
2010-03-12,6.203508377075195
2010-03-15,6.224822521209717
2010-03-16,6.241649627685547
2010-03-17,6.332514762878418
2010-03-18,6.353827953338623
2010-03-19,6.361677646636963
2010-03-22,6.37738561630249
2010-03-23,6.389723777770996
2010-03-24,6.363924503326416
2010-03-25,6.384116172790527
2010-03-26,6.413282871246338
2010-03-29,6.4268107414245605
2010-03-30,6.450484275817871
2010-03-31,6.427937030792236
2010-04-01,6.416663646697998
2010-04-05,6.4076457023620605
2010-04-06,6.403135776519775
2010-04-07,6.461758136749268
2010-04-08,6.46288537979126
2010-04-09,6.479794502258301
2010-04-12,6.478665828704834
2010-04-13,6.5248870849609375
2010-04-14,6.65452766418457
2010-04-15,6.695111274719238
2010-04-16,6.635361194610596
2010-04-19,6.7063822746276855
2010-04-20,6.650019645690918
2010-04-21,6.624089241027832
2010-04-22,6.648890018463135
2010-04-23,6.647762298583984
2010-04-26,6.58125114440918
2010-04-27,6.479794502258301
2010-04-28,6.562086582183838
2010-04-29,6.682711124420166
2010-04-30,6.538413047790527
2010-05-03,6.613944053649902
2010-05-04,6.484299659729004
2010-05-05,6.413283348083496
2010-05-06,6.351280689239502
2010-05-07,6.216001510620117
2010-05-10,6.4121551513671875
2010-05-11,6.423427104949951
2010-05-12,6.538413047790527
2010-05-13,6.478665828704834
2010-05-14,6.367060661315918
2010-05-17,6.400881767272949
2010-05-18,6.351280689239502
2010-05-19,6.3400068283081055
2010-05-20,6.125818252563477
2010-05-21,6.13709020614624
2010-05-24,6.058178424835205
2010-05-25,6.0085768699646
2010-05-26,6.014213562011719
2010-05-27,6.2768778800964355
2010-05-28,6.213747024536133
2010-06-01,6.122432708740234
2010-06-02,6.264477252960205
2010-06-03,6.261094093322754
2010-06-04,6.028866291046143
2010-06-07,5.98039436340332
2010-06-08,6.048034191131592
2010-06-09,6.0401411056518555
2010-06-10,6.159638404846191
2010-06-11,6.192328929901123
2010-06-14,6.165273189544678
2010-06-15,6.315205097198486
2010-06-16,6.318586826324463
2010-06-17,6.341133117675781
2010-06-18,6.21938419342041
2010-06-21,6.168655872344971
2010-06-22,6.1494903564453125
2010-06-23,6.119054317474365
2010-06-24,6.046903133392334
2010-06-25,6.181056022644043
2010-06-28,6.160654544830322
2010-06-29,6.039391994476318
2010-06-30,5.950993537902832
2010-07-01,5.909061431884766
2010-07-02,5.920394420623779
2010-07-06,5.835399150848389
2010-07-07,5.952126979827881
2010-07-08,6.022392749786377
2010-07-09,6.1073899269104
2010-07-12,6.041658878326416
2010-07-13,6.188989162445068
2010-07-14,6.19125509262085
2010-07-15,6.1379899978637695
2010-07-16,5.945328235626221
2010-07-19,5.9226603507995605
2010-07-20,6.210522174835205
2010-07-21,6.230920791625977
2010-07-22,6.321584224700928
2010-07-23,6.363518238067627
2010-07-26,6.475715637207031
2010-07-27,6.474583148956299
2010-07-28,6.363518238067627
2010-07-29,6.302318572998047
2010-07-30,6.288719177246094
2010-08-02,6.369184494018555
2010-08-03,6.305718421936035
2010-08-04,6.416785717010498
2010-08-05,6.326117992401123
2010-08-06,6.269453525543213
2010-08-09,6.389584541320801
2010-08-10,6.318186283111572
2010-08-11,6.142520427703857
2010-08-12,6.1459245681762695
2010-08-13,6.09945821762085
2010-08-16,6.1073899269104
2010-08-17,6.168588161468506
2010-08-18,6.160654544830322
2010-08-19,6.004260540008545
2010-08-20,6.034857749938965
2010-08-23,5.946460247039795
2010-08-24,5.946460247039795
2010-08-25,5.927194595336914
2010-08-26,5.9362616539001465
2010-08-27,6.030325889587402
2010-08-30,5.929460525512695
2010-08-31,5.945328235626221
2010-09-01,6.067725658416748
2010-09-02,6.016723155975342
2010-09-03,6.132321357727051
2010-09-07,6.073390960693359
2010-09-08,6.0949249267578125
2010-09-09,6.134588241577148
2010-09-10,6.173120498657227
2010-09-13,6.267187118530273
2010-09-14,6.246786594390869
2010-09-15,6.324985980987549
2010-09-16,6.290984630584717
2010-09-17,6.3147873878479
2010-09-20,6.411116123199463
2010-09-21,6.390717029571533
2010-09-22,6.371451377868652
2010-09-23,6.27058744430542
2010-09-24,6.387318134307861
2010-09-27,6.381650447845459
2010-09-28,6.413548469543457
2010-09-29,6.4568376541137695
2010-09-30,6.450000286102295
2010-10-01,6.434051513671875
2010-10-04,6.416966438293457
2010-10-05,6.541135311126709
2010-10-06,6.527464866638184
2010-10-07,6.49556827545166
2010-10-08,6.554806232452393
2010-10-11,6.53316068649292
2010-10-12,6.5639190673828125
2010-10-13,6.672142028808594
2010-10-14,6.704036712646484
2010-10-15,6.676699638366699
2010-10-18,6.790612697601318
2010-10-19,6.588980197906494
2010-10-20,6.641384601593018
2010-10-21,6.595817565917969
2010-10-22,6.604930400848389
2010-10-25,6.582147121429443
2010-10-26,6.571892261505127
2010-10-27,6.568476676940918
2010-10-28,6.501265048980713
2010-10-29,6.541135311126709
2010-11-01,6.522907733917236
2010-11-02,6.602650165557861
2010-11-03,6.583284378051758
2010-11-04,6.750743865966797
2010-11-05,6.774666786193848
2010-11-08,6.776941776275635
2010-11-09,6.709733009338379
2010-11-10,6.807700157165527
2010-11-11,6.758718967437744
2010-11-12,6.658470153808594
2010-11-15,6.690367221832275
2010-11-16,6.567335605621338
2010-11-17,6.554806232452393
2010-11-18,6.631128787994385
2010-11-19,6.612903118133545
2010-11-22,6.583284378051758
2010-11-23,6.5707550048828125
2010-11-24,6.663028240203857
2010-11-26,6.609485626220703
2010-11-29,6.623154640197754
2010-11-30,6.604930400848389
2010-12-01,6.8521294593811035
2010-12-02,6.750743865966797
2010-12-03,6.596953392028809
2010-12-06,6.641384601593018
2010-12-07,6.6334075927734375
2010-12-08,6.7051777839660645
2010-12-09,6.778083801269531
2010-12-10,6.938704967498779
2010-12-13,6.959210395812988
2010-12-14,6.822097301483154
2010-12-15,6.7768235206604
2010-12-16,6.8039870262146
2010-12-17,6.682394027709961
2010-12-20,6.696622371673584
2010-12-21,6.686276912689209
2010-12-22,6.697920799255371
2010-12-23,6.743192195892334
2010-12-27,6.73543119430542
2010-12-28,6.744485378265381
2010-12-29,6.885484218597412
2010-12-30,6.820803642272949
2010-12-31,6.800107955932617
2011-01-03,6.863489627838135
2011-01-04,6.7845845222473145
2011-01-05,6.780705451965332
2011-01-06,6.814334869384766
2011-01-07,6.758712291717529
2011-01-10,6.792343616485596
2011-01-11,6.79105281829834
2011-01-12,6.766472339630127
2011-01-13,6.73543119430542
2011-01-14,6.748364448547363
2011-01-18,6.750953197479248
2011-01-19,6.718613147735596
2011-01-20,6.678515434265137
2011-01-21,6.59443473815918
2011-01-24,6.59443473815918
2011-01-25,6.860903263092041
2011-01-26,7.022594928741455
2011-01-27,7.034235954284668
2011-01-28,6.903591156005859
2011-01-31,6.968268871307373
2011-02-01,7.15065336227417
2011-02-02,7.162294387817383
2011-02-03,7.1700592041015625
2011-02-04,7.162294387817383
2011-02-07,7.210156440734863
2011-02-08,7.237320899963379
2011-02-09,7.239910125732422
2011-02-10,7.214038848876953
2011-02-11,7.2631916999816895
2011-02-14,7.260605335235596
2011-02-15,7.255430698394775
2011-02-16,7.304585933685303
2011-02-17,7.448169231414795
2011-02-18,7.620206832885742
2011-02-22,7.541304111480713
2011-02-23,7.3977203369140625
2011-02-24,7.376917839050293
2011-02-25,7.457525730133057
2011-02-28,7.464026927947998
2011-03-01,7.353516578674316
2011-03-02,7.328813552856445
2011-03-03,7.449726104736328
2011-03-04,7.425024509429932
2011-03-07,7.331413269042969
2011-03-08,7.458824634552002
2011-03-09,7.451025009155273
2011-03-10,7.280710220336914
2011-03-11,7.211803913116455
2011-03-14,7.197500705718994
2011-03-15,7.110392093658447
2011-03-16,7.060988903045654
2011-03-17,7.114291667938232
2011-03-18,7.158495903015137
2011-03-21,7.282008171081543
2011-03-22,7.280710220336914
2011-03-23,7.270308494567871
