Date,THC
2010-01-04,21.799999237060547
2010-01-05,24.0
2010-01-06,23.600000381469727
2010-01-07,24.040000915527344
2010-01-08,25.0
2010-01-11,24.559999465942383
2010-01-12,23.639999389648438
2010-01-13,25.0
2010-01-14,25.15999984741211
2010-01-15,24.280000686645508
2010-01-19,23.440000534057617
2010-01-20,22.600000381469727
2010-01-21,21.799999237060547
2010-01-22,20.760000228881836
2010-01-25,21.15999984741211
2010-01-26,22.1200008392334
2010-01-27,21.559999465942383
2010-01-28,20.639999389648438
2010-01-29,22.15999984741211
2010-02-01,21.959999084472656
2010-02-02,22.360000610351562
2010-02-03,22.079999923706055
2010-02-04,20.799999237060547
2010-02-05,20.399999618530273
2010-02-08,19.84000015258789
2010-02-09,20.600000381469727
2010-02-10,20.31999969482422
2010-02-11,20.959999084472656
2010-02-12,20.84000015258789
2010-02-16,21.280000686645508
2010-02-17,22.200000762939453
2010-02-18,22.559999465942383
2010-02-19,22.360000610351562
2010-02-22,22.31999969482422
2010-02-23,20.15999984741211
2010-02-24,20.280000686645508
2010-02-25,20.1200008392334
2010-02-26,21.079999923706055
2010-03-01,21.079999923706055
2010-03-02,21.520000457763672
2010-03-03,21.520000457763672
2010-03-04,21.799999237060547
2010-03-05,22.040000915527344
2010-03-08,22.0
2010-03-09,21.520000457763672
2010-03-10,21.479999542236328
2010-03-11,21.479999542236328
2010-03-12,21.559999465942383
2010-03-15,22.920000076293945
2010-03-16,22.8799991607666
2010-03-17,22.639999389648438
2010-03-18,22.639999389648438
2010-03-19,23.0
2010-03-22,25.079999923706055
2010-03-23,25.200000762939453
2010-03-24,23.8799991607666
2010-03-25,23.280000686645508
2010-03-26,23.239999771118164
2010-03-29,23.520000457763672
2010-03-30,22.920000076293945
2010-03-31,22.8799991607666
2010-04-01,23.84000015258789
2010-04-05,23.719999313354492
2010-04-06,23.31999969482422
2010-04-07,23.760000228881836
2010-04-08,23.799999237060547
2010-04-09,23.959999084472656
2010-04-12,24.239999771118164
2010-04-13,24.040000915527344
2010-04-14,23.84000015258789
2010-04-15,23.600000381469727
2010-04-16,23.200000762939453
2010-04-19,23.559999465942383
2010-04-20,25.1200008392334
2010-04-21,24.84000015258789
2010-04-22,25.559999465942383
2010-04-23,25.360000610351562
2010-04-26,24.600000381469727
2010-04-27,24.479999542236328
2010-04-28,24.799999237060547
2010-04-29,25.520000457763672
2010-04-30,25.0
2010-05-03,25.360000610351562
2010-05-04,23.479999542236328
2010-05-05,22.920000076293945
2010-05-06,22.31999969482422
2010-05-07,21.280000686645508
2010-05-10,22.440000534057617
2010-05-11,22.719999313354492
2010-05-12,23.079999923706055
2010-05-13,22.799999237060547
2010-05-14,22.399999618530273
2010-05-17,22.520000457763672
2010-05-18,22.079999923706055
2010-05-19,21.479999542236328
2010-05-20,20.719999313354492
2010-05-21,21.479999542236328
2010-05-24,22.15999984741211
2010-05-25,21.719999313354492
2010-05-26,22.040000915527344
2010-05-27,23.200000762939453
2010-05-28,22.8799991607666
2010-06-01,18.8799991607666
2010-06-02,20.360000610351562
2010-06-03,20.1200008392334
2010-06-04,19.68000030517578
2010-06-07,20.440000534057617
2010-06-08,19.200000762939453
2010-06-09,19.1200008392334
2010-06-10,20.15999984741211
2010-06-11,20.280000686645508
2010-06-14,20.239999771118164
2010-06-15,20.799999237060547
2010-06-16,20.639999389648438
2010-06-17,20.079999923706055
2010-06-18,19.600000381469727
2010-06-21,18.959999084472656
2010-06-22,18.799999237060547
2010-06-23,19.079999923706055
2010-06-24,18.479999542236328
2010-06-25,18.84000015258789
2010-06-28,18.639999389648438
2010-06-29,17.719999313354492
2010-06-30,17.360000610351562
