Date,WFC
2010-01-04,18.120777130126953
2010-01-05,18.618236541748047
2010-01-06,18.644765853881836
2010-01-07,19.321308135986328
2010-01-08,19.1422176361084
2010-01-11,19.102434158325195
2010-01-12,18.62487030029297
2010-01-13,18.956506729125977
2010-01-14,19.22844886779785
2010-01-15,18.62487030029297
2010-01-19,18.757524490356445
2010-01-20,18.45241355895996
2010-01-21,18.571800231933594
2010-01-22,18.080978393554688
2010-01-25,18.346288681030273
2010-01-26,17.90188980102539
2010-01-27,18.70445442199707
2010-01-28,18.870283126831055
2010-01-29,18.857011795043945
2010-02-01,19.18865394592285
2010-02-02,19.095788955688477
2010-02-03,18.697128295898438
2010-02-04,17.979537963867188
2010-02-05,18.218738555908203
2010-02-08,17.560949325561523
2010-02-09,17.746997833251953
2010-02-10,18.059282302856445
2010-02-11,17.99283790588379
2010-02-12,17.859949111938477
2010-02-16,18.198814392089844
2010-02-17,18.158950805664062
2010-02-18,18.16558837890625
2010-02-19,18.185523986816406
2010-02-22,18.610767364501953
2010-02-23,18.132368087768555
2010-02-24,18.378210067749023
2010-02-25,18.23202896118164
2010-02-26,18.16558837890625
2010-03-01,18.1722354888916
2010-03-02,18.517742156982422
2010-03-03,18.737001419067383
2010-03-04,18.889814376831055
2010-03-05,19.368215560913086
2010-03-08,19.195465087890625
2010-03-09,19.25526237487793
2010-03-10,19.647268295288086
2010-03-11,19.773521423339844
2010-03-12,19.687143325805664
2010-03-15,19.859888076782227
2010-03-16,20.119022369384766
2010-03-17,20.298419952392578
2010-03-18,20.125667572021484
2010-03-19,20.185468673706055
2010-03-22,20.20539665222168
2010-03-23,20.65056610107422
2010-03-24,20.504390716552734
2010-03-25,20.637283325195312
2010-03-26,20.74358558654785
2010-03-29,20.66385269165039
2010-03-30,20.491100311279297
2010-03-31,20.67714500427246
2010-04-01,20.84325408935547
2010-04-05,20.936277389526367
2010-04-06,21.447887420654297
2010-04-07,21.255205154418945
2010-04-08,21.41466522216797
2010-04-09,21.461172103881836
2010-04-12,21.540903091430664
2010-04-13,21.361513137817383
2010-04-14,22.112321853637695
2010-04-15,22.26513671875
2010-04-16,21.633934020996094
2010-04-19,21.93955421447754
2010-04-20,22.38473892211914
2010-04-21,21.932920455932617
2010-04-22,22.3116512298584
2010-04-23,22.245208740234375
2010-04-26,21.7402400970459
2010-04-27,21.075796127319336
2010-04-28,21.56084632873535
2010-04-29,22.079099655151367
2010-04-30,21.999366760253906
2010-05-03,22.51097869873047
2010-05-04,21.88640785217285
2010-05-05,21.733362197875977
2010-05-06,20.74850082397461
2010-05-07,20.50895118713379
2010-05-10,21.939645767211914
2010-05-11,21.899723052978516
2010-05-12,22.398805618286133
2010-05-13,22.01285171508789
2010-05-14,21.32079315185547
2010-05-17,21.274206161499023
2010-05-18,20.355886459350586
2010-05-19,20.016517639160156
2010-05-20,19.091550827026367
2010-05-21,20.036483764648438
2010-05-24,19.1048583984375
2010-05-25,19.231294631958008
2010-05-26,18.659019470214844
2010-05-27,19.570674896240234
2010-05-28,19.091550827026367
2010-06-01,18.785442352294922
2010-06-02,19.417617797851562
2010-06-03,19.204675674438477
2010-06-04,18.486000061035156
2010-06-07,18.15993309020996
2010-06-08,18.47269058227539
2010-06-09,17.986915588378906
2010-06-10,18.718910217285156
2010-06-11,18.52592658996582
2010-06-14,18.233131408691406
2010-06-15,18.572511672973633
2010-06-16,18.71224594116211
2010-06-17,18.585817337036133
2010-06-18,18.67897605895996
2010-06-21,18.592464447021484
2010-06-22,18.273056030273438
2010-06-23,18.17989158630371
2010-06-24,17.8737850189209
2010-06-25,18.000219345092773
2010-06-28,17.986915588378906
2010-06-29,17.254928588867188
2010-06-30,17.035327911376953
2010-07-01,16.755849838256836
2010-07-02,16.55621337890625
2010-07-06,16.735885620117188
2010-07-07,17.740707397460938
2010-07-08,17.72739028930664
2010-07-09,17.966955184936523
2010-07-12,18.006866455078125
2010-07-13,18.592464447021484
2010-07-14,18.406147003173828
2010-07-15,18.505964279174805
2010-07-16,17.461217880249023
2010-07-19,17.3148193359375
2010-07-20,17.241621017456055
2010-07-21,17.341434478759766
2010-07-22,18.22648048400879
2010-07-23,18.246437072753906
2010-07-26,18.572511672973633
2010-07-27,18.89192008972168
2010-07-28,18.67897605895996
2010-07-29,18.42610740661621
2010-07-30,18.452728271484375
2010-08-02,19.011693954467773
2010-08-03,18.71224594116211
2010-08-04,18.618925094604492
2010-08-05,18.585586547851562
2010-08-06,18.49892807006836
2010-08-09,18.818904876708984
2010-08-10,18.512258529663086
2010-08-11,17.532316207885742
2010-08-12,17.33232879638672
2010-08-13,17.225677490234375
2010-08-16,17.11901092529297
2010-08-17,16.89235496520996
2010-08-18,16.919021606445312
2010-08-19,16.285720825195312
2010-08-20,16.399049758911133
2010-08-23,16.15239143371582
2010-08-24,15.759084701538086
2010-08-25,15.732416152954102
2010-08-26,15.65909481048584
2010-08-27,15.99907112121582
2010-08-30,15.49909782409668
2010-08-31,15.69908618927002
2010-09-01,16.439048767089844
2010-09-02,16.732362747192383
2010-09-03,17.225677490234375
2010-09-07,16.612367630004883
2010-09-08,16.812349319458008
2010-09-09,17.12567138671875
2010-09-10,17.165666580200195
2010-09-13,17.6656436920166
2010-09-14,17.372325897216797
2010-09-15,17.55898094177246
2010-09-16,17.372325897216797
2010-09-17,17.338998794555664
2010-09-20,17.705636978149414
2010-09-21,17.585643768310547
2010-09-22,17.205669403076172
2010-09-23,16.69236183166504
2010-09-24,17.05901336669922
2010-09-27,17.01900863647461
2010-09-28,16.899011611938477
2010-09-29,16.69236183166504
2010-09-30,16.74570083618164
2010-10-01,17.039011001586914
2010-10-04,16.919021606445312
2010-10-05,17.49898338317871
2010-10-06,17.532316207885742
2010-10-07,17.33232879638672
2010-10-08,17.298999786376953
2010-10-11,17.099010467529297
2010-10-12,17.319002151489258
2010-10-13,17.205669403076172
2010-10-14,16.479045867919922
2010-10-15,15.719083786010742
2010-10-18,16.579038619995117
2010-10-19,16.3657169342041
2010-10-20,17.065671920776367
2010-10-21,17.35232162475586
2010-10-22,17.405662536621094
2010-10-25,17.145666122436523
2010-10-26,17.2723331451416
2010-10-27,17.165666580200195
2010-10-28,17.292325973510742
2010-10-29,17.372325897216797
2010-11-01,17.28566551208496
2010-11-02,17.31233024597168
2010-11-03,17.673002243041992
2010-11-04,18.340919494628906
2010-11-05,19.516443252563477
2010-11-08,19.396224975585938
2010-11-09,18.788419723510742
2010-11-10,19.0889835357666
2010-11-11,18.828500747680664
2010-11-12,18.394350051879883
2010-11-15,18.467823028564453
2010-11-16,18.160579681396484
2010-11-17,17.940174102783203
2010-11-18,18.374309539794922
2010-11-19,18.3609561920166
2010-11-22,18.000288009643555
2010-11-23,17.900094985961914
2010-11-24,18.107152938842773
2010-11-26,17.799901962280273
2010-11-29,18.167255401611328
2010-11-30,18.173931121826172
2010-12-01,18.387666702270508
2010-12-02,19.222558975219727
2010-12-03,19.402896881103516
2010-12-06,19.19584846496582
2010-12-07,19.01551055908203
2010-12-08,19.616636276245117
2010-12-09,20.084171295166016
2010-12-10,20.217754364013672
2010-12-13,20.184349060058594
2010-12-14,19.917198181152344
2010-12-15,19.89716148376465
2010-12-16,20.050777435302734
