Date,BSRR
2010-01-04,4.881950855255127
2010-01-05,4.7544846534729
2010-01-06,4.60152530670166
2010-01-07,4.799098491668701
2010-01-08,5.028536796569824
2010-01-11,5.410935401916504
2010-01-12,5.532026767730713
2010-01-13,5.627626419067383
2010-01-14,5.716855049133301
2010-01-15,5.742347717285156
2010-01-19,6.188479900360107
2010-01-20,6.239464282989502
2010-01-21,6.233092308044434
2010-01-22,6.322317123413086
2010-01-25,6.513518810272217
2010-01-26,6.65372896194458
2010-01-27,6.468903541564941
2010-01-28,6.539427280426025
2010-01-29,6.552249908447266
2010-02-01,6.603538513183594
2010-02-02,6.584306240081787
2010-02-03,6.57148551940918
2010-02-04,6.513781547546387
2010-02-05,6.443261623382568
2010-02-08,6.385558128356934
2010-02-09,6.404792308807373
2010-02-10,6.404792308807373
2010-02-11,6.404792308807373
2010-02-12,6.449673175811768
2010-02-16,6.46249532699585
2010-02-17,6.39838171005249
2010-02-18,6.4112019538879395
2010-02-19,6.500960350036621
2010-02-22,6.500960350036621
2010-02-23,6.449673175811768
2010-02-24,6.50737190246582
2010-02-25,6.49454927444458
2010-02-26,6.635597229003906
2010-03-01,6.731766223907471
2010-03-02,6.808698654174805
2010-03-03,6.840754508972168
2010-03-04,6.879220008850098
2010-03-05,6.962566375732422
2010-03-08,6.94974422454834
2010-03-09,7.5011067390441895
2010-03-10,7.847311019897461
2010-03-11,7.545987606048584
2010-03-12,7.597275257110596
2010-03-15,7.46264123916626
2010-03-16,7.571634292602539
2010-03-17,7.565219879150391
2010-03-18,7.578042507171631
2010-03-19,7.751144886016846
2010-03-22,7.93065881729126
2010-03-23,8.097350120544434
2010-03-24,8.25121784210205
2010-03-25,8.4114990234375
2010-03-26,8.01400375366211
2010-03-29,8.321739196777344
2010-03-30,8.558959007263184
2010-03-31,8.26404094696045
2010-04-01,8.103760719299316
2010-04-05,8.174283981323242
2010-04-06,8.321739196777344
2010-04-07,8.494844436645508
2010-04-08,8.57178020477295
2010-04-09,8.424321174621582
2010-04-12,8.667947769165039
2010-04-13,8.60383415222168
2010-04-14,9.052618026733398
2010-04-15,8.994916915893555
2010-04-16,8.821815490722656
2010-04-19,8.674355506896973
2010-04-20,8.680767059326172
2010-04-21,8.783348083496094
2010-04-22,8.764115333557129
2010-04-23,8.822070121765137
2010-04-26,8.725480079650879
2010-04-27,8.532295227050781
2010-04-28,8.570929527282715
2010-04-29,8.635326385498047
2010-04-30,8.036455154418945
2010-05-03,8.384187698364258
2010-05-04,7.984940052032471
2010-05-05,7.984940052032471
2010-05-06,7.984940052032471
2010-05-07,7.75311803817749
2010-05-10,8.268277168273926
2010-05-11,8.306912422180176
2010-05-12,8.822070121765137
2010-05-13,8.802750587463379
2010-05-14,8.654642105102539
2010-05-17,8.764115333557129
2010-05-18,8.416382789611816
2010-05-19,8.229636192321777
2010-05-20,7.81107234954834
2010-05-21,7.830394744873047
2010-05-24,7.952743053436279
2010-05-25,7.823951244354248
2010-05-26,7.778878211975098
2010-05-27,8.01069450378418
2010-05-28,7.9720587730407715
2010-06-01,7.688722133636475
2010-06-02,7.8819050788879395
2010-06-03,7.959184646606445
2010-06-04,7.682287216186523
2010-06-07,7.682287216186523
2010-06-08,7.669408798217773
2010-06-09,7.469782829284668
2010-06-10,7.605014801025391
2010-06-11,7.637207984924316
2010-06-14,7.579253673553467
2010-06-15,7.740242958068848
2010-06-16,7.727360725402832
2010-06-17,7.708043575286865
2010-06-18,7.9463043212890625
2010-06-21,7.849710464477539
2010-06-22,7.688722133636475
2010-06-23,7.70160436630249
2010-06-24,7.4118266105651855
2010-06-25,7.9720587730407715
2010-06-28,7.93342399597168
2010-06-29,7.553492546081543
2010-06-30,7.405389785766602
2010-07-01,7.2830352783203125
2010-07-02,7.167125701904297
2010-07-06,7.192887306213379
2010-07-07,7.244399070739746
2010-07-08,7.2830352783203125
2010-07-09,7.482663154602051
2010-07-12,7.3023552894592285
2010-07-13,7.727360725402832
2010-07-14,7.630767345428467
2010-07-15,7.405389785766602
2010-07-16,7.044779300689697
2010-07-19,7.3087944984436035
2010-07-20,7.630767345428467
2010-07-21,7.173565864562988
2010-07-22,7.521299362182617
2010-07-23,7.8175153732299805
2010-07-26,7.998716354370117
2010-07-27,7.946939468383789
2010-07-28,7.746328830718994
2010-07-29,7.817516326904297
2010-07-30,7.668671131134033
2010-08-02,7.739858627319336
2010-08-03,7.765742301940918
2010-08-04,7.8628129959106445
2010-08-05,7.6168999671936035
2010-08-06,7.468057155609131
