Date,SNDK
2025-02-13,36.0
2025-02-14,36.650001525878906
2025-02-18,47.150001525878906
2025-02-19,46.0
2025-02-20,48.2599983215332
2025-02-21,50.369998931884766
2025-02-24,48.599998474121094
2025-02-25,48.15999984741211
2025-02-26,46.58000183105469
2025-02-27,45.15999984741211
2025-02-28,46.849998474121094
2025-03-03,50.310001373291016
2025-03-04,48.689998626708984
2025-03-05,48.470001220703125
2025-03-06,46.5
2025-03-07,51.0
2025-03-10,53.0
2025-03-11,52.15999984741211
2025-03-12,50.439998626708984
2025-03-13,48.439998626708984
2025-03-14,54.81999969482422
2025-03-17,55.650001525878906
2025-03-18,56.41999816894531
2025-03-19,56.33000183105469
2025-03-20,56.209999084472656
2025-03-21,53.959999084472656
2025-03-24,52.9900016784668
2025-03-25,52.20000076293945
2025-03-26,52.619998931884766
2025-03-27,52.880001068115234
2025-03-28,48.970001220703125
2025-03-31,47.61000061035156
2025-04-01,48.11000061035156
2025-04-02,47.66999816894531
2025-04-03,38.2599983215332
2025-04-04,30.110000610351562
2025-04-07,31.479999542236328
2025-04-08,32.349998474121094
2025-04-09,36.58000183105469
2025-04-10,31.075000762939453
2025-04-11,31.969999313354492
2025-04-14,33.54999923706055
2025-04-15,33.22999954223633
2025-04-16,32.029998779296875
2025-04-17,31.290000915527344
2025-04-21,29.809999465942383
2025-04-22,29.6200008392334
2025-04-23,30.360000610351562
2025-04-24,32.290000915527344
2025-04-25,32.849998474121094
2025-04-28,32.27000045776367
2025-04-29,32.939998626708984
2025-04-30,32.11000061035156
2025-05-01,32.59000015258789
2025-05-02,34.400001525878906
2025-05-05,34.61000061035156
2025-05-06,33.83000183105469
2025-05-07,34.970001220703125
2025-05-08,36.65999984741211
2025-05-09,37.7400016784668
2025-05-12,41.27000045776367
2025-05-13,42.0
2025-05-14,41.93000030517578
2025-05-15,40.540000915527344
2025-05-16,40.439998626708984
2025-05-19,38.779998779296875
2025-05-20,40.18000030517578
2025-05-21,38.599998474121094
2025-05-22,37.84000015258789
2025-05-23,37.279998779296875
2025-05-27,38.18000030517578
2025-05-28,38.58000183105469
2025-05-29,38.599998474121094
2025-05-30,37.689998626708984
2025-06-02,37.33000183105469
2025-06-03,38.63999938964844
2025-06-04,39.81999969482422
2025-06-05,39.119998931884766
2025-06-06,39.150001525878906
2025-06-09,41.81999969482422
2025-06-10,41.59000015258789
2025-06-11,40.22999954223633
2025-06-12,41.29999923706055
2025-06-13,42.5
2025-06-16,44.209999084472656
2025-06-17,44.09000015258789
2025-06-18,46.619998931884766
2025-06-20,46.58000183105469
2025-06-23,46.95000076293945
2025-06-24,47.34000015258789
2025-06-25,47.25
2025-06-26,47.439998626708984
2025-06-27,47.150001525878906
2025-06-30,45.349998474121094
2025-07-01,44.959999084472656
2025-07-02,46.209999084472656
2025-07-03,46.40999984741211
2025-07-07,45.220001220703125
2025-07-08,46.16999816894531
2025-07-09,46.20000076293945
2025-07-10,46.95000076293945
2025-07-11,46.09000015258789
2025-07-14,42.47999954223633
2025-07-15,42.720001220703125
2025-07-16,41.36000061035156
2025-07-17,41.52000045776367
2025-07-18,42.189998626708984
2025-07-21,41.61000061035156
2025-07-22,41.36000061035156
2025-07-23,43.0
2025-07-24,42.060001373291016
2025-07-25,42.47999954223633
2025-07-28,41.88999938964844
2025-07-29,42.93000030517578
2025-07-30,43.38999938964844
2025-07-31,42.91999816894531
2025-08-01,41.33000183105469
2025-08-04,42.5099983215332
2025-08-05,41.93000030517578
2025-08-06,42.099998474121094
2025-08-07,40.689998626708984
2025-08-08,44.34000015258789
2025-08-11,43.369998931884766
2025-08-12,46.83000183105469
2025-08-13,47.0099983215332
2025-08-14,46.68000030517578
2025-08-15,44.540000915527344
2025-08-18,45.52000045776367
2025-08-19,44.58000183105469
2025-08-20,44.400001525878906
2025-08-21,45.5
2025-08-22,46.369998931884766
2025-08-25,46.779998779296875
2025-08-26,47.349998474121094
2025-08-27,48.439998626708984
2025-08-28,50.869998931884766
2025-08-29,52.470001220703125
2025-09-02,51.06999969482422
2025-09-03,53.0099983215332
2025-09-04,62.5
2025-09-05,68.55000305175781
2025-09-08,70.49500274658203
2025-09-09,70.51000213623047
2025-09-10,73.91999816894531
2025-09-11,84.30000305175781
2025-09-12,86.12999725341797
2025-09-15,90.08999633789062
2025-09-16,91.55000305175781
2025-09-17,93.97000122070312
2025-09-18,98.87000274658203
2025-09-19,102.20999908447266
