Date,FOX
2019-03-13,35.49396514892578
2019-03-14,36.18211364746094
2019-03-15,37.141902923583984
2019-03-18,36.99703598022461
2019-03-19,35.810882568359375
2019-03-20,34.04522705078125
2019-03-21,35.204219818115234
2019-03-22,33.91847229003906
2019-03-25,33.00395584106445
2019-03-26,33.23937225341797
2019-03-27,32.77760314941406
2019-03-28,32.29770278930664
2019-03-29,32.48784637451172
2019-04-01,32.732322692871094
2019-04-02,32.32486343383789
2019-04-03,32.143775939941406
2019-04-04,32.6236686706543
2019-04-05,33.48385238647461
2019-04-08,33.366146087646484
2019-04-09,33.40236282348633
2019-04-10,32.53312683105469
2019-04-11,32.967742919921875
2019-04-12,33.456687927246094
2019-04-15,33.48385238647461
2019-04-16,33.692108154296875
2019-04-17,34.59756851196289
2019-04-18,34.334983825683594
2019-04-22,33.719276428222656
2019-04-23,34.04522705078125
2019-04-24,33.909423828125
2019-04-25,34.081451416015625
2019-04-26,34.325927734375
2019-04-29,35.06840133666992
2019-04-30,34.86014175415039
2019-05-01,35.07746124267578
2019-05-02,33.35708999633789
2019-05-03,33.52006912231445
2019-05-06,33.782657623291016
2019-05-07,33.23031997680664
2019-05-08,33.33898162841797
2019-05-09,34.38025665283203
2019-05-10,34.452701568603516
2019-05-13,33.95469665527344
2019-05-14,33.936580657958984
2019-05-15,33.7102165222168
2019-05-16,32.88624572753906
2019-05-17,33.5605583190918
2019-05-20,33.42387390136719
2019-05-21,33.87948989868164
2019-05-22,33.41476058959961
2019-05-23,33.26896667480469
2019-05-24,33.21428680419922
2019-05-28,32.95003128051758
2019-05-29,32.16637420654297
2019-05-30,31.719879150390625
2019-05-31,31.62874984741211
2019-06-03,30.781307220458984
2019-06-04,31.06378746032715
2019-06-05,31.0
2019-06-06,30.744861602783203
2019-06-07,30.690189361572266
2019-06-10,30.744861602783203
2019-06-11,30.826873779296875
2019-06-12,31.619646072387695
2019-06-13,31.83833122253418
2019-06-14,31.856557846069336
2019-06-17,32.62199401855469
2019-06-18,32.649330139160156
2019-06-19,32.56732177734375
2019-06-20,32.21194076538086
2019-06-21,32.69489288330078
2019-06-24,32.38507843017578
2019-06-25,32.06614303588867
2019-06-26,32.17549514770508
2019-06-27,32.576438903808594
2019-06-28,33.287193298339844
2019-07-01,32.767784118652344
2019-07-02,33.287193298339844
2019-07-03,33.123165130615234
2019-07-05,33.31452560424805
2019-07-08,32.922706604003906
2019-07-09,32.813350677490234
2019-07-10,32.93181610107422
2019-07-11,33.08672332763672
2019-07-12,33.67901611328125
2019-07-15,33.751914978027344
2019-07-16,33.43299102783203
2019-07-17,32.959144592285156
2019-07-18,33.3600959777832
2019-07-19,33.21428680419922
2019-07-22,33.095829010009766
2019-07-23,33.26896667480469
2019-07-24,33.615234375
2019-07-25,34.1072883605957
2019-07-26,34.16196823120117
2019-07-29,34.34421920776367
2019-07-30,34.49001693725586
2019-07-31,33.89772033691406
2019-08-01,33.56966781616211
2019-08-02,33.31452560424805
2019-08-05,32.80424118041992
2019-08-06,33.168731689453125
2019-08-07,33.52410888671875
2019-08-08,31.89301300048828
2019-08-09,32.230167388916016
2019-08-12,31.719879150390625
2019-08-13,31.89301300048828
2019-08-14,30.671968460083008
2019-08-15,29.89742088317871
2019-08-16,30.079662322998047
2019-08-19,30.617284774780273
2019-08-20,30.39859390258789
2019-08-21,30.207237243652344
2019-08-22,29.906532287597656
2019-08-23,28.649036407470703
2019-08-26,28.895065307617188
2019-08-27,28.81305503845215
2019-08-28,28.75838279724121
2019-08-29,29.569377899169922
2019-08-30,29.888307571411133
2019-09-03,29.75983428955078
2019-09-04,30.475610733032227
2019-09-05,31.11797332763672
2019-09-06,31.081268310546875
2019-09-09,31.19139289855957
2019-09-10,31.40245246887207
2019-09-11,31.173038482666016
2019-09-12,30.92527198791504
2019-09-13,30.9344425201416
2019-09-16,30.732553482055664
2019-09-17,30.11772346496582
2019-09-18,29.824066162109375
2019-09-19,29.33770751953125
2019-09-20,29.43865394592285
2019-09-23,29.530418395996094
2019-09-24,28.933937072753906
2019-09-25,29.365236282348633
2019-09-26,28.878875732421875
2019-09-27,28.888051986694336
2019-09-30,28.943115234375
2019-10-01,28.612754821777344
2019-10-02,27.81438446044922
2019-10-03,27.887800216674805
2019-10-04,27.974977493286133
2019-10-07,27.97956657409668
2019-10-08,27.562026977539062
2019-10-09,27.768505096435547
2019-10-10,27.9199161529541
2019-10-11,28.59440040588379
2019-10-14,28.45675277709961
2019-10-15,28.851346969604492
2019-10-16,28.984407424926758
2019-10-17,28.897228240966797
2019-10-18,28.92934799194336
2019-10-21,29.44782829284668
2019-10-22,30.071836471557617
2019-10-23,29.92501449584961
2019-10-24,28.9981746673584
2019-10-25,29.089937210083008
2019-10-28,29.557945251464844
2019-10-29,29.411121368408203
2019-10-30,28.777936935424805
2019-10-31,28.66781234741211
2019-11-01,29.236764907836914
2019-11-04,29.273469924926758
2019-11-05,29.502887725830078
2019-11-06,29.66806983947754
2019-11-07,31.429977416992188
2019-11-08,31.59516143798828
2019-11-11,31.40245246887207
2019-11-12,31.02621078491211
2019-11-13,30.805971145629883
2019-11-14,30.695852279663086
2019-11-15,30.82891082763672
2019-11-18,31.622690200805664
2019-11-19,32.512821197509766
2019-11-20,32.113643646240234
2019-11-21,31.91634750366211
2019-11-22,32.003517150878906
2019-11-25,31.980579376220703
2019-11-26,32.29258346557617
2019-11-27,32.1457633972168
2019-11-29,32.099876403808594
2019-12-02,31.94845962524414
2019-12-03,31.521745681762695
2019-12-04,31.78786849975586
2019-12-05,31.783283233642578
2019-12-06,31.751157760620117
2019-12-09,31.925512313842773
2019-12-10,32.04481887817383
2019-12-11,32.38434982299805
2019-12-12,32.99917984008789
2019-12-13,32.90741729736328
2019-12-16,32.93495178222656
2019-12-17,33.256134033203125
2019-12-18,33.03589630126953
2019-12-19,33.08177185058594
2019-12-20,33.23778533935547
2019-12-23,33.61402130126953
2019-12-24,33.49472427368164
2019-12-26,33.77002716064453
2019-12-27,33.701194763183594
2019-12-30,33.43967056274414
2019-12-31,33.402957916259766
2020-01-02,33.4580192565918
2020-01-03,33.12765884399414
2020-01-06,33.04965591430664
2020-01-07,33.46720504760742
2020-01-08,33.42131042480469
2020-01-09,33.49472427368164
2020-01-10,33.11389923095703
2020-01-13,33.31119155883789
2020-01-14,33.531429290771484
2020-01-15,33.76084518432617
2020-01-16,35.08229064941406
2020-01-17,35.39887619018555
2020-01-21,35.247459411621094
2020-01-22,35.23828887939453
2020-01-23,33.861793518066406
2020-01-24,33.072601318359375
2020-01-27,33.375423431396484
2020-01-28,33.6048469543457
2020-01-29,33.02671432495117
2020-01-30,33.4580192565918
2020-01-31,33.33872604370117
2020-02-03,33.79755401611328
2020-02-04,34.32061767578125
2020-02-05,34.806983947753906
2020-02-06,33.49472427368164
2020-02-07,33.375423431396484
2020-02-10,33.751670837402344
2020-02-11,33.59567642211914
2020-02-12,34.10038757324219
2020-02-13,34.43074035644531
2020-02-14,34.238037109375
2020-02-18,34.15544509887695
2020-02-19,34.439918518066406
2020-02-20,33.531429290771484
2020-02-21,32.577056884765625
2020-02-24,31.448333740234375
2020-02-25,30.12689781188965
2020-02-26,29.7323055267334
2020-02-27,28.438398361206055
2020-02-28,27.942861557006836
2020-03-02,29.172531127929688
2020-03-03,28.386829376220703
2020-03-04,28.349855422973633
2020-03-05,26.917110443115234
2020-03-06,26.36250114440918
2020-03-09,25.07765007019043
2020-03-10,26.5843448638916
2020-03-11,25.438146591186523
2020-03-12,23.626420974731445
