Date,TPB
2016-05-11,9.548226356506348
2016-05-12,9.67088508605957
2016-05-13,10.236985206604004
2016-05-16,10.944610595703125
2016-05-17,11.265398979187012
2016-05-18,11.105003356933594
2016-05-19,9.793539047241211
2016-05-20,9.793539047241211
2016-05-23,9.991674423217773
2016-05-24,9.90676212310791
2016-05-25,10.369072914123535
2016-05-26,10.265287399291992
2016-05-27,10.114328384399414
2016-05-31,9.680317878723145
2016-06-01,9.765235900878906
2016-06-02,9.784098625183105
2016-06-03,9.9822359085083
2016-06-06,9.142523765563965
2016-06-07,9.133087158203125
2016-06-08,8.850037574768066
2016-06-09,8.397156715393066
2016-06-10,7.808413505554199
2016-06-13,7.3026957511901855
2016-06-14,7.491395950317383
2016-06-15,6.96303653717041
2016-06-16,6.830946922302246
2016-06-17,6.925295829772949
2016-06-20,8.859474182128906
2016-06-21,9.680317878723145
2016-06-22,9.491618156433105
2016-06-23,9.227437973022461
2016-06-24,9.604837417602539
2016-06-27,8.746251106262207
2016-06-28,9.406706809997559
2016-06-29,9.378396987915039
2016-06-30,9.689753532409668
2016-07-01,9.50105094909668
2016-07-05,9.689753532409668
2016-07-06,9.510490417480469
2016-07-07,9.416136741638184
2016-07-08,9.519926071166992
2016-07-11,9.774667739868164
2016-07-12,9.784098625183105
2016-07-13,9.821843147277832
2016-07-14,9.831277847290039
2016-07-15,10.331335067749023
2016-07-18,10.972915649414062
2016-07-19,10.472859382629395
2016-07-20,9.925629615783691
2016-07-21,10.699297904968262
2016-07-22,10.510598182678223
2016-07-25,10.604948997497559
2016-07-26,10.61438274383545
2016-07-27,10.576643943786621
2016-07-28,10.491730690002441
2016-07-29,10.520036697387695
2016-08-01,10.152069091796875
2016-08-02,10.189809799194336
2016-08-03,10.133196830749512
2016-08-04,10.133196830749512
2016-08-05,10.236985206604004
2016-08-08,10.246417045593262
2016-08-09,10.303030967712402
2016-08-10,8.736817359924316
2016-08-11,9.652010917663574
2016-08-12,10.699297904968262
2016-08-15,12.086247444152832
2016-08-16,10.397378921508789
2016-08-17,11.010653495788574
2016-08-18,10.98234748840332
2016-08-19,10.387946128845215
2016-08-22,10.916303634643555
2016-08-23,11.8598051071167
2016-08-24,12.171163558959961
2016-08-25,12.199464797973633
2016-08-26,12.359861373901367
2016-08-29,12.331555366516113
2016-08-30,11.963589668273926
2016-08-31,12.199464797973633
2016-09-01,12.076810836791992
2016-09-02,12.35042667388916
2016-09-06,13.614716529846191
2016-09-07,13.878896713256836
2016-09-08,15.077143669128418
2016-09-09,14.794092178344727
2016-09-12,14.397822380065918
2016-09-13,13.246749877929688
2016-09-14,12.190028190612793
2016-09-15,12.690084457397461
2016-09-16,12.331555366516113
2016-09-19,12.322120666503906
2016-09-20,12.548561096191406
2016-09-21,12.784436225891113
2016-09-22,13.105224609375
2016-09-23,12.727826118469238
2016-09-26,12.152288436889648
2016-09-27,11.793757438659668
2016-09-28,11.463534355163574
2016-09-29,11.472970962524414
2016-09-30,11.340876579284668
2016-10-03,12.133420944213867
2016-10-04,11.925850868225098
2016-10-05,11.765454292297363
2016-10-06,11.793757438659668
2016-10-07,11.737151145935059
2016-10-10,11.727717399597168
2016-10-11,11.605059623718262
2016-10-12,11.576753616333008
2016-10-13,11.51070785522461
2016-10-14,11.52014446258545
2016-10-17,11.793757438659668
2016-10-18,11.78432559967041
2016-10-19,11.793757438659668
2016-10-20,11.935283660888672
2016-10-21,12.567429542541504
2016-10-24,12.718390464782715
2016-10-25,12.265510559082031
2016-10-26,11.765454292297363
2016-10-27,11.652234077453613
2016-10-28,11.699407577514648
