Date,PEGA
2010-01-04,8.106553077697754
2010-01-05,8.048569679260254
2010-01-06,7.9279584884643555
2010-01-07,7.751677513122559
2010-01-08,7.702968597412109
2010-01-11,8.011459350585938
2010-01-12,8.00218391418457
2010-01-13,8.176145553588867
2010-01-14,8.157586097717285
2010-01-15,7.953473091125488
2010-01-19,8.120476722717285
2010-01-20,8.046249389648438
2010-01-21,7.916362762451172
2010-01-22,7.696009159088135
2010-01-25,7.638023376464844
2010-01-26,8.055526733398438
2010-01-27,8.633076667785645
2010-01-28,8.28283405303955
2010-01-29,7.712244510650635
2010-02-01,8.173821449279785
2010-02-02,8.582047462463379
2010-02-03,8.431282997131348
2010-02-04,8.252683639526367
2010-02-05,8.06016731262207
2010-02-08,8.016098976135254
2010-02-09,8.122790336608887
2010-02-10,8.180779457092285
2010-02-11,8.301392555236816
2010-02-12,8.224851608276367
2010-02-16,8.322270393371582
2010-02-17,8.426647186279297
2010-02-18,8.572772026062012
2010-02-19,8.589007377624512
2010-02-22,8.449840545654297
2010-02-23,8.475356101989746
2010-02-24,8.484630584716797
2010-02-25,8.533340454101562
2010-02-26,8.350101470947266
2010-03-01,8.35705852508545
2010-03-02,8.26428508758545
2010-03-03,8.217890739440918
2010-03-04,8.122790336608887
2010-03-05,8.317625045776367
2010-03-08,8.35705852508545
2010-03-09,8.370978355407715
2010-03-10,8.486952781677246
2010-03-11,8.482311248779297
2010-03-12,8.542616844177246
2010-03-15,9.115527153015137
2010-03-16,9.092330932617188
2010-03-17,9.020426750183105
2010-03-18,8.92764949798584
2010-03-19,8.760648727416992
2010-03-22,9.038987159729004
2010-03-23,9.071457862854004
2010-03-24,8.902139663696289
2010-03-25,8.807037353515625
2010-03-26,8.767608642578125
2010-03-29,8.730496406555176
2010-03-30,8.667769432067871
2010-03-31,8.59575080871582
2010-04-01,8.651504516601562
2010-04-05,8.772313117980957
2010-04-06,8.839680671691895
2010-04-07,8.858271598815918
2010-04-08,8.767663955688477
2010-04-09,8.667769432067871
2010-04-12,8.656153678894043
2010-04-13,8.618986129760742
2010-04-14,8.844329833984375
2010-04-15,8.865242958068848
2010-04-16,8.830392837524414
2010-04-19,8.786253929138184
2010-04-20,9.090591430664062
2010-04-21,9.044126510620117
2010-04-22,9.127760887145996
2010-04-23,8.05909538269043
2010-04-26,7.745468616485596
2010-04-27,7.308712959289551
2010-04-28,7.285480499267578
2010-04-29,7.378406047821045
2010-04-30,7.357497692108154
2010-05-03,7.445779323577881
2010-05-04,7.541028022766113
2010-05-05,7.475979804992676
2010-05-06,7.294774055480957
2010-05-07,7.234368324279785
2010-05-10,7.620018005371094
2010-05-11,7.341236114501953
2010-05-12,7.5991082191467285
2010-05-13,7.66648006439209
2010-05-14,7.547999858856201
2010-05-17,7.403962135314941
2010-05-18,7.201842784881592
2010-05-19,7.183259963989258
2010-05-20,6.7395339012146
2010-05-21,6.923062801361084
2010-05-24,6.83942985534668
2010-05-25,6.7859978675842285
2010-05-26,6.999728679656982
2010-05-27,7.048516273498535
2010-05-28,6.948619842529297
2010-06-01,6.762767791748047
2010-06-02,6.869631767272949
2010-06-03,6.911448955535889
2010-06-04,6.64893102645874
2010-06-07,6.353885173797607
2010-06-08,6.342271327972412
2010-06-09,6.6884236335754395
2010-06-10,6.892862319946289
2010-06-11,7.02993106842041
2010-06-14,6.967205047607422
2010-06-15,7.173968315124512
2010-06-16,7.32729959487915
2010-06-17,7.341236114501953
2010-06-18,7.320327281951904
2010-06-21,7.32729959487915
2010-06-22,7.424871921539307
2010-06-23,7.552645683288574
2010-06-24,7.624667167663574
2010-06-25,7.745468616485596
2010-06-28,7.8685994148254395
2010-06-29,7.582339763641357
2010-06-30,7.47295618057251
2010-07-01,7.330990791320801
2010-07-02,7.226263046264648
2010-07-06,7.179717063903809
2010-07-07,7.3635711669921875
2010-07-08,7.442701816558838
2010-07-09,7.724304676055908
2010-07-12,7.568376064300537
2010-07-13,7.847652435302734
2010-07-14,7.696376323699951
2010-07-15,7.538121223449707
2010-07-16,7.272810459136963
2010-07-19,7.289099216461182
2010-07-20,7.319352626800537
2010-07-21,7.2309184074401855
2010-07-22,7.577685356140137
2010-07-23,7.6102681159973145
2010-07-26,7.698703289031982
2010-07-27,7.614922523498535
2010-07-28,7.435721397399902
2010-07-29,7.328664302825928
2010-07-30,7.1587724685668945
2010-08-02,7.452009201049805
2010-08-03,7.182043552398682
2010-08-04,7.168079376220703
2010-08-05,7.02146053314209
2010-08-06,6.93767786026001
2010-08-09,6.900442123413086
2010-08-10,5.42493200302124
2010-08-11,5.355113506317139
2010-08-12,5.2759857177734375
2010-08-13,5.038602352142334
2010-08-16,4.857073783874512
2010-08-17,4.85939884185791
2010-08-18,4.901289463043213
2010-08-19,5.010673522949219
2010-08-20,5.0874762535095215
2010-08-23,4.987401962280273
2010-08-24,4.894309997558594
2010-08-25,4.86405611038208
2010-08-26,4.8826727867126465
2010-08-27,5.273658275604248
2010-08-30,5.101439476013184
2010-08-31,5.096782207489014
2010-09-01,5.234095573425293
2010-09-02,5.387696743011475
2010-09-03,5.450534820556641
2010-09-07,5.317878723144531
2010-09-08,5.292276382446289
2010-09-09,5.385369777679443
2010-09-10,5.473807334899902
2010-09-13,5.648355960845947
2010-09-14,5.690244197845459
2010-09-15,5.8135905265808105
2010-09-16,6.048648834228516
2010-09-17,6.607201099395752
2010-09-20,6.772439956665039
2010-09-21,6.798038482666016
2010-09-22,6.700292110443115
2010-09-23,6.700292110443115
2010-09-24,6.953969478607178
2010-09-27,6.90509557723999
2010-09-28,6.949313163757324
2010-09-29,7.028602600097656
2010-09-30,7.240813732147217
2010-10-01,7.245477676391602
2010-10-04,6.727774620056152
2010-10-05,6.6741414070129395
2010-10-06,6.608844757080078
2010-10-07,6.576197147369385
2010-10-08,6.496908664703369
2010-10-11,6.401296615600586
2010-10-12,6.322011470794678
2010-10-13,6.322011470794678
2010-10-14,6.210072994232178
2010-10-15,6.2380595207214355
2010-10-18,6.231062412261963
2010-10-19,6.0375075340271
2010-10-20,5.890595436096191
2010-10-21,5.652729511260986
2010-10-22,5.594432353973389
2010-10-25,6.342998504638672
2010-10-26,6.039840221405029
2010-10-27,6.053832054138184
2010-10-28,5.979207992553711
2010-10-29,6.308018684387207
2010-11-01,6.28702974319458
2010-11-02,6.496908664703369
2010-11-03,6.604179859161377
2010-11-04,6.650821208953857
2010-11-05,6.503903865814209
2010-11-08,6.4619293212890625
2010-11-09,6.154108047485352
2010-11-10,7.336423873901367
2010-11-11,7.01927375793457
2010-11-12,6.823387145996094
2010-11-15,6.89801025390625
2010-11-16,6.821054458618164
2010-11-17,6.79773473739624
2010-11-18,6.835045337677002
2010-11-19,6.995952606201172
2010-11-22,7.222156524658203
2010-11-23,7.212826728820801
2010-11-24,7.387728691101074
2010-11-26,7.362075328826904
2010-11-29,7.264132022857666
2010-11-30,7.21749210357666
2010-12-01,7.592942237854004
2010-12-02,7.632587909698486
2010-12-03,7.639580249786377
2010-12-06,7.770171165466309
2010-12-07,7.9800519943237305
2010-12-08,8.138628005981445
2010-12-09,8.18759536743164
2010-12-10,8.220250129699707
2010-12-13,8.098982810974121
2010-12-14,8.185266494750977
2010-12-15,8.152617454528809
2010-12-16,8.313525199890137
2010-12-17,8.28787612915039
2010-12-20,8.656327247619629
2010-12-21,8.695967674255371
2010-12-22,8.539725303649902
2010-12-23,8.535063743591309
2010-12-27,8.593360900878906
2010-12-28,8.577038764953613
2010-12-29,8.546725273132324
2010-12-30,8.565396308898926
2010-12-31,8.549057960510254
2011-01-03,8.595736503601074
2011-01-04,8.507051467895508
2011-01-05,8.5420560836792
2011-01-06,8.52571964263916
2011-01-07,8.462702751159668
2011-01-10,8.231645584106445
2011-01-11,8.364680290222168
2011-01-12,8.423026084899902
