Date,MASS
2020-12-18,49.0
2020-12-21,50.5099983215332
2020-12-22,56.290000915527344
2020-12-23,61.790000915527344
2020-12-24,67.91999816894531
2020-12-28,66.86000061035156
2020-12-29,55.97999954223633
2020-12-30,60.380001068115234
2020-12-31,56.95000076293945
2021-01-04,54.709999084472656
2021-01-05,57.900001525878906
2021-01-06,55.849998474121094
2021-01-07,54.810001373291016
2021-01-08,52.90999984741211
2021-01-11,56.630001068115234
2021-01-12,57.13999938964844
2021-01-13,57.59000015258789
2021-01-14,61.40999984741211
2021-01-15,62.45000076293945
2021-01-19,64.9000015258789
2021-01-20,65.37999725341797
2021-01-21,62.5
2021-01-22,65.44999694824219
2021-01-25,63.93000030517578
2021-01-26,57.709999084472656
2021-01-27,53.650001525878906
2021-01-28,55.029998779296875
2021-01-29,55.11000061035156
2021-02-01,54.84000015258789
2021-02-02,63.54999923706055
2021-02-03,66.31999969482422
2021-02-04,68.5
2021-02-05,68.0
2021-02-08,71.5199966430664
2021-02-09,74.80000305175781
2021-02-10,68.41000366210938
2021-02-11,70.6500015258789
2021-02-12,73.1500015258789
2021-02-16,75.0
2021-02-17,71.8499984741211
2021-02-18,64.19999694824219
2021-02-19,68.05000305175781
2021-02-22,64.41000366210938
2021-02-23,58.849998474121094
2021-02-24,61.189998626708984
2021-02-25,55.0
2021-02-26,53.189998626708984
2021-03-01,57.470001220703125
2021-03-02,55.11000061035156
2021-03-03,50.20000076293945
2021-03-04,43.0099983215332
2021-03-05,41.459999084472656
2021-03-08,39.939998626708984
2021-03-09,42.79999923706055
2021-03-10,46.900001525878906
2021-03-11,53.369998931884766
2021-03-12,54.290000915527344
2021-03-15,55.029998779296875
2021-03-16,53.939998626708984
2021-03-17,53.79999923706055
2021-03-18,49.380001068115234
2021-03-19,51.279998779296875
2021-03-22,51.279998779296875
2021-03-23,47.06999969482422
2021-03-24,46.130001068115234
2021-03-25,45.38999938964844
2021-03-26,43.040000915527344
2021-03-29,44.9900016784668
2021-03-30,44.86000061035156
2021-03-31,48.5
2021-04-01,52.11000061035156
2021-04-05,52.4900016784668
2021-04-06,52.91999816894531
2021-04-07,49.650001525878906
2021-04-08,51.029998779296875
2021-04-09,50.9900016784668
2021-04-12,50.77000045776367
2021-04-13,52.310001373291016
2021-04-14,51.150001525878906
2021-04-15,52.689998626708984
2021-04-16,52.18000030517578
2021-04-19,51.130001068115234
2021-04-20,50.970001220703125
2021-04-21,51.029998779296875
2021-04-22,51.650001525878906
2021-04-23,52.470001220703125
2021-04-26,54.43000030517578
2021-04-27,55.11000061035156
2021-04-28,54.150001525878906
2021-04-29,53.09000015258789
2021-04-30,52.9900016784668
2021-05-03,52.33000183105469
2021-05-04,51.900001525878906
2021-05-05,52.15999984741211
2021-05-06,49.470001220703125
2021-05-07,50.470001220703125
2021-05-10,47.18000030517578
2021-05-11,44.439998626708984
2021-05-12,44.0099983215332
2021-05-13,36.75
2021-05-14,36.83000183105469
2021-05-17,36.70000076293945
2021-05-18,37.56999969482422
2021-05-19,36.849998474121094
2021-05-20,38.06999969482422
2021-05-21,38.18000030517578
2021-05-24,38.45000076293945
2021-05-25,38.97999954223633
2021-05-26,39.459999084472656
2021-05-27,40.33000183105469
2021-05-28,42.130001068115234
2021-06-01,44.45000076293945
2021-06-02,43.95000076293945
2021-06-03,42.630001068115234
2021-06-04,42.790000915527344
2021-06-07,42.790000915527344
2021-06-08,43.2400016784668
2021-06-09,42.459999084472656
2021-06-10,42.54999923706055
2021-06-11,40.79999923706055
2021-06-14,43.58000183105469
2021-06-15,38.709999084472656
2021-06-16,40.31999969482422
2021-06-17,41.70000076293945
2021-06-18,40.0
2021-06-21,39.0099983215332
2021-06-22,39.83000183105469
2021-06-23,39.7400016784668
2021-06-24,39.83000183105469
2021-06-25,39.58000183105469
2021-06-28,39.439998626708984
2021-06-29,39.75
2021-06-30,38.75
2021-07-01,37.11000061035156
2021-07-02,34.630001068115234
2021-07-06,34.4900016784668
2021-07-07,33.75
2021-07-08,35.290000915527344
2021-07-09,35.2400016784668
2021-07-12,37.810001373291016
2021-07-13,33.619998931884766
2021-07-14,32.02000045776367
2021-07-15,31.809999465942383
2021-07-16,32.290000915527344
2021-07-19,32.189998626708984
2021-07-20,31.899999618530273
2021-07-21,33.75
2021-07-22,33.310001373291016
2021-07-23,32.58000183105469
2021-07-26,31.760000228881836
2021-07-27,31.030000686645508
2021-07-28,31.260000228881836
2021-07-29,30.43000030517578
2021-07-30,31.25
2021-08-02,31.309999465942383
2021-08-03,31.0
2021-08-04,33.47999954223633
2021-08-05,33.90999984741211
2021-08-06,33.36000061035156
2021-08-09,32.66999816894531
2021-08-10,31.329999923706055
2021-08-11,30.959999084472656
2021-08-12,31.920000076293945
2021-08-13,32.310001373291016
2021-08-16,30.329999923706055
2021-08-17,29.989999771118164
2021-08-18,30.770000457763672
2021-08-19,30.979999542236328
2021-08-20,32.75
2021-08-23,33.18000030517578
2021-08-24,34.81999969482422
2021-08-25,33.790000915527344
2021-08-26,33.04999923706055
2021-08-27,35.20000076293945
2021-08-30,36.86000061035156
2021-08-31,36.0
2021-09-01,36.099998474121094
2021-09-02,37.779998779296875
2021-09-03,39.130001068115234
2021-09-07,39.06999969482422
2021-09-08,36.880001068115234
2021-09-09,35.93000030517578
2021-09-10,36.5099983215332
2021-09-13,36.47999954223633
2021-09-14,35.9900016784668
2021-09-15,36.75
2021-09-16,36.939998626708984
2021-09-17,35.86000061035156
2021-09-20,35.33000183105469
2021-09-21,36.290000915527344
2021-09-22,36.77000045776367
2021-09-23,38.20000076293945
2021-09-24,36.380001068115234
2021-09-27,33.4900016784668
2021-09-28,32.0099983215332
2021-09-29,32.11000061035156
2021-09-30,32.52000045776367
2021-10-01,34.97999954223633
2021-10-04,33.70000076293945
2021-10-05,33.810001373291016
2021-10-06,32.06999969482422
2021-10-07,33.18000030517578
2021-10-08,32.29999923706055
2021-10-11,31.899999618530273
2021-10-12,32.06999969482422
2021-10-13,32.689998626708984
2021-10-14,33.65999984741211
2021-10-15,32.040000915527344
2021-10-18,32.45000076293945
2021-10-19,33.70000076293945
2021-10-20,33.720001220703125
2021-10-21,34.7400016784668
2021-10-22,34.709999084472656
2021-10-25,32.29999923706055
2021-10-26,32.540000915527344
2021-10-27,32.0
2021-10-28,32.529998779296875
2021-10-29,32.900001525878906
2021-11-01,35.59000015258789
2021-11-02,33.939998626708984
2021-11-03,33.08000183105469
2021-11-04,36.72999954223633
2021-11-05,37.939998626708984
2021-11-08,38.77000045776367
2021-11-09,33.97999954223633
2021-11-10,32.31999969482422
2021-11-11,32.0
2021-11-12,31.850000381469727
2021-11-15,30.860000610351562
2021-11-16,30.6200008392334
2021-11-17,30.56999969482422
2021-11-18,27.0
2021-11-19,25.8799991607666
2021-11-22,24.18000030517578
2021-11-23,23.3799991607666
2021-11-24,23.399999618530273
2021-11-26,23.350000381469727
2021-11-29,23.3799991607666
2021-11-30,24.0
2021-12-01,24.0
2021-12-02,24.31999969482422
2021-12-03,23.170000076293945
2021-12-06,24.549999237060547
2021-12-07,28.079999923706055
2021-12-08,26.940000534057617
2021-12-09,26.079999923706055
2021-12-10,24.979999542236328
2021-12-13,24.700000762939453
2021-12-14,23.65999984741211
2021-12-15,25.68000030517578
2021-12-16,23.93000030517578
2021-12-17,26.170000076293945
2021-12-20,25.559999465942383
2021-12-21,25.979999542236328
2021-12-22,26.3799991607666
2021-12-23,26.639999389648438
2021-12-27,24.860000610351562
2021-12-28,24.780000686645508
2021-12-29,23.959999084472656
2021-12-30,25.68000030517578
2021-12-31,25.8700008392334
2022-01-03,26.280000686645508
2022-01-04,24.84000015258789
2022-01-05,22.670000076293945
2022-01-06,20.59000015258789
2022-01-07,20.010000228881836
2022-01-10,19.1299991607666
2022-01-11,20.25
2022-01-12,19.059999465942383
2022-01-13,17.59000015258789
2022-01-14,17.649999618530273
2022-01-18,16.81999969482422
2022-01-19,15.430000305175781
2022-01-20,15.130000114440918
2022-01-21,14.520000457763672
2022-01-24,15.479999542236328
2022-01-25,14.460000038146973
2022-01-26,13.6899995803833
2022-01-27,13.180000305175781
2022-01-28,14.399999618530273
2022-01-31,15.819999694824219
2022-02-01,16.299999237060547
2022-02-02,15.84000015258789
2022-02-03,15.289999961853027
2022-02-04,15.229999542236328
2022-02-07,15.430000305175781
2022-02-08,15.520000457763672
2022-02-09,16.149999618530273
2022-02-10,15.550000190734863
2022-02-11,14.960000038146973
2022-02-14,14.460000038146973
2022-02-15,15.210000038146973
2022-02-16,15.229999542236328
2022-02-17,13.710000038146973
2022-02-18,13.1899995803833
2022-02-22,13.479999542236328
2022-02-23,13.609999656677246
2022-02-24,15.479999542236328
2022-02-25,16.149999618530273
2022-02-28,16.6299991607666
2022-03-01,16.65999984741211
2022-03-02,16.200000762939453
2022-03-03,16.18000030517578
2022-03-04,15.850000381469727
2022-03-07,15.539999961853027
2022-03-08,17.8799991607666
2022-03-09,19.079999923706055
2022-03-10,18.889999389648438
2022-03-11,18.579999923706055
2022-03-14,17.110000610351562
2022-03-15,16.93000030517578
2022-03-16,18.440000534057617
2022-03-17,19.219999313354492
2022-03-18,19.760000228881836
2022-03-21,18.329999923706055
2022-03-22,19.420000076293945
2022-03-23,19.760000228881836
2022-03-24,20.170000076293945
2022-03-25,19.209999084472656
2022-03-28,19.469999313354492
2022-03-29,20.68000030517578
2022-03-30,19.030000686645508
2022-03-31,19.010000228881836
2022-04-01,20.610000610351562
2022-04-04,20.739999771118164
2022-04-05,19.8700008392334
2022-04-06,19.760000228881836
2022-04-07,19.0
2022-04-08,19.010000228881836
2022-04-11,19.290000915527344
2022-04-12,19.440000534057617
2022-04-13,18.84000015258789
2022-04-14,19.040000915527344
2022-04-18,19.040000915527344
2022-04-19,19.399999618530273
2022-04-20,19.389999389648438
2022-04-21,19.170000076293945
2022-04-22,18.280000686645508
2022-04-25,17.59000015258789
2022-04-26,15.5600004196167
2022-04-27,16.549999237060547
2022-04-28,17.6200008392334
2022-04-29,17.75
2022-05-02,18.31999969482422
2022-05-03,18.3700008392334
2022-05-04,19.850000381469727
2022-05-05,18.549999237060547
2022-05-06,17.209999084472656
2022-05-09,15.489999771118164
