Date,NEU
2010-01-04,91.70433807373047
2010-01-05,94.61920928955078
2010-01-06,94.8939208984375
2010-01-07,92.30715942382812
2010-01-08,91.109130859375
2010-01-11,89.41517639160156
2010-01-12,87.71351623535156
2010-01-13,88.86576843261719
2010-01-14,89.6135482788086
2010-01-15,87.68302917480469
2010-01-19,90.92601776123047
2010-01-20,92.17744445800781
2010-01-21,90.04084014892578
2010-01-22,88.14083862304688
2010-01-25,87.69830322265625
2010-01-26,85.5540542602539
2010-01-27,84.8444595336914
2010-01-28,80.92994689941406
2010-01-29,68.84310913085938
2010-02-01,67.65272521972656
2010-02-02,67.37042999267578
2010-02-03,68.88890075683594
2010-02-04,66.44712829589844
2010-02-05,64.63865661621094
2010-02-08,62.52497863769531
2010-02-09,63.62378692626953
2010-02-10,64.36396026611328
2010-02-11,65.07360076904297
2010-02-12,66.38607025146484
2010-02-16,67.30172729492188
2010-02-17,68.20211029052734
2010-02-18,68.17925262451172
2010-02-19,69.16360473632812
2010-02-22,70.3692398071289
2010-02-23,68.43869018554688
2010-02-24,69.4154052734375
2010-02-25,68.28605651855469
2010-02-26,67.9503173828125
2010-03-01,69.45353698730469
2010-03-02,70.17084503173828
2010-03-03,70.7584228515625
2010-03-04,75.11547088623047
2010-03-05,76.83995056152344
2010-03-08,77.00782775878906
2010-03-09,76.96966552734375
2010-03-10,77.90823364257812
2010-03-11,79.27532196044922
2010-03-12,79.18341827392578
2010-03-15,81.29723358154297
2010-03-16,80.8453598022461
2010-03-17,81.27425384521484
2010-03-18,79.8114013671875
2010-03-19,76.2807388305664
2010-03-22,80.05648803710938
2010-03-23,79.57400512695312
2010-03-24,81.37379455566406
2010-03-25,80.33988952636719
2010-03-26,79.8573989868164
2010-03-29,80.76873779296875
2010-03-30,79.49742889404297
2010-03-31,78.8770751953125
2010-04-01,80.1024398803711
2010-04-05,81.93291473388672
2010-04-06,82.53025817871094
2010-04-07,82.20860290527344
2010-04-08,83.25019073486328
2010-04-09,83.54888153076172
2010-04-12,84.973388671875
2010-04-13,85.41761016845703
2010-04-14,85.90008544921875
2010-04-15,86.04561614990234
2010-04-16,83.8858642578125
2010-04-19,84.85084533691406
2010-04-20,86.505126953125
2010-04-21,85.90777587890625
2010-04-22,82.56092071533203
2010-04-23,85.12657928466797
2010-04-26,86.25239562988281
2010-04-27,83.83992004394531
2010-04-28,83.66375732421875
2010-04-29,88.0751953125
2010-04-30,84.24579620361328
2010-05-03,85.60138702392578
2010-05-04,80.6768798828125
2010-05-05,79.2063980102539
2010-05-06,75.26982116699219
2010-05-07,75.8135986328125
2010-05-10,81.90992736816406
2010-05-11,80.69985961914062
2010-05-12,82.60687255859375
2010-05-13,81.66482543945312
2010-05-14,78.7621841430664
2010-05-17,78.0422592163086
2010-05-18,77.00836181640625
2010-05-19,74.5192642211914
2010-05-20,70.48312377929688
2010-05-21,72.037841796875
2010-05-24,73.18666076660156
2010-05-25,74.54225158691406
2010-05-26,74.0980453491211
2010-05-27,79.68124389648438
2010-05-28,78.85409545898438
2010-06-01,76.8475341796875
2010-06-02,79.30597686767578
2010-06-03,79.68887329101562
2010-06-04,74.73372650146484
2010-06-07,72.49734497070312
2010-06-08,72.13741302490234
2010-06-09,72.36714172363281
2010-06-10,75.01708221435547
2010-06-11,77.00447845458984
2010-06-14,76.35865020751953
2010-06-15,78.79580688476562
2010-06-16,79.36473083496094
2010-06-17,78.64971160888672
2010-06-18,80.68708038330078
2010-06-21,78.34217834472656
2010-06-22,75.51293182373047
2010-06-23,74.97480010986328
2010-06-24,71.84569549560547
2010-06-25,72.39160919189453
2010-06-28,72.07633972167969
2010-06-29,69.78530883789062
2010-06-30,67.13288879394531
2010-07-01,69.14717864990234
2010-07-02,69.26250457763672
2010-07-06,67.94784545898438
2010-07-07,73.25263977050781
2010-07-08,74.59034729003906
2010-07-09,76.50473022460938
2010-07-12,76.2971420288086
2010-07-13,77.81940460205078
2010-07-14,77.68866729736328
2010-07-15,77.40422058105469
2010-07-16,73.8753890991211
2010-07-19,74.22905731201172
2010-07-20,75.9588623046875
2010-07-21,75.6744155883789
2010-07-22,80.35649108886719
2010-07-23,82.19396209716797
2010-07-26,84.24671173095703
2010-07-27,82.86283111572266
2010-07-28,81.58660888671875
2010-07-29,82.40150451660156
2010-07-30,82.40921020507812
2010-08-02,85.20001220703125
2010-08-03,84.42351531982422
2010-08-04,81.01763916015625
2010-08-05,83.03963470458984
2010-08-06,82.10939025878906
2010-08-09,84.02375030517578
2010-08-10,81.99409484863281
2010-08-11,78.30377197265625
2010-08-12,78.15000915527344
2010-08-13,76.81224060058594
2010-08-16,76.92757415771484
2010-08-17,79.5953598022461
2010-08-18,79.04185485839844
2010-08-19,75.8512191772461
2010-08-20,75.2669448852539
2010-08-23,74.47509002685547
2010-08-24,73.19883728027344
2010-08-25,75.04399108886719
2010-08-26,76.4662857055664
2010-08-27,78.05005645751953
2010-08-30,75.68978881835938
2010-08-31,77.28894805908203
2010-09-01,80.18733978271484
2010-09-02,79.6952896118164
2010-09-03,81.67886352539062
2010-09-07,79.73374938964844
2010-09-08,81.14837646484375
2010-09-09,81.02536010742188
2010-09-10,81.80188751220703
2010-09-13,83.5571060180664
2010-09-14,82.58495330810547
2010-09-15,82.33036804199219
2010-09-16,83.20220184326172
2010-09-17,82.55415344238281
2010-09-20,85.57081604003906
2010-09-21,83.59567260742188
2010-09-22,82.29949951171875
2010-09-23,81.70536804199219
2010-09-24,83.6111068725586
2010-09-27,84.92274475097656
2010-09-28,87.99342346191406
2010-09-29,87.85455322265625
2010-09-30,87.70795440673828
2010-10-01,89.15071868896484
2010-10-04,88.84983825683594
2010-10-05,91.5810546875
2010-10-06,90.17684173583984
2010-10-07,90.41602325439453
2010-10-08,91.80479431152344
2010-10-11,91.133544921875
2010-10-12,90.60894012451172
2010-10-13,92.6843490600586
2010-10-14,92.78466033935547
2010-10-15,91.94366455078125
2010-10-18,94.09624481201172
2010-10-19,91.14899444580078
2010-10-20,94.05767822265625
2010-10-21,94.2968521118164
2010-10-22,92.22916412353516
2010-10-25,94.42800903320312
2010-10-26,93.71818542480469
2010-10-27,92.70748138427734
2010-10-28,90.26944732666016
2010-10-29,91.4421615600586
2010-11-01,90.1537094116211
2010-11-02,91.82794952392578
2010-11-03,91.23384094238281
2010-11-04,94.25825500488281
2010-11-05,94.52058410644531
2010-11-08,94.6826400756836
2010-11-09,93.71049499511719
2010-11-10,95.40784454345703
2010-11-11,95.50045776367188
2010-11-12,92.65349578857422
2010-11-15,93.52532958984375
2010-11-16,92.10570526123047
2010-11-17,92.87723541259766
2010-11-18,95.29216003417969
2010-11-19,95.19181823730469
2010-11-22,96.32599639892578
2010-11-23,95.50817108154297
2010-11-24,98.68688201904297
2010-11-26,98.41682434082031
2010-11-29,97.30585479736328
2010-11-30,97.05894470214844
2010-12-01,98.347412109375
2010-12-02,99.55099487304688
2010-12-03,100.91657257080078
2010-12-06,100.06021118164062
2010-12-07,98.99547576904297
2010-12-08,97.4832992553711
2010-12-09,97.1438217163086
2010-12-10,98.51717376708984
2010-12-13,96.33391571044922
2010-12-14,96.3648681640625
2010-12-15,95.36612701416016
2010-12-16,97.29387664794922
2010-12-17,96.63581848144531
2010-12-20,95.8151626586914
2010-12-21,98.01392364501953
2010-12-22,97.9829330444336
2010-12-23,97.59587097167969
2010-12-27,97.99069213867188
2010-12-28,97.37904357910156
2010-12-29,96.8603744506836
2010-12-30,96.24102020263672
2010-12-31,95.51322937011719
2011-01-03,97.54942321777344
2011-01-04,95.84614562988281
2011-01-05,96.95325469970703
2011-01-06,92.71837615966797
2011-01-07,95.4280776977539
2011-01-10,98.230712890625
2011-01-11,99.03588104248047
2011-01-12,100.64617919921875
2011-01-13,99.69390869140625
2011-01-14,100.3287582397461
2011-01-18,100.98684692382812
2011-01-19,97.77393341064453
2011-01-20,95.4358139038086
2011-01-21,95.76876068115234
2011-01-24,96.0009994506836
2011-01-25,98.40876007080078
2011-01-26,100.19715118408203
2011-01-27,99.9958724975586
2011-01-28,96.41908264160156
2011-01-31,98.21521759033203
2011-02-01,100.83200073242188
2011-02-02,101.28105163574219
2011-02-03,100.44496154785156
2011-02-04,100.99458312988281
2011-02-07,101.42041015625
2011-02-08,102.01654815673828
2011-02-09,101.23460388183594
2011-02-10,101.29653930664062
2011-02-11,100.95586395263672
2011-02-14,103.92108917236328
2011-02-15,102.41139221191406
2011-02-16,104.38556671142578
2011-02-17,105.0978775024414
2011-02-18,104.29267120361328
2011-02-22,100.75459289550781
2011-02-23,97.75069427490234
2011-02-24,96.75967407226562
2011-02-25,98.4552001953125
2011-02-28,99.1829605102539
2011-03-01,96.1016616821289
2011-03-02,96.31841278076172
2011-03-03,99.87197875976562
2011-03-04,100.51455688476562
2011-03-07,99.68618774414062
2011-03-08,101.31975555419922
2011-03-09,101.42041015625
2011-03-10,100.67713165283203
2011-03-11,101.46175384521484
2011-03-14,113.41715240478516
2011-03-15,110.68275451660156
2011-03-16,110.32537841796875
2011-03-17,111.07891845703125
2011-03-18,111.86353302001953
2011-03-21,115.81754302978516
2011-03-22,116.44685363769531
2011-03-23,116.03507995605469
2011-03-24,116.40796661376953
2011-03-25,119.64739990234375
2011-03-28,121.34857177734375
2011-03-29,122.96440887451172
2011-03-30,123.71794891357422
2011-03-31,122.91002655029297
2011-04-01,124.33938598632812
2011-04-04,126.19599151611328
2011-04-05,125.17843627929688
2011-04-06,124.31608581542969
2011-04-07,123.66355895996094
2011-04-08,122.2264404296875
2011-04-11,120.75818634033203
2011-04-12,118.93266296386719
2011-04-13,118.45880126953125
2011-04-14,116.83524322509766
2011-04-15,119.32884979248047
2011-04-18,116.50121307373047
2011-04-19,117.33235168457031
2011-04-20,121.13890075683594
2011-04-21,139.45652770996094
2011-04-25,136.2016143798828
2011-04-26,140.89370727539062
2011-04-27,141.51515197753906
2011-04-28,143.3018035888672
2011-04-29,143.18533325195312
2011-05-02,144.94094848632812
2011-05-03,144.02430725097656
2011-05-04,141.0878448486328
2011-05-05,139.1224822998047
2011-05-06,139.11473083496094
2011-05-09,140.0624237060547
2011-05-10,142.1210174560547
2011-05-11,138.06594848632812
2011-05-12,139.0680694580078
2011-05-13,135.76661682128906
2011-05-16,134.63241577148438
2011-05-17,134.06532287597656
2011-05-18,135.7587432861328
2011-05-19,135.3237762451172
2011-05-20,134.27508544921875
2011-05-23,130.77154541015625
2011-05-24,129.71505737304688
2011-05-25,132.21646118164062
2011-05-26,133.41282653808594
2011-05-27,134.4848175048828
2011-05-31,135.33932495117188
2011-06-01,129.885986328125
2011-06-02,129.50537109375
2011-06-03,126.36693572998047
2011-06-06,125.04633331298828
2011-06-07,124.01310729980469
2011-06-08,122.16427612304688
2011-06-09,123.81893920898438
2011-06-10,122.55267333984375
2011-06-13,120.67341613769531
2011-06-14,124.02651977539062
