Date,LZB
2010-01-04,7.970501899719238
2010-01-05,7.978580474853516
2010-01-06,8.043251991271973
2010-01-07,7.930079460144043
2010-01-08,8.027082443237305
2010-01-11,7.485477924346924
2010-01-12,7.533980369567871
2010-01-13,8.00283145904541
2010-01-14,8.584856033325195
2010-01-15,8.609110832214355
2010-01-19,9.094127655029297
2010-01-20,9.231548309326172
2010-01-21,9.150708198547363
2010-01-22,9.174967765808105
2010-01-25,9.06987476348877
2010-01-26,8.932454109191895
2010-01-27,8.90011978149414
2010-01-28,8.601025581359863
2010-01-29,8.204925537109375
2010-02-01,8.285759925842285
2010-02-02,8.455517768859863
2010-02-03,8.34234619140625
2010-02-04,7.744155406951904
2010-02-05,7.517812728881836
2010-02-08,7.566314220428467
2010-02-09,7.8088274002075195
2010-02-10,7.865410804748535
2010-02-11,8.30192756652832
2010-02-12,8.819283485412598
2010-02-16,9.40938949584961
2010-02-17,10.476438522338867
2010-02-18,10.929121017456055
2010-02-19,10.27434253692627
2010-02-22,10.363265037536621
2010-02-23,10.015666007995605
2010-02-24,9.983332633972168
2010-02-25,9.676151275634766
2010-02-26,10.193507194519043
2010-03-01,10.929121017456055
2010-03-02,11.300969123840332
2010-03-03,11.511144638061523
2010-03-04,11.333303451538086
2010-03-05,11.35755443572998
2010-03-08,11.527316093444824
2010-03-09,11.785988807678223
2010-03-10,12.262927055358887
2010-03-11,12.06892204284668
2010-03-12,11.858739852905273
2010-03-15,11.575810432434082
2010-03-16,11.664732933044434
2010-03-17,11.373723030090332
2010-03-18,11.325217247009277
2010-03-19,10.209675788879395
2010-03-22,10.961455345153809
2010-03-23,11.187797546386719
2010-03-24,10.864452362060547
2010-03-25,10.549187660217285
2010-03-26,10.613861083984375
2010-03-29,10.500688552856445
2010-03-30,10.444098472595215
2010-03-31,10.136919975280762
2010-04-01,10.452183723449707
2010-04-05,11.276719093322754
2010-04-06,11.292887687683105
2010-04-07,10.735111236572266
2010-04-08,11.260550498962402
2010-04-09,11.317134857177734
2010-04-12,11.244383811950684
2010-04-13,11.123128890991211
2010-04-14,11.35755443572998
2010-04-15,11.195881843566895
2010-04-16,10.904871940612793
2010-04-19,10.710859298706055
2010-04-20,10.767448425292969
2010-04-21,11.001871109008789
2010-04-22,11.697071075439453
2010-04-23,11.92341136932373
2010-04-26,11.745573043823242
2010-04-27,11.317134857177734
2010-04-28,11.268634796142578
2010-04-29,11.325217247009277
2010-04-30,10.541106224060059
2010-05-03,10.872533798217773
2010-05-04,10.330928802490234
2010-05-05,10.201591491699219
2010-05-06,9.829741477966309
2010-05-07,9.587233543395996
2010-05-10,10.22584056854248
2010-05-11,10.22584056854248
2010-05-12,10.524937629699707
2010-05-13,10.306678771972656
2010-05-14,10.233924865722656
2010-05-17,10.03991985321045
2010-05-18,9.756987571716309
2010-05-19,9.651897430419922
2010-05-20,9.037542343139648
2010-05-21,9.344721794128418
2010-05-24,9.166878700256348
2010-05-25,9.142631530761719
2010-05-26,9.207298278808594
2010-05-27,9.8216552734375
2010-05-28,9.595318794250488
2010-06-01,9.231548309326172
2010-06-02,9.360888481140137
2010-06-03,9.554898262023926
2010-06-04,8.730363845825195
2010-06-07,8.39893627166748
2010-06-08,8.37468147277832
2010-06-09,8.811198234558105
2010-06-10,9.700404167175293
2010-06-11,9.950995445251465
2010-06-14,10.02375316619873
2010-06-15,8.34234619140625
2010-06-16,8.075584411621094
2010-06-17,7.768404483795166
2010-06-18,7.719905853271484
2010-06-21,7.493563652038574
2010-06-22,7.226800918579102
2010-06-23,6.895369052886963
2010-06-24,6.733697891235352
2010-06-25,6.9519548416137695
2010-06-28,6.749863147735596
2010-06-29,6.078919410705566
2010-06-30,6.006166934967041
2010-07-01,5.884911060333252
2010-07-02,5.626235008239746
2010-07-06,5.238219261169434
2010-07-07,5.812159061431885
2010-07-08,6.054667949676514
2010-07-09,6.54777193069458
2010-07-12,6.313344955444336
2010-07-13,6.604357719421387
2010-07-14,6.264843940734863
2010-07-15,6.022334098815918
2010-07-16,5.820241928100586
2010-07-19,6.078919410705566
2010-07-20,6.369929313659668
