Date,UWMC
2020-05-01,6.951721668243408
2020-05-04,7.292911052703857
2020-05-05,7.250262260437012
2020-05-06,7.250262260437012
2020-05-07,7.108101844787598
2020-05-08,7.108101844787598
2020-05-11,7.108101844787598
2020-05-12,7.108101844787598
2020-05-13,7.143640995025635
2020-05-14,7.079668998718262
2020-05-15,7.079668998718262
2020-05-18,7.079668998718262
2020-05-19,7.143640995025635
2020-05-20,7.143640995025635
2020-05-21,7.143640995025635
2020-05-22,7.143640995025635
2020-05-26,7.143640995025635
2020-05-27,7.143640995025635
2020-05-28,7.14150857925415
2020-05-29,7.096017360687256
2020-06-01,7.136530876159668
2020-06-02,7.136530876159668
2020-06-03,7.143640995025635
2020-06-04,7.1230268478393555
2020-06-05,7.072558879852295
2020-06-08,7.072558879852295
2020-06-09,7.140087604522705
2020-06-10,7.143640995025635
2020-06-11,7.108101844787598
2020-06-12,7.136530876159668
2020-06-15,7.136530876159668
2020-06-16,7.108101844787598
2020-06-17,7.1791815757751465
2020-06-18,7.108101844787598
2020-06-19,7.108101844787598
2020-06-22,7.12658166885376
2020-06-23,7.122316837310791
2020-06-24,7.172072887420654
2020-06-25,7.271585941314697
2020-06-26,7.278695106506348
2020-06-29,7.136530876159668
2020-06-30,7.207612991333008
2020-07-01,7.250262260437012
2020-07-02,7.250262260437012
2020-07-06,7.250262260437012
2020-07-07,7.250262260437012
2020-07-08,7.250262260437012
2020-07-09,7.250262260437012
2020-07-10,7.356884479522705
2020-07-13,7.4279632568359375
2020-07-14,7.499046325683594
2020-07-15,7.378207683563232
2020-07-16,7.520370960235596
2020-07-17,7.463505268096924
2020-07-20,7.363991737365723
2020-07-21,7.534584045410156
2020-07-22,7.520370960235596
2020-07-23,7.634097099304199
2020-07-24,7.499046325683594
2020-07-27,7.506153106689453
2020-07-28,7.506153106689453
2020-07-29,7.456396579742432
2020-07-30,7.392423152923584
2020-07-31,7.292911052703857
2020-08-03,7.356884479522705
2020-08-04,7.456396579742432
2020-08-05,7.44218111038208
2020-08-06,7.463505268096924
2020-08-07,7.513262748718262
2020-08-10,7.5985589027404785
2020-08-11,7.666085720062256
2020-08-12,7.700203895568848
2020-08-13,7.520370960235596
2020-08-14,7.527476787567139
2020-08-17,7.527476787567139
2020-08-18,7.371097564697266
2020-08-19,7.356884479522705
2020-08-20,7.435072422027588
2020-08-21,7.385316848754883
2020-08-24,7.463505268096924
2020-08-25,7.463505268096924
2020-08-26,7.463505268096924
2020-08-27,7.44218111038208
2020-08-28,7.619883060455322
2020-08-31,7.491938591003418
2020-09-01,7.463505268096924
2020-09-02,7.733611583709717
2020-09-03,7.470612525939941
2020-09-04,7.534584045410156
2020-09-08,7.641207218170166
2020-09-09,7.676746845245361
2020-09-10,7.662532329559326
2020-09-11,7.676746845245361
2020-09-14,7.676746845245361
2020-09-15,7.5985589027404785
2020-09-16,7.648314476013184
2020-09-17,7.712289810180664
2020-09-18,7.818909168243408
2020-09-21,7.776259899139404
2020-09-22,7.683856010437012
2020-09-23,7.4279632568359375
2020-09-24,7.250262260437012
2020-09-25,7.356884479522705
2020-09-28,7.435072422027588
2020-09-29,7.4279632568359375
2020-09-30,7.328451156616211
2020-10-01,7.228939056396484
2020-10-02,7.200504302978516
2020-10-05,7.129425048828125
2020-10-06,7.143640995025635
2020-10-07,7.1009907722473145
2020-10-08,7.1009907722473145
2020-10-09,7.093883037567139
2020-10-12,7.1009907722473145
2020-10-13,7.108101844787598
2020-10-14,7.108101844787598
2020-10-15,7.111653804779053
2020-10-16,7.115208625793457
2020-10-19,7.129425048828125
2020-10-20,7.129425048828125
2020-10-21,7.093883037567139
2020-10-22,7.072558879852295
2020-10-23,7.058343410491943
2020-10-26,7.065450668334961
2020-10-27,7.065450668334961
2020-10-28,7.044125556945801
2020-10-29,7.0370192527771
2020-10-30,7.072558879852295
2020-11-02,7.051233768463135
2020-11-03,7.058343410491943
2020-11-04,7.058343410491943
2020-11-05,7.072558879852295
2020-11-06,7.051233768463135
2020-11-09,7.058343410491943
2020-11-10,7.058343410491943
2020-11-11,7.079668998718262
2020-11-12,7.093883037567139
2020-11-13,7.1009907722473145
2020-11-16,7.1009907722473145
2020-11-17,7.1009907722473145
2020-11-18,7.108101844787598
2020-11-19,7.122316837310791
2020-11-20,7.150748252868652
2020-11-23,7.129425048828125
2020-11-24,7.129425048828125
2020-11-25,7.136530876159668
2020-11-27,7.200504302978516
2020-11-30,7.221830368041992
2020-12-01,7.193397045135498
2020-12-02,7.143640995025635
2020-12-03,7.236043930053711
2020-12-04,7.335558891296387
2020-12-07,7.534584045410156
2020-12-08,7.499046325683594
2020-12-09,7.762044906616211
2020-12-10,8.103231430053711
2020-12-11,7.975287914276123
2020-12-14,7.953964710235596
2020-12-15,7.740720272064209
2020-12-16,7.612774848937988
2020-12-17,7.619883060455322
2020-12-18,7.619883060455322
2020-12-21,7.80469274520874
2020-12-22,7.911314010620117
2020-12-23,8.607909202575684
2020-12-24,9.062827110290527
2020-12-28,9.816286087036133
2020-12-29,9.35425853729248
2020-12-30,9.297395706176758
2020-12-31,9.332935333251953
2021-01-04,9.204989433288574
2021-01-05,8.977526664733887
2021-01-06,8.5297212600708
2021-01-07,8.835368156433105
2021-01-08,9.0272855758667
2021-01-11,9.169445991516113
2021-01-12,9.148123741149902
2021-01-13,8.956205368041992
2021-01-14,9.105478286743164
2021-01-15,8.806937217712402
2021-01-19,8.77850341796875
2021-01-20,8.316476821899414
2021-01-21,8.20274543762207
2021-01-22,8.067693710327148
2021-01-25,7.712289810180664
2021-01-26,7.15785551071167
2021-01-27,7.292911052703857
2021-01-28,7.079668998718262
2021-01-29,7.044125556945801
2021-02-01,7.1791815757751465
2021-02-02,7.342665195465088
2021-02-03,8.089018821716309
2021-02-04,7.385316848754883
2021-02-05,7.1009907722473145
2021-02-08,6.759801864624023
2021-02-09,6.596316814422607
2021-02-10,6.461264133453369
2021-02-11,6.5394511222839355
2021-02-12,6.411505699157715
2021-02-16,6.375965595245361
2021-02-17,6.297776222229004
2021-02-18,6.120072841644287
2021-02-19,5.913938522338867
2021-02-22,5.693587303161621
2021-02-23,5.714911937713623
2021-02-24,5.658048629760742
2021-02-25,5.430587291717529
2021-02-26,5.380830764770508
2021-03-01,5.42348051071167
2021-03-02,6.489694118499756
2021-03-03,6.837991714477539
2021-03-04,6.20536994934082
2021-03-05,6.169830322265625
2021-03-08,5.800208568572998
2021-03-09,6.246379375457764
2021-03-10,6.174417018890381
2021-03-11,6.224789619445801
2021-03-12,5.9729204177856445
2021-03-15,6.0448832511901855
2021-03-16,6.088059902191162
2021-03-17,6.512642860412598
2021-03-18,6.4622673988342285
2021-03-19,6.375911712646484
2021-03-22,6.3183417320251465
2021-03-23,6.073667526245117
2021-03-24,5.850584506988525
2021-03-25,5.893760681152344
2021-03-26,5.74263858795166
2021-03-29,5.713854789733887
2021-03-30,5.656282901763916
2021-03-31,5.7066569328308105
2021-04-01,5.577123165130615
2021-04-05,5.577123165130615
2021-04-06,5.713854789733887
2021-04-07,5.577123165130615
2021-04-08,5.627498626708984
2021-04-09,5.548338890075684
2021-04-12,5.404414176940918
2021-04-13,5.533947467803955
2021-04-14,5.461984157562256
2021-04-15,5.454787254333496
2021-04-16,5.390020370483398
2021-04-19,5.397217750549316
2021-04-20,5.202917575836182
2021-04-21,5.354039192199707
2021-04-22,5.497964859008789
2021-04-23,5.649087429046631
2021-04-26,5.872172832489014
2021-04-27,5.965723991394043
2021-04-28,5.908153533935547
2021-04-29,5.9729204177856445
2021-04-30,5.872172832489014
2021-05-03,5.685069561004639
2021-05-04,5.663479328155518
2021-05-05,5.6131062507629395
2021-05-06,5.174131870269775
2021-05-07,5.008617401123047
2021-05-10,4.8359055519104
2021-05-11,4.886279582977295
2021-05-12,5.310862064361572
2021-05-13,5.339646339416504
2021-05-14,5.404414176940918
2021-05-17,5.843387126922607
2021-05-18,6.0592756271362305
2021-05-19,6.0160980224609375
2021-05-20,5.987311840057373
2021-05-21,5.807405471801758
2021-05-24,5.929742336273193
2021-05-25,6.0232930183410645
2021-05-26,6.167219161987305
2021-05-27,6.598996639251709
2021-05-28,6.397502422332764
2021-06-01,6.404698371887207
2021-06-02,6.483855724334717
2021-06-03,6.368717193603516
2021-06-04,6.375911712646484
2021-06-07,6.548624038696289
2021-06-08,6.656567096710205
2021-06-09,7.245838165283203
2021-06-10,7.027588367462158
2021-06-11,7.434985160827637
2021-06-14,7.362234592437744
2021-06-15,7.136712551116943
2021-06-16,7.114888668060303
2021-06-17,7.180362701416016
2021-06-18,6.92573881149292
2021-06-21,6.642017364501953
2021-06-22,6.598368167877197
2021-06-23,6.831167221069336
2021-06-24,6.911190509796143
2021-06-25,6.838441371917725
2021-06-28,6.729316234588623
2021-06-29,6.460144996643066
2021-06-30,6.147322654724121
2021-07-01,5.979998588562012
2021-07-02,5.827225685119629
2021-07-06,5.841773509979248
2021-07-07,5.929073810577393
2021-07-08,5.9581732749938965
2021-07-09,5.943624496459961
2021-07-12,5.78357458114624
2021-07-13,5.587152004241943
2021-07-14,5.57987642288208
2021-07-15,5.69627571105957
2021-07-16,5.6089768409729
2021-07-19,5.550776958465576
2021-07-20,5.456202030181885
2021-07-21,5.645351409912109
2021-07-22,5.587152004241943
2021-07-23,5.572602272033691
2021-07-26,5.5580525398254395
2021-07-27,5.478027820587158
2021-07-28,5.572602272033691
2021-07-29,5.630802154541016
2021-07-30,5.550776958465576
2021-08-02,5.718101978302002
2021-08-03,5.4489288330078125
2021-08-04,5.40527868270874
2021-08-05,5.398004055023193
2021-08-06,5.412552833557129
2021-08-09,5.478027820587158
2021-08-10,5.419827938079834
2021-08-11,5.514402866363525
2021-08-12,5.419827938079834
2021-08-13,5.718101978302002
2021-08-16,5.427103042602539
2021-08-17,5.3179802894592285
2021-08-18,5.412552833557129
2021-08-19,5.150655269622803
2021-08-20,5.2816057205200195
2021-08-23,5.427103042602539
2021-08-24,5.470752239227295
2021-08-25,5.412552833557129
2021-08-26,5.361629009246826
2021-08-27,5.332529544830322
2021-08-30,5.303429126739502
2021-08-31,5.347078800201416
2021-09-01,5.383452892303467
2021-09-02,5.390727996826172
2021-09-03,5.398004055023193
2021-09-07,5.390727996826172
2021-09-08,5.245229244232178
2021-09-09,5.245229244232178
2021-09-10,5.186211585998535
2021-09-13,5.193588733673096
2021-09-14,5.223097801208496
2021-09-15,5.304248332977295
2021-09-16,5.341134071350098
2021-09-17,5.208343982696533
2021-09-20,5.016534805297852
2021-09-21,5.060798645019531
2021-09-22,5.090307235717773
2021-09-23,5.105062007904053
2021-09-24,5.038666248321533
2021-09-27,5.208343982696533
2021-09-28,5.127193927764893
2021-09-29,4.987026214599609
2021-09-30,5.127193927764893
2021-10-01,5.1640801429748535
2021-10-04,4.9648942947387695
2021-10-05,4.987026214599609
2021-10-06,4.898499011993408
2021-10-07,4.9132537841796875
2021-10-08,4.7657084465026855
2021-10-11,4.773085594177246
2021-10-12,4.706690311431885
2021-10-13,4.935384750366211
2021-10-14,5.02391242980957
2021-10-15,5.230474472045898
2021-10-18,5.274739742279053
2021-10-19,5.289493083953857
2021-10-20,5.333757400512695
2021-10-21,5.289493083953857
2021-10-22,5.149326324462891
2021-10-25,5.252606391906738
2021-10-26,5.127193927764893
2021-10-27,5.097684383392334
2021-10-28,5.0017805099487305
2021-10-29,5.016534805297852
2021-11-01,5.245229244232178
2021-11-02,5.333757400512695
2021-11-03,5.348512172698975
2021-11-04,5.333757400512695
2021-11-05,5.208343982696533
2021-11-08,5.274739742279053
2021-11-09,5.223097801208496
2021-11-10,5.193588733673096
