Date,BFST
2018-04-23,23.0802001953125
2018-04-24,23.51615333557129
2018-04-25,23.51615333557129
2018-04-26,22.652786254882812
2018-04-27,22.276662826538086
2018-04-30,22.28948402404785
2018-05-01,22.22537612915039
2018-05-02,22.01166534423828
2018-05-03,21.57571029663086
2018-05-04,21.362001419067383
2018-05-07,21.370555877685547
2018-05-08,21.370555877685547
2018-05-09,21.344905853271484
2018-05-10,21.370555877685547
2018-05-11,21.071359634399414
2018-05-14,21.440135955810547
2018-05-15,21.31149673461914
2018-05-16,20.908418655395508
2018-05-17,20.882692337036133
2018-05-18,20.916994094848633
2018-05-21,20.916994094848633
2018-05-22,20.994178771972656
2018-05-23,20.57395362854004
2018-05-24,20.153724670410156
2018-05-25,20.067968368530273
2018-05-29,20.02508544921875
2018-05-30,20.145156860351562
2018-05-31,20.085121154785156
2018-06-01,20.513919830322266
2018-06-04,20.814088821411133
2018-06-05,21.200000762939453
2018-06-06,21.380102157592773
2018-06-07,21.05421257019043
2018-06-08,21.037057876586914
2018-06-11,21.31149673461914
2018-06-12,21.105669021606445
2018-06-13,21.474441528320312
2018-06-14,21.517318725585938
2018-06-15,21.60308074951172
2018-06-18,22.409225463867188
2018-06-19,22.134790420532227
2018-06-20,22.55502700805664
2018-06-21,22.417802810668945
2018-06-22,22.91522216796875
2018-06-25,22.75227165222168
2018-06-26,22.29774284362793
2018-06-27,22.812305450439453
2018-06-28,22.880908966064453
2018-06-29,22.597904205322266
2018-07-02,22.12621307373047
2018-07-03,22.0233097076416
2018-07-05,22.51214599609375
2018-07-06,21.568775177001953
2018-07-09,21.783174514770508
2018-07-10,21.525896072387695
2018-07-11,21.440135955810547
2018-07-12,21.62881088256836
2018-07-13,21.84321403503418
2018-07-16,21.568775177001953
2018-07-17,21.928974151611328
2018-07-18,22.237712860107422
2018-07-19,22.366344451904297
2018-07-20,22.383502960205078
2018-07-23,22.537864685058594
2018-07-24,22.31489372253418
2018-07-25,22.083335876464844
2018-07-26,22.229135513305664
2018-07-27,22.066184997558594
2018-07-30,22.29774284362793
2018-07-31,22.169097900390625
2018-08-01,21.86893653869629
2018-08-02,21.937545776367188
2018-08-03,21.69741439819336
2018-08-06,21.551626205444336
2018-08-07,21.62881088256836
2018-08-08,21.671689987182617
2018-08-09,21.748870849609375
2018-08-10,21.60308074951172
2018-08-13,21.654539108276367
2018-08-14,21.749176025390625
2018-08-15,21.774986267089844
2018-08-16,22.015872955322266
2018-08-17,21.947050094604492
2018-08-20,22.06749725341797
2018-08-21,22.15352439880371
2018-08-22,22.23096466064453
2018-08-23,22.36000633239746
2018-08-24,22.351404190063477
2018-08-27,22.00727081298828
2018-08-28,21.972856521606445
2018-08-29,22.25676918029785
2018-08-30,22.32559585571289
2018-08-31,22.26537322998047
2018-09-04,22.403026580810547
2018-09-05,22.282575607299805
2018-09-06,22.10191535949707
2018-09-07,22.136320114135742
2018-09-10,22.712745666503906
2018-09-11,23.005258560180664
2018-09-12,22.833189010620117
2018-09-13,22.669729232788086
2018-09-14,23.031064987182617
2018-09-17,23.099897384643555
2018-09-18,23.117097854614258
2018-09-19,23.185932159423828
2018-09-20,23.538665771484375
2018-09-21,22.764368057250977
2018-09-24,22.841793060302734
2018-09-25,21.525487899780273
2018-09-26,22.351404190063477
2018-09-27,22.420230865478516
2018-09-28,22.841793060302734
2018-10-01,22.583696365356445
2018-10-02,22.394418716430664
2018-10-03,22.43743324279785
2018-10-04,22.403026580810547
2018-10-05,22.4116268157959
2018-10-08,22.377216339111328
2018-10-09,22.902023315429688
2018-10-10,22.403026580810547
2018-10-11,22.334199905395508
2018-10-12,22.446041107177734
2018-10-15,22.127716064453125
2018-10-16,21.886829376220703
2018-10-17,22.308391571044922
2018-10-18,22.2481689453125
2018-10-19,21.697555541992188
2018-10-22,21.783588409423828
2018-10-23,21.714763641357422
2018-10-24,21.6201229095459
2018-10-25,21.697555541992188
2018-10-26,22.21375274658203
2018-10-29,22.43743324279785
2018-10-30,22.62671661376953
2018-10-31,22.686933517456055
2018-11-01,22.996658325195312
2018-11-02,22.368614196777344
2018-11-05,21.964256286621094
2018-11-06,22.480449676513672
2018-11-07,22.22235679626465
2018-11-08,22.497663497924805
2018-11-09,22.351404190063477
2018-11-12,22.076093673706055
2018-11-13,21.86962127685547
2018-11-14,22.180316925048828
2018-11-15,21.843730926513672
2018-11-16,21.990442276000977
2018-11-19,21.584810256958008
