Date,ADNT
2016-10-17,48.15664291381836
2016-10-18,48.039546966552734
2016-10-19,48.14688491821289
2016-10-20,48.14688491821289
2016-10-21,46.59532928466797
2016-10-24,45.61951446533203
2016-10-25,43.27754592895508
2016-10-26,44.399742126464844
2016-10-27,44.15578842163086
2016-10-28,44.86813735961914
2016-10-31,44.40950393676758
2016-11-01,44.2045783996582
2016-11-02,43.91183090209961
2016-11-03,43.667877197265625
2016-11-04,43.13117980957031
2016-11-07,43.52149963378906
2016-11-08,45.151123046875
2016-11-09,43.18972396850586
2016-11-10,44.790069580078125
2016-11-11,45.45362854003906
2016-11-14,44.663211822509766
2016-11-15,46.56605911254883
2016-11-16,48.790924072265625
2016-11-17,52.20629119873047
2016-11-18,51.76716995239258
2016-11-21,51.68911361694336
2016-11-22,55.29962921142578
2016-11-23,54.63608169555664
2016-11-25,54.509220123291016
2016-11-28,53.02597427368164
2016-11-29,52.879600524902344
2016-11-30,52.26484298706055
2016-12-01,53.69929122924805
2016-12-02,52.92839813232422
2016-12-05,53.045494079589844
2016-12-06,53.73832321166992
2016-12-07,55.768028259277344
2016-12-08,55.768028259277344
2016-12-09,56.73408508300781
2016-12-12,56.27545166015625
2016-12-13,56.39255142211914
2016-12-14,55.94367980957031
2016-12-15,54.9288215637207
2016-12-16,52.86008834838867
2016-12-19,51.347564697265625
2016-12-20,53.953006744384766
2016-12-21,55.25083923339844
2016-12-22,55.62165069580078
2016-12-23,55.02640151977539
2016-12-27,56.20714569091797
2016-12-28,56.36327362060547
2016-12-29,56.470619201660156
2016-12-30,57.182960510253906
2017-01-03,56.33399963378906
2017-01-04,56.77312088012695
2017-01-05,55.62165069580078
2017-01-06,55.123985290527344
2017-01-09,54.52873992919922
2017-01-10,57.12441635131836
2017-01-11,60.07139205932617
2017-01-12,58.62717819213867
2017-01-13,59.93476867675781
2017-01-17,61.359466552734375
2017-01-18,63.20376205444336
2017-01-19,61.77906799316406
2017-01-20,62.637794494628906
2017-01-23,62.520687103271484
2017-01-24,64.28691864013672
2017-01-25,63.78926086425781
2017-01-26,63.964908599853516
2017-01-27,62.784156799316406
2017-01-30,62.471893310546875
2017-01-31,61.95471954345703
2017-02-01,62.5890007019043
2017-02-02,63.53553771972656
2017-02-03,61.4960823059082
2017-02-06,60.73494338989258
2017-02-07,58.705238342285156
2017-02-08,59.310245513916016
2017-02-09,59.710330963134766
2017-02-10,59.768882751464844
2017-02-13,59.66154098510742
2017-02-14,60.58856964111328
2017-02-15,62.42311096191406
2017-02-16,63.13544464111328
2017-02-17,62.46214294433594
2017-02-21,65.3407974243164
2017-02-22,65.89702606201172
2017-02-23,64.35523223876953
2017-02-24,64.87242126464844
2017-02-27,65.89702606201172
2017-02-28,65.50669860839844
2017-03-01,66.0824203491211
2017-03-02,65.6238021850586
2017-03-03,66.22879028320312
2017-03-06,66.15074157714844
2017-03-07,66.65815734863281
2017-03-08,67.29244232177734
2017-03-09,67.82913208007812
2017-03-10,68.40486907958984
2017-03-13,70.6395034790039
2017-03-14,72.36669158935547
2017-03-15,73.85970306396484
2017-03-16,72.11298370361328
2017-03-17,71.05911254882812
2017-03-20,70.35651397705078
2017-03-21,67.87793731689453
2017-03-22,68.40486907958984
2017-03-23,66.61912536621094
2017-03-24,67.13350677490234
2017-03-27,68.93627166748047
2017-03-28,70.82721710205078
2017-03-29,70.01400756835938
2017-03-30,70.0630111694336
2017-03-31,71.19952392578125
2017-04-03,68.71092224121094
2017-04-04,66.75139617919922
2017-04-05,65.203369140625
2017-04-06,65.27195739746094
2017-04-07,65.4972915649414
