Date,UGI
2010-01-04,9.6416597366333
2010-01-05,9.524081230163574
2010-01-06,9.53976058959961
2010-01-07,9.445693969726562
2010-01-08,9.410417556762695
2010-01-11,9.410417556762695
2010-01-12,9.512322425842285
2010-01-13,9.520160675048828
2010-01-14,9.543675422668457
2010-01-15,9.504486083984375
2010-01-19,9.633824348449707
2010-01-20,9.618149757385254
2010-01-21,9.857232093811035
2010-01-22,9.798432350158691
2010-01-25,9.876824378967285
2010-01-26,9.825868606567383
2010-01-27,9.70436954498291
2010-01-28,9.802353858947754
2010-01-29,9.6063871383667
2010-02-01,9.610302925109863
2010-02-02,9.720048904418945
2010-02-03,9.614229202270508
2010-02-04,9.586787223815918
2010-02-05,9.680853843688965
2010-02-08,9.496646881103516
2010-02-09,9.504486083984375
2010-02-10,9.492725372314453
2010-02-11,9.578948974609375
2010-02-12,9.649497985839844
2010-02-16,9.84546947479248
2010-02-17,9.9356107711792
2010-02-18,9.892500877380371
2010-02-19,9.978728294372559
2010-02-22,9.943452835083008
2010-02-23,9.825868606567383
2010-02-24,9.841548919677734
2010-02-25,9.865065574645996
2010-02-26,9.818035125732422
2010-03-01,9.872903823852539
2010-03-02,9.818035125732422
2010-03-03,9.75924301147461
2010-03-04,9.755321502685547
2010-03-05,9.814111709594727
2010-03-08,9.861145973205566
2010-03-09,9.865065574645996
2010-03-10,9.900344848632812
2010-03-11,10.046514511108398
2010-03-12,10.062313079833984
2010-03-15,9.943796157836914
2010-03-16,10.129481315612793
2010-03-17,10.204535484313965
2010-03-18,10.358614921569824
2010-03-19,10.477137565612793
2010-03-22,10.402074813842773
2010-03-23,10.429728507995605
2010-03-24,10.37837028503418
2010-03-25,10.208490371704102
2010-03-26,10.303304672241211
2010-03-29,10.46528434753418
2010-03-30,10.532444953918457
2010-03-31,10.48503589630127
2010-04-01,10.556144714355469
2010-04-05,10.579852104187012
2010-04-06,10.591705322265625
2010-04-07,10.61935806274414
2010-04-08,10.429728507995605
2010-04-09,10.603559494018555
2010-04-12,10.504791259765625
2010-04-13,10.425776481628418
2010-04-14,10.429728507995605
2010-04-15,10.70232105255127
2010-04-16,10.627259254455566
2010-04-19,10.61935806274414
2010-04-20,10.718124389648438
2010-04-21,10.694421768188477
2010-04-22,10.737879753112793
2010-04-23,10.761577606201172
2010-04-26,10.757634162902832
2010-04-27,10.70232105255127
2010-04-28,10.801090240478516
2010-04-29,10.840594291687012
2010-04-30,10.8603515625
2010-05-03,10.96701717376709
2010-05-04,10.722075462341309
2010-05-05,10.635161399841309
2010-05-06,10.41787338256836
2010-05-07,10.457385063171387
2010-05-10,10.722075462341309
2010-05-11,10.722075462341309
2010-05-12,10.733929634094238
2010-05-13,10.777382850646973
2010-05-14,10.611455917358398
2010-05-17,10.627259254455566
2010-05-18,10.409974098205566
2010-05-19,10.330963134765625
2010-05-20,9.975399017333984
2010-05-21,10.030709266662598
2010-05-24,9.951698303222656
2010-05-25,9.856886863708496
2010-05-26,9.864786148071289
2010-05-27,10.14133071899414
2010-05-28,10.327011108398438
2010-06-01,10.026762008666992
2010-06-02,10.24404239654541
2010-06-03,10.323060989379883
2010-06-04,10.078121185302734
2010-06-07,10.01885986328125
2010-06-08,10.216392517089844
2010-06-09,10.275652885437012
2010-06-10,10.366518020629883
2010-06-11,10.426346778869629
2010-06-14,10.350563049316406
2010-06-15,10.55797290802002
2010-06-16,10.613816261291504
2010-06-17,10.613816261291504
2010-06-18,10.569941520690918
2010-06-21,10.785325050354004
2010-06-22,10.661676406860352
2010-06-23,10.502131462097168
2010-06-24,10.406402587890625
2010-06-25,10.486177444458008
2010-06-28,10.60982608795166
2010-06-29,10.218937873840332
2010-06-30,10.147139549255371
2010-07-01,10.087309837341309
2010-07-02,10.071355819702148
2010-07-06,10.250848770141602
2010-07-07,10.530050277709961
2010-07-08,10.657686233520508
2010-07-09,10.709542274475098
2010-07-12,10.765382766723633
2010-07-13,10.893020629882812
2010-07-14,10.9249267578125
2010-07-15,10.893020629882812
2010-07-16,10.605833053588867
2010-07-19,10.62578010559082
2010-07-20,10.689599990844727
2010-07-21,10.593864440917969
2010-07-22,10.87706470489502
2010-07-23,11.172225952148438
2010-07-26,11.291885375976562
2010-07-27,11.383625030517578
2010-07-28,10.897007942199707
2010-07-29,10.777348518371582
2010-07-30,10.75341796875
2010-08-02,10.829202651977539
2010-08-03,10.745440483093262
2010-08-04,10.845151901245117
2010-08-05,10.869091987609863
2010-08-06,10.741451263427734
2010-08-09,10.928916931152344
2010-08-10,10.897007942199707
2010-08-11,10.717521667480469
2010-08-12,10.605833053588867
2010-08-13,10.721508026123047
2010-08-16,10.769372940063477
2010-08-17,11.100428581237793
2010-08-18,11.104415893554688
2010-08-19,11.06054401397705
2010-08-20,10.948861122131348
2010-08-23,10.940884590148926
2010-08-24,10.9010009765625
2010-08-25,10.9807710647583
2010-08-26,10.908973693847656
2010-08-27,10.9807710647583
2010-08-30,10.853134155273438
2010-08-31,11.008687019348145
2010-09-01,11.168234825134277
2010-09-02,11.088462829589844
2010-09-03,11.188182830810547
