Date,PRIM
2010-01-04,7.053998947143555
2010-01-05,6.993334770202637
2010-01-06,6.698697090148926
2010-01-07,6.698697090148926
2010-01-08,6.672698020935059
2010-01-11,6.629368305206299
2010-01-12,6.560042381286621
2010-01-13,6.473384857177734
2010-01-14,6.629368305206299
2010-01-15,6.906676769256592
2010-01-19,6.984671115875244
2010-01-20,6.94133996963501
2010-01-21,6.976004123687744
2010-01-22,6.967339038848877
2010-01-25,6.958672046661377
2010-01-26,6.932673931121826
2010-01-27,7.062662124633789
2010-01-28,7.002001762390137
2010-01-29,7.036663055419922
2010-02-01,7.027998924255371
2010-02-02,6.932673931121826
2010-02-03,6.889347076416016
2010-02-04,6.837350368499756
2010-02-05,6.802687644958496
2010-02-08,6.7766900062561035
2010-02-09,6.716030120849609
2010-02-10,6.698697090148926
2010-02-11,6.94133996963501
2010-02-12,7.062662124633789
2010-02-16,7.027998924255371
2010-02-17,6.932673931121826
2010-02-18,7.097323417663574
2010-02-19,7.149318695068359
2010-02-22,7.062662124633789
2010-02-23,7.2273125648498535
2010-02-24,7.2099809646606445
2010-02-25,7.175317287445068
2010-02-26,7.097323417663574
2010-03-01,7.218647003173828
2010-03-02,7.270641803741455
2010-03-03,7.23598051071167
2010-03-04,7.313971996307373
2010-03-05,7.55661678314209
2010-03-08,7.513285160064697
2010-03-09,7.469954967498779
2010-03-10,7.287975788116455
2010-03-11,7.417963027954102
2010-03-12,7.140651702880859
2010-03-15,7.218647003173828
2010-03-16,7.192651748657227
2010-03-17,7.149318695068359
2010-03-18,7.105991363525391
2010-03-19,7.088661193847656
2010-03-22,7.062662124633789
2010-03-23,7.036663055419922
2010-03-24,6.854681491851807
2010-03-25,6.5773749351501465
2010-03-26,6.490716457366943
2010-03-29,6.434200763702393
2010-03-30,6.921113967895508
2010-03-31,6.7298264503479
2010-04-01,6.634182453155518
2010-04-05,6.781992435455322
2010-04-06,6.886332035064697
2010-04-07,7.042839527130127
2010-04-08,7.042839527130127
2010-04-09,7.068925857543945
2010-04-12,7.077622890472412
2010-04-13,7.19065523147583
2010-04-14,7.260213375091553
2010-04-15,7.2776031494140625
2010-04-16,7.225433349609375
2010-04-19,7.155871868133545
2010-04-20,7.147178649902344
2010-04-21,7.138484954833984
2010-04-22,7.147178649902344
2010-04-23,7.164565563201904
2010-04-26,7.112401008605957
2010-04-27,6.808079242706299
2010-04-28,6.921113967895508
2010-04-29,6.97327995300293
2010-04-30,6.8689446449279785
2010-05-03,6.886332035064697
2010-05-04,6.7559123039245605
2010-05-05,6.529844760894775
2010-05-06,6.521148204803467
2010-05-07,6.303778648376465
2010-05-10,6.486369609832764
2010-05-11,6.529844760894775
2010-05-12,6.668962478637695
2010-05-13,6.660266399383545
2010-05-14,6.7124342918396
2010-05-17,6.590707778930664
2010-05-18,6.477675437927246
2010-05-19,6.364643573760986
2010-05-20,6.129878997802734
2010-05-21,5.982068061828613
2010-05-24,5.877729415893555
2010-05-25,5.6777472496032715
2010-05-26,5.547324180603027
2010-05-27,6.034236431121826
2010-05-28,5.955983638763428
2010-06-01,5.929898262023926
2010-06-02,5.912508964538574
2010-06-03,5.686442852020264
2010-06-04,5.364731788635254
2010-06-07,5.3473429679870605
2010-06-08,5.269088268280029
2010-06-09,5.199528694152832
2010-06-10,5.216919422149658
2010-06-11,5.173443794250488
2010-06-14,5.303868293762207
2010-06-15,5.35603666305542
2010-06-16,5.3473429679870605
2010-06-17,5.338647365570068
2010-06-18,5.286477565765381
2010-06-21,5.399510860443115
2010-06-22,5.425593852996826
2010-06-23,5.460376739501953
2010-06-24,5.556020259857178
2010-06-25,6.0690155029296875
2010-06-28,5.785415172576904
2010-06-29,5.593443870544434
2010-06-30,5.497453689575195
2010-07-01,5.418919086456299
2010-07-02,5.261849880218506
2010-07-06,5.165863513946533
2010-07-07,5.340384006500244
2010-07-08,5.5061821937561035
2010-07-09,5.628345012664795
2010-07-12,5.427644729614258
2010-07-13,5.558537483215332
2010-07-14,5.619618892669678
2010-07-15,5.5149078369140625
2010-07-16,5.279303073883057
2010-07-19,5.410192966461182
2010-07-20,5.4538254737854
2010-07-21,5.497453689575195
2010-07-22,5.829046249389648
2010-07-23,5.907582759857178
2010-07-26,6.239174842834473
2010-07-27,6.30898380279541
2010-07-28,6.265352249145508
2010-07-29,6.30898380279541
2010-07-30,6.300257205963135
2010-08-02,6.457330226898193
2010-08-03,6.387519359588623
2010-08-04,6.291531085968018
2010-08-05,6.265352249145508
2010-08-06,6.160640716552734
2010-08-09,5.916309356689453
2010-08-10,5.575990676879883
2010-08-11,5.235671043395996
2010-08-12,5.305480480194092
2010-08-13,5.32293176651001
2010-08-16,5.349111557006836
2010-08-17,5.410192966461182
2010-08-18,5.410192966461182
2010-08-19,5.157135486602783
2010-08-20,5.122231960296631
2010-08-23,4.991339683532715
2010-08-24,4.9302592277526855
2010-08-25,5.043697834014893
2010-08-26,4.9302592277526855
2010-08-27,5.174589157104492
2010-08-30,5.017516613006592
2010-08-31,5.174589157104492
2010-09-01,5.235671043395996
2010-09-02,5.026243209838867
2010-09-03,5.183314800262451
2010-09-07,4.982615947723389
2010-09-08,4.991339683532715
2010-09-09,4.956433296203613
2010-09-10,4.9477105140686035
2010-09-13,5.139684200286865
2010-09-14,5.235671043395996
2010-09-15,5.706882953643799
2010-09-16,5.654524326324463
2010-09-17,5.5061821937561035
2010-09-20,5.671976566314697
2010-09-21,5.445101261138916
2010-09-22,5.349111557006836
2010-09-23,5.296754360198975
2010-09-24,5.436373710632324
2010-09-27,5.340384006500244
2010-09-28,5.546288967132568
2010-09-29,5.616384506225586
2010-09-30,5.730291843414307
2010-10-01,5.993147850036621
2010-10-04,5.9318156242370605
2010-10-05,6.0720038414001465
2010-10-06,6.12457275390625
2010-10-07,6.1771464347839355
2010-10-08,6.256004810333252
2010-10-11,6.2209577560424805
2010-10-12,6.159623146057129
2010-10-13,6.361147403717041
2010-10-14,6.378671169281006
2010-10-15,6.553908824920654
2010-10-18,6.553908824920654
2010-10-19,6.343624114990234
2010-10-20,6.536386489868164
2010-10-21,6.536386489868164
2010-10-22,6.510098457336426
2010-10-25,6.553908824920654
2010-10-26,6.729146480560303
2010-10-27,6.6502909660339355
2010-10-28,6.5714335441589355
2010-10-29,6.597719669342041
2010-11-01,6.597719669342041
2010-11-02,6.886861324310303
2010-11-03,6.921910762786865
2010-11-04,7.140957355499268
2010-11-05,7.088387966156006
2010-11-08,7.105911731719971
2010-11-09,7.263624668121338
2010-11-10,7.596576690673828
2010-11-11,7.482671737670898
2010-11-12,7.421336650848389
2010-11-15,7.552768230438232
2010-11-16,7.149721145629883
2010-11-17,7.167244911193848
2010-11-18,7.5790534019470215
2010-11-19,7.570291996002197
2010-11-22,7.517719745635986
2010-11-23,7.368767261505127
2010-11-24,7.535243511199951
2010-11-26,7.570291996002197
2010-11-29,7.798098564147949
2010-11-30,7.7455291748046875
2010-12-01,7.88571834564209
2010-12-02,7.876956939697266
2010-12-03,7.841911315917969
2010-12-06,7.88571834564209
2010-12-07,7.903243541717529
2010-12-08,8.052197456359863
2010-12-09,8.025908470153809
2010-12-10,8.104765892028809
2010-12-13,8.122291564941406
2010-12-14,8.174861907958984
2010-12-15,8.157341003417969
2010-12-16,8.209909439086914
2010-12-17,8.236198425292969
2010-12-20,8.113529205322266
2010-12-21,8.218668937683105
2010-12-22,8.280004501342773
2010-12-23,8.262484550476074
2010-12-27,8.244955062866211
2010-12-28,8.30628776550293
2010-12-29,8.328251838684082
2010-12-30,8.319473266601562
2010-12-31,8.380961418151855
2011-01-03,8.688444137573242
2011-01-04,8.512739181518555
2011-01-05,8.626947402954102
2011-01-06,8.433674812316895
2011-01-07,8.117412567138672
2011-01-10,8.15255069732666
2011-01-11,8.310684204101562
2011-01-12,8.21405029296875
2011-01-13,8.170120239257812
2011-01-14,8.038347244262695
2011-01-18,8.055919647216797
2011-01-19,7.8889994621276855
2011-01-20,7.713297367095947
2011-01-21,7.563950538635254
2011-01-24,7.502457618713379
2011-01-25,7.537595748901367
2011-01-26,7.730865478515625
2011-01-27,7.66058874130249
2011-01-28,7.300400733947754
2011-01-31,7.212549686431885
2011-02-01,7.581521511077881
2011-02-02,7.379466533660889
2011-02-03,7.186192989349365
2011-02-04,7.186192989349365
2011-02-07,7.379466533660889
2011-02-08,7.502457618713379
2011-02-09,7.502457618713379
2011-02-10,7.537595748901367
2011-02-11,7.643020153045654
2011-02-14,7.607879161834717
2011-02-15,7.739655017852783
2011-02-16,7.845076560974121
2011-02-17,7.836292266845703
2011-02-18,8.020773887634277
2011-02-22,7.783576965332031
2011-02-23,7.643020153045654
2011-02-24,7.643020153045654
2011-02-25,7.8889994621276855
2011-02-28,7.511242866516113
2011-03-01,7.528810977935791
2011-03-02,7.388250827789307
2011-03-03,7.845076560974121
2011-03-04,7.862645626068115
2011-03-07,7.766010761260986
2011-03-08,7.897785663604736
2011-03-09,7.8889994621276855
2011-03-10,7.625446796417236
2011-03-11,7.643020153045654
2011-03-14,7.730865478515625
2011-03-15,7.546383380889893
2011-03-16,7.651805877685547
2011-03-17,7.792365074157715
2011-03-18,8.029563903808594
2011-03-21,8.082268714904785
2011-03-22,8.055919647216797
2011-03-23,8.117412567138672
2011-03-24,8.038347244262695
2011-03-25,8.389749526977539
2011-03-28,8.36339282989502
2011-03-29,8.438262939453125
2011-03-30,8.676088333129883
2011-03-31,8.931524276733398
2011-04-01,9.001989364624023
2011-04-04,9.38955020904541
2011-04-05,9.548099517822266
2011-04-06,9.829961776733398
2011-04-07,9.891618728637695
2011-04-08,9.988511085510254
2011-04-11,10.006129264831543
2011-04-12,9.671416282653809
2011-04-13,9.821154594421387
2011-04-14,9.882805824279785
2011-04-15,10.014931678771973
2011-04-18,9.92685317993164
2011-04-19,9.865193367004395
2011-04-20,9.918045997619629
2011-04-21,10.217521667480469
2011-04-25,10.120636940002441
2011-04-26,10.296794891357422
2011-04-27,10.296794891357422
2011-04-28,10.138250350952148
2011-04-29,10.376069068908691
2011-05-02,10.006129264831543
2011-05-03,9.882805824279785
2011-05-04,9.87399959564209
2011-05-05,9.821154594421387
2011-05-06,9.512866973876953
2011-05-09,9.442402839660645
2011-05-10,10.04135513305664
2011-05-11,9.829961776733398
2011-05-12,9.944467544555664
2011-05-13,9.574522972106934
2011-05-16,9.178154945373535
2011-05-17,9.856385231018066
2011-05-18,10.173482894897461
2011-05-19,10.552230834960938
2011-05-20,10.464150428771973
2011-05-23,10.323222160339355
2011-05-24,10.34964656829834
2011-05-25,10.464150428771973
2011-05-26,10.701973915100098
2011-05-27,11.080732345581055
2011-05-31,11.160002708435059
2011-06-01,11.071917533874512
2011-06-02,10.790053367614746
2011-06-03,10.649124145507812
2011-06-06,10.73720645904541
2011-06-07,10.781246185302734
2011-06-08,10.631507873535156
2011-06-09,10.693166732788086
2011-06-10,10.481769561767578
2011-06-13,10.68436050415039
2011-06-14,10.948604583740234
2011-06-15,10.605080604553223
2011-06-16,10.613890647888184
2011-06-17,10.569855690002441
2011-06-20,10.719590187072754
2011-06-21,10.939794540405273
2011-06-22,10.87813949584961
2011-06-23,10.701973915100098
2011-06-24,11.107146263122559
2011-06-27,11.750152587890625
2011-06-28,11.51629638671875
2011-06-29,11.428045272827148
2011-06-30,11.383927345275879
2011-07-01,11.816337585449219
2011-07-05,12.134027481079102
2011-07-06,12.319348335266113
2011-07-07,12.522318840026855
2011-07-08,12.407596588134766
2011-07-11,11.639843940734863
2011-07-12,11.586895942687988
2011-07-13,11.878110885620117
2011-07-14,11.3662748336792
2011-07-15,11.295676231384277
2011-07-18,11.348625183105469
2011-07-19,11.560420989990234
2011-07-20,11.586895942687988
2011-07-21,11.710439682006836
2011-07-22,11.472169876098633
2011-07-25,11.172131538391113
2011-07-26,10.660297393798828
2011-07-27,10.545575141906738
2011-07-28,10.722070693969727
2011-07-29,10.766194343566895
2011-08-01,10.669120788574219
2011-08-02,10.263181686401367
2011-08-03,10.289656639099121
2011-08-04,9.866071701049805
2011-08-05,9.442479133605957
2011-08-08,8.604133605957031
2011-08-09,9.513075828552246
2011-08-10,8.957121849060059
2011-08-11,9.55720043182373
2011-08-12,9.645448684692383
2011-08-15,9.91901683807373
2011-08-16,9.513075828552246
2011-08-17,9.416006088256836
2011-08-18,8.789449691772461
2011-08-19,8.52470588684082
2011-08-22,8.560005187988281
2011-08-23,9.195390701293945
2011-08-24,9.239510536193848
2011-08-25,8.824747085571289
2011-08-26,9.151260375976562
2011-08-29,9.910192489624023
2011-08-30,10.060211181640625
2011-08-31,10.14846134185791
2011-09-01,9.618979454040527
2011-09-02,9.054186820983887
2011-09-06,9.186564445495605
2011-09-07,9.79547119140625
2011-09-08,9.768994331359863
2011-09-09,9.080667495727539
2011-09-12,9.036541938781738
2011-09-13,9.248332023620605
2011-09-14,9.468953132629395
2011-09-15,9.486604690551758
2011-09-16,9.513075828552246
2011-09-19,9.477777481079102
2011-09-20,9.292461395263672
2011-09-21,9.177740097045898
2011-09-22,8.860047340393066
2011-09-23,9.098315238952637
2011-09-26,9.53955364227295
2011-09-27,9.31010627746582
2011-09-28,9.159660339355469
2011-09-29,9.301259994506836
2011-09-30,9.25700855255127
2011-10-03,9.026910781860352
2011-10-04,9.841099739074707
2011-10-05,9.752603530883789
2011-10-06,9.929603576660156
2011-10-07,9.672954559326172
2011-10-10,10.22165298461914
2011-10-11,10.372100830078125
2011-10-12,10.61104965209961
2011-10-13,10.646446228027344
2011-10-14,11.13319206237793
2011-10-17,10.619897842407227
2011-10-18,11.19513988494873
